,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,CU%,CH%,wFA/C,wFC/C,wFS/C,wSI/C,wCU/C,wCH/C,vFA,vFC,vFS,vSI,vCU,SI_ba,FC_ba,FS_ba,CU_ba,CH_ba,FF_ba,Stf+ SL,Loc+ SL,Pit+ SL,SL%,wSL/C,vSL,ST_ba,SL_ba
0,2023-05-07,718273,Groundout,field_out,True,596146,615698,Max Kepler,Cal Quantrill,0,0,0,3c1414ba-4b6a-41b0-b839-3c5f2f11e73f,615698.0,calquantrill,Quantrill,Right,Cal Quantrill,5.24,5.85,99.2,98.0,95.0,95.0,0.83,5.24,3.16,10.02,0.99,1.12,0.22399999999999998,0.451,0.18600000000000003,0.311,0.384,86.1,85.0,94.0,91.0,103.0,110.0,111.0,75.0,77.0,73.0,86.0,96.0,90.0,103.0,94.0,93.0,113.0,104.0,104.0,0.41600000000000004,0.01,0.24100000000000002,0.12300000000000001,0.109,0.10099999999999999,-2.44,-0.89,-1.13,0.18,1.28,-2.42,93.8,88.1,86.8,93.7,82.0,0.277,0.33,0.241,0.188,0.344,0.333,,,,,,,,
1,2023-05-07,718273,Groundout,field_out,True,621043,615698,Carlos Correa,Cal Quantrill,0,0,0,12572cc7-6d0d-4a3f-9adf-3d9fe7b2643d,615698.0,calquantrill,Quantrill,Right,Cal Quantrill,5.24,5.85,99.2,98.0,95.0,95.0,0.83,5.24,3.16,10.02,0.99,1.12,0.22399999999999998,0.451,0.18600000000000003,0.311,0.384,86.1,85.0,94.0,91.0,103.0,110.0,111.0,75.0,77.0,73.0,86.0,96.0,90.0,103.0,94.0,93.0,113.0,104.0,104.0,0.41600000000000004,0.01,0.24100000000000002,0.12300000000000001,0.109,0.10099999999999999,-2.44,-0.89,-1.13,0.18,1.28,-2.42,93.8,88.1,86.8,93.7,82.0,0.277,0.33,0.241,0.188,0.344,0.333,,,,,,,,
2,2023-05-07,718273,Groundout,field_out,True,593871,615698,Jorge Polanco,Cal Quantrill,1,0,0,e175881f-868b-42ff-8346-9605cf3fa175,615698.0,calquantrill,Quantrill,Right,Cal Quantrill,5.24,5.85,99.2,98.0,95.0,95.0,0.83,5.24,3.16,10.02,0.99,1.12,0.22399999999999998,0.451,0.18600000000000003,0.311,0.384,86.1,85.0,94.0,91.0,103.0,110.0,111.0,75.0,77.0,73.0,86.0,96.0,90.0,103.0,94.0,93.0,113.0,104.0,104.0,0.41600000000000004,0.01,0.24100000000000002,0.12300000000000001,0.109,0.10099999999999999,-2.44,-0.89,-1.13,0.18,1.28,-2.42,93.8,88.1,86.8,93.7,82.0,0.277,0.33,0.241,0.188,0.344,0.333,,,,,,,,
3,2023-05-07,718273,Single,single,False,680757,657746,Steven Kwan,Joe Ryan,1,0,0,792e6200-2d2c-41cf-b3d4-33151f58f25f,657746.0,joeryan,Ryan,Right,Joe Ryan,4.51,3.53,161.2,107.0,99.0,105.0,0.7490000000000001,10.97,1.89,8.63,1.78,0.63,0.23199999999999998,0.423,0.147,0.326,0.455,,,,,,,,102.0,112.0,108.0,,,,,,,91.0,104.0,102.0,,0.569,,0.272,,,0.89,,-0.3,,,,92.3,,83.9,,,,,0.242,,,0.24,102.0,88.0,94.0,0.159,-2.12,80.3,0.286,0.32
4,2023-05-07,718273,Single,single,False,664702,657746,Myles Straw,Joe Ryan,0,0,1,4ac05414-e9fb-423b-ac6f-999ebea3dfd1,657746.0,joeryan,Ryan,Right,Joe Ryan,4.51,3.53,161.2,107.0,99.0,105.0,0.7490000000000001,10.97,1.89,8.63,1.78,0.63,0.23199999999999998,0.423,0.147,0.326,0.455,,,,,,,,102.0,112.0,108.0,,,,,,,91.0,104.0,102.0,,0.569,,0.272,,,0.89,,-0.3,,,,92.3,,83.9,,,,,0.242,,,0.24,102.0,88.0,94.0,0.159,-2.12,80.3,0.286,0.32
5,2023-05-07,718273,Single,single,False,608070,657746,José Ramírez,Joe Ryan,0,0,1,cea0fe08-9190-4f21-b662-a1112396968f,657746.0,joeryan,Ryan,Right,Joe Ryan,4.51,3.53,161.2,107.0,99.0,105.0,0.7490000000000001,10.97,1.89,8.63,1.78,0.63,0.23199999999999998,0.423,0.147,0.326,0.455,,,,,,,,102.0,112.0,108.0,,,,,,,91.0,104.0,102.0,,0.569,,0.272,,,0.89,,-0.3,,,,92.3,,83.9,,,,,0.242,,,0.24,102.0,88.0,94.0,0.159,-2.12,80.3,0.286,0.32
6,2023-05-07,718273,Pop Out,field_out,True,647304,657746,Josh Naylor,Joe Ryan,0,0,0,5dc3d0b3-5bda-42bd-8247-00f92495a4ff,657746.0,joeryan,Ryan,Right,Joe Ryan,4.51,3.53,161.2,107.0,99.0,105.0,0.7490000000000001,10.97,1.89,8.63,1.78,0.63,0.23199999999999998,0.423,0.147,0.326,0.455,,,,,,,,102.0,112.0,108.0,,,,,,,91.0,104.0,102.0,,0.569,,0.272,,,0.89,,-0.3,,,,92.3,,83.9,,,,,0.242,,,0.24,102.0,88.0,94.0,0.159,-2.12,80.3,0.286,0.32
7,2023-05-07,718273,Single,single,False,605137,657746,Josh Bell,Joe Ryan,0,0,1,daf89dfe-c9e2-4d92-81a4-7c184c88890e,657746.0,joeryan,Ryan,Right,Joe Ryan,4.51,3.53,161.2,107.0,99.0,105.0,0.7490000000000001,10.97,1.89,8.63,1.78,0.63,0.23199999999999998,0.423,0.147,0.326,0.455,,,,,,,,102.0,112.0,108.0,,,,,,,91.0,104.0,102.0,,0.569,,0.272,,,0.89,,-0.3,,,,92.3,,83.9,,,,,0.242,,,0.24,102.0,88.0,94.0,0.159,-2.12,80.3,0.286,0.32
8,2023-05-07,718273,Flyout,field_out,True,665926,657746,Andrés Giménez,Joe Ryan,1,0,0,5b84106d-e445-4218-a221-9a5fa40babf8,657746.0,joeryan,Ryan,Right,Joe Ryan,4.51,3.53,161.2,107.0,99.0,105.0,0.7490000000000001,10.97,1.89,8.63,1.78,0.63,0.23199999999999998,0.423,0.147,0.326,0.455,,,,,,,,102.0,112.0,108.0,,,,,,,91.0,104.0,102.0,,0.569,,0.272,,,0.89,,-0.3,,,,92.3,,83.9,,,,,0.242,,,0.24,102.0,88.0,94.0,0.159,-2.12,80.3,0.286,0.32
9,2023-05-07,718273,Groundout,field_out,True,672356,657746,Gabriel Arias,Joe Ryan,1,0,0,52bad134-8fcb-4b24-98bb-74eb805f6fb3,657746.0,joeryan,Ryan,Right,Joe Ryan,4.51,3.53,161.2,107.0,99.0,105.0,0.7490000000000001,10.97,1.89,8.63,1.78,0.63,0.23199999999999998,0.423,0.147,0.326,0.455,,,,,,,,102.0,112.0,108.0,,,,,,,91.0,104.0,102.0,,0.569,,0.272,,,0.89,,-0.3,,,,92.3,,83.9,,,,,0.242,,,0.24,102.0,88.0,94.0,0.159,-2.12,80.3,0.286,0.32
