,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,SI%,FA%,CU%,CH%,wFA/C,wSI/C,wCU/C,wCH/C,vFA,vSI,vCU,SI_ba,FF_ba,CH_ba,CU_ba,SV_ba,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FC%,SL%,wFC/C,wSL/C,vFC,vSL,FC_ba,ST_ba,SL_ba
0,2023-09-17,716545,Flyout,field_out,True,668715,500779,Spencer Steer,Jose Quintana,0,0,0,3c6415b8-ea1c-402e-bb92-791c30a57f7b,500779.0,josequintana,Quintana,Left,Jose Quintana,3.57,4.55,75.2,101.0,80.0,94.0,0.802,7.14,2.85,8.92,0.59,1.17,0.231,0.406,0.162,0.28600000000000003,0.349,85.8,65.0,102.0,91.0,96.0,106.0,102.0,81.0,101.0,95.0,78.0,99.0,91.0,0.32299999999999995,0.242,0.253,0.18100000000000002,-2.28,3.29,1.45,-1.18,90.2,90.4,77.2,0.196,0.391,0.276,0.214,0.211,,,,,,,,,,,,,,,
1,2023-09-17,716545,Single,single,False,669222,500779,Nick Senzel,Jose Quintana,1,0,0,f34730d8-fae6-4415-aa3f-18b6da213040,500779.0,josequintana,Quintana,Left,Jose Quintana,3.57,4.55,75.2,101.0,80.0,94.0,0.802,7.14,2.85,8.92,0.59,1.17,0.231,0.406,0.162,0.28600000000000003,0.349,85.8,65.0,102.0,91.0,96.0,106.0,102.0,81.0,101.0,95.0,78.0,99.0,91.0,0.32299999999999995,0.242,0.253,0.18100000000000002,-2.28,3.29,1.45,-1.18,90.2,90.4,77.2,0.196,0.391,0.276,0.214,0.211,,,,,,,,,,,,,,,
2,2023-09-17,716545,Forceout,force_out,True,592669,500779,Hunter Renfroe,Jose Quintana,0,0,1,f65309c6-400d-4550-b314-455e4f0ab245,500779.0,josequintana,Quintana,Left,Jose Quintana,3.57,4.55,75.2,101.0,80.0,94.0,0.802,7.14,2.85,8.92,0.59,1.17,0.231,0.406,0.162,0.28600000000000003,0.349,85.8,65.0,102.0,91.0,96.0,106.0,102.0,81.0,101.0,95.0,78.0,99.0,91.0,0.32299999999999995,0.242,0.253,0.18100000000000002,-2.28,3.29,1.45,-1.18,90.2,90.4,77.2,0.196,0.391,0.276,0.214,0.211,,,,,,,,,,,,,,,
3,2023-09-17,716545,Single,single,False,663886,500779,Tyler Stephenson,Jose Quintana,0,0,1,e0d300ee-9e0d-4a45-9bb7-fd8c58403d12,500779.0,josequintana,Quintana,Left,Jose Quintana,3.57,4.55,75.2,101.0,80.0,94.0,0.802,7.14,2.85,8.92,0.59,1.17,0.231,0.406,0.162,0.28600000000000003,0.349,85.8,65.0,102.0,91.0,96.0,106.0,102.0,81.0,101.0,95.0,78.0,99.0,91.0,0.32299999999999995,0.242,0.253,0.18100000000000002,-2.28,3.29,1.45,-1.18,90.2,90.4,77.2,0.196,0.391,0.276,0.214,0.211,,,,,,,,,,,,,,,
4,2023-09-17,716545,Single,single,False,682622,500779,Noelvi Marte,Jose Quintana,0,0,1,109c0aef-0e81-465b-829b-8a437c355ead,500779.0,josequintana,Quintana,Left,Jose Quintana,3.57,4.55,75.2,101.0,80.0,94.0,0.802,7.14,2.85,8.92,0.59,1.17,0.231,0.406,0.162,0.28600000000000003,0.349,85.8,65.0,102.0,91.0,96.0,106.0,102.0,81.0,101.0,95.0,78.0,99.0,91.0,0.32299999999999995,0.242,0.253,0.18100000000000002,-2.28,3.29,1.45,-1.18,90.2,90.4,77.2,0.196,0.391,0.276,0.214,0.211,,,,,,,,,,,,,,,
5,2023-09-17,716545,Flyout,field_out,True,687952,500779,Christian Encarnacion-Strand,Jose Quintana,0,0,0,66140ae3-4ab8-4652-b1b7-90c63639a771,500779.0,josequintana,Quintana,Left,Jose Quintana,3.57,4.55,75.2,101.0,80.0,94.0,0.802,7.14,2.85,8.92,0.59,1.17,0.231,0.406,0.162,0.28600000000000003,0.349,85.8,65.0,102.0,91.0,96.0,106.0,102.0,81.0,101.0,95.0,78.0,99.0,91.0,0.32299999999999995,0.242,0.253,0.18100000000000002,-2.28,3.29,1.45,-1.18,90.2,90.4,77.2,0.196,0.391,0.276,0.214,0.211,,,,,,,,,,,,,,,
6,2023-09-17,716545,Single,single,False,607043,682227,Brandon Nimmo,Brandon Williamson,1,0,0,f624ec34-8757-4bac-94f1-14f617039f63,682227.0,brandonwilliamson,Williamson,Left,Brandon Williamson,4.46,4.77,117.0,99.0,93.0,96.0,0.8009999999999999,7.54,3.0,8.54,1.38,0.88,0.287,0.384,0.139,0.324,0.444,84.0,97.0,94.0,99.0,98.0,96.0,103.0,64.0,99.0,86.0,,,,,0.37200000000000005,0.064,0.165,-0.15,,-1.75,-0.51,92.8,,73.1,,0.269,0.183,0.333,,132.0,104.0,113.0,106.0,102.0,98.0,0.298,0.102,1.71,-1.33,89.3,81.7,0.252,0.277,0.0
7,2023-09-17,716545,Grounded Into DP,grounded_into_double_play,True,677595,682227,Ronny Mauricio,Brandon Williamson,1,1,1,ef2d3ee0-43ea-46f9-b68f-ee44df30067c,682227.0,brandonwilliamson,Williamson,Left,Brandon Williamson,4.46,4.77,117.0,99.0,93.0,96.0,0.8009999999999999,7.54,3.0,8.54,1.38,0.88,0.287,0.384,0.139,0.324,0.444,84.0,97.0,94.0,99.0,98.0,96.0,103.0,64.0,99.0,86.0,,,,,0.37200000000000005,0.064,0.165,-0.15,,-1.75,-0.51,92.8,,73.1,,0.269,0.183,0.333,,132.0,104.0,113.0,106.0,102.0,98.0,0.298,0.102,1.71,-1.33,89.3,81.7,0.252,0.277,0.0
8,2023-09-17,716545,Field Error,field_error,False,624413,682227,Pete Alonso,Brandon Williamson,1,0,0,b94b1dae-07c0-4a38-b179-3659e37fb2f9,682227.0,brandonwilliamson,Williamson,Left,Brandon Williamson,4.46,4.77,117.0,99.0,93.0,96.0,0.8009999999999999,7.54,3.0,8.54,1.38,0.88,0.287,0.384,0.139,0.324,0.444,84.0,97.0,94.0,99.0,98.0,96.0,103.0,64.0,99.0,86.0,,,,,0.37200000000000005,0.064,0.165,-0.15,,-1.75,-0.51,92.8,,73.1,,0.269,0.183,0.333,,132.0,104.0,113.0,106.0,102.0,98.0,0.298,0.102,1.71,-1.33,89.3,81.7,0.252,0.277,0.0
9,2023-09-17,716545,Flyout,field_out,True,596019,682227,Francisco Lindor,Brandon Williamson,0,0,0,75bf80a5-0deb-4856-8e3b-0160a541ee92,682227.0,brandonwilliamson,Williamson,Left,Brandon Williamson,4.46,4.77,117.0,99.0,93.0,96.0,0.8009999999999999,7.54,3.0,8.54,1.38,0.88,0.287,0.384,0.139,0.324,0.444,84.0,97.0,94.0,99.0,98.0,96.0,103.0,64.0,99.0,86.0,,,,,0.37200000000000005,0.064,0.165,-0.15,,-1.75,-0.51,92.8,,73.1,,0.269,0.183,0.333,,132.0,104.0,113.0,106.0,102.0,98.0,0.298,0.102,1.71,-1.33,89.3,81.7,0.252,0.277,0.0
