,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vSI,vSL,FF_ba,SL_ba,CH_ba,SI_ba,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,wFC/C,wCU/C,vFC,vCU,FC_ba,CU_ba,ST_ba,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,FS%,wFS/C,vFS,Stf+ FS,Loc+ FS,Pit+ FS,FS_ba
0,2023-04-01,718761,Strikeout,strikeout,True,602104,519242,Ramón Urías,Chris Sale,0,0,0,bfa2f836-7606-4c0d-a987-298e2bee247d,519242.0,chrissale,Sale,Left,Chris Sale,4.3,3.61,102.2,100.0,94.0,99.0,0.725,10.96,2.54,7.63,1.31,0.86,0.293,0.384,0.16,0.308,0.405,86.1,81.0,103.0,99.0,99.0,102.0,100.0,98.0,94.0,96.0,92.0,98.0,100.0,0.062,0.43200000000000005,0.375,0.131,0.46,-1.13,0.7,-1.09,93.9,93.3,77.8,0.252,0.162,0.309,0.267,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-04-01,718761,Single,single,False,668939,519242,Adley Rutschman,Chris Sale,0,0,0,9f265305-1790-49e8-91d9-2ae3c504cf58,519242.0,chrissale,Sale,Left,Chris Sale,4.3,3.61,102.2,100.0,94.0,99.0,0.725,10.96,2.54,7.63,1.31,0.86,0.293,0.384,0.16,0.308,0.405,86.1,81.0,103.0,99.0,99.0,102.0,100.0,98.0,94.0,96.0,92.0,98.0,100.0,0.062,0.43200000000000005,0.375,0.131,0.46,-1.13,0.7,-1.09,93.9,93.3,77.8,0.252,0.162,0.309,0.267,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-04-01,718761,Home Run,home_run,False,663624,519242,Ryan Mountcastle,Chris Sale,0,0,1,6ff293e0-3c79-496a-ba88-6fa7d6df574b,519242.0,chrissale,Sale,Left,Chris Sale,4.3,3.61,102.2,100.0,94.0,99.0,0.725,10.96,2.54,7.63,1.31,0.86,0.293,0.384,0.16,0.308,0.405,86.1,81.0,103.0,99.0,99.0,102.0,100.0,98.0,94.0,96.0,92.0,98.0,100.0,0.062,0.43200000000000005,0.375,0.131,0.46,-1.13,0.7,-1.09,93.9,93.3,77.8,0.252,0.162,0.309,0.267,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-04-01,718761,Strikeout,strikeout,True,623993,519242,Anthony Santander,Chris Sale,0,0,0,5350cc3e-5c82-4cff-96ec-8e136f32f307,519242.0,chrissale,Sale,Left,Chris Sale,4.3,3.61,102.2,100.0,94.0,99.0,0.725,10.96,2.54,7.63,1.31,0.86,0.293,0.384,0.16,0.308,0.405,86.1,81.0,103.0,99.0,99.0,102.0,100.0,98.0,94.0,96.0,92.0,98.0,100.0,0.062,0.43200000000000005,0.375,0.131,0.46,-1.13,0.7,-1.09,93.9,93.3,77.8,0.252,0.162,0.309,0.267,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2023-04-01,718761,Home Run,home_run,False,669720,519242,Austin Hays,Chris Sale,0,0,0,f2ed0971-8138-4794-b9ee-17d94396e461,519242.0,chrissale,Sale,Left,Chris Sale,4.3,3.61,102.2,100.0,94.0,99.0,0.725,10.96,2.54,7.63,1.31,0.86,0.293,0.384,0.16,0.308,0.405,86.1,81.0,103.0,99.0,99.0,102.0,100.0,98.0,94.0,96.0,92.0,98.0,100.0,0.062,0.43200000000000005,0.375,0.131,0.46,-1.13,0.7,-1.09,93.9,93.3,77.8,0.252,0.162,0.309,0.267,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2023-04-01,718761,Strikeout,strikeout,True,683002,519242,Gunnar Henderson,Chris Sale,0,0,0,59fd5450-be42-4bff-93ef-eff87c9bf193,519242.0,chrissale,Sale,Left,Chris Sale,4.3,3.61,102.2,100.0,94.0,99.0,0.725,10.96,2.54,7.63,1.31,0.86,0.293,0.384,0.16,0.308,0.405,86.1,81.0,103.0,99.0,99.0,102.0,100.0,98.0,94.0,96.0,92.0,98.0,100.0,0.062,0.43200000000000005,0.375,0.131,0.46,-1.13,0.7,-1.09,93.9,93.3,77.8,0.252,0.162,0.309,0.267,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2023-04-01,718761,Groundout,field_out,True,657077,665152,Alex Verdugo,Dean Kremer,1,1,0,a7f94d87-d2f4-4a7b-8b24-1ac9e280d944,665152.0,deankremer,Kremer,Right,Dean Kremer,4.12,4.93,172.2,102.0,99.0,100.0,0.785,8.18,2.87,8.91,1.41,1.05,0.282,0.38,0.145,0.311,0.423,85.3,86.0,91.0,93.0,106.0,103.0,102.0,84.0,106.0,99.0,116.0,98.0,105.0,0.145,0.371,0.033,0.12300000000000001,0.43,1.81,-1.43,-1.4,94.6,91.9,82.8,0.252,,0.26,0.269,93.0,94.0,98.0,104.0,106.0,102.0,0.239,0.08900000000000001,0.02,-2.29,88.8,78.1,0.222,0.347,0.25,,,,,,,,,,,,,
7,2023-04-01,718761,Single,single,False,646240,665152,Rafael Devers,Dean Kremer,0,0,0,c33d09e0-f44b-4503-8e9d-fd9bdcd1fd25,665152.0,deankremer,Kremer,Right,Dean Kremer,4.12,4.93,172.2,102.0,99.0,100.0,0.785,8.18,2.87,8.91,1.41,1.05,0.282,0.38,0.145,0.311,0.423,85.3,86.0,91.0,93.0,106.0,103.0,102.0,84.0,106.0,99.0,116.0,98.0,105.0,0.145,0.371,0.033,0.12300000000000001,0.43,1.81,-1.43,-1.4,94.6,91.9,82.8,0.252,,0.26,0.269,93.0,94.0,98.0,104.0,106.0,102.0,0.239,0.08900000000000001,0.02,-2.29,88.8,78.1,0.222,0.347,0.25,,,,,,,,,,,,,
8,2023-04-01,718761,Flyout,field_out,True,457759,665152,Justin Turner,Dean Kremer,0,0,0,807af7cf-8ebc-4e6d-b23a-6d97f29b3dbd,665152.0,deankremer,Kremer,Right,Dean Kremer,4.12,4.93,172.2,102.0,99.0,100.0,0.785,8.18,2.87,8.91,1.41,1.05,0.282,0.38,0.145,0.311,0.423,85.3,86.0,91.0,93.0,106.0,103.0,102.0,84.0,106.0,99.0,116.0,98.0,105.0,0.145,0.371,0.033,0.12300000000000001,0.43,1.81,-1.43,-1.4,94.6,91.9,82.8,0.252,,0.26,0.269,93.0,94.0,98.0,104.0,106.0,102.0,0.239,0.08900000000000001,0.02,-2.29,88.8,78.1,0.222,0.347,0.25,,,,,,,,,,,,,
9,2023-04-01,718761,Groundout,field_out,True,807799,665152,Masataka Yoshida,Dean Kremer,0,0,0,509e6143-3b32-42ba-9e93-02448ed4e489,665152.0,deankremer,Kremer,Right,Dean Kremer,4.12,4.93,172.2,102.0,99.0,100.0,0.785,8.18,2.87,8.91,1.41,1.05,0.282,0.38,0.145,0.311,0.423,85.3,86.0,91.0,93.0,106.0,103.0,102.0,84.0,106.0,99.0,116.0,98.0,105.0,0.145,0.371,0.033,0.12300000000000001,0.43,1.81,-1.43,-1.4,94.6,91.9,82.8,0.252,,0.26,0.269,93.0,94.0,98.0,104.0,106.0,102.0,0.239,0.08900000000000001,0.02,-2.29,88.8,78.1,0.222,0.347,0.25,,,,,,,,,,,,,
