,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,FS%,CU%,wFA/C,wFC/C,wFS/C,wSI/C,wCU/C,vFA,vFC,vFS,vSI,vCU,FF_ba,FC_ba,CU_ba,FS_ba,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SL%,CH%,wSL/C,wCH/C,vSL,SL_ba,CH_ba,SI_ba,ST_ba,Stf+ FS,Loc+ FS,Pit+ FS
0,2023-04-12,718600,Walk,walk,False,657077,671737,Alex Verdugo,Taj Bradley,1,0,0,431f4761-4dea-427f-babe-193f5d7a7716,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,5.59,4.45,104.2,101.0,110.0,105.0,0.775,11.09,3.35,9.11,1.98,0.88,0.268,0.405,0.158,0.392,0.449,88.0,107.0,111.0,131.0,101.0,109.0,106.0,99.0,99.0,0.001,0.449,0.248,0.136,0.16699999999999998,-0.8,-1.32,0.62,0.0,0.04,96.1,88.9,89.3,97.8,79.0,0.277,0.312,0.169,0.19,,,,,,,,,,,,,,,,,,,,,,
1,2023-04-12,718600,Strikeout,strikeout,True,646240,671737,Rafael Devers,Taj Bradley,0,0,0,89a18fbf-97fa-475f-8fac-a43da4cadb25,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,5.59,4.45,104.2,101.0,110.0,105.0,0.775,11.09,3.35,9.11,1.98,0.88,0.268,0.405,0.158,0.392,0.449,88.0,107.0,111.0,131.0,101.0,109.0,106.0,99.0,99.0,0.001,0.449,0.248,0.136,0.16699999999999998,-0.8,-1.32,0.62,0.0,0.04,96.1,88.9,89.3,97.8,79.0,0.277,0.312,0.169,0.19,,,,,,,,,,,,,,,,,,,,,,
2,2023-04-12,718600,Grounded Into DP,grounded_into_double_play,True,457759,671737,Justin Turner,Taj Bradley,1,0,1,d021976c-6f5f-4746-9ac1-022429c4af0e,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,5.59,4.45,104.2,101.0,110.0,105.0,0.775,11.09,3.35,9.11,1.98,0.88,0.268,0.405,0.158,0.392,0.449,88.0,107.0,111.0,131.0,101.0,109.0,106.0,99.0,99.0,0.001,0.449,0.248,0.136,0.16699999999999998,-0.8,-1.32,0.62,0.0,0.04,96.1,88.9,89.3,97.8,79.0,0.277,0.312,0.169,0.19,,,,,,,,,,,,,,,,,,,,,,
3,2023-04-12,718600,Groundout,field_out,True,650490,519242,Yandy Díaz,Chris Sale,1,0,0,7a35df03-92ee-455f-91f2-986c02a22e51,519242.0,chrissale,Sale,Left,Chris Sale,4.3,3.61,102.2,100.0,94.0,99.0,0.725,10.96,2.54,7.63,1.31,0.86,0.293,0.384,0.16,0.308,0.405,,,,99.0,102.0,100.0,,,,0.062,0.43200000000000005,,,,0.46,,,-1.13,,93.9,,,93.3,,0.252,,,,86.1,81.0,103.0,99.0,98.0,94.0,96.0,92.0,98.0,100.0,0.375,0.131,0.7,-1.09,77.8,0.162,0.309,0.267,,,,
4,2023-04-12,718600,Field Error,field_error,False,677551,519242,Wander Franco,Chris Sale,0,0,0,6a1ad6d8-6452-4c70-ba2c-951464abd167,519242.0,chrissale,Sale,Left,Chris Sale,4.3,3.61,102.2,100.0,94.0,99.0,0.725,10.96,2.54,7.63,1.31,0.86,0.293,0.384,0.16,0.308,0.405,,,,99.0,102.0,100.0,,,,0.062,0.43200000000000005,,,,0.46,,,-1.13,,93.9,,,93.3,,0.252,,,,86.1,81.0,103.0,99.0,98.0,94.0,96.0,92.0,98.0,100.0,0.375,0.131,0.7,-1.09,77.8,0.162,0.309,0.267,,,,
5,2023-04-12,718600,Walk,walk,False,670623,519242,Isaac Paredes,Chris Sale,0,0,1,08384021-3c27-4a65-862c-400b8960098a,519242.0,chrissale,Sale,Left,Chris Sale,4.3,3.61,102.2,100.0,94.0,99.0,0.725,10.96,2.54,7.63,1.31,0.86,0.293,0.384,0.16,0.308,0.405,,,,99.0,102.0,100.0,,,,0.062,0.43200000000000005,,,,0.46,,,-1.13,,93.9,,,93.3,,0.252,,,,86.1,81.0,103.0,99.0,98.0,94.0,96.0,92.0,98.0,100.0,0.375,0.131,0.7,-1.09,77.8,0.162,0.309,0.267,,,,
6,2023-04-12,718600,Home Run,home_run,False,668227,519242,Randy Arozarena,Chris Sale,0,0,1,810cea46-c33f-4069-a2a3-cd7b9ed349a6,519242.0,chrissale,Sale,Left,Chris Sale,4.3,3.61,102.2,100.0,94.0,99.0,0.725,10.96,2.54,7.63,1.31,0.86,0.293,0.384,0.16,0.308,0.405,,,,99.0,102.0,100.0,,,,0.062,0.43200000000000005,,,,0.46,,,-1.13,,93.9,,,93.3,,0.252,,,,86.1,81.0,103.0,99.0,98.0,94.0,96.0,92.0,98.0,100.0,0.375,0.131,0.7,-1.09,77.8,0.162,0.309,0.267,,,,
7,2023-04-12,718600,Single,single,False,623912,519242,Harold Ramírez,Chris Sale,0,0,0,852a47b4-0d03-4bc4-99e4-41544f2734d1,519242.0,chrissale,Sale,Left,Chris Sale,4.3,3.61,102.2,100.0,94.0,99.0,0.725,10.96,2.54,7.63,1.31,0.86,0.293,0.384,0.16,0.308,0.405,,,,99.0,102.0,100.0,,,,0.062,0.43200000000000005,,,,0.46,,,-1.13,,93.9,,,93.3,,0.252,,,,86.1,81.0,103.0,99.0,98.0,94.0,96.0,92.0,98.0,100.0,0.375,0.131,0.7,-1.09,77.8,0.162,0.309,0.267,,,,
8,2023-04-12,718600,Flyout,field_out,True,622534,519242,Manuel Margot,Chris Sale,0,0,0,ef1f8441-5bce-4965-b18c-b87f36884836,519242.0,chrissale,Sale,Left,Chris Sale,4.3,3.61,102.2,100.0,94.0,99.0,0.725,10.96,2.54,7.63,1.31,0.86,0.293,0.384,0.16,0.308,0.405,,,,99.0,102.0,100.0,,,,0.062,0.43200000000000005,,,,0.46,,,-1.13,,93.9,,,93.3,,0.252,,,,86.1,81.0,103.0,99.0,98.0,94.0,96.0,92.0,98.0,100.0,0.375,0.131,0.7,-1.09,77.8,0.162,0.309,0.267,,,,
9,2023-04-12,718600,Walk,walk,False,670764,519242,Taylor Walls,Chris Sale,1,0,1,451b0643-2ea5-4b0a-b729-857aa230ed7f,519242.0,chrissale,Sale,Left,Chris Sale,4.3,3.61,102.2,100.0,94.0,99.0,0.725,10.96,2.54,7.63,1.31,0.86,0.293,0.384,0.16,0.308,0.405,,,,99.0,102.0,100.0,,,,0.062,0.43200000000000005,,,,0.46,,,-1.13,,93.9,,,93.3,,0.252,,,,86.1,81.0,103.0,99.0,98.0,94.0,96.0,92.0,98.0,100.0,0.375,0.131,0.7,-1.09,77.8,0.162,0.309,0.267,,,,
