,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,CU%,wFA/C,wFS/C,wSI/C,wSL/C,wCU/C,vFA,vFS,vSI,vSL,vCU,FS_ba,SL_ba,FF_ba,ST_ba,SI_ba,CU_ba,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CH%,wFC/C,wCH/C,vFC,FC_ba,CH_ba,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2023-08-05,717118,Strikeout,strikeout,True,672695,628317,Geraldo Perdomo,Kenta Maeda,0,0,0,ba4d3e9b-cc52-40a9-9eed-a03ec14273a4,628317.0,kentamaeda,Maeda,Right,Kenta Maeda,4.23,3.74,104.1,103.0,105.0,102.0,0.735,10.09,2.42,8.11,1.47,0.69,0.225,0.389,0.1,0.336,0.39899999999999997,94.0,96.0,95.0,76.0,102.0,91.0,73.0,107.0,96.0,105.0,99.0,103.0,138.0,107.0,112.0,0.064,0.27399999999999997,0.319,0.306,0.036000000000000004,0.35,1.6,-0.88,-0.07,-2.4,91.0,84.1,90.3,81.6,76.4,0.182,0.247,0.275,0.206,0.385,0.333,,,,,,,,,,,,,,,,,,,,
1,2023-08-05,717118,Flyout,field_out,True,606466,628317,Ketel Marte,Kenta Maeda,0,0,0,3d4351a0-2487-4f11-972f-39403e52a362,628317.0,kentamaeda,Maeda,Right,Kenta Maeda,4.23,3.74,104.1,103.0,105.0,102.0,0.735,10.09,2.42,8.11,1.47,0.69,0.225,0.389,0.1,0.336,0.39899999999999997,94.0,96.0,95.0,76.0,102.0,91.0,73.0,107.0,96.0,105.0,99.0,103.0,138.0,107.0,112.0,0.064,0.27399999999999997,0.319,0.306,0.036000000000000004,0.35,1.6,-0.88,-0.07,-2.4,91.0,84.1,90.3,81.6,76.4,0.182,0.247,0.275,0.206,0.385,0.333,,,,,,,,,,,,,,,,,,,,
2,2023-08-05,717118,Hit By Pitch,hit_by_pitch,False,682998,628317,Corbin Carroll,Kenta Maeda,0,0,0,50a188d3-a821-4c52-b0c3-3158cd1babdc,628317.0,kentamaeda,Maeda,Right,Kenta Maeda,4.23,3.74,104.1,103.0,105.0,102.0,0.735,10.09,2.42,8.11,1.47,0.69,0.225,0.389,0.1,0.336,0.39899999999999997,94.0,96.0,95.0,76.0,102.0,91.0,73.0,107.0,96.0,105.0,99.0,103.0,138.0,107.0,112.0,0.064,0.27399999999999997,0.319,0.306,0.036000000000000004,0.35,1.6,-0.88,-0.07,-2.4,91.0,84.1,90.3,81.6,76.4,0.182,0.247,0.275,0.206,0.385,0.333,,,,,,,,,,,,,,,,,,,,
3,2023-08-05,717118,Strikeout,strikeout,True,572233,628317,Christian Walker,Kenta Maeda,0,0,1,240fee3c-56a3-41da-85c5-8bd0a9555d20,628317.0,kentamaeda,Maeda,Right,Kenta Maeda,4.23,3.74,104.1,103.0,105.0,102.0,0.735,10.09,2.42,8.11,1.47,0.69,0.225,0.389,0.1,0.336,0.39899999999999997,94.0,96.0,95.0,76.0,102.0,91.0,73.0,107.0,96.0,105.0,99.0,103.0,138.0,107.0,112.0,0.064,0.27399999999999997,0.319,0.306,0.036000000000000004,0.35,1.6,-0.88,-0.07,-2.4,91.0,84.1,90.3,81.6,76.4,0.182,0.247,0.275,0.206,0.385,0.333,,,,,,,,,,,,,,,,,,,,
4,2023-08-05,717118,Single,single,False,666397,669194,Edouard Julien,Ryne Nelson,1,0,0,0b12caf7-e5b9-4359-81a2-8bd4b6dd154c,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,5.31,5.27,144.0,104.0,101.0,103.0,0.823,6.0,2.88,9.94,1.5,0.83,0.22899999999999998,0.413,0.131,0.36200000000000004,0.46299999999999997,99.0,94.0,98.0,102.0,104.0,103.0,,,,106.0,105.0,113.0,,,,,0.546,,0.134,0.052000000000000005,-0.72,,,0.52,-2.44,94.4,,,81.7,76.4,,0.177,0.308,,,0.429,83.3,96.0,96.0,98.0,101.0,111.0,105.0,0.135,0.133,-1.72,-0.16,85.6,0.326,0.203,,,,,,
5,2023-08-05,717118,Strikeout,strikeout,True,593871,669194,Jorge Polanco,Ryne Nelson,0,0,0,a6065134-bdaf-4b7b-a248-bda425f66446,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,5.31,5.27,144.0,104.0,101.0,103.0,0.823,6.0,2.88,9.94,1.5,0.83,0.22899999999999998,0.413,0.131,0.36200000000000004,0.46299999999999997,99.0,94.0,98.0,102.0,104.0,103.0,,,,106.0,105.0,113.0,,,,,0.546,,0.134,0.052000000000000005,-0.72,,,0.52,-2.44,94.4,,,81.7,76.4,,0.177,0.308,,,0.429,83.3,96.0,96.0,98.0,101.0,111.0,105.0,0.135,0.133,-1.72,-0.16,85.6,0.326,0.203,,,,,,
6,2023-08-05,717118,Strikeout,strikeout,True,596146,669194,Max Kepler,Ryne Nelson,0,0,0,d386c7b4-f8c2-402c-8ee0-ff71c2b9644b,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,5.31,5.27,144.0,104.0,101.0,103.0,0.823,6.0,2.88,9.94,1.5,0.83,0.22899999999999998,0.413,0.131,0.36200000000000004,0.46299999999999997,99.0,94.0,98.0,102.0,104.0,103.0,,,,106.0,105.0,113.0,,,,,0.546,,0.134,0.052000000000000005,-0.72,,,0.52,-2.44,94.4,,,81.7,76.4,,0.177,0.308,,,0.429,83.3,96.0,96.0,98.0,101.0,111.0,105.0,0.135,0.133,-1.72,-0.16,85.6,0.326,0.203,,,,,,
7,2023-08-05,717118,Flyout,field_out,True,621043,669194,Carlos Correa,Ryne Nelson,0,0,0,cf894b50-782d-4bc2-b49b-1b1d83daf60e,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,5.31,5.27,144.0,104.0,101.0,103.0,0.823,6.0,2.88,9.94,1.5,0.83,0.22899999999999998,0.413,0.131,0.36200000000000004,0.46299999999999997,99.0,94.0,98.0,102.0,104.0,103.0,,,,106.0,105.0,113.0,,,,,0.546,,0.134,0.052000000000000005,-0.72,,,0.52,-2.44,94.4,,,81.7,76.4,,0.177,0.308,,,0.429,83.3,96.0,96.0,98.0,101.0,111.0,105.0,0.135,0.133,-1.72,-0.16,85.6,0.326,0.203,,,,,,
8,2023-08-05,717118,Strikeout,strikeout,True,502054,628317,Tommy Pham,Kenta Maeda,0,0,0,be6491d7-0aaa-4a44-89c2-71c95699ebf7,628317.0,kentamaeda,Maeda,Right,Kenta Maeda,4.23,3.74,104.1,103.0,105.0,102.0,0.735,10.09,2.42,8.11,1.47,0.69,0.225,0.389,0.1,0.336,0.39899999999999997,94.0,96.0,95.0,76.0,102.0,91.0,73.0,107.0,96.0,105.0,99.0,103.0,138.0,107.0,112.0,0.064,0.27399999999999997,0.319,0.306,0.036000000000000004,0.35,1.6,-0.88,-0.07,-2.4,91.0,84.1,90.3,81.6,76.4,0.182,0.247,0.275,0.206,0.385,0.333,,,,,,,,,,,,,,,,,,,,
9,2023-08-05,717118,Home Run,home_run,False,666971,628317,Lourdes Gurriel Jr.,Kenta Maeda,1,1,0,36e4d425-3ef9-4128-8d2f-e539fad46afd,628317.0,kentamaeda,Maeda,Right,Kenta Maeda,4.23,3.74,104.1,103.0,105.0,102.0,0.735,10.09,2.42,8.11,1.47,0.69,0.225,0.389,0.1,0.336,0.39899999999999997,94.0,96.0,95.0,76.0,102.0,91.0,73.0,107.0,96.0,105.0,99.0,103.0,138.0,107.0,112.0,0.064,0.27399999999999997,0.319,0.306,0.036000000000000004,0.35,1.6,-0.88,-0.07,-2.4,91.0,84.1,90.3,81.6,76.4,0.182,0.247,0.275,0.206,0.385,0.333,,,,,,,,,,,,,,,,,,,,
