,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,SL%,CH%,wSI/C,wSL/C,wCH/C,vSI,vSL,SI_ba,CH_ba,SL_ba,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,FA%,CU%,wFA/C,wCU/C,vFA,vCU,FF_ba,CU_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2023-09-08,716679,Groundout,field_out,True,650333,650911,Luis Arraez,Cristopher Sánchez,1,1,0,ae48310e-5f35-44a8-a5f1-5466ab56c73f,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,3.44,3.74,99.1,101.0,83.0,100.0,0.759,8.7,1.45,7.97,1.45,2.19,0.21,0.445,0.157,0.342,0.429,81.8,75.0,98.0,104.0,71.0,104.0,97.0,123.0,100.0,100.0,0.462,0.21100000000000002,0.327,0.65,0.2,1.1,92.1,82.7,0.297,0.148,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-09-08,716679,Walk,walk,False,605137,650911,Josh Bell,Cristopher Sánchez,0,0,0,d256e306-8ce3-4ad3-9370-9e6509dbb467,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,3.44,3.74,99.1,101.0,83.0,100.0,0.759,8.7,1.45,7.97,1.45,2.19,0.21,0.445,0.157,0.342,0.429,81.8,75.0,98.0,104.0,71.0,104.0,97.0,123.0,100.0,100.0,0.462,0.21100000000000002,0.327,0.65,0.2,1.1,92.1,82.7,0.297,0.148,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-09-08,716679,Double,double,False,669394,650911,Jake Burger,Cristopher Sánchez,1,0,1,2e8bc477-9d4b-42cc-ba17-c68f6923cfae,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,3.44,3.74,99.1,101.0,83.0,100.0,0.759,8.7,1.45,7.97,1.45,2.19,0.21,0.445,0.157,0.342,0.429,81.8,75.0,98.0,104.0,71.0,104.0,97.0,123.0,100.0,100.0,0.462,0.21100000000000002,0.327,0.65,0.2,1.1,92.1,82.7,0.297,0.148,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-09-08,716679,Strikeout,strikeout,True,650559,650911,Bryan De La Cruz,Cristopher Sánchez,0,0,0,86f1e1c0-6803-4912-9f94-af75082bc41e,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,3.44,3.74,99.1,101.0,83.0,100.0,0.759,8.7,1.45,7.97,1.45,2.19,0.21,0.445,0.157,0.342,0.429,81.8,75.0,98.0,104.0,71.0,104.0,97.0,123.0,100.0,100.0,0.462,0.21100000000000002,0.327,0.65,0.2,1.1,92.1,82.7,0.297,0.148,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2023-09-08,716679,Lineout,field_out,True,493329,650911,Yuli Gurriel,Cristopher Sánchez,1,0,0,5a194313-4aee-4f8e-acb7-39cd38f16c3f,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,3.44,3.74,99.1,101.0,83.0,100.0,0.759,8.7,1.45,7.97,1.45,2.19,0.21,0.445,0.157,0.342,0.429,81.8,75.0,98.0,104.0,71.0,104.0,97.0,123.0,100.0,100.0,0.462,0.21100000000000002,0.327,0.65,0.2,1.1,92.1,82.7,0.297,0.148,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2023-09-08,716679,Strikeout,strikeout,True,656941,691587,Kyle Schwarber,Eury Pérez,0,0,0,7e6f289c-ec7f-46ea-b117-0dc8b5385f46,691587.0,euryperez,"Pérez, Eu",Right,Eury Pérez,3.15,3.61,91.1,98.0,110.0,105.0,0.685,10.64,3.05,7.09,1.48,0.46,0.20600000000000002,0.46399999999999997,0.159,0.391,0.40700000000000003,89.7,86.0,85.0,82.0,,,,101.0,102.0,107.0,,0.308,0.098,,0.99,0.99,,86.4,,0.045,0.183,91.0,95.0,99.0,128.0,100.0,109.0,0.45399999999999996,0.14,-0.47,1.89,97.5,81.2,0.289,0.098,,,,,,,,,,,,,
6,2023-09-08,716679,Home Run,home_run,False,607208,691587,Trea Turner,Eury Pérez,1,0,0,abe061d8-8cdb-44df-8e85-2adf82498219,691587.0,euryperez,"Pérez, Eu",Right,Eury Pérez,3.15,3.61,91.1,98.0,110.0,105.0,0.685,10.64,3.05,7.09,1.48,0.46,0.20600000000000002,0.46399999999999997,0.159,0.391,0.40700000000000003,89.7,86.0,85.0,82.0,,,,101.0,102.0,107.0,,0.308,0.098,,0.99,0.99,,86.4,,0.045,0.183,91.0,95.0,99.0,128.0,100.0,109.0,0.45399999999999996,0.14,-0.47,1.89,97.5,81.2,0.289,0.098,,,,,,,,,,,,,
7,2023-09-08,716679,Pop Out,field_out,True,547180,691587,Bryce Harper,Eury Pérez,0,0,0,d5ddc5ac-f281-4cf2-bb04-848e86b9f16f,691587.0,euryperez,"Pérez, Eu",Right,Eury Pérez,3.15,3.61,91.1,98.0,110.0,105.0,0.685,10.64,3.05,7.09,1.48,0.46,0.20600000000000002,0.46399999999999997,0.159,0.391,0.40700000000000003,89.7,86.0,85.0,82.0,,,,101.0,102.0,107.0,,0.308,0.098,,0.99,0.99,,86.4,,0.045,0.183,91.0,95.0,99.0,128.0,100.0,109.0,0.45399999999999996,0.14,-0.47,1.89,97.5,81.2,0.289,0.098,,,,,,,,,,,,,
8,2023-09-08,716679,Groundout,field_out,True,592206,691587,Nick Castellanos,Eury Pérez,0,0,0,05bbddfb-6c72-4506-9a0c-01a3ae38a43f,691587.0,euryperez,"Pérez, Eu",Right,Eury Pérez,3.15,3.61,91.1,98.0,110.0,105.0,0.685,10.64,3.05,7.09,1.48,0.46,0.20600000000000002,0.46399999999999997,0.159,0.391,0.40700000000000003,89.7,86.0,85.0,82.0,,,,101.0,102.0,107.0,,0.308,0.098,,0.99,0.99,,86.4,,0.045,0.183,91.0,95.0,99.0,128.0,100.0,109.0,0.45399999999999996,0.14,-0.47,1.89,97.5,81.2,0.289,0.098,,,,,,,,,,,,,
9,2023-09-08,716679,Groundout,field_out,True,641658,650911,Garrett Hampson,Cristopher Sánchez,1,0,0,bbec37b6-5c10-4722-998d-65b251c1037d,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,3.44,3.74,99.1,101.0,83.0,100.0,0.759,8.7,1.45,7.97,1.45,2.19,0.21,0.445,0.157,0.342,0.429,81.8,75.0,98.0,104.0,71.0,104.0,97.0,123.0,100.0,100.0,0.462,0.21100000000000002,0.327,0.65,0.2,1.1,92.1,82.7,0.297,0.148,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
