,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vSL,vCU,FF_ba,CH_ba,SL_ba,CU_ba,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,KC%,wKC/C,vKC,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba
0,2023-08-08,717068,Strikeout,strikeout,True,664774,608337,LaMonte Wade Jr.,Lucas Giolito,0,0,0,c4b10154-b223-455c-b520-f2bd867db88e,608337.0,lucasgiolito,Giolito,Right,Lucas Giolito,4.88,4.61,184.1,101.0,95.0,101.0,0.737,9.96,3.56,8.25,2.0,0.79,0.262,0.426,0.183,0.34299999999999997,0.413,80.9,99.0,100.0,107.0,81.0,76.0,78.0,84.0,100.0,95.0,107.0,105.0,104.0,0.419,0.282,0.015,0.28300000000000003,-0.85,-0.25,-3.72,-0.2,93.1,84.0,77.9,0.262,0.209,0.236,0.5,,,,,,,,,,,,,,,,,
1,2023-08-08,717068,Flyout,field_out,True,592626,608337,Joc Pederson,Lucas Giolito,1,0,0,537f0b57-ff4f-4449-8b76-f23119da81bf,608337.0,lucasgiolito,Giolito,Right,Lucas Giolito,4.88,4.61,184.1,101.0,95.0,101.0,0.737,9.96,3.56,8.25,2.0,0.79,0.262,0.426,0.183,0.34299999999999997,0.413,80.9,99.0,100.0,107.0,81.0,76.0,78.0,84.0,100.0,95.0,107.0,105.0,104.0,0.419,0.282,0.015,0.28300000000000003,-0.85,-0.25,-3.72,-0.2,93.1,84.0,77.9,0.262,0.209,0.236,0.5,,,,,,,,,,,,,,,,,
2,2023-08-08,717068,Groundout,field_out,True,527038,608337,Wilmer Flores,Lucas Giolito,1,0,0,9371185e-1512-4ac1-8760-3aaeb24d15d8,608337.0,lucasgiolito,Giolito,Right,Lucas Giolito,4.88,4.61,184.1,101.0,95.0,101.0,0.737,9.96,3.56,8.25,2.0,0.79,0.262,0.426,0.183,0.34299999999999997,0.413,80.9,99.0,100.0,107.0,81.0,76.0,78.0,84.0,100.0,95.0,107.0,105.0,104.0,0.419,0.282,0.015,0.28300000000000003,-0.85,-0.25,-3.72,-0.2,93.1,84.0,77.9,0.262,0.209,0.236,0.5,,,,,,,,,,,,,,,,,
3,2023-08-08,717068,Double,double,False,650859,518397,Luis Rengifo,Scott Alexander,1,0,0,a7d77eee-348a-454f-967c-e0bab39074c5,518397.0,scottalexander,Alexander,Left,Scott Alexander,4.66,3.61,48.1,101.0,87.0,97.0,0.82,5.77,2.05,10.24,0.37,3.19,0.17600000000000002,0.43,0.158,0.33299999999999996,0.465,85.9,68.0,92.0,87.0,,,,,,,110.0,103.0,103.0,,0.16,,0.08199999999999999,,1.06,,0.57,,83.0,,,0.167,0.192,,84.0,101.0,97.0,0.758,0.64,92.8,0.306,,,,,,,,,,
4,2023-08-08,717068,Single,single,False,660271,518397,Shohei Ohtani,Scott Alexander,0,0,1,efa57eb6-6484-4e79-b59d-f39cc9d2569d,518397.0,scottalexander,Alexander,Left,Scott Alexander,4.66,3.61,48.1,101.0,87.0,97.0,0.82,5.77,2.05,10.24,0.37,3.19,0.17600000000000002,0.43,0.158,0.33299999999999996,0.465,85.9,68.0,92.0,87.0,,,,,,,110.0,103.0,103.0,,0.16,,0.08199999999999999,,1.06,,0.57,,83.0,,,0.167,0.192,,84.0,101.0,97.0,0.758,0.64,92.8,0.306,,,,,,,,,,
5,2023-08-08,717068,Single,single,False,592273,518397,Brandon Drury,Scott Alexander,0,0,1,f245c39a-343f-4c11-9265-6c0cf0ffef69,518397.0,scottalexander,Alexander,Left,Scott Alexander,4.66,3.61,48.1,101.0,87.0,97.0,0.82,5.77,2.05,10.24,0.37,3.19,0.17600000000000002,0.43,0.158,0.33299999999999996,0.465,85.9,68.0,92.0,87.0,,,,,,,110.0,103.0,103.0,,0.16,,0.08199999999999999,,1.06,,0.57,,83.0,,,0.167,0.192,,84.0,101.0,97.0,0.758,0.64,92.8,0.306,,,,,,,,,,
6,2023-08-08,717068,Strikeout,strikeout,True,543068,596001,C.J. Cron,Jakob Junis,0,0,0,e06f5444-9650-4ddc-90f4-7612348c7600,596001.0,jakobjunis,Junis,Right,Jakob Junis,3.87,3.71,86.0,100.0,112.0,105.0,0.754,10.05,2.2,9.42,1.26,1.17,0.255,0.494,0.16899999999999998,0.337,0.428,87.1,85.0,97.0,99.0,,,,69.0,95.0,90.0,129.0,102.0,112.0,0.011000000000000001,0.625,,0.099,2.6,0.75,,-0.76,93.9,84.2,,,0.273,0.216,,85.0,99.0,92.0,0.265,-2.68,93.7,0.418,,,,,,,,,,
7,2023-08-08,717068,Single,single,False,519058,596001,Mike Moustakas,Jakob Junis,0,0,1,321f4798-1b5b-44c2-96a0-51623a27ba3c,596001.0,jakobjunis,Junis,Right,Jakob Junis,3.87,3.71,86.0,100.0,112.0,105.0,0.754,10.05,2.2,9.42,1.26,1.17,0.255,0.494,0.16899999999999998,0.337,0.428,87.1,85.0,97.0,99.0,,,,69.0,95.0,90.0,129.0,102.0,112.0,0.011000000000000001,0.625,,0.099,2.6,0.75,,-0.76,93.9,84.2,,,0.273,0.216,,85.0,99.0,92.0,0.265,-2.68,93.7,0.418,,,,,,,,,,
8,2023-08-08,717068,Strikeout,strikeout,True,545341,596001,Randal Grichuk,Jakob Junis,0,0,0,8366c6b7-eb82-44af-97d1-16ec9725d9e6,596001.0,jakobjunis,Junis,Right,Jakob Junis,3.87,3.71,86.0,100.0,112.0,105.0,0.754,10.05,2.2,9.42,1.26,1.17,0.255,0.494,0.16899999999999998,0.337,0.428,87.1,85.0,97.0,99.0,,,,69.0,95.0,90.0,129.0,102.0,112.0,0.011000000000000001,0.625,,0.099,2.6,0.75,,-0.76,93.9,84.2,,,0.273,0.216,,85.0,99.0,92.0,0.265,-2.68,93.7,0.418,,,,,,,,,,
9,2023-08-08,717068,Double,double,False,592669,596001,Hunter Renfroe,Jakob Junis,0,0,1,5fa79e70-4aa7-4e5e-94cd-c2478d46554d,596001.0,jakobjunis,Junis,Right,Jakob Junis,3.87,3.71,86.0,100.0,112.0,105.0,0.754,10.05,2.2,9.42,1.26,1.17,0.255,0.494,0.16899999999999998,0.337,0.428,87.1,85.0,97.0,99.0,,,,69.0,95.0,90.0,129.0,102.0,112.0,0.011000000000000001,0.625,,0.099,2.6,0.75,,-0.76,93.9,84.2,,,0.273,0.216,,85.0,99.0,92.0,0.265,-2.68,93.7,0.418,,,,,,,,,,
