,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vSI,vSL,vCU,FF_ba,SL_ba,SI_ba,CU_ba,CH_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,ST_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2023-04-30,718360,Single,single,False,656775,605513,Cedric Mullins,Spencer Turnbull,1,0,0,91955bdc-5ce7-466b-aba6-25f5cac3c9b0,605513.0,spencerturnbull,Turnbull,Right,Spencer Turnbull,7.26,6.12,31.0,100.0,98.0,97.0,0.8009999999999999,6.97,4.35,10.74,1.45,1.48,0.272,0.33,0.184,0.369,0.418,87.5,122.0,85.0,86.0,92.0,103.0,106.0,92.0,106.0,100.0,91.0,99.0,91.0,104.0,98.0,100.0,0.193,0.405,0.223,0.068,0.11,-1.03,0.8,-1.38,-6.82,-2.39,92.9,93.4,83.8,78.6,0.273,0.29,0.304,0.5,0.143,,,,,,,,,,,,,,,,,,,,,
1,2023-04-30,718360,Lineout,field_out,True,668939,605513,Adley Rutschman,Spencer Turnbull,0,0,0,c0d94f1e-8ca2-414c-b2f6-31a5ac3161a4,605513.0,spencerturnbull,Turnbull,Right,Spencer Turnbull,7.26,6.12,31.0,100.0,98.0,97.0,0.8009999999999999,6.97,4.35,10.74,1.45,1.48,0.272,0.33,0.184,0.369,0.418,87.5,122.0,85.0,86.0,92.0,103.0,106.0,92.0,106.0,100.0,91.0,99.0,91.0,104.0,98.0,100.0,0.193,0.405,0.223,0.068,0.11,-1.03,0.8,-1.38,-6.82,-2.39,92.9,93.4,83.8,78.6,0.273,0.29,0.304,0.5,0.143,,,,,,,,,,,,,,,,,,,,,
2,2023-04-30,718360,Groundout,field_out,True,663624,605513,Ryan Mountcastle,Spencer Turnbull,1,0,1,a0423587-1f12-4b5b-9d6c-076cd385d597,605513.0,spencerturnbull,Turnbull,Right,Spencer Turnbull,7.26,6.12,31.0,100.0,98.0,97.0,0.8009999999999999,6.97,4.35,10.74,1.45,1.48,0.272,0.33,0.184,0.369,0.418,87.5,122.0,85.0,86.0,92.0,103.0,106.0,92.0,106.0,100.0,91.0,99.0,91.0,104.0,98.0,100.0,0.193,0.405,0.223,0.068,0.11,-1.03,0.8,-1.38,-6.82,-2.39,92.9,93.4,83.8,78.6,0.273,0.29,0.304,0.5,0.143,,,,,,,,,,,,,,,,,,,,,
3,2023-04-30,718360,Groundout,field_out,True,669065,605513,Kyle Stowers,Spencer Turnbull,0,0,0,294ca39a-bfb7-4b50-9a42-413e672f8069,605513.0,spencerturnbull,Turnbull,Right,Spencer Turnbull,7.26,6.12,31.0,100.0,98.0,97.0,0.8009999999999999,6.97,4.35,10.74,1.45,1.48,0.272,0.33,0.184,0.369,0.418,87.5,122.0,85.0,86.0,92.0,103.0,106.0,92.0,106.0,100.0,91.0,99.0,91.0,104.0,98.0,100.0,0.193,0.405,0.223,0.068,0.11,-1.03,0.8,-1.38,-6.82,-2.39,92.9,93.4,83.8,78.6,0.273,0.29,0.304,0.5,0.143,,,,,,,,,,,,,,,,,,,,,
4,2023-04-30,718360,Groundout,field_out,True,656716,680694,Zach McKinstry,Kyle Bradish,0,0,0,67e48d79-d92d-437f-b24c-d954f2e9fce6,680694.0,kylebradish,Bradish,Right,Kyle Bradish,2.83,3.77,168.2,103.0,126.0,105.0,0.759,8.96,2.35,7.04,0.75,1.61,0.258,0.336,0.11599999999999999,0.26899999999999996,0.43200000000000005,90.8,97.0,100.0,98.0,135.0,105.0,109.0,101.0,96.0,96.0,88.0,104.0,98.0,171.0,105.0,116.0,0.207,0.22399999999999998,0.313,0.17300000000000001,0.083,-1.0,1.53,1.77,3.99,-0.36,94.5,95.0,88.1,84.8,0.366,0.168,0.23,0.142,0.259,,,,,,,,,,,,,,,,,,,,,
5,2023-04-30,718360,Strikeout,strikeout,True,682985,680694,Riley Greene,Kyle Bradish,0,0,0,8fb8b4fe-2e42-4ab7-91b4-99d15427b228,680694.0,kylebradish,Bradish,Right,Kyle Bradish,2.83,3.77,168.2,103.0,126.0,105.0,0.759,8.96,2.35,7.04,0.75,1.61,0.258,0.336,0.11599999999999999,0.26899999999999996,0.43200000000000005,90.8,97.0,100.0,98.0,135.0,105.0,109.0,101.0,96.0,96.0,88.0,104.0,98.0,171.0,105.0,116.0,0.207,0.22399999999999998,0.313,0.17300000000000001,0.083,-1.0,1.53,1.77,3.99,-0.36,94.5,95.0,88.1,84.8,0.366,0.168,0.23,0.142,0.259,,,,,,,,,,,,,,,,,,,,,
6,2023-04-30,718360,Lineout,field_out,True,595879,680694,Javier Báez,Kyle Bradish,0,0,0,e0041b40-7b5a-4355-8624-55f9675e621c,680694.0,kylebradish,Bradish,Right,Kyle Bradish,2.83,3.77,168.2,103.0,126.0,105.0,0.759,8.96,2.35,7.04,0.75,1.61,0.258,0.336,0.11599999999999999,0.26899999999999996,0.43200000000000005,90.8,97.0,100.0,98.0,135.0,105.0,109.0,101.0,96.0,96.0,88.0,104.0,98.0,171.0,105.0,116.0,0.207,0.22399999999999998,0.313,0.17300000000000001,0.083,-1.0,1.53,1.77,3.99,-0.36,94.5,95.0,88.1,84.8,0.366,0.168,0.23,0.142,0.259,,,,,,,,,,,,,,,,,,,,,
7,2023-04-30,718360,Walk,walk,False,669720,605513,Austin Hays,Spencer Turnbull,1,0,0,a29ebca0-6e80-4ef4-8a51-0d88fa3dcf94,605513.0,spencerturnbull,Turnbull,Right,Spencer Turnbull,7.26,6.12,31.0,100.0,98.0,97.0,0.8009999999999999,6.97,4.35,10.74,1.45,1.48,0.272,0.33,0.184,0.369,0.418,87.5,122.0,85.0,86.0,92.0,103.0,106.0,92.0,106.0,100.0,91.0,99.0,91.0,104.0,98.0,100.0,0.193,0.405,0.223,0.068,0.11,-1.03,0.8,-1.38,-6.82,-2.39,92.9,93.4,83.8,78.6,0.273,0.29,0.304,0.5,0.143,,,,,,,,,,,,,,,,,,,,,
8,2023-04-30,718360,Field Error,field_error,False,683002,605513,Gunnar Henderson,Spencer Turnbull,1,1,1,7bdc9706-30bd-4c42-a434-89a1a3b0e71b,605513.0,spencerturnbull,Turnbull,Right,Spencer Turnbull,7.26,6.12,31.0,100.0,98.0,97.0,0.8009999999999999,6.97,4.35,10.74,1.45,1.48,0.272,0.33,0.184,0.369,0.418,87.5,122.0,85.0,86.0,92.0,103.0,106.0,92.0,106.0,100.0,91.0,99.0,91.0,104.0,98.0,100.0,0.193,0.405,0.223,0.068,0.11,-1.03,0.8,-1.38,-6.82,-2.39,92.9,93.4,83.8,78.6,0.273,0.29,0.304,0.5,0.143,,,,,,,,,,,,,,,,,,,,,
9,2023-04-30,718360,Flyout,field_out,True,622761,605513,Jorge Mateo,Spencer Turnbull,1,0,0,3c9c2aff-b6a4-4a42-ab63-2734b03578da,605513.0,spencerturnbull,Turnbull,Right,Spencer Turnbull,7.26,6.12,31.0,100.0,98.0,97.0,0.8009999999999999,6.97,4.35,10.74,1.45,1.48,0.272,0.33,0.184,0.369,0.418,87.5,122.0,85.0,86.0,92.0,103.0,106.0,92.0,106.0,100.0,91.0,99.0,91.0,104.0,98.0,100.0,0.193,0.405,0.223,0.068,0.11,-1.03,0.8,-1.38,-6.82,-2.39,92.9,93.4,83.8,78.6,0.273,0.29,0.304,0.5,0.143,,,,,,,,,,,,,,,,,,,,,
