,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vSI,vSL,vCU,FF_ba,SL_ba,SI_ba,CU_ba,CH_ba,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,wFC/C,wFS/C,vFC,vFS,FC_ba,FS_ba,ST_ba,EP%,wEP/C,vEP
0,2023-06-30,717559,Hit By Pitch,hit_by_pitch,False,671289,657006,Tyler Freeman,Justin Steele,1,1,0,f9fb7580-12fa-459c-90d6-cb29f7499afb,657006.0,justinsteele,Steele,Left,Justin Steele,3.06,3.5,173.1,102.0,99.0,102.0,0.7809999999999999,9.14,1.87,8.67,0.73,1.7,0.243,0.433,0.179,0.278,0.467,87.5,69.0,85.0,78.0,87.0,98.0,109.0,88.0,102.0,98.0,45.0,95.0,88.0,123.0,104.0,111.0,0.018000000000000002,0.626,0.33899999999999997,0.006,0.01,0.67,0.89,0.54,2.44,-1.94,91.8,92.2,83.3,80.7,0.275,0.217,0.25,0.0,0.4,,,,,,,,,,,,,,,,,,
1,2023-06-30,717559,Fielders Choice,fielders_choice,False,642708,657006,Amed Rosario,Justin Steele,1,0,1,473564c9-26db-4d15-a7fb-bfa209becc81,657006.0,justinsteele,Steele,Left,Justin Steele,3.06,3.5,173.1,102.0,99.0,102.0,0.7809999999999999,9.14,1.87,8.67,0.73,1.7,0.243,0.433,0.179,0.278,0.467,87.5,69.0,85.0,78.0,87.0,98.0,109.0,88.0,102.0,98.0,45.0,95.0,88.0,123.0,104.0,111.0,0.018000000000000002,0.626,0.33899999999999997,0.006,0.01,0.67,0.89,0.54,2.44,-1.94,91.8,92.2,83.3,80.7,0.275,0.217,0.25,0.0,0.4,,,,,,,,,,,,,,,,,,
2,2023-06-30,717559,Strikeout,strikeout,True,608070,657006,José Ramírez,Justin Steele,0,0,0,417a84c8-aab1-4e6e-bb42-762c888bc5d6,657006.0,justinsteele,Steele,Left,Justin Steele,3.06,3.5,173.1,102.0,99.0,102.0,0.7809999999999999,9.14,1.87,8.67,0.73,1.7,0.243,0.433,0.179,0.278,0.467,87.5,69.0,85.0,78.0,87.0,98.0,109.0,88.0,102.0,98.0,45.0,95.0,88.0,123.0,104.0,111.0,0.018000000000000002,0.626,0.33899999999999997,0.006,0.01,0.67,0.89,0.54,2.44,-1.94,91.8,92.2,83.3,80.7,0.275,0.217,0.25,0.0,0.4,,,,,,,,,,,,,,,,,,
3,2023-06-30,717559,Strikeout,strikeout,True,605137,657006,Josh Bell,Justin Steele,0,0,0,17a5ed98-cb8a-4a59-937c-4a37d03ce657,657006.0,justinsteele,Steele,Left,Justin Steele,3.06,3.5,173.1,102.0,99.0,102.0,0.7809999999999999,9.14,1.87,8.67,0.73,1.7,0.243,0.433,0.179,0.278,0.467,87.5,69.0,85.0,78.0,87.0,98.0,109.0,88.0,102.0,98.0,45.0,95.0,88.0,123.0,104.0,111.0,0.018000000000000002,0.626,0.33899999999999997,0.006,0.01,0.67,0.89,0.54,2.44,-1.94,91.8,92.2,83.3,80.7,0.275,0.217,0.25,0.0,0.4,,,,,,,,,,,,,,,,,,
4,2023-06-30,717559,Forceout,force_out,True,665926,657006,Andrés Giménez,Justin Steele,0,0,1,dc8e1005-803b-4ed0-bc8a-f5f26513e232,657006.0,justinsteele,Steele,Left,Justin Steele,3.06,3.5,173.1,102.0,99.0,102.0,0.7809999999999999,9.14,1.87,8.67,0.73,1.7,0.243,0.433,0.179,0.278,0.467,87.5,69.0,85.0,78.0,87.0,98.0,109.0,88.0,102.0,98.0,45.0,95.0,88.0,123.0,104.0,111.0,0.018000000000000002,0.626,0.33899999999999997,0.006,0.01,0.67,0.89,0.54,2.44,-1.94,91.8,92.2,83.3,80.7,0.275,0.217,0.25,0.0,0.4,,,,,,,,,,,,,,,,,,
5,2023-06-30,717559,Strikeout,strikeout,True,643565,615698,Mike Tauchman,Cal Quantrill,0,0,0,d086b172-ec12-41e0-9577-ffdb489aece3,615698.0,calquantrill,Quantrill,Right,Cal Quantrill,5.24,5.85,99.2,98.0,95.0,95.0,0.83,5.24,3.16,10.02,0.99,1.12,0.22399999999999998,0.451,0.18600000000000003,0.311,0.384,86.1,85.0,94.0,91.0,103.0,110.0,111.0,75.0,77.0,73.0,86.0,96.0,90.0,,,,0.41600000000000004,0.01,,0.109,0.10099999999999999,-2.44,0.18,,1.28,-2.42,93.8,93.7,,82.0,0.333,,0.277,0.188,0.344,103.0,94.0,93.0,113.0,104.0,104.0,0.24100000000000002,0.12300000000000001,-0.89,-1.13,88.1,86.8,0.33,0.241,,,,
6,2023-06-30,717559,Single,single,False,663538,615698,Nico Hoerner,Cal Quantrill,0,0,0,1cda0263-0934-4f64-9264-54fdb4b16d1e,615698.0,calquantrill,Quantrill,Right,Cal Quantrill,5.24,5.85,99.2,98.0,95.0,95.0,0.83,5.24,3.16,10.02,0.99,1.12,0.22399999999999998,0.451,0.18600000000000003,0.311,0.384,86.1,85.0,94.0,91.0,103.0,110.0,111.0,75.0,77.0,73.0,86.0,96.0,90.0,,,,0.41600000000000004,0.01,,0.109,0.10099999999999999,-2.44,0.18,,1.28,-2.42,93.8,93.7,,82.0,0.333,,0.277,0.188,0.344,103.0,94.0,93.0,113.0,104.0,104.0,0.24100000000000002,0.12300000000000001,-0.89,-1.13,88.1,86.8,0.33,0.241,,,,
7,2023-06-30,717559,Grounded Into DP,grounded_into_double_play,True,666624,615698,Christopher Morel,Cal Quantrill,0,0,1,7bd5a4b1-93c4-4bca-8986-08d0f2725a91,615698.0,calquantrill,Quantrill,Right,Cal Quantrill,5.24,5.85,99.2,98.0,95.0,95.0,0.83,5.24,3.16,10.02,0.99,1.12,0.22399999999999998,0.451,0.18600000000000003,0.311,0.384,86.1,85.0,94.0,91.0,103.0,110.0,111.0,75.0,77.0,73.0,86.0,96.0,90.0,,,,0.41600000000000004,0.01,,0.109,0.10099999999999999,-2.44,0.18,,1.28,-2.42,93.8,93.7,,82.0,0.333,,0.277,0.188,0.344,103.0,94.0,93.0,113.0,104.0,104.0,0.24100000000000002,0.12300000000000001,-0.89,-1.13,88.1,86.8,0.33,0.241,,,,
8,2023-06-30,717559,Strikeout,strikeout,True,681807,657006,David Fry,Justin Steele,0,0,0,9b8113f1-4529-4657-83d4-7f8dc9cb036a,657006.0,justinsteele,Steele,Left,Justin Steele,3.06,3.5,173.1,102.0,99.0,102.0,0.7809999999999999,9.14,1.87,8.67,0.73,1.7,0.243,0.433,0.179,0.278,0.467,87.5,69.0,85.0,78.0,87.0,98.0,109.0,88.0,102.0,98.0,45.0,95.0,88.0,123.0,104.0,111.0,0.018000000000000002,0.626,0.33899999999999997,0.006,0.01,0.67,0.89,0.54,2.44,-1.94,91.8,92.2,83.3,80.7,0.275,0.217,0.25,0.0,0.4,,,,,,,,,,,,,,,,,,
9,2023-06-30,717559,Groundout,field_out,True,686823,657006,Will Brennan,Justin Steele,1,0,0,c2ca03f5-5d1a-408a-97eb-90170aae82e7,657006.0,justinsteele,Steele,Left,Justin Steele,3.06,3.5,173.1,102.0,99.0,102.0,0.7809999999999999,9.14,1.87,8.67,0.73,1.7,0.243,0.433,0.179,0.278,0.467,87.5,69.0,85.0,78.0,87.0,98.0,109.0,88.0,102.0,98.0,45.0,95.0,88.0,123.0,104.0,111.0,0.018000000000000002,0.626,0.33899999999999997,0.006,0.01,0.67,0.89,0.54,2.44,-1.94,91.8,92.2,83.3,80.7,0.275,0.217,0.25,0.0,0.4,,,,,,,,,,,,,,,,,,
