,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vSL,vCU,FF_ba,CH_ba,ST_ba,CU_ba,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FS%,wFS/C,wSI/C,vFS,vSI,SI_ba,FS_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,SL_ba
0,2023-09-08,716677,Strikeout,strikeout,True,669242,671096,Tommy Edman,Andrew Abbott,0,0,0,10ca721f-af29-4290-83c0-3c19031e87ef,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,3.87,3.93,109.1,101.0,87.0,97.0,0.765,9.88,3.62,8.23,1.32,0.55,0.255,0.381,0.133,0.34700000000000003,0.40399999999999997,86.6,72.0,96.0,91.0,99.0,103.0,103.0,81.0,99.0,91.0,106.0,107.0,113.0,0.501,0.165,0.171,0.163,-0.02,1.61,-2.27,0.99,92.7,82.9,80.9,0.249,0.203,0.174,0.367,,,,,,,,,,,,,,,,,,,,,,
1,2023-09-08,716677,Pop Out,field_out,True,641933,671096,Tyler O'Neill,Andrew Abbott,0,0,0,700b1739-27e6-40ab-b541-5da55d311ede,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,3.87,3.93,109.1,101.0,87.0,97.0,0.765,9.88,3.62,8.23,1.32,0.55,0.255,0.381,0.133,0.34700000000000003,0.40399999999999997,86.6,72.0,96.0,91.0,99.0,103.0,103.0,81.0,99.0,91.0,106.0,107.0,113.0,0.501,0.165,0.171,0.163,-0.02,1.61,-2.27,0.99,92.7,82.9,80.9,0.249,0.203,0.174,0.367,,,,,,,,,,,,,,,,,,,,,,
2,2023-09-08,716677,Walk,walk,False,502671,671096,Paul Goldschmidt,Andrew Abbott,1,0,0,ecef3ab2-e113-4a1a-b1dd-b58a80f84c9d,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,3.87,3.93,109.1,101.0,87.0,97.0,0.765,9.88,3.62,8.23,1.32,0.55,0.255,0.381,0.133,0.34700000000000003,0.40399999999999997,86.6,72.0,96.0,91.0,99.0,103.0,103.0,81.0,99.0,91.0,106.0,107.0,113.0,0.501,0.165,0.171,0.163,-0.02,1.61,-2.27,0.99,92.7,82.9,80.9,0.249,0.203,0.174,0.367,,,,,,,,,,,,,,,,,,,,,,
3,2023-09-08,716677,Single,single,False,571448,671096,Nolan Arenado,Andrew Abbott,0,0,1,40d85161-49b7-4fea-969d-7c3392d6e470,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,3.87,3.93,109.1,101.0,87.0,97.0,0.765,9.88,3.62,8.23,1.32,0.55,0.255,0.381,0.133,0.34700000000000003,0.40399999999999997,86.6,72.0,96.0,91.0,99.0,103.0,103.0,81.0,99.0,91.0,106.0,107.0,113.0,0.501,0.165,0.171,0.163,-0.02,1.61,-2.27,0.99,92.7,82.9,80.9,0.249,0.203,0.174,0.367,,,,,,,,,,,,,,,,,,,,,,
4,2023-09-08,716677,Home Run,home_run,False,575929,671096,Willson Contreras,Andrew Abbott,0,0,1,c7ff2534-b322-4592-91df-03129e1d9d82,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,3.87,3.93,109.1,101.0,87.0,97.0,0.765,9.88,3.62,8.23,1.32,0.55,0.255,0.381,0.133,0.34700000000000003,0.40399999999999997,86.6,72.0,96.0,91.0,99.0,103.0,103.0,81.0,99.0,91.0,106.0,107.0,113.0,0.501,0.165,0.171,0.163,-0.02,1.61,-2.27,0.99,92.7,82.9,80.9,0.249,0.203,0.174,0.367,,,,,,,,,,,,,,,,,,,,,,
5,2023-09-08,716677,Groundout,field_out,True,663609,671096,Luken Baker,Andrew Abbott,0,0,0,5ca15082-6536-4cdf-83b1-25e69b6ddf9c,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,3.87,3.93,109.1,101.0,87.0,97.0,0.765,9.88,3.62,8.23,1.32,0.55,0.255,0.381,0.133,0.34700000000000003,0.40399999999999997,86.6,72.0,96.0,91.0,99.0,103.0,103.0,81.0,99.0,91.0,106.0,107.0,113.0,0.501,0.165,0.171,0.163,-0.02,1.61,-2.27,0.99,92.7,82.9,80.9,0.249,0.203,0.174,0.367,,,,,,,,,,,,,,,,,,,,,,
6,2023-09-08,716677,Groundout,field_out,True,664056,680723,Harrison Bader,Drew Rom,0,0,0,a27ce8a5-b7ae-4dbe-9657-58d3309e6221,680723.0,drewrom,Rom,Left,Drew Rom,8.02,6.2,33.2,98.0,81.0,91.0,0.863,8.55,5.08,13.63,1.87,0.9,0.252,0.395,0.126,0.429,0.46399999999999997,,,,,,,,81.0,105.0,98.0,97.0,88.0,89.0,0.44299999999999995,0.237,,,-2.41,-2.48,,,90.6,79.4,,0.333,,0.289,,64.0,98.0,87.0,85.0,83.0,71.0,0.24100000000000002,0.079,-5.66,-2.11,83.6,87.4,0.351,0.467,,,,,,,,
7,2023-09-08,716677,Flyout,field_out,True,668715,680723,Spencer Steer,Drew Rom,0,0,0,8d773bfc-2cb0-4420-90aa-a8b238960b8c,680723.0,drewrom,Rom,Left,Drew Rom,8.02,6.2,33.2,98.0,81.0,91.0,0.863,8.55,5.08,13.63,1.87,0.9,0.252,0.395,0.126,0.429,0.46399999999999997,,,,,,,,81.0,105.0,98.0,97.0,88.0,89.0,0.44299999999999995,0.237,,,-2.41,-2.48,,,90.6,79.4,,0.333,,0.289,,64.0,98.0,87.0,85.0,83.0,71.0,0.24100000000000002,0.079,-5.66,-2.11,83.6,87.4,0.351,0.467,,,,,,,,
8,2023-09-08,716677,Single,single,False,592669,680723,Hunter Renfroe,Drew Rom,1,1,0,8bd672ab-9ab3-4aa1-ad46-207013746b83,680723.0,drewrom,Rom,Left,Drew Rom,8.02,6.2,33.2,98.0,81.0,91.0,0.863,8.55,5.08,13.63,1.87,0.9,0.252,0.395,0.126,0.429,0.46399999999999997,,,,,,,,81.0,105.0,98.0,97.0,88.0,89.0,0.44299999999999995,0.237,,,-2.41,-2.48,,,90.6,79.4,,0.333,,0.289,,64.0,98.0,87.0,85.0,83.0,71.0,0.24100000000000002,0.079,-5.66,-2.11,83.6,87.4,0.351,0.467,,,,,,,,
9,2023-09-08,716677,Forceout,force_out,True,682829,680723,Elly De La Cruz,Drew Rom,0,0,1,e4044c0b-9a83-4743-ba6f-a30d1de2f8bf,680723.0,drewrom,Rom,Left,Drew Rom,8.02,6.2,33.2,98.0,81.0,91.0,0.863,8.55,5.08,13.63,1.87,0.9,0.252,0.395,0.126,0.429,0.46399999999999997,,,,,,,,81.0,105.0,98.0,97.0,88.0,89.0,0.44299999999999995,0.237,,,-2.41,-2.48,,,90.6,79.4,,0.333,,0.289,,64.0,98.0,87.0,85.0,83.0,71.0,0.24100000000000002,0.079,-5.66,-2.11,83.6,87.4,0.351,0.467,,,,,,,,
