,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,KC%,wFA/C,wFS/C,wSI/C,wSL/C,wKC/C,vFA,vFS,vSI,vSL,vKC,FS_ba,SI_ba,CU_ba,SL_ba,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,CH_ba,FF_ba,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,ST_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba
0,2023-07-25,717272,Strikeout,strikeout,True,643393,502171,Tony Kemp,Alex Cobb,0,0,0,59456a15-b953-44d7-937b-15fee4742ab6,502171.0,alexcobb,Cobb,Right,Alex Cobb,3.87,4.73,151.1,102.0,91.0,100.0,0.8079999999999999,7.79,2.2,9.69,1.13,2.6,0.21600000000000003,0.43,0.142,0.35600000000000004,0.39899999999999997,61.0,79.0,76.0,92.0,103.0,96.0,113.0,111.0,115.0,115.0,95.0,103.0,78.0,103.0,103.0,0.397,0.003,0.38799999999999996,0.051,0.162,-3.47,0.2,0.33,-1.31,-1.38,95.8,89.5,94.5,86.2,83.6,0.239,0.28,0.379,0.333,,,,,,,,,,,,,,,,,,,,,,
1,2023-07-25,717272,Strikeout,strikeout,True,680869,502171,Zack Gelof,Alex Cobb,0,0,0,e8b06de8-2c32-49b6-abe9-58c6ed525f6e,502171.0,alexcobb,Cobb,Right,Alex Cobb,3.87,4.73,151.1,102.0,91.0,100.0,0.8079999999999999,7.79,2.2,9.69,1.13,2.6,0.21600000000000003,0.43,0.142,0.35600000000000004,0.39899999999999997,61.0,79.0,76.0,92.0,103.0,96.0,113.0,111.0,115.0,115.0,95.0,103.0,78.0,103.0,103.0,0.397,0.003,0.38799999999999996,0.051,0.162,-3.47,0.2,0.33,-1.31,-1.38,95.8,89.5,94.5,86.2,83.6,0.239,0.28,0.379,0.333,,,,,,,,,,,,,,,,,,,,,,
2,2023-07-25,717272,Strikeout,strikeout,True,668709,502171,JJ Bleday,Alex Cobb,0,0,0,3a558e90-5f44-4b11-98bf-9193c9ffd36f,502171.0,alexcobb,Cobb,Right,Alex Cobb,3.87,4.73,151.1,102.0,91.0,100.0,0.8079999999999999,7.79,2.2,9.69,1.13,2.6,0.21600000000000003,0.43,0.142,0.35600000000000004,0.39899999999999997,61.0,79.0,76.0,92.0,103.0,96.0,113.0,111.0,115.0,115.0,95.0,103.0,78.0,103.0,103.0,0.397,0.003,0.38799999999999996,0.051,0.162,-3.47,0.2,0.33,-1.31,-1.38,95.8,89.5,94.5,86.2,83.6,0.239,0.28,0.379,0.333,,,,,,,,,,,,,,,,,,,,,,
3,2023-07-25,717272,Strikeout,strikeout,True,664774,605463,LaMonte Wade Jr.,Tayler Scott,0,0,0,1bde4b6b-a513-4506-9ba1-d243ab43d02a,605463.0,taylerscott,"Scott, Tay",Right,Tayler Scott,5.6,5.16,17.2,97.0,97.0,101.0,0.7909999999999999,8.66,5.09,11.72,1.53,0.72,0.32799999999999996,0.293,0.10300000000000001,0.44799999999999995,0.391,68.0,88.0,86.0,72.0,99.0,92.0,115.0,101.0,112.0,,,,,,,0.325,0.08900000000000001,,0.473,,0.01,,-4.04,-0.15,,94.0,,93.8,84.1,,,0.522,,0.25,87.3,118.0,79.0,89.0,0.11199999999999999,-4.09,0.125,0.143,,,,,,,,,,,,,,
4,2023-07-25,717272,Double,double,False,682641,605463,Luis Matos,Tayler Scott,0,0,0,0971377d-1285-4dce-b9fa-55bc169c6e35,605463.0,taylerscott,"Scott, Tay",Right,Tayler Scott,5.6,5.16,17.2,97.0,97.0,101.0,0.7909999999999999,8.66,5.09,11.72,1.53,0.72,0.32799999999999996,0.293,0.10300000000000001,0.44799999999999995,0.391,68.0,88.0,86.0,72.0,99.0,92.0,115.0,101.0,112.0,,,,,,,0.325,0.08900000000000001,,0.473,,0.01,,-4.04,-0.15,,94.0,,93.8,84.1,,,0.522,,0.25,87.3,118.0,79.0,89.0,0.11199999999999999,-4.09,0.125,0.143,,,,,,,,,,,,,,
5,2023-07-25,717272,Strikeout,strikeout,True,605204,605463,J.D. Davis,Tayler Scott,0,0,0,54d06c75-520a-4ba9-b2db-fc732b4b4e1a,605463.0,taylerscott,"Scott, Tay",Right,Tayler Scott,5.6,5.16,17.2,97.0,97.0,101.0,0.7909999999999999,8.66,5.09,11.72,1.53,0.72,0.32799999999999996,0.293,0.10300000000000001,0.44799999999999995,0.391,68.0,88.0,86.0,72.0,99.0,92.0,115.0,101.0,112.0,,,,,,,0.325,0.08900000000000001,,0.473,,0.01,,-4.04,-0.15,,94.0,,93.8,84.1,,,0.522,,0.25,87.3,118.0,79.0,89.0,0.11199999999999999,-4.09,0.125,0.143,,,,,,,,,,,,,,
6,2023-07-25,717272,Flyout,field_out,True,592626,605463,Joc Pederson,Tayler Scott,0,0,0,79a165f0-1008-4a84-83fd-fa5fb9632781,605463.0,taylerscott,"Scott, Tay",Right,Tayler Scott,5.6,5.16,17.2,97.0,97.0,101.0,0.7909999999999999,8.66,5.09,11.72,1.53,0.72,0.32799999999999996,0.293,0.10300000000000001,0.44799999999999995,0.391,68.0,88.0,86.0,72.0,99.0,92.0,115.0,101.0,112.0,,,,,,,0.325,0.08900000000000001,,0.473,,0.01,,-4.04,-0.15,,94.0,,93.8,84.1,,,0.522,,0.25,87.3,118.0,79.0,89.0,0.11199999999999999,-4.09,0.125,0.143,,,,,,,,,,,,,,
7,2023-07-25,717272,Double,double,False,664913,502171,Seth Brown,Alex Cobb,0,0,0,4023db99-6212-40e7-a083-4d1d9d88850a,502171.0,alexcobb,Cobb,Right,Alex Cobb,3.87,4.73,151.1,102.0,91.0,100.0,0.8079999999999999,7.79,2.2,9.69,1.13,2.6,0.21600000000000003,0.43,0.142,0.35600000000000004,0.39899999999999997,61.0,79.0,76.0,92.0,103.0,96.0,113.0,111.0,115.0,115.0,95.0,103.0,78.0,103.0,103.0,0.397,0.003,0.38799999999999996,0.051,0.162,-3.47,0.2,0.33,-1.31,-1.38,95.8,89.5,94.5,86.2,83.6,0.239,0.28,0.379,0.333,,,,,,,,,,,,,,,,,,,,,,
8,2023-07-25,717272,Strikeout,strikeout,True,642137,502171,Cody Thomas,Alex Cobb,0,0,0,04c26a0c-56e6-49e1-ad6e-fa37f0c60643,502171.0,alexcobb,Cobb,Right,Alex Cobb,3.87,4.73,151.1,102.0,91.0,100.0,0.8079999999999999,7.79,2.2,9.69,1.13,2.6,0.21600000000000003,0.43,0.142,0.35600000000000004,0.39899999999999997,61.0,79.0,76.0,92.0,103.0,96.0,113.0,111.0,115.0,115.0,95.0,103.0,78.0,103.0,103.0,0.397,0.003,0.38799999999999996,0.051,0.162,-3.47,0.2,0.33,-1.31,-1.38,95.8,89.5,94.5,86.2,83.6,0.239,0.28,0.379,0.333,,,,,,,,,,,,,,,,,,,,,,
9,2023-07-25,717272,Strikeout,strikeout,True,607054,502171,Jace Peterson,Alex Cobb,0,0,0,70c349a5-93d2-40d9-ab9d-322d7a3fc788,502171.0,alexcobb,Cobb,Right,Alex Cobb,3.87,4.73,151.1,102.0,91.0,100.0,0.8079999999999999,7.79,2.2,9.69,1.13,2.6,0.21600000000000003,0.43,0.142,0.35600000000000004,0.39899999999999997,61.0,79.0,76.0,92.0,103.0,96.0,113.0,111.0,115.0,115.0,95.0,103.0,78.0,103.0,103.0,0.397,0.003,0.38799999999999996,0.051,0.162,-3.47,0.2,0.33,-1.31,-1.38,95.8,89.5,94.5,86.2,83.6,0.239,0.28,0.379,0.333,,,,,,,,,,,,,,,,,,,,,,
