,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vSL,vCU,FF_ba,SL_ba,CU_ba,CH_ba,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,wFC/C,wSI/C,vFC,vSI,SI_ba,FC_ba,ST_ba,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2023-08-01,717175,Flyout,field_out,True,650490,607074,Yandy Díaz,Carlos Rodón,1,0,0,f9362bc3-1e18-4f9d-aa6a-29ec09eb6553,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,6.85,5.34,64.1,97.0,111.0,100.0,0.764,8.95,3.92,9.09,2.1,0.52,0.212,0.402,0.11599999999999999,0.381,0.429,85.5,84.0,67.0,81.0,102.0,92.0,96.0,106.0,101.0,100.0,126.0,95.0,104.0,0.603,0.29,0.065,0.043,-1.05,-0.06,-3.96,0.96,95.3,85.4,79.7,0.294,0.2,0.375,0.0,,,,,,,,,,,,,,,,,,,,,
1,2023-08-01,717175,Walk,walk,False,677551,607074,Wander Franco,Carlos Rodón,1,0,0,c31f4897-7581-4b89-aaa5-2142d5094c1c,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,6.85,5.34,64.1,97.0,111.0,100.0,0.764,8.95,3.92,9.09,2.1,0.52,0.212,0.402,0.11599999999999999,0.381,0.429,85.5,84.0,67.0,81.0,102.0,92.0,96.0,106.0,101.0,100.0,126.0,95.0,104.0,0.603,0.29,0.065,0.043,-1.05,-0.06,-3.96,0.96,95.3,85.4,79.7,0.294,0.2,0.375,0.0,,,,,,,,,,,,,,,,,,,,,
2,2023-08-01,717175,Grounded Into DP,grounded_into_double_play,True,623912,607074,Harold Ramírez,Carlos Rodón,1,0,1,7f135b6d-e629-49ac-bd32-8f40da39c024,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,6.85,5.34,64.1,97.0,111.0,100.0,0.764,8.95,3.92,9.09,2.1,0.52,0.212,0.402,0.11599999999999999,0.381,0.429,85.5,84.0,67.0,81.0,102.0,92.0,96.0,106.0,101.0,100.0,126.0,95.0,104.0,0.603,0.29,0.065,0.043,-1.05,-0.06,-3.96,0.96,95.3,85.4,79.7,0.294,0.2,0.375,0.0,,,,,,,,,,,,,,,,,,,,,
3,2023-08-01,717175,Strikeout,strikeout,True,641343,621107,Jake Bauers,Zach Eflin,0,0,0,081ae358-2004-4686-b5aa-fe4730093a11,621107.0,zacheflin,Eflin,Right,Zach Eflin,3.5,3.02,177.2,108.0,98.0,106.0,0.775,9.42,1.22,8.0,0.96,1.48,0.21,0.449,0.159,0.34299999999999997,0.449,86.4,75.0,99.0,94.0,100.0,110.0,107.0,83.0,123.0,112.0,122.0,120.0,127.0,0.062,0.044000000000000004,0.263,0.051,2.53,0.79,1.27,-0.61,92.9,80.0,79.1,0.104,0.6,0.185,0.192,98.0,107.0,105.0,100.0,106.0,102.0,0.319,0.261,-0.01,1.09,88.5,92.2,0.259,0.307,0.179,,,,,,
4,2023-08-01,717175,Single,single,False,592450,621107,Aaron Judge,Zach Eflin,0,0,0,6765e1bc-74b9-463a-8836-624ba8273c34,621107.0,zacheflin,Eflin,Right,Zach Eflin,3.5,3.02,177.2,108.0,98.0,106.0,0.775,9.42,1.22,8.0,0.96,1.48,0.21,0.449,0.159,0.34299999999999997,0.449,86.4,75.0,99.0,94.0,100.0,110.0,107.0,83.0,123.0,112.0,122.0,120.0,127.0,0.062,0.044000000000000004,0.263,0.051,2.53,0.79,1.27,-0.61,92.9,80.0,79.1,0.104,0.6,0.185,0.192,98.0,107.0,105.0,100.0,106.0,102.0,0.319,0.261,-0.01,1.09,88.5,92.2,0.259,0.307,0.179,,,,,,
5,2023-08-01,717175,Grounded Into DP,grounded_into_double_play,True,650402,621107,Gleyber Torres,Zach Eflin,0,0,1,902a4d5c-d219-45d2-8686-37588133fc29,621107.0,zacheflin,Eflin,Right,Zach Eflin,3.5,3.02,177.2,108.0,98.0,106.0,0.775,9.42,1.22,8.0,0.96,1.48,0.21,0.449,0.159,0.34299999999999997,0.449,86.4,75.0,99.0,94.0,100.0,110.0,107.0,83.0,123.0,112.0,122.0,120.0,127.0,0.062,0.044000000000000004,0.263,0.051,2.53,0.79,1.27,-0.61,92.9,80.0,79.1,0.104,0.6,0.185,0.192,98.0,107.0,105.0,100.0,106.0,102.0,0.319,0.261,-0.01,1.09,88.5,92.2,0.259,0.307,0.179,,,,,,
6,2023-08-01,717175,Strikeout,strikeout,True,668227,607074,Randy Arozarena,Carlos Rodón,0,0,0,f74c63d1-6ca7-4fb7-bdcf-35a15611c35f,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,6.85,5.34,64.1,97.0,111.0,100.0,0.764,8.95,3.92,9.09,2.1,0.52,0.212,0.402,0.11599999999999999,0.381,0.429,85.5,84.0,67.0,81.0,102.0,92.0,96.0,106.0,101.0,100.0,126.0,95.0,104.0,0.603,0.29,0.065,0.043,-1.05,-0.06,-3.96,0.96,95.3,85.4,79.7,0.294,0.2,0.375,0.0,,,,,,,,,,,,,,,,,,,,,
7,2023-08-01,717175,Walk,walk,False,670623,607074,Isaac Paredes,Carlos Rodón,1,0,0,b7e41069-b408-4fa5-a251-5b5eb209d79c,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,6.85,5.34,64.1,97.0,111.0,100.0,0.764,8.95,3.92,9.09,2.1,0.52,0.212,0.402,0.11599999999999999,0.381,0.429,85.5,84.0,67.0,81.0,102.0,92.0,96.0,106.0,101.0,100.0,126.0,95.0,104.0,0.603,0.29,0.065,0.043,-1.05,-0.06,-3.96,0.96,95.3,85.4,79.7,0.294,0.2,0.375,0.0,,,,,,,,,,,,,,,,,,,,,
8,2023-08-01,717175,Walk,walk,False,664040,607074,Brandon Lowe,Carlos Rodón,1,0,1,e4d105f0-fc57-456b-b4e3-372e02abc5ad,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,6.85,5.34,64.1,97.0,111.0,100.0,0.764,8.95,3.92,9.09,2.1,0.52,0.212,0.402,0.11599999999999999,0.381,0.429,85.5,84.0,67.0,81.0,102.0,92.0,96.0,106.0,101.0,100.0,126.0,95.0,104.0,0.603,0.29,0.065,0.043,-1.05,-0.06,-3.96,0.96,95.3,85.4,79.7,0.294,0.2,0.375,0.0,,,,,,,,,,,,,,,,,,,,,
9,2023-08-01,717175,Strikeout,strikeout,True,642350,607074,Jose Siri,Carlos Rodón,0,0,0,ef13f006-e01d-42d7-9d5f-4a73e8714218,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,6.85,5.34,64.1,97.0,111.0,100.0,0.764,8.95,3.92,9.09,2.1,0.52,0.212,0.402,0.11599999999999999,0.381,0.429,85.5,84.0,67.0,81.0,102.0,92.0,96.0,106.0,101.0,100.0,126.0,95.0,104.0,0.603,0.29,0.065,0.043,-1.05,-0.06,-3.96,0.96,95.3,85.4,79.7,0.294,0.2,0.375,0.0,,,,,,,,,,,,,,,,,,,,,
