,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,wFA/C,wFC/C,wSI/C,wSL/C,vFA,vFC,vSI,vSL,FC_ba,SI_ba,FF_ba,SL_ba,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,CU%,CH%,wCU/C,wCH/C,vCU,CH_ba,ST_ba,CU_ba
0,2023-08-24,716869,Pop Out,field_out,True,453568,542888,Charlie Blackmon,Shawn Armstrong,0,0,0,da1031b3-c456-4ff1-ab10-68f47da2a9c6,542888.0,shawnarmstrong,Armstrong,Right,Shawn Armstrong,1.38,2.65,52.0,108.0,105.0,108.0,0.7659999999999999,9.35,1.9,6.23,0.35,0.95,0.297,0.348,0.145,0.275,0.43700000000000006,107.0,122.0,119.0,107.0,103.0,102.0,109.0,123.0,132.0,101.0,103.0,103.0,0.341,0.20800000000000002,0.376,0.07400000000000001,2.69,2.25,2.2,-2.41,94.5,91.4,94.7,85.2,0.191,0.213,0.089,0.353,,,,,,,,,,,,,,,
1,2023-08-24,716869,Double,double,False,666134,542888,Nolan Jones,Shawn Armstrong,0,0,0,33bd4cb4-33a8-40b9-bd97-4a21bea2b96a,542888.0,shawnarmstrong,Armstrong,Right,Shawn Armstrong,1.38,2.65,52.0,108.0,105.0,108.0,0.7659999999999999,9.35,1.9,6.23,0.35,0.95,0.297,0.348,0.145,0.275,0.43700000000000006,107.0,122.0,119.0,107.0,103.0,102.0,109.0,123.0,132.0,101.0,103.0,103.0,0.341,0.20800000000000002,0.376,0.07400000000000001,2.69,2.25,2.2,-2.41,94.5,91.4,94.7,85.2,0.191,0.213,0.089,0.353,,,,,,,,,,,,,,,
2,2023-08-24,716869,Strikeout,strikeout,True,663898,542888,Brendan Rodgers,Shawn Armstrong,0,0,0,a04538f1-fb7c-4170-9fdf-024f8d5aca17,542888.0,shawnarmstrong,Armstrong,Right,Shawn Armstrong,1.38,2.65,52.0,108.0,105.0,108.0,0.7659999999999999,9.35,1.9,6.23,0.35,0.95,0.297,0.348,0.145,0.275,0.43700000000000006,107.0,122.0,119.0,107.0,103.0,102.0,109.0,123.0,132.0,101.0,103.0,103.0,0.341,0.20800000000000002,0.376,0.07400000000000001,2.69,2.25,2.2,-2.41,94.5,91.4,94.7,85.2,0.191,0.213,0.089,0.353,,,,,,,,,,,,,,,
3,2023-08-24,716869,Single,single,False,641857,542888,Ryan McMahon,Shawn Armstrong,1,0,1,a0691b9e-b3a0-4f39-ab4e-8762d5ab8d1f,542888.0,shawnarmstrong,Armstrong,Right,Shawn Armstrong,1.38,2.65,52.0,108.0,105.0,108.0,0.7659999999999999,9.35,1.9,6.23,0.35,0.95,0.297,0.348,0.145,0.275,0.43700000000000006,107.0,122.0,119.0,107.0,103.0,102.0,109.0,123.0,132.0,101.0,103.0,103.0,0.341,0.20800000000000002,0.376,0.07400000000000001,2.69,2.25,2.2,-2.41,94.5,91.4,94.7,85.2,0.191,0.213,0.089,0.353,,,,,,,,,,,,,,,
4,2023-08-24,716869,Flyout,field_out,True,605612,542888,Harold Castro,Shawn Armstrong,0,0,0,5640f239-a473-4d56-8711-fadf05052378,542888.0,shawnarmstrong,Armstrong,Right,Shawn Armstrong,1.38,2.65,52.0,108.0,105.0,108.0,0.7659999999999999,9.35,1.9,6.23,0.35,0.95,0.297,0.348,0.145,0.275,0.43700000000000006,107.0,122.0,119.0,107.0,103.0,102.0,109.0,123.0,132.0,101.0,103.0,103.0,0.341,0.20800000000000002,0.376,0.07400000000000001,2.69,2.25,2.2,-2.41,94.5,91.4,94.7,85.2,0.191,0.213,0.089,0.353,,,,,,,,,,,,,,,
5,2023-08-24,716869,Groundout,field_out,True,650490,663567,Yandy Díaz,Peter Lambert,1,0,0,b1b65a01-b1a6-400e-ae15-37fc64ae472e,663567.0,peterlambert,"Lambert, P",Right,Peter Lambert,5.36,5.44,87.1,99.0,90.0,95.0,0.7959999999999999,7.32,2.89,9.58,1.85,0.99,0.273,0.365,0.122,0.435,0.424,82.0,97.0,89.0,,,,109.0,104.0,109.0,,,,,0.446,,0.32299999999999995,-0.78,,,-1.15,93.2,,,86.2,,,0.271,0.304,86.2,86.0,98.0,92.0,74.0,108.0,101.0,0.032,0.2,1.04,-1.74,78.0,0.235,0.308,0.267
6,2023-08-24,716869,Hit By Pitch,hit_by_pitch,False,664040,663567,Brandon Lowe,Peter Lambert,0,0,0,4a1d952f-352e-4570-8a0c-a8282166c1f7,663567.0,peterlambert,"Lambert, P",Right,Peter Lambert,5.36,5.44,87.1,99.0,90.0,95.0,0.7959999999999999,7.32,2.89,9.58,1.85,0.99,0.273,0.365,0.122,0.435,0.424,82.0,97.0,89.0,,,,109.0,104.0,109.0,,,,,0.446,,0.32299999999999995,-0.78,,,-1.15,93.2,,,86.2,,,0.271,0.304,86.2,86.0,98.0,92.0,74.0,108.0,101.0,0.032,0.2,1.04,-1.74,78.0,0.235,0.308,0.267
7,2023-08-24,716869,Walk,walk,False,668227,663567,Randy Arozarena,Peter Lambert,1,0,1,f78ee3fe-b859-4cf3-810d-59a8c9187435,663567.0,peterlambert,"Lambert, P",Right,Peter Lambert,5.36,5.44,87.1,99.0,90.0,95.0,0.7959999999999999,7.32,2.89,9.58,1.85,0.99,0.273,0.365,0.122,0.435,0.424,82.0,97.0,89.0,,,,109.0,104.0,109.0,,,,,0.446,,0.32299999999999995,-0.78,,,-1.15,93.2,,,86.2,,,0.271,0.304,86.2,86.0,98.0,92.0,74.0,108.0,101.0,0.032,0.2,1.04,-1.74,78.0,0.235,0.308,0.267
8,2023-08-24,716869,Strikeout,strikeout,True,666139,663567,Josh Lowe,Peter Lambert,0,0,0,31ee0ec1-0e4d-45c3-a7d2-61be899c1c82,663567.0,peterlambert,"Lambert, P",Right,Peter Lambert,5.36,5.44,87.1,99.0,90.0,95.0,0.7959999999999999,7.32,2.89,9.58,1.85,0.99,0.273,0.365,0.122,0.435,0.424,82.0,97.0,89.0,,,,109.0,104.0,109.0,,,,,0.446,,0.32299999999999995,-0.78,,,-1.15,93.2,,,86.2,,,0.271,0.304,86.2,86.0,98.0,92.0,74.0,108.0,101.0,0.032,0.2,1.04,-1.74,78.0,0.235,0.308,0.267
9,2023-08-24,716869,Groundout,field_out,True,670623,663567,Isaac Paredes,Peter Lambert,1,0,0,3ad8ee4e-3cf0-416e-b2c6-a6e9791d233d,663567.0,peterlambert,"Lambert, P",Right,Peter Lambert,5.36,5.44,87.1,99.0,90.0,95.0,0.7959999999999999,7.32,2.89,9.58,1.85,0.99,0.273,0.365,0.122,0.435,0.424,82.0,97.0,89.0,,,,109.0,104.0,109.0,,,,,0.446,,0.32299999999999995,-0.78,,,-1.15,93.2,,,86.2,,,0.271,0.304,86.2,86.0,98.0,92.0,74.0,108.0,101.0,0.032,0.2,1.04,-1.74,78.0,0.235,0.308,0.267
