,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,SL%,CU%,wSI/C,wSL/C,wCU/C,vSI,vSL,vCU,SL_ba,SI_ba,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,FA%,CH%,wFA/C,wCH/C,vFA,FF_ba,CU_ba,ST_ba,CH_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba
0,2023-08-14,716999,Strikeout,strikeout,True,650490,676254,Yandy Díaz,Ryan Walker,0,0,0,a93f4f32-236c-4153-9527-3b340526720a,676254.0,ryanwalker,"Walker, R",Right,Ryan Walker,3.23,3.06,61.1,101.0,115.0,104.0,0.7140000000000001,11.45,3.52,8.95,1.17,1.18,0.233,0.42100000000000004,0.233,0.18899999999999997,0.418,139.0,42.0,53.0,101.0,101.0,95.0,128.0,100.0,113.0,0.496,0.503,0.001,0.41,-0.84,-5.8,94.8,83.2,72.7,0.248,0.279,,,,,,,,,,,,,,,,,,,,,,,
1,2023-08-14,716999,Walk,walk,False,668227,676254,Randy Arozarena,Ryan Walker,0,0,0,bae6ebd0-21a0-4b19-896e-8f6e1a6f754a,676254.0,ryanwalker,"Walker, R",Right,Ryan Walker,3.23,3.06,61.1,101.0,115.0,104.0,0.7140000000000001,11.45,3.52,8.95,1.17,1.18,0.233,0.42100000000000004,0.233,0.18899999999999997,0.418,139.0,42.0,53.0,101.0,101.0,95.0,128.0,100.0,113.0,0.496,0.503,0.001,0.41,-0.84,-5.8,94.8,83.2,72.7,0.248,0.279,,,,,,,,,,,,,,,,,,,,,,,
2,2023-08-14,716999,Flyout,field_out,True,623912,676254,Harold Ramírez,Ryan Walker,0,0,1,01ad750b-9d3a-48f1-a7b8-aecdfddaa359,676254.0,ryanwalker,"Walker, R",Right,Ryan Walker,3.23,3.06,61.1,101.0,115.0,104.0,0.7140000000000001,11.45,3.52,8.95,1.17,1.18,0.233,0.42100000000000004,0.233,0.18899999999999997,0.418,139.0,42.0,53.0,101.0,101.0,95.0,128.0,100.0,113.0,0.496,0.503,0.001,0.41,-0.84,-5.8,94.8,83.2,72.7,0.248,0.279,,,,,,,,,,,,,,,,,,,,,,,
3,2023-08-14,716999,Groundout,field_out,True,664774,607192,LaMonte Wade Jr.,Tyler Glasnow,0,0,0,5226f30c-d37f-4e99-8bbc-bb83f5a0426e,607192.0,tylerglasnow,Glasnow,Right,Tyler Glasnow,3.53,3.55,120.0,101.0,121.0,109.0,0.659,12.15,2.78,6.98,0.98,1.62,0.24600000000000002,0.37200000000000005,0.161,0.386,0.45399999999999996,152.0,103.0,114.0,,,,94.0,97.0,104.0,0.004,0.348,0.213,-7.7,1.25,1.81,96.4,90.1,83.9,0.254,,92.3,78.0,81.0,84.0,128.0,103.0,110.0,0.43200000000000005,0.003,0.54,2.91,96.4,0.236,0.095,,,,,,,,,
4,2023-08-14,716999,Strikeout,strikeout,True,685133,607192,Wade Meckler,Tyler Glasnow,0,0,0,dfff443c-205f-4641-8ead-9b4800081864,607192.0,tylerglasnow,Glasnow,Right,Tyler Glasnow,3.53,3.55,120.0,101.0,121.0,109.0,0.659,12.15,2.78,6.98,0.98,1.62,0.24600000000000002,0.37200000000000005,0.161,0.386,0.45399999999999996,152.0,103.0,114.0,,,,94.0,97.0,104.0,0.004,0.348,0.213,-7.7,1.25,1.81,96.4,90.1,83.9,0.254,,92.3,78.0,81.0,84.0,128.0,103.0,110.0,0.43200000000000005,0.003,0.54,2.91,96.4,0.236,0.095,,,,,,,,,
5,2023-08-14,716999,Strikeout,strikeout,True,672275,607192,Patrick Bailey,Tyler Glasnow,0,0,0,b88b1561-4699-4445-a89a-0ec6fa96eaf1,607192.0,tylerglasnow,Glasnow,Right,Tyler Glasnow,3.53,3.55,120.0,101.0,121.0,109.0,0.659,12.15,2.78,6.98,0.98,1.62,0.24600000000000002,0.37200000000000005,0.161,0.386,0.45399999999999996,152.0,103.0,114.0,,,,94.0,97.0,104.0,0.004,0.348,0.213,-7.7,1.25,1.81,96.4,90.1,83.9,0.254,,92.3,78.0,81.0,84.0,128.0,103.0,110.0,0.43200000000000005,0.003,0.54,2.91,96.4,0.236,0.095,,,,,,,,,
6,2023-08-14,716999,Strikeout,strikeout,True,670623,676254,Isaac Paredes,Ryan Walker,0,0,0,2deb2ad1-3296-4fe8-b241-06abacd9dcb2,676254.0,ryanwalker,"Walker, R",Right,Ryan Walker,3.23,3.06,61.1,101.0,115.0,104.0,0.7140000000000001,11.45,3.52,8.95,1.17,1.18,0.233,0.42100000000000004,0.233,0.18899999999999997,0.418,139.0,42.0,53.0,101.0,101.0,95.0,128.0,100.0,113.0,0.496,0.503,0.001,0.41,-0.84,-5.8,94.8,83.2,72.7,0.248,0.279,,,,,,,,,,,,,,,,,,,,,,,
7,2023-08-14,716999,Single,single,False,642350,676254,Jose Siri,Ryan Walker,0,0,0,49209dcd-5eae-45a8-9e1b-dd8239a5e6e5,676254.0,ryanwalker,"Walker, R",Right,Ryan Walker,3.23,3.06,61.1,101.0,115.0,104.0,0.7140000000000001,11.45,3.52,8.95,1.17,1.18,0.233,0.42100000000000004,0.233,0.18899999999999997,0.418,139.0,42.0,53.0,101.0,101.0,95.0,128.0,100.0,113.0,0.496,0.503,0.001,0.41,-0.84,-5.8,94.8,83.2,72.7,0.248,0.279,,,,,,,,,,,,,,,,,,,,,,,
8,2023-08-14,716999,Single,single,False,678554,676254,Curtis Mead,Ryan Walker,0,0,1,8273d89a-4eaa-4077-b2b1-e09d39d5ab3e,676254.0,ryanwalker,"Walker, R",Right,Ryan Walker,3.23,3.06,61.1,101.0,115.0,104.0,0.7140000000000001,11.45,3.52,8.95,1.17,1.18,0.233,0.42100000000000004,0.233,0.18899999999999997,0.418,139.0,42.0,53.0,101.0,101.0,95.0,128.0,100.0,113.0,0.496,0.503,0.001,0.41,-0.84,-5.8,94.8,83.2,72.7,0.248,0.279,,,,,,,,,,,,,,,,,,,,,,,
9,2023-08-14,716999,Strikeout,strikeout,True,542194,676254,Christian Bethancourt,Ryan Walker,0,0,0,684e1cdb-96f7-4886-b9a4-47606b3c02b8,676254.0,ryanwalker,"Walker, R",Right,Ryan Walker,3.23,3.06,61.1,101.0,115.0,104.0,0.7140000000000001,11.45,3.52,8.95,1.17,1.18,0.233,0.42100000000000004,0.233,0.18899999999999997,0.418,139.0,42.0,53.0,101.0,101.0,95.0,128.0,100.0,113.0,0.496,0.503,0.001,0.41,-0.84,-5.8,94.8,83.2,72.7,0.248,0.279,,,,,,,,,,,,,,,,,,,,,,,
