,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,KC%,CH%,wFA/C,wFC/C,wSL/C,wKC/C,wCH/C,vFA,vFC,vSL,vKC,FF_ba,CH_ba,SL_ba,FC_ba,CU_ba,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,ST_ba,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,Stf+ KC,Loc+ KC,Pit+ KC
10,2023-09-16,716560,Groundout,field_out,True,663656,666142,Kyle Tucker,Cole Ragans,0,0,0,4f4d0613-10d6-473a-b555-cedc9f5872e8,666142.0,coleragans,Ragans,Left,Cole Ragans,3.47,3.33,96.0,99.0,101.0,101.0,0.713,10.59,3.84,6.56,0.66,1.21,0.284,0.364,0.17800000000000002,0.284,0.409,86.6,90.0,97.0,103.0,108.0,100.0,100.0,126.0,114.0,125.0,89.0,92.0,87.0,0.401,0.134,0.10400000000000001,0.124,0.237,0.24,1.47,2.79,-0.05,2.84,96.5,91.8,86.6,81.8,0.234,0.152,0.18,0.27,0.194,,,,,,,,,,,,,,,,,,,,,,,,
11,2023-09-16,716560,Groundout,field_out,True,547989,666142,José Abreu,Cole Ragans,0,0,0,a2e106a6-dec7-4b63-8cb2-b504743b4c99,666142.0,coleragans,Ragans,Left,Cole Ragans,3.47,3.33,96.0,99.0,101.0,101.0,0.713,10.59,3.84,6.56,0.66,1.21,0.284,0.364,0.17800000000000002,0.284,0.409,86.6,90.0,97.0,103.0,108.0,100.0,100.0,126.0,114.0,125.0,89.0,92.0,87.0,0.401,0.134,0.10400000000000001,0.124,0.237,0.24,1.47,2.79,-0.05,2.84,96.5,91.8,86.6,81.8,0.234,0.152,0.18,0.27,0.194,,,,,,,,,,,,,,,,,,,,,,,,
12,2023-09-16,716560,Flyout,field_out,True,676801,666142,Chas McCormick,Cole Ragans,0,0,0,c47be129-bc30-4e63-83f3-11fd038b8ba2,666142.0,coleragans,Ragans,Left,Cole Ragans,3.47,3.33,96.0,99.0,101.0,101.0,0.713,10.59,3.84,6.56,0.66,1.21,0.284,0.364,0.17800000000000002,0.284,0.409,86.6,90.0,97.0,103.0,108.0,100.0,100.0,126.0,114.0,125.0,89.0,92.0,87.0,0.401,0.134,0.10400000000000001,0.124,0.237,0.24,1.47,2.79,-0.05,2.84,96.5,91.8,86.6,81.8,0.234,0.152,0.18,0.27,0.194,,,,,,,,,,,,,,,,,,,,,,,,
13,2023-09-16,716560,Groundout,field_out,True,680118,641585,Dairon Blanco,J.P. France,0,0,0,137644a6-d077-4e32-9d9b-7ec0776885b0,641585.0,jpfrance,"France, J",Right,J.P. France,3.83,4.86,136.1,100.0,103.0,102.0,0.797,6.67,3.1,9.11,1.25,1.14,0.244,0.392,0.135,0.309,0.45399999999999996,81.8,75.0,102.0,112.0,101.0,97.0,98.0,109.0,99.0,105.0,116.0,108.0,103.0,0.431,0.18899999999999997,0.091,,0.152,-0.26,0.33,-2.09,,2.51,93.0,86.8,80.1,,0.308,0.183,,0.317,0.145,116.0,98.0,100.0,0.13699999999999998,0.16,76.0,0.25,,,,,,,,,,,,,,,,,
14,2023-09-16,716560,Pop Out,field_out,True,668472,641585,Nick Pratto,J.P. France,0,0,0,7ad6debd-35f9-41c5-be28-065cf003539a,641585.0,jpfrance,"France, J",Right,J.P. France,3.83,4.86,136.1,100.0,103.0,102.0,0.797,6.67,3.1,9.11,1.25,1.14,0.244,0.392,0.135,0.309,0.45399999999999996,81.8,75.0,102.0,112.0,101.0,97.0,98.0,109.0,99.0,105.0,116.0,108.0,103.0,0.431,0.18899999999999997,0.091,,0.152,-0.26,0.33,-2.09,,2.51,93.0,86.8,80.1,,0.308,0.183,,0.317,0.145,116.0,98.0,100.0,0.13699999999999998,0.16,76.0,0.25,,,,,,,,,,,,,,,,,
15,2023-09-16,716560,Flyout,field_out,True,672580,641585,Maikel Garcia,J.P. France,0,0,0,35302727-e5bf-4be8-b74b-273352a22583,641585.0,jpfrance,"France, J",Right,J.P. France,3.83,4.86,136.1,100.0,103.0,102.0,0.797,6.67,3.1,9.11,1.25,1.14,0.244,0.392,0.135,0.309,0.45399999999999996,81.8,75.0,102.0,112.0,101.0,97.0,98.0,109.0,99.0,105.0,116.0,108.0,103.0,0.431,0.18899999999999997,0.091,,0.152,-0.26,0.33,-2.09,,2.51,93.0,86.8,80.1,,0.308,0.183,,0.317,0.145,116.0,98.0,100.0,0.13699999999999998,0.16,76.0,0.25,,,,,,,,,,,,,,,,,
16,2023-09-16,716560,Groundout,field_out,True,673237,666142,Yainer Diaz,Cole Ragans,0,0,0,b92f3800-983d-48df-b77d-712698b2a14b,666142.0,coleragans,Ragans,Left,Cole Ragans,3.47,3.33,96.0,99.0,101.0,101.0,0.713,10.59,3.84,6.56,0.66,1.21,0.284,0.364,0.17800000000000002,0.284,0.409,86.6,90.0,97.0,103.0,108.0,100.0,100.0,126.0,114.0,125.0,89.0,92.0,87.0,0.401,0.134,0.10400000000000001,0.124,0.237,0.24,1.47,2.79,-0.05,2.84,96.5,91.8,86.6,81.8,0.234,0.152,0.18,0.27,0.194,,,,,,,,,,,,,,,,,,,,,,,,
17,2023-09-16,716560,Single,single,False,665161,666142,Jeremy Peña,Cole Ragans,0,0,0,8f8bd0e5-80e2-45fd-9aae-5ead060a05d0,666142.0,coleragans,Ragans,Left,Cole Ragans,3.47,3.33,96.0,99.0,101.0,101.0,0.713,10.59,3.84,6.56,0.66,1.21,0.284,0.364,0.17800000000000002,0.284,0.409,86.6,90.0,97.0,103.0,108.0,100.0,100.0,126.0,114.0,125.0,89.0,92.0,87.0,0.401,0.134,0.10400000000000001,0.124,0.237,0.24,1.47,2.79,-0.05,2.84,96.5,91.8,86.6,81.8,0.234,0.152,0.18,0.27,0.194,,,,,,,,,,,,,,,,,,,,,,,,
18,2023-09-16,716560,Fielders Choice,fielders_choice,False,643289,666142,Mauricio Dubón,Cole Ragans,0,0,1,ffddfbbf-400c-40e5-803e-90e21d37f889,666142.0,coleragans,Ragans,Left,Cole Ragans,3.47,3.33,96.0,99.0,101.0,101.0,0.713,10.59,3.84,6.56,0.66,1.21,0.284,0.364,0.17800000000000002,0.284,0.409,86.6,90.0,97.0,103.0,108.0,100.0,100.0,126.0,114.0,125.0,89.0,92.0,87.0,0.401,0.134,0.10400000000000001,0.124,0.237,0.24,1.47,2.79,-0.05,2.84,96.5,91.8,86.6,81.8,0.234,0.152,0.18,0.27,0.194,,,,,,,,,,,,,,,,,,,,,,,,
19,2023-09-16,716560,Flyout,field_out,True,514888,666142,Jose Altuve,Cole Ragans,1,0,0,a1e07331-13db-4bbd-8aac-d44c53480a29,666142.0,coleragans,Ragans,Left,Cole Ragans,3.47,3.33,96.0,99.0,101.0,101.0,0.713,10.59,3.84,6.56,0.66,1.21,0.284,0.364,0.17800000000000002,0.284,0.409,86.6,90.0,97.0,103.0,108.0,100.0,100.0,126.0,114.0,125.0,89.0,92.0,87.0,0.401,0.134,0.10400000000000001,0.124,0.237,0.24,1.47,2.79,-0.05,2.84,96.5,91.8,86.6,81.8,0.234,0.152,0.18,0.27,0.194,,,,,,,,,,,,,,,,,,,,,,,,
20,2023-09-16,716560,Walk,walk,False,608324,666142,Alex Bregman,Cole Ragans,0,0,1,4ccc0f52-4acf-499c-a825-a825fe5fdb52,666142.0,coleragans,Ragans,Left,Cole Ragans,3.47,3.33,96.0,99.0,101.0,101.0,0.713,10.59,3.84,6.56,0.66,1.21,0.284,0.364,0.17800000000000002,0.284,0.409,86.6,90.0,97.0,103.0,108.0,100.0,100.0,126.0,114.0,125.0,89.0,92.0,87.0,0.401,0.134,0.10400000000000001,0.124,0.237,0.24,1.47,2.79,-0.05,2.84,96.5,91.8,86.6,81.8,0.234,0.152,0.18,0.27,0.194,,,,,,,,,,,,,,,,,,,,,,,,
21,2023-09-16,716560,Lineout,field_out,True,670541,666142,Yordan Alvarez,Cole Ragans,1,0,0,6c40058f-b110-4b93-881b-32003006d782,666142.0,coleragans,Ragans,Left,Cole Ragans,3.47,3.33,96.0,99.0,101.0,101.0,0.713,10.59,3.84,6.56,0.66,1.21,0.284,0.364,0.17800000000000002,0.284,0.409,86.6,90.0,97.0,103.0,108.0,100.0,100.0,126.0,114.0,125.0,89.0,92.0,87.0,0.401,0.134,0.10400000000000001,0.124,0.237,0.24,1.47,2.79,-0.05,2.84,96.5,91.8,86.6,81.8,0.234,0.152,0.18,0.27,0.194,,,,,,,,,,,,,,,,,,,,,,,,
22,2023-09-16,716560,Walk,walk,False,677951,641585,Bobby Witt Jr.,J.P. France,0,0,0,eac5efea-2262-42f7-8310-ee589aed0fb3,641585.0,jpfrance,"France, J",Right,J.P. France,3.83,4.86,136.1,100.0,103.0,102.0,0.797,6.67,3.1,9.11,1.25,1.14,0.244,0.392,0.135,0.309,0.45399999999999996,81.8,75.0,102.0,112.0,101.0,97.0,98.0,109.0,99.0,105.0,116.0,108.0,103.0,0.431,0.18899999999999997,0.091,,0.152,-0.26,0.33,-2.09,,2.51,93.0,86.8,80.1,,0.308,0.183,,0.317,0.145,116.0,98.0,100.0,0.13699999999999998,0.16,76.0,0.25,,,,,,,,,,,,,,,,,
23,2023-09-16,716560,Lineout,field_out,True,521692,641585,Salvador Perez,J.P. France,0,0,1,a97e99e4-6d8a-4727-9a5e-8f0fef733011,641585.0,jpfrance,"France, J",Right,J.P. France,3.83,4.86,136.1,100.0,103.0,102.0,0.797,6.67,3.1,9.11,1.25,1.14,0.244,0.392,0.135,0.309,0.45399999999999996,81.8,75.0,102.0,112.0,101.0,97.0,98.0,109.0,99.0,105.0,116.0,108.0,103.0,0.431,0.18899999999999997,0.091,,0.152,-0.26,0.33,-2.09,,2.51,93.0,86.8,80.1,,0.308,0.183,,0.317,0.145,116.0,98.0,100.0,0.13699999999999998,0.16,76.0,0.25,,,,,,,,,,,,,,,,,
24,2023-09-16,716560,Single,single,False,669004,641585,MJ Melendez,J.P. France,0,0,1,d593adb6-adce-4152-87a6-74b22f161f64,641585.0,jpfrance,"France, J",Right,J.P. France,3.83,4.86,136.1,100.0,103.0,102.0,0.797,6.67,3.1,9.11,1.25,1.14,0.244,0.392,0.135,0.309,0.45399999999999996,81.8,75.0,102.0,112.0,101.0,97.0,98.0,109.0,99.0,105.0,116.0,108.0,103.0,0.431,0.18899999999999997,0.091,,0.152,-0.26,0.33,-2.09,,2.51,93.0,86.8,80.1,,0.308,0.183,,0.317,0.145,116.0,98.0,100.0,0.13699999999999998,0.16,76.0,0.25,,,,,,,,,,,,,,,,,
25,2023-09-16,716560,Flyout,field_out,True,676369,641585,Nelson Velázquez,J.P. France,0,0,0,4c280062-7739-4a33-a7ec-3a38c07683a3,641585.0,jpfrance,"France, J",Right,J.P. France,3.83,4.86,136.1,100.0,103.0,102.0,0.797,6.67,3.1,9.11,1.25,1.14,0.244,0.392,0.135,0.309,0.45399999999999996,81.8,75.0,102.0,112.0,101.0,97.0,98.0,109.0,99.0,105.0,116.0,108.0,103.0,0.431,0.18899999999999997,0.091,,0.152,-0.26,0.33,-2.09,,2.51,93.0,86.8,80.1,,0.308,0.183,,0.317,0.145,116.0,98.0,100.0,0.13699999999999998,0.16,76.0,0.25,,,,,,,,,,,,,,,,,
26,2023-09-16,716560,Lineout,field_out,True,686681,641585,Michael Massey,J.P. France,0,0,0,4d7fc640-ec30-4807-8ea0-43c2777dd267,641585.0,jpfrance,"France, J",Right,J.P. France,3.83,4.86,136.1,100.0,103.0,102.0,0.797,6.67,3.1,9.11,1.25,1.14,0.244,0.392,0.135,0.309,0.45399999999999996,81.8,75.0,102.0,112.0,101.0,97.0,98.0,109.0,99.0,105.0,116.0,108.0,103.0,0.431,0.18899999999999997,0.091,,0.152,-0.26,0.33,-2.09,,2.51,93.0,86.8,80.1,,0.308,0.183,,0.317,0.145,116.0,98.0,100.0,0.13699999999999998,0.16,76.0,0.25,,,,,,,,,,,,,,,,,
27,2023-09-16,716560,Lineout,field_out,True,663656,666142,Kyle Tucker,Cole Ragans,1,0,0,73fba45a-9b0e-46d6-b23e-99cf666ef208,666142.0,coleragans,Ragans,Left,Cole Ragans,3.47,3.33,96.0,99.0,101.0,101.0,0.713,10.59,3.84,6.56,0.66,1.21,0.284,0.364,0.17800000000000002,0.284,0.409,86.6,90.0,97.0,103.0,108.0,100.0,100.0,126.0,114.0,125.0,89.0,92.0,87.0,0.401,0.134,0.10400000000000001,0.124,0.237,0.24,1.47,2.79,-0.05,2.84,96.5,91.8,86.6,81.8,0.234,0.152,0.18,0.27,0.194,,,,,,,,,,,,,,,,,,,,,,,,
28,2023-09-16,716560,Strikeout,strikeout,True,547989,666142,José Abreu,Cole Ragans,0,0,0,4c8576d4-eb35-4a1d-b481-83d940024e24,666142.0,coleragans,Ragans,Left,Cole Ragans,3.47,3.33,96.0,99.0,101.0,101.0,0.713,10.59,3.84,6.56,0.66,1.21,0.284,0.364,0.17800000000000002,0.284,0.409,86.6,90.0,97.0,103.0,108.0,100.0,100.0,126.0,114.0,125.0,89.0,92.0,87.0,0.401,0.134,0.10400000000000001,0.124,0.237,0.24,1.47,2.79,-0.05,2.84,96.5,91.8,86.6,81.8,0.234,0.152,0.18,0.27,0.194,,,,,,,,,,,,,,,,,,,,,,,,
29,2023-09-16,716560,Strikeout,strikeout,True,676801,666142,Chas McCormick,Cole Ragans,0,0,0,56fd6c0c-9ea6-465a-a461-c805cb3f0a76,666142.0,coleragans,Ragans,Left,Cole Ragans,3.47,3.33,96.0,99.0,101.0,101.0,0.713,10.59,3.84,6.56,0.66,1.21,0.284,0.364,0.17800000000000002,0.284,0.409,86.6,90.0,97.0,103.0,108.0,100.0,100.0,126.0,114.0,125.0,89.0,92.0,87.0,0.401,0.134,0.10400000000000001,0.124,0.237,0.24,1.47,2.79,-0.05,2.84,96.5,91.8,86.6,81.8,0.234,0.152,0.18,0.27,0.194,,,,,,,,,,,,,,,,,,,,,,,,
30,2023-09-16,716560,Pop Out,field_out,True,664728,641585,Kyle Isbel,J.P. France,1,0,0,d70dcf7b-9220-4e01-b36e-dbdf8ee43180,641585.0,jpfrance,"France, J",Right,J.P. France,3.83,4.86,136.1,100.0,103.0,102.0,0.797,6.67,3.1,9.11,1.25,1.14,0.244,0.392,0.135,0.309,0.45399999999999996,81.8,75.0,102.0,112.0,101.0,97.0,98.0,109.0,99.0,105.0,116.0,108.0,103.0,0.431,0.18899999999999997,0.091,,0.152,-0.26,0.33,-2.09,,2.51,93.0,86.8,80.1,,0.308,0.183,,0.317,0.145,116.0,98.0,100.0,0.13699999999999998,0.16,76.0,0.25,,,,,,,,,,,,,,,,,
31,2023-09-16,716560,Groundout,field_out,True,680118,641585,Dairon Blanco,J.P. France,0,0,0,7b564be3-a49b-4544-83a6-24b7fd948102,641585.0,jpfrance,"France, J",Right,J.P. France,3.83,4.86,136.1,100.0,103.0,102.0,0.797,6.67,3.1,9.11,1.25,1.14,0.244,0.392,0.135,0.309,0.45399999999999996,81.8,75.0,102.0,112.0,101.0,97.0,98.0,109.0,99.0,105.0,116.0,108.0,103.0,0.431,0.18899999999999997,0.091,,0.152,-0.26,0.33,-2.09,,2.51,93.0,86.8,80.1,,0.308,0.183,,0.317,0.145,116.0,98.0,100.0,0.13699999999999998,0.16,76.0,0.25,,,,,,,,,,,,,,,,,
32,2023-09-16,716560,Groundout,field_out,True,668472,641585,Nick Pratto,J.P. France,1,1,0,8c76ab31-57cc-46ad-8afc-f2d0ad5e8705,641585.0,jpfrance,"France, J",Right,J.P. France,3.83,4.86,136.1,100.0,103.0,102.0,0.797,6.67,3.1,9.11,1.25,1.14,0.244,0.392,0.135,0.309,0.45399999999999996,81.8,75.0,102.0,112.0,101.0,97.0,98.0,109.0,99.0,105.0,116.0,108.0,103.0,0.431,0.18899999999999997,0.091,,0.152,-0.26,0.33,-2.09,,2.51,93.0,86.8,80.1,,0.308,0.183,,0.317,0.145,116.0,98.0,100.0,0.13699999999999998,0.16,76.0,0.25,,,,,,,,,,,,,,,,,
33,2023-09-16,716560,Home Run,home_run,False,673237,666142,Yainer Diaz,Cole Ragans,1,0,0,f4d8f6ef-7386-4d46-98d3-e782dc4d2a91,666142.0,coleragans,Ragans,Left,Cole Ragans,3.47,3.33,96.0,99.0,101.0,101.0,0.713,10.59,3.84,6.56,0.66,1.21,0.284,0.364,0.17800000000000002,0.284,0.409,86.6,90.0,97.0,103.0,108.0,100.0,100.0,126.0,114.0,125.0,89.0,92.0,87.0,0.401,0.134,0.10400000000000001,0.124,0.237,0.24,1.47,2.79,-0.05,2.84,96.5,91.8,86.6,81.8,0.234,0.152,0.18,0.27,0.194,,,,,,,,,,,,,,,,,,,,,,,,
34,2023-09-16,716560,Bunt Groundout,field_out,True,665161,666142,Jeremy Peña,Cole Ragans,0,0,0,8a6ee3c9-fcf1-4e5a-be4d-8786c936c291,666142.0,coleragans,Ragans,Left,Cole Ragans,3.47,3.33,96.0,99.0,101.0,101.0,0.713,10.59,3.84,6.56,0.66,1.21,0.284,0.364,0.17800000000000002,0.284,0.409,86.6,90.0,97.0,103.0,108.0,100.0,100.0,126.0,114.0,125.0,89.0,92.0,87.0,0.401,0.134,0.10400000000000001,0.124,0.237,0.24,1.47,2.79,-0.05,2.84,96.5,91.8,86.6,81.8,0.234,0.152,0.18,0.27,0.194,,,,,,,,,,,,,,,,,,,,,,,,
35,2023-09-16,716560,Triple,triple,False,643289,666142,Mauricio Dubón,Cole Ragans,0,0,0,e24bb579-3f68-4d99-b96d-75b68e6de2f7,666142.0,coleragans,Ragans,Left,Cole Ragans,3.47,3.33,96.0,99.0,101.0,101.0,0.713,10.59,3.84,6.56,0.66,1.21,0.284,0.364,0.17800000000000002,0.284,0.409,86.6,90.0,97.0,103.0,108.0,100.0,100.0,126.0,114.0,125.0,89.0,92.0,87.0,0.401,0.134,0.10400000000000001,0.124,0.237,0.24,1.47,2.79,-0.05,2.84,96.5,91.8,86.6,81.8,0.234,0.152,0.18,0.27,0.194,,,,,,,,,,,,,,,,,,,,,,,,
36,2023-09-16,716560,Groundout,field_out,True,514888,666142,Jose Altuve,Cole Ragans,1,0,0,a2052e9f-2e1b-4055-9a3f-dafe66dbf983,666142.0,coleragans,Ragans,Left,Cole Ragans,3.47,3.33,96.0,99.0,101.0,101.0,0.713,10.59,3.84,6.56,0.66,1.21,0.284,0.364,0.17800000000000002,0.284,0.409,86.6,90.0,97.0,103.0,108.0,100.0,100.0,126.0,114.0,125.0,89.0,92.0,87.0,0.401,0.134,0.10400000000000001,0.124,0.237,0.24,1.47,2.79,-0.05,2.84,96.5,91.8,86.6,81.8,0.234,0.152,0.18,0.27,0.194,,,,,,,,,,,,,,,,,,,,,,,,
