,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FS%,SL%,CU%,CH%,wFA/C,wFS/C,wSL/C,wCU/C,wCH/C,vFA,vFS,vSL,vCU,FF_ba,SL_ba,CH_ba,CU_ba,vKN (sc),Stf+ SI,Loc+ SI,Pit+ SI,SI%,KC%,KN%,wSI/C,wKC/C,wKN/C,vSI,vKC,SI_ba,FS_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,ST_ba
0,2023-09-03,716742,Flyout,field_out,True,641487,656731,J.P. Crawford,Tylor Megill,0,0,0,0ff17167-71d4-44f6-8332-a161dad1d6f9,656731.0,tylormegill,Megill,Right,Tylor Megill,4.7,5.85,126.1,97.0,90.0,95.0,0.789,7.48,4.13,10.04,1.28,1.25,0.275,0.345,0.12300000000000001,0.32,0.414,87.9,88.0,97.0,98.0,101.0,91.0,96.0,86.0,95.0,89.0,96.0,103.0,106.0,116.0,83.0,118.0,0.557,0.002,0.20600000000000002,0.086,0.149,-0.4,5.58,-1.04,-0.05,-0.09,94.9,86.1,84.4,77.2,0.314,0.264,0.264,0.167,,,,,,,,,,,,,,,,,,,,,,
1,2023-09-03,716742,Strikeout,strikeout,True,677594,656731,Julio Rodríguez,Tylor Megill,0,0,0,d1b02699-df63-4b6a-9d7e-4f8f9f5ef086,656731.0,tylormegill,Megill,Right,Tylor Megill,4.7,5.85,126.1,97.0,90.0,95.0,0.789,7.48,4.13,10.04,1.28,1.25,0.275,0.345,0.12300000000000001,0.32,0.414,87.9,88.0,97.0,98.0,101.0,91.0,96.0,86.0,95.0,89.0,96.0,103.0,106.0,116.0,83.0,118.0,0.557,0.002,0.20600000000000002,0.086,0.149,-0.4,5.58,-1.04,-0.05,-0.09,94.9,86.1,84.4,77.2,0.314,0.264,0.264,0.167,,,,,,,,,,,,,,,,,,,,,,
2,2023-09-03,716742,Groundout,field_out,True,606192,656731,Teoscar Hernández,Tylor Megill,1,0,0,221ae000-8fff-4a6b-b05b-368f148cda8b,656731.0,tylormegill,Megill,Right,Tylor Megill,4.7,5.85,126.1,97.0,90.0,95.0,0.789,7.48,4.13,10.04,1.28,1.25,0.275,0.345,0.12300000000000001,0.32,0.414,87.9,88.0,97.0,98.0,101.0,91.0,96.0,86.0,95.0,89.0,96.0,103.0,106.0,116.0,83.0,118.0,0.557,0.002,0.20600000000000002,0.086,0.149,-0.4,5.58,-1.04,-0.05,-0.09,94.9,86.1,84.4,77.2,0.314,0.264,0.264,0.167,,,,,,,,,,,,,,,,,,,,,,
3,2023-09-03,716742,Pop Out,field_out,True,607043,669923,Brandon Nimmo,George Kirby,1,1,0,b66e1de2-b48f-44d1-bd43-3dc510958f4b,669923.0,georgekirby,Kirby,Right,George Kirby,3.35,3.9,190.2,110.0,106.0,109.0,0.799,8.12,0.9,8.45,1.04,1.19,0.298,0.40700000000000003,0.177,0.327,0.48200000000000004,86.6,94.0,107.0,111.0,,,,97.0,111.0,105.0,126.0,106.0,112.0,95.0,103.0,110.0,0.39399999999999996,0.061,0.19699999999999998,,0.018000000000000002,1.34,1.07,1.03,,-5.31,96.1,84.9,86.3,,0.234,0.264,0.5,0.265,75.1,106.0,110.0,109.0,0.21600000000000003,0.115,0.001,0.43,0.35,0.26,95.8,81.8,0.261,0.143,,,,,,,,
4,2023-09-03,716742,Field Error,field_error,False,596019,669923,Francisco Lindor,George Kirby,1,0,0,b80448ce-2c2c-4018-a688-3b97247670b2,669923.0,georgekirby,Kirby,Right,George Kirby,3.35,3.9,190.2,110.0,106.0,109.0,0.799,8.12,0.9,8.45,1.04,1.19,0.298,0.40700000000000003,0.177,0.327,0.48200000000000004,86.6,94.0,107.0,111.0,,,,97.0,111.0,105.0,126.0,106.0,112.0,95.0,103.0,110.0,0.39399999999999996,0.061,0.19699999999999998,,0.018000000000000002,1.34,1.07,1.03,,-5.31,96.1,84.9,86.3,,0.234,0.264,0.5,0.265,75.1,106.0,110.0,109.0,0.21600000000000003,0.115,0.001,0.43,0.35,0.26,95.8,81.8,0.261,0.143,,,,,,,,
5,2023-09-03,716742,Pop Out,field_out,True,643446,669923,Jeff McNeil,George Kirby,0,0,0,91ee5de6-13c8-4c3c-9e22-1e1528971fbc,669923.0,georgekirby,Kirby,Right,George Kirby,3.35,3.9,190.2,110.0,106.0,109.0,0.799,8.12,0.9,8.45,1.04,1.19,0.298,0.40700000000000003,0.177,0.327,0.48200000000000004,86.6,94.0,107.0,111.0,,,,97.0,111.0,105.0,126.0,106.0,112.0,95.0,103.0,110.0,0.39399999999999996,0.061,0.19699999999999998,,0.018000000000000002,1.34,1.07,1.03,,-5.31,96.1,84.9,86.3,,0.234,0.264,0.5,0.265,75.1,106.0,110.0,109.0,0.21600000000000003,0.115,0.001,0.43,0.35,0.26,95.8,81.8,0.261,0.143,,,,,,,,
6,2023-09-03,716742,Single,single,False,624413,669923,Pete Alonso,George Kirby,1,0,1,12c4b50b-bf5b-456d-b9e5-5e71ae4b27b5,669923.0,georgekirby,Kirby,Right,George Kirby,3.35,3.9,190.2,110.0,106.0,109.0,0.799,8.12,0.9,8.45,1.04,1.19,0.298,0.40700000000000003,0.177,0.327,0.48200000000000004,86.6,94.0,107.0,111.0,,,,97.0,111.0,105.0,126.0,106.0,112.0,95.0,103.0,110.0,0.39399999999999996,0.061,0.19699999999999998,,0.018000000000000002,1.34,1.07,1.03,,-5.31,96.1,84.9,86.3,,0.234,0.264,0.5,0.265,75.1,106.0,110.0,109.0,0.21600000000000003,0.115,0.001,0.43,0.35,0.26,95.8,81.8,0.261,0.143,,,,,,,,
7,2023-09-03,716742,Strikeout,strikeout,True,596129,669923,Daniel Vogelbach,George Kirby,0,0,0,b3c324cb-c1ad-4c7e-a63b-28dad8a432b5,669923.0,georgekirby,Kirby,Right,George Kirby,3.35,3.9,190.2,110.0,106.0,109.0,0.799,8.12,0.9,8.45,1.04,1.19,0.298,0.40700000000000003,0.177,0.327,0.48200000000000004,86.6,94.0,107.0,111.0,,,,97.0,111.0,105.0,126.0,106.0,112.0,95.0,103.0,110.0,0.39399999999999996,0.061,0.19699999999999998,,0.018000000000000002,1.34,1.07,1.03,,-5.31,96.1,84.9,86.3,,0.234,0.264,0.5,0.265,75.1,106.0,110.0,109.0,0.21600000000000003,0.115,0.001,0.43,0.35,0.26,95.8,81.8,0.261,0.143,,,,,,,,
8,2023-09-03,716742,Walk,walk,False,663728,656731,Cal Raleigh,Tylor Megill,0,0,0,a0e59b19-0e3d-44c0-9214-bd5aa5e4e66b,656731.0,tylormegill,Megill,Right,Tylor Megill,4.7,5.85,126.1,97.0,90.0,95.0,0.789,7.48,4.13,10.04,1.28,1.25,0.275,0.345,0.12300000000000001,0.32,0.414,87.9,88.0,97.0,98.0,101.0,91.0,96.0,86.0,95.0,89.0,96.0,103.0,106.0,116.0,83.0,118.0,0.557,0.002,0.20600000000000002,0.086,0.149,-0.4,5.58,-1.04,-0.05,-0.09,94.9,86.1,84.4,77.2,0.314,0.264,0.264,0.167,,,,,,,,,,,,,,,,,,,,,,
9,2023-09-03,716742,Pop Out,field_out,True,553993,656731,Eugenio Suárez,Tylor Megill,1,1,0,83d625a6-b760-4cc3-ba87-225d5f6e2940,656731.0,tylormegill,Megill,Right,Tylor Megill,4.7,5.85,126.1,97.0,90.0,95.0,0.789,7.48,4.13,10.04,1.28,1.25,0.275,0.345,0.12300000000000001,0.32,0.414,87.9,88.0,97.0,98.0,101.0,91.0,96.0,86.0,95.0,89.0,96.0,103.0,106.0,116.0,83.0,118.0,0.557,0.002,0.20600000000000002,0.086,0.149,-0.4,5.58,-1.04,-0.05,-0.09,94.9,86.1,84.4,77.2,0.314,0.264,0.264,0.167,,,,,,,,,,,,,,,,,,,,,,
