,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vSI,vSL,FF_ba,SL_ba,CH_ba,SI_ba,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,FC_ba,CU_ba,ST_ba,FS%,wFS/C,vFS
0,2023-07-23,717292,Single,single,False,595777,666200,Jurickson Profar,Jesús Luzardo,1,0,0,bafe9e4f-0186-4d19-8d45-ed4a5c982025,666200.0,jesusluzardo,Luzardo,Left,Jesús Luzardo,3.58,3.96,178.2,100.0,104.0,102.0,0.708,10.48,2.77,8.16,1.11,0.98,0.28600000000000003,0.38299999999999995,0.163,0.373,0.402,88.3,93.0,99.0,100.0,106.0,103.0,100.0,82.0,100.0,97.0,111.0,97.0,105.0,68.0,87.0,76.0,0.04,0.457,0.004,0.289,0.21,0.93,0.74,-0.81,-0.26,-0.09,96.7,91.4,96.5,85.1,0.232,0.233,0.248,0.314,,,,,,,,,,,,
1,2023-07-23,717292,Strikeout,strikeout,True,678662,666200,Ezequiel Tovar,Jesús Luzardo,0,0,0,e97fe7bd-628f-4e7a-b3f0-c54ad3387900,666200.0,jesusluzardo,Luzardo,Left,Jesús Luzardo,3.58,3.96,178.2,100.0,104.0,102.0,0.708,10.48,2.77,8.16,1.11,0.98,0.28600000000000003,0.38299999999999995,0.163,0.373,0.402,88.3,93.0,99.0,100.0,106.0,103.0,100.0,82.0,100.0,97.0,111.0,97.0,105.0,68.0,87.0,76.0,0.04,0.457,0.004,0.289,0.21,0.93,0.74,-0.81,-0.26,-0.09,96.7,91.4,96.5,85.1,0.232,0.233,0.248,0.314,,,,,,,,,,,,
2,2023-07-23,717292,Flyout,field_out,True,641857,666200,Ryan McMahon,Jesús Luzardo,1,1,0,1325adb0-508c-407c-91d0-d8efa1a808c3,666200.0,jesusluzardo,Luzardo,Left,Jesús Luzardo,3.58,3.96,178.2,100.0,104.0,102.0,0.708,10.48,2.77,8.16,1.11,0.98,0.28600000000000003,0.38299999999999995,0.163,0.373,0.402,88.3,93.0,99.0,100.0,106.0,103.0,100.0,82.0,100.0,97.0,111.0,97.0,105.0,68.0,87.0,76.0,0.04,0.457,0.004,0.289,0.21,0.93,0.74,-0.81,-0.26,-0.09,96.7,91.4,96.5,85.1,0.232,0.233,0.248,0.314,,,,,,,,,,,,
3,2023-07-23,717292,Strikeout,strikeout,True,553869,666200,Elias Díaz,Jesús Luzardo,0,0,0,96c9cfb1-c9cb-422a-9647-d7de4d096ca6,666200.0,jesusluzardo,Luzardo,Left,Jesús Luzardo,3.58,3.96,178.2,100.0,104.0,102.0,0.708,10.48,2.77,8.16,1.11,0.98,0.28600000000000003,0.38299999999999995,0.163,0.373,0.402,88.3,93.0,99.0,100.0,106.0,103.0,100.0,82.0,100.0,97.0,111.0,97.0,105.0,68.0,87.0,76.0,0.04,0.457,0.004,0.289,0.21,0.93,0.74,-0.81,-0.26,-0.09,96.7,91.4,96.5,85.1,0.232,0.233,0.248,0.314,,,,,,,,,,,,
4,2023-07-23,717292,Single,single,False,650333,621389,Luis Arraez,Ty Blach,1,0,0,044389c5-2351-431a-8b4b-a78621e89a92,621389.0,tyblach,Blach,Left,Ty Blach,5.54,7.26,78.0,102.0,75.0,88.0,0.856,5.77,2.77,12.0,1.73,1.18,0.27899999999999997,0.371,0.121,0.39,0.447,79.9,20.0,103.0,96.0,,,,69.0,104.0,84.0,,,,170.0,99.0,85.0,0.55,,0.165,,0.221,,-2.26,-1.22,,-1.35,,83.7,89.3,,,,0.371,0.322,66.0,98.0,98.0,0.064,-0.44,78.9,0.348,0.211,,,,
5,2023-07-23,717292,Grounded Into DP,grounded_into_double_play,True,624585,621389,Jorge Soler,Ty Blach,1,0,1,6bbb4080-a8c2-4945-b092-a79e356c5235,621389.0,tyblach,Blach,Left,Ty Blach,5.54,7.26,78.0,102.0,75.0,88.0,0.856,5.77,2.77,12.0,1.73,1.18,0.27899999999999997,0.371,0.121,0.39,0.447,79.9,20.0,103.0,96.0,,,,69.0,104.0,84.0,,,,170.0,99.0,85.0,0.55,,0.165,,0.221,,-2.26,-1.22,,-1.35,,83.7,89.3,,,,0.371,0.322,66.0,98.0,98.0,0.064,-0.44,78.9,0.348,0.211,,,,
6,2023-07-23,717292,Strikeout,strikeout,True,650559,621389,Bryan De La Cruz,Ty Blach,0,0,0,8af7e40d-b84d-432d-9a5f-e9621bbbb0e8,621389.0,tyblach,Blach,Left,Ty Blach,5.54,7.26,78.0,102.0,75.0,88.0,0.856,5.77,2.77,12.0,1.73,1.18,0.27899999999999997,0.371,0.121,0.39,0.447,79.9,20.0,103.0,96.0,,,,69.0,104.0,84.0,,,,170.0,99.0,85.0,0.55,,0.165,,0.221,,-2.26,-1.22,,-1.35,,83.7,89.3,,,,0.371,0.322,66.0,98.0,98.0,0.064,-0.44,78.9,0.348,0.211,,,,
7,2023-07-23,717292,Lineout,field_out,True,545341,666200,Randal Grichuk,Jesús Luzardo,0,0,0,cb1016aa-7573-45dd-be0f-1993388d4f32,666200.0,jesusluzardo,Luzardo,Left,Jesús Luzardo,3.58,3.96,178.2,100.0,104.0,102.0,0.708,10.48,2.77,8.16,1.11,0.98,0.28600000000000003,0.38299999999999995,0.163,0.373,0.402,88.3,93.0,99.0,100.0,106.0,103.0,100.0,82.0,100.0,97.0,111.0,97.0,105.0,68.0,87.0,76.0,0.04,0.457,0.004,0.289,0.21,0.93,0.74,-0.81,-0.26,-0.09,96.7,91.4,96.5,85.1,0.232,0.233,0.248,0.314,,,,,,,,,,,,
8,2023-07-23,717292,Strikeout,strikeout,True,666134,666200,Nolan Jones,Jesús Luzardo,0,0,0,be8fbdff-142b-4a8a-abce-1bef87e9e9cf,666200.0,jesusluzardo,Luzardo,Left,Jesús Luzardo,3.58,3.96,178.2,100.0,104.0,102.0,0.708,10.48,2.77,8.16,1.11,0.98,0.28600000000000003,0.38299999999999995,0.163,0.373,0.402,88.3,93.0,99.0,100.0,106.0,103.0,100.0,82.0,100.0,97.0,111.0,97.0,105.0,68.0,87.0,76.0,0.04,0.457,0.004,0.289,0.21,0.93,0.74,-0.81,-0.26,-0.09,96.7,91.4,96.5,85.1,0.232,0.233,0.248,0.314,,,,,,,,,,,,
9,2023-07-23,717292,Strikeout,strikeout,True,669911,666200,Michael Toglia,Jesús Luzardo,0,0,0,b32e2a85-ace2-4f8a-a868-01fbd054a3ef,666200.0,jesusluzardo,Luzardo,Left,Jesús Luzardo,3.58,3.96,178.2,100.0,104.0,102.0,0.708,10.48,2.77,8.16,1.11,0.98,0.28600000000000003,0.38299999999999995,0.163,0.373,0.402,88.3,93.0,99.0,100.0,106.0,103.0,100.0,82.0,100.0,97.0,111.0,97.0,105.0,68.0,87.0,76.0,0.04,0.457,0.004,0.289,0.21,0.93,0.74,-0.81,-0.26,-0.09,96.7,91.4,96.5,85.1,0.232,0.233,0.248,0.314,,,,,,,,,,,,
