,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSL/C,wCH/C,vFA,vFC,vSL,FF_ba,CH_ba,FC_ba,SL_ba,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,SI%,CU%,wSI/C,wCU/C,vSI,vCU,SI_ba,CU_ba,Stf+ FC,Loc+ FC,Pit+ FC
0,2023-06-29,717570,Pop Out,field_out,True,663837,674003,Matt Vierling,Cody Bradford,1,0,0,836d17a9-3675-49a4-b86b-b1a24e38048b,674003.0,codybradford,Bradford,Left,Cody Bradford,5.3,4.42,56.0,106.0,72.0,101.0,0.79,8.2,1.93,9.0,1.77,0.69,0.259,0.406,0.135,0.365,0.441,82.1,91.0,100.0,102.0,64.0,109.0,99.0,66.0,104.0,103.0,0.546,0.134,0.044000000000000004,0.276,0.16,-1.23,-6.76,0.74,90.4,86.6,83.1,0.26,0.2,0.316,0.5,,,,,,,,,,,,,,,,,
1,2023-06-29,717570,Walk,walk,False,679529,674003,Spencer Torkelson,Cody Bradford,0,0,0,fd4e1487-dc58-4ca5-b205-b87dca2d92f1,674003.0,codybradford,Bradford,Left,Cody Bradford,5.3,4.42,56.0,106.0,72.0,101.0,0.79,8.2,1.93,9.0,1.77,0.69,0.259,0.406,0.135,0.365,0.441,82.1,91.0,100.0,102.0,64.0,109.0,99.0,66.0,104.0,103.0,0.546,0.134,0.044000000000000004,0.276,0.16,-1.23,-6.76,0.74,90.4,86.6,83.1,0.26,0.2,0.316,0.5,,,,,,,,,,,,,,,,,
2,2023-06-29,717570,Walk,walk,False,628451,674003,Andy Ibáñez,Cody Bradford,1,0,1,d5892b35-e6ec-4b07-abcc-358cd65d35c1,674003.0,codybradford,Bradford,Left,Cody Bradford,5.3,4.42,56.0,106.0,72.0,101.0,0.79,8.2,1.93,9.0,1.77,0.69,0.259,0.406,0.135,0.365,0.441,82.1,91.0,100.0,102.0,64.0,109.0,99.0,66.0,104.0,103.0,0.546,0.134,0.044000000000000004,0.276,0.16,-1.23,-6.76,0.74,90.4,86.6,83.1,0.26,0.2,0.316,0.5,,,,,,,,,,,,,,,,,
3,2023-06-29,717570,Strikeout,strikeout,True,595879,674003,Javier Báez,Cody Bradford,0,0,0,4f1721d4-c131-44ff-b636-52fd1a0780db,674003.0,codybradford,Bradford,Left,Cody Bradford,5.3,4.42,56.0,106.0,72.0,101.0,0.79,8.2,1.93,9.0,1.77,0.69,0.259,0.406,0.135,0.365,0.441,82.1,91.0,100.0,102.0,64.0,109.0,99.0,66.0,104.0,103.0,0.546,0.134,0.044000000000000004,0.276,0.16,-1.23,-6.76,0.74,90.4,86.6,83.1,0.26,0.2,0.316,0.5,,,,,,,,,,,,,,,,,
4,2023-06-29,717570,Groundout,field_out,True,681481,674003,Kerry Carpenter,Cody Bradford,0,0,0,90f51b39-b5a0-45d7-acaa-35e7e97480fe,674003.0,codybradford,Bradford,Left,Cody Bradford,5.3,4.42,56.0,106.0,72.0,101.0,0.79,8.2,1.93,9.0,1.77,0.69,0.259,0.406,0.135,0.365,0.441,82.1,91.0,100.0,102.0,64.0,109.0,99.0,66.0,104.0,103.0,0.546,0.134,0.044000000000000004,0.276,0.16,-1.23,-6.76,0.74,90.4,86.6,83.1,0.26,0.2,0.316,0.5,,,,,,,,,,,,,,,,,
5,2023-06-29,717570,Single,single,False,543760,681857,Marcus Semien,Reese Olson,0,0,0,ccea57f2-7a40-45e2-be99-cc1de0c6546e,681857.0,reeseolson,Olson,Right,Reese Olson,3.99,4.73,103.2,100.0,104.0,101.0,0.743,8.94,2.86,7.21,1.22,1.17,0.18899999999999997,0.4,0.13,0.354,0.4,87.8,98.0,94.0,97.0,93.0,103.0,101.0,132.0,98.0,104.0,0.285,,0.306,0.151,0.85,,-0.14,0.98,94.8,,84.8,0.171,0.208,,0.217,95.0,93.0,95.0,82.0,108.0,100.0,0.2,0.057999999999999996,1.25,0.83,94.8,78.8,0.278,0.167,,,
6,2023-06-29,717570,Flyout,field_out,True,608671,681857,Travis Jankowski,Reese Olson,1,0,0,06bfea77-6ff8-495b-bf8d-f10d9baa4443,681857.0,reeseolson,Olson,Right,Reese Olson,3.99,4.73,103.2,100.0,104.0,101.0,0.743,8.94,2.86,7.21,1.22,1.17,0.18899999999999997,0.4,0.13,0.354,0.4,87.8,98.0,94.0,97.0,93.0,103.0,101.0,132.0,98.0,104.0,0.285,,0.306,0.151,0.85,,-0.14,0.98,94.8,,84.8,0.171,0.208,,0.217,95.0,93.0,95.0,82.0,108.0,100.0,0.2,0.057999999999999996,1.25,0.83,94.8,78.8,0.278,0.167,,,
7,2023-06-29,717570,Walk,walk,False,663993,681857,Nathaniel Lowe,Reese Olson,1,0,1,8f841a76-f9a4-4990-8934-33b8beb61c29,681857.0,reeseolson,Olson,Right,Reese Olson,3.99,4.73,103.2,100.0,104.0,101.0,0.743,8.94,2.86,7.21,1.22,1.17,0.18899999999999997,0.4,0.13,0.354,0.4,87.8,98.0,94.0,97.0,93.0,103.0,101.0,132.0,98.0,104.0,0.285,,0.306,0.151,0.85,,-0.14,0.98,94.8,,84.8,0.171,0.208,,0.217,95.0,93.0,95.0,82.0,108.0,100.0,0.2,0.057999999999999996,1.25,0.83,94.8,78.8,0.278,0.167,,,
8,2023-06-29,717570,Strikeout,strikeout,True,666969,681857,Adolis García,Reese Olson,0,0,0,4b723b0f-47ec-42e3-9288-21a2af253b75,681857.0,reeseolson,Olson,Right,Reese Olson,3.99,4.73,103.2,100.0,104.0,101.0,0.743,8.94,2.86,7.21,1.22,1.17,0.18899999999999997,0.4,0.13,0.354,0.4,87.8,98.0,94.0,97.0,93.0,103.0,101.0,132.0,98.0,104.0,0.285,,0.306,0.151,0.85,,-0.14,0.98,94.8,,84.8,0.171,0.208,,0.217,95.0,93.0,95.0,82.0,108.0,100.0,0.2,0.057999999999999996,1.25,0.83,94.8,78.8,0.278,0.167,,,
9,2023-06-29,717570,Single,single,False,673962,681857,Josh Jung,Reese Olson,1,0,1,b72f9a88-e004-42e4-a8c3-c730204146df,681857.0,reeseolson,Olson,Right,Reese Olson,3.99,4.73,103.2,100.0,104.0,101.0,0.743,8.94,2.86,7.21,1.22,1.17,0.18899999999999997,0.4,0.13,0.354,0.4,87.8,98.0,94.0,97.0,93.0,103.0,101.0,132.0,98.0,104.0,0.285,,0.306,0.151,0.85,,-0.14,0.98,94.8,,84.8,0.171,0.208,,0.217,95.0,93.0,95.0,82.0,108.0,100.0,0.2,0.057999999999999996,1.25,0.83,94.8,78.8,0.278,0.167,,,
