,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vSL,vCU,FF_ba,SV_ba,CH_ba,ST_ba,CU_ba,SL_ba,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,wFC/C,wSI/C,vFC,vSI,FC_ba,SI_ba
0,2023-08-28,716823,Strikeout,strikeout,True,682622,690986,Noelvi Marte,Kyle Harrison,0,0,0,44193c20-5f38-4861-a545-13da853b4866,690986.0,kyleharrison,Harrison,Left,Kyle Harrison,4.15,4.55,34.2,99.0,95.0,98.0,0.7959999999999999,9.09,2.86,7.53,2.08,0.5,0.35100000000000003,0.361,0.155,0.32,0.42700000000000005,86.6,78.0,100.0,93.0,83.0,90.0,91.0,104.0,103.0,102.0,86.0,99.0,105.0,0.607,0.017,0.265,0.111,0.66,-4.23,-2.28,-0.87,93.6,87.5,82.2,0.182,0.273,0.25,,,,,,,,,,,,,,,,,
1,2023-08-28,716823,Strikeout,strikeout,True,669222,690986,Nick Senzel,Kyle Harrison,0,0,0,94a73f66-874e-487d-b996-e5bdcdc61631,690986.0,kyleharrison,Harrison,Left,Kyle Harrison,4.15,4.55,34.2,99.0,95.0,98.0,0.7959999999999999,9.09,2.86,7.53,2.08,0.5,0.35100000000000003,0.361,0.155,0.32,0.42700000000000005,86.6,78.0,100.0,93.0,83.0,90.0,91.0,104.0,103.0,102.0,86.0,99.0,105.0,0.607,0.017,0.265,0.111,0.66,-4.23,-2.28,-0.87,93.6,87.5,82.2,0.182,0.273,0.25,,,,,,,,,,,,,,,,,
2,2023-08-28,716823,Strikeout,strikeout,True,682829,690986,Elly De La Cruz,Kyle Harrison,0,0,0,8aefba30-9b9a-492d-acdf-f02451f376ac,690986.0,kyleharrison,Harrison,Left,Kyle Harrison,4.15,4.55,34.2,99.0,95.0,98.0,0.7959999999999999,9.09,2.86,7.53,2.08,0.5,0.35100000000000003,0.361,0.155,0.32,0.42700000000000005,86.6,78.0,100.0,93.0,83.0,90.0,91.0,104.0,103.0,102.0,86.0,99.0,105.0,0.607,0.017,0.265,0.111,0.66,-4.23,-2.28,-0.87,93.6,87.5,82.2,0.182,0.273,0.25,,,,,,,,,,,,,,,,,
3,2023-08-28,716823,Single,single,False,596103,671096,Austin Slater,Andrew Abbott,0,0,0,a5cc60da-dadb-402f-b64c-cde2e7ea76e9,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,3.87,3.93,109.1,101.0,87.0,97.0,0.765,9.88,3.62,8.23,1.32,0.55,0.255,0.381,0.133,0.34700000000000003,0.40399999999999997,86.6,72.0,96.0,91.0,99.0,103.0,103.0,81.0,99.0,91.0,106.0,107.0,113.0,0.501,0.165,0.171,0.163,-0.02,1.61,-2.27,0.99,92.7,82.9,80.9,0.249,,0.203,0.174,0.367,,,,,,,,,,,,,,,
4,2023-08-28,716823,Walk,walk,False,642731,671096,Thairo Estrada,Andrew Abbott,1,0,1,2e0ce13e-d975-42a8-823b-031817f43f65,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,3.87,3.93,109.1,101.0,87.0,97.0,0.765,9.88,3.62,8.23,1.32,0.55,0.255,0.381,0.133,0.34700000000000003,0.40399999999999997,86.6,72.0,96.0,91.0,99.0,103.0,103.0,81.0,99.0,91.0,106.0,107.0,113.0,0.501,0.165,0.171,0.163,-0.02,1.61,-2.27,0.99,92.7,82.9,80.9,0.249,,0.203,0.174,0.367,,,,,,,,,,,,,,,
5,2023-08-28,716823,Double,double,False,527038,671096,Wilmer Flores,Andrew Abbott,1,0,1,94fc0491-2961-4f54-9ab4-efcf10224d9a,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,3.87,3.93,109.1,101.0,87.0,97.0,0.765,9.88,3.62,8.23,1.32,0.55,0.255,0.381,0.133,0.34700000000000003,0.40399999999999997,86.6,72.0,96.0,91.0,99.0,103.0,103.0,81.0,99.0,91.0,106.0,107.0,113.0,0.501,0.165,0.171,0.163,-0.02,1.61,-2.27,0.99,92.7,82.9,80.9,0.249,,0.203,0.174,0.367,,,,,,,,,,,,,,,
6,2023-08-28,716823,Strikeout,strikeout,True,605204,671096,J.D. Davis,Andrew Abbott,0,0,0,10793b2e-9562-41e2-a244-929265ab4701,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,3.87,3.93,109.1,101.0,87.0,97.0,0.765,9.88,3.62,8.23,1.32,0.55,0.255,0.381,0.133,0.34700000000000003,0.40399999999999997,86.6,72.0,96.0,91.0,99.0,103.0,103.0,81.0,99.0,91.0,106.0,107.0,113.0,0.501,0.165,0.171,0.163,-0.02,1.61,-2.27,0.99,92.7,82.9,80.9,0.249,,0.203,0.174,0.367,,,,,,,,,,,,,,,
7,2023-08-28,716823,Walk,walk,False,672275,671096,Patrick Bailey,Andrew Abbott,1,0,0,e97becb7-1e40-436d-af56-a540656dbc45,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,3.87,3.93,109.1,101.0,87.0,97.0,0.765,9.88,3.62,8.23,1.32,0.55,0.255,0.381,0.133,0.34700000000000003,0.40399999999999997,86.6,72.0,96.0,91.0,99.0,103.0,103.0,81.0,99.0,91.0,106.0,107.0,113.0,0.501,0.165,0.171,0.163,-0.02,1.61,-2.27,0.99,92.7,82.9,80.9,0.249,,0.203,0.174,0.367,,,,,,,,,,,,,,,
8,2023-08-28,716823,Strikeout,strikeout,True,657557,671096,Paul DeJong,Andrew Abbott,0,0,0,834acd93-35ae-4ddf-9208-e2465c06ec7d,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,3.87,3.93,109.1,101.0,87.0,97.0,0.765,9.88,3.62,8.23,1.32,0.55,0.255,0.381,0.133,0.34700000000000003,0.40399999999999997,86.6,72.0,96.0,91.0,99.0,103.0,103.0,81.0,99.0,91.0,106.0,107.0,113.0,0.501,0.165,0.171,0.163,-0.02,1.61,-2.27,0.99,92.7,82.9,80.9,0.249,,0.203,0.174,0.367,,,,,,,,,,,,,,,
9,2023-08-28,716823,Strikeout,strikeout,True,671218,671096,Heliot Ramos,Andrew Abbott,0,0,0,937650ed-522b-4af2-9f9a-4aedb0c1ae65,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,3.87,3.93,109.1,101.0,87.0,97.0,0.765,9.88,3.62,8.23,1.32,0.55,0.255,0.381,0.133,0.34700000000000003,0.40399999999999997,86.6,72.0,96.0,91.0,99.0,103.0,103.0,81.0,99.0,91.0,106.0,107.0,113.0,0.501,0.165,0.171,0.163,-0.02,1.61,-2.27,0.99,92.7,82.9,80.9,0.249,,0.203,0.174,0.367,,,,,,,,,,,,,,,
