,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,vFA,vFC,vSI,vSL,vCU,FF_ba,FC_ba,ST_ba,SI_ba,CU_ba,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,CH_ba,SL_ba
0,2023-05-06,718291,Strikeout,strikeout,True,683011,656876,Anthony Volpe,Drew Rasmussen,0,0,0,e8f72779-57cf-44bb-9e07-69c5e0a2cd62,656876.0,drewrasmussen,Rasmussen,Right,Drew Rasmussen,2.62,2.91,44.2,109.0,121.0,113.0,0.79,9.47,2.22,7.25,0.4,1.97,0.28,0.424,0.16899999999999998,0.203,0.48700000000000004,71.0,106.0,103.0,131.0,111.0,122.0,98.0,109.0,99.0,115.0,121.0,130.0,133.0,104.0,106.0,0.122,0.295,0.359,0.151,0.073,0.17,1.83,2.15,3.01,1.91,95.7,88.2,95.1,84.5,80.0,0.275,0.204,0.129,0.273,0.2,,,,,,,,
1,2023-05-06,718291,Strikeout,strikeout,True,519203,656876,Anthony Rizzo,Drew Rasmussen,0,0,0,7aebc6e0-2dda-4fe2-b16e-e7dcba87bd82,656876.0,drewrasmussen,Rasmussen,Right,Drew Rasmussen,2.62,2.91,44.2,109.0,121.0,113.0,0.79,9.47,2.22,7.25,0.4,1.97,0.28,0.424,0.16899999999999998,0.203,0.48700000000000004,71.0,106.0,103.0,131.0,111.0,122.0,98.0,109.0,99.0,115.0,121.0,130.0,133.0,104.0,106.0,0.122,0.295,0.359,0.151,0.073,0.17,1.83,2.15,3.01,1.91,95.7,88.2,95.1,84.5,80.0,0.275,0.204,0.129,0.273,0.2,,,,,,,,
2,2023-05-06,718291,Groundout,field_out,True,650402,656876,Gleyber Torres,Drew Rasmussen,1,0,0,ddca63a4-79e1-4a0b-bb75-a845b697dbc5,656876.0,drewrasmussen,Rasmussen,Right,Drew Rasmussen,2.62,2.91,44.2,109.0,121.0,113.0,0.79,9.47,2.22,7.25,0.4,1.97,0.28,0.424,0.16899999999999998,0.203,0.48700000000000004,71.0,106.0,103.0,131.0,111.0,122.0,98.0,109.0,99.0,115.0,121.0,130.0,133.0,104.0,106.0,0.122,0.295,0.359,0.151,0.073,0.17,1.83,2.15,3.01,1.91,95.7,88.2,95.1,84.5,80.0,0.275,0.204,0.129,0.273,0.2,,,,,,,,
3,2023-05-06,718291,Single,single,False,650490,593334,Yandy Díaz,Domingo Germán,1,0,0,f76033e0-59b5-4cbf-aeb3-a0569fe3abb1,593334.0,domingogerman,Germán,Right,Domingo Germán,4.56,4.3,108.2,100.0,92.0,98.0,0.7070000000000001,9.44,2.82,6.87,1.66,0.97,0.159,0.486,0.166,0.32799999999999996,0.41600000000000004,94.0,102.0,104.0,89.0,100.0,97.0,82.0,95.0,87.0,,,,,,,0.105,0.27699999999999997,,,0.409,-1.75,,0.95,,1.5,92.3,,92.4,,82.9,0.321,,,0.15,0.174,85.8,96.0,98.0,95.0,0.209,1.01,0.2,
4,2023-05-06,718291,Single,single,False,677551,593334,Wander Franco,Domingo Germán,1,0,1,90b4b4ba-abd7-408c-8247-74dfdd1e2324,593334.0,domingogerman,Germán,Right,Domingo Germán,4.56,4.3,108.2,100.0,92.0,98.0,0.7070000000000001,9.44,2.82,6.87,1.66,0.97,0.159,0.486,0.166,0.32799999999999996,0.41600000000000004,94.0,102.0,104.0,89.0,100.0,97.0,82.0,95.0,87.0,,,,,,,0.105,0.27699999999999997,,,0.409,-1.75,,0.95,,1.5,92.3,,92.4,,82.9,0.321,,,0.15,0.174,85.8,96.0,98.0,95.0,0.209,1.01,0.2,
5,2023-05-06,718291,Pop Out,field_out,True,668227,593334,Randy Arozarena,Domingo Germán,1,0,0,07f14c3e-2f7f-46a7-8f98-01b1b6a68fb8,593334.0,domingogerman,Germán,Right,Domingo Germán,4.56,4.3,108.2,100.0,92.0,98.0,0.7070000000000001,9.44,2.82,6.87,1.66,0.97,0.159,0.486,0.166,0.32799999999999996,0.41600000000000004,94.0,102.0,104.0,89.0,100.0,97.0,82.0,95.0,87.0,,,,,,,0.105,0.27699999999999997,,,0.409,-1.75,,0.95,,1.5,92.3,,92.4,,82.9,0.321,,,0.15,0.174,85.8,96.0,98.0,95.0,0.209,1.01,0.2,
6,2023-05-06,718291,Strikeout,strikeout,True,664040,593334,Brandon Lowe,Domingo Germán,0,0,0,40831c75-dc27-4e1d-8e2e-d4bdef615930,593334.0,domingogerman,Germán,Right,Domingo Germán,4.56,4.3,108.2,100.0,92.0,98.0,0.7070000000000001,9.44,2.82,6.87,1.66,0.97,0.159,0.486,0.166,0.32799999999999996,0.41600000000000004,94.0,102.0,104.0,89.0,100.0,97.0,82.0,95.0,87.0,,,,,,,0.105,0.27699999999999997,,,0.409,-1.75,,0.95,,1.5,92.3,,92.4,,82.9,0.321,,,0.15,0.174,85.8,96.0,98.0,95.0,0.209,1.01,0.2,
7,2023-05-06,718291,Double,double,False,622534,593334,Manuel Margot,Domingo Germán,1,0,1,3d542d0c-2bb1-4a78-b7b8-bae8caf994a0,593334.0,domingogerman,Germán,Right,Domingo Germán,4.56,4.3,108.2,100.0,92.0,98.0,0.7070000000000001,9.44,2.82,6.87,1.66,0.97,0.159,0.486,0.166,0.32799999999999996,0.41600000000000004,94.0,102.0,104.0,89.0,100.0,97.0,82.0,95.0,87.0,,,,,,,0.105,0.27699999999999997,,,0.409,-1.75,,0.95,,1.5,92.3,,92.4,,82.9,0.321,,,0.15,0.174,85.8,96.0,98.0,95.0,0.209,1.01,0.2,
8,2023-05-06,718291,Groundout,field_out,True,666139,593334,Josh Lowe,Domingo Germán,0,0,0,39488377-5990-4a5f-9e7c-74a6ea08bc19,593334.0,domingogerman,Germán,Right,Domingo Germán,4.56,4.3,108.2,100.0,92.0,98.0,0.7070000000000001,9.44,2.82,6.87,1.66,0.97,0.159,0.486,0.166,0.32799999999999996,0.41600000000000004,94.0,102.0,104.0,89.0,100.0,97.0,82.0,95.0,87.0,,,,,,,0.105,0.27699999999999997,,,0.409,-1.75,,0.95,,1.5,92.3,,92.4,,82.9,0.321,,,0.15,0.174,85.8,96.0,98.0,95.0,0.209,1.01,0.2,
9,2023-05-06,718291,Flyout,field_out,True,518934,656876,DJ LeMahieu,Drew Rasmussen,0,0,0,77206137-4620-47cc-ac2c-674e41ca72c9,656876.0,drewrasmussen,Rasmussen,Right,Drew Rasmussen,2.62,2.91,44.2,109.0,121.0,113.0,0.79,9.47,2.22,7.25,0.4,1.97,0.28,0.424,0.16899999999999998,0.203,0.48700000000000004,71.0,106.0,103.0,131.0,111.0,122.0,98.0,109.0,99.0,115.0,121.0,130.0,133.0,104.0,106.0,0.122,0.295,0.359,0.151,0.073,0.17,1.83,2.15,3.01,1.91,95.7,88.2,95.1,84.5,80.0,0.275,0.204,0.129,0.273,0.2,,,,,,,,
