,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vSI,vSL,vCU,SL_ba,FF_ba,CU_ba,SI_ba,CH_ba,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,wFC/C,wFS/C,vFC,vFS,FC_ba,FS_ba,ST_ba
0,2023-04-25,718432,Flyout,field_out,True,605141,670912,Mookie Betts,Johan Oviedo,1,0,0,7de428a0-78f6-4909-a5a3-750636ca0e74,670912.0,johanoviedo,Oviedo,Right,Johan Oviedo,4.31,4.61,177.2,95.0,91.0,95.0,0.759,8.0,4.2,8.16,0.96,1.24,0.23399999999999999,0.408,0.16399999999999998,0.316,0.41100000000000003,88.1,75.0,84.0,82.0,87.0,97.0,101.0,83.0,93.0,87.0,100.0,93.0,92.0,103.0,98.0,104.0,0.05,0.392,0.36700000000000005,0.149,0.040999999999999995,-1.25,0.93,0.8,0.82,-0.07,95.8,95.7,88.2,80.9,0.21,0.277,0.193,0.276,0.25,,,,,,,,,,,,,,,
1,2023-04-25,718432,Walk,walk,False,518692,670912,Freddie Freeman,Johan Oviedo,0,0,0,b3897b08-de4d-449c-8e39-a5b461310614,670912.0,johanoviedo,Oviedo,Right,Johan Oviedo,4.31,4.61,177.2,95.0,91.0,95.0,0.759,8.0,4.2,8.16,0.96,1.24,0.23399999999999999,0.408,0.16399999999999998,0.316,0.41100000000000003,88.1,75.0,84.0,82.0,87.0,97.0,101.0,83.0,93.0,87.0,100.0,93.0,92.0,103.0,98.0,104.0,0.05,0.392,0.36700000000000005,0.149,0.040999999999999995,-1.25,0.93,0.8,0.82,-0.07,95.8,95.7,88.2,80.9,0.21,0.277,0.193,0.276,0.25,,,,,,,,,,,,,,,
2,2023-04-25,718432,Catcher Interference,catcher_interf,False,518792,670912,Jason Heyward,Johan Oviedo,1,0,1,cc364bae-8086-46c2-915e-17be7af165cc,670912.0,johanoviedo,Oviedo,Right,Johan Oviedo,4.31,4.61,177.2,95.0,91.0,95.0,0.759,8.0,4.2,8.16,0.96,1.24,0.23399999999999999,0.408,0.16399999999999998,0.316,0.41100000000000003,88.1,75.0,84.0,82.0,87.0,97.0,101.0,83.0,93.0,87.0,100.0,93.0,92.0,103.0,98.0,104.0,0.05,0.392,0.36700000000000005,0.149,0.040999999999999995,-1.25,0.93,0.8,0.82,-0.07,95.8,95.7,88.2,80.9,0.21,0.277,0.193,0.276,0.25,,,,,,,,,,,,,,,
3,2023-04-25,718432,Groundout,field_out,True,681546,670912,James Outman,Johan Oviedo,0,0,1,f5a5ea50-1c45-4b50-9a6a-c957d9201978,670912.0,johanoviedo,Oviedo,Right,Johan Oviedo,4.31,4.61,177.2,95.0,91.0,95.0,0.759,8.0,4.2,8.16,0.96,1.24,0.23399999999999999,0.408,0.16399999999999998,0.316,0.41100000000000003,88.1,75.0,84.0,82.0,87.0,97.0,101.0,83.0,93.0,87.0,100.0,93.0,92.0,103.0,98.0,104.0,0.05,0.392,0.36700000000000005,0.149,0.040999999999999995,-1.25,0.93,0.8,0.82,-0.07,95.8,95.7,88.2,80.9,0.21,0.277,0.193,0.276,0.25,,,,,,,,,,,,,,,
4,2023-04-25,718432,Double,double,False,678246,670912,Miguel Vargas,Johan Oviedo,0,0,1,3e666e16-f605-4f37-a75a-456f310a86e6,670912.0,johanoviedo,Oviedo,Right,Johan Oviedo,4.31,4.61,177.2,95.0,91.0,95.0,0.759,8.0,4.2,8.16,0.96,1.24,0.23399999999999999,0.408,0.16399999999999998,0.316,0.41100000000000003,88.1,75.0,84.0,82.0,87.0,97.0,101.0,83.0,93.0,87.0,100.0,93.0,92.0,103.0,98.0,104.0,0.05,0.392,0.36700000000000005,0.149,0.040999999999999995,-1.25,0.93,0.8,0.82,-0.07,95.8,95.7,88.2,80.9,0.21,0.277,0.193,0.276,0.25,,,,,,,,,,,,,,,
5,2023-04-25,718432,Strikeout,strikeout,True,444482,670912,David Peralta,Johan Oviedo,0,0,0,54da9922-97a6-40e1-a4be-003c23a6bb7f,670912.0,johanoviedo,Oviedo,Right,Johan Oviedo,4.31,4.61,177.2,95.0,91.0,95.0,0.759,8.0,4.2,8.16,0.96,1.24,0.23399999999999999,0.408,0.16399999999999998,0.316,0.41100000000000003,88.1,75.0,84.0,82.0,87.0,97.0,101.0,83.0,93.0,87.0,100.0,93.0,92.0,103.0,98.0,104.0,0.05,0.392,0.36700000000000005,0.149,0.040999999999999995,-1.25,0.93,0.8,0.82,-0.07,95.8,95.7,88.2,80.9,0.21,0.277,0.193,0.276,0.25,,,,,,,,,,,,,,,
6,2023-04-25,718432,Lineout,field_out,True,663647,592789,Ke'Bryan Hayes,Noah Syndergaard,0,0,0,557e5cb4-c4e9-4871-8ff5-6eae817d2231,592789.0,noahsyndergaard,Syndergaard,Right,Noah Syndergaard,6.5,6.48,88.2,104.0,80.0,99.0,0.8340000000000001,5.68,1.93,10.56,2.23,0.94,0.203,0.43799999999999994,0.147,0.363,0.46799999999999997,87.3,72.0,104.0,100.0,95.0,104.0,107.0,65.0,109.0,95.0,87.0,102.0,96.0,88.0,99.0,97.0,0.261,0.18100000000000002,0.067,0.141,0.222,0.68,-1.16,-2.33,-0.93,-2.71,92.2,92.3,85.0,77.9,0.24,0.208,0.233,0.363,0.286,85.0,103.0,98.0,43.0,87.0,84.0,0.126,0.003,-0.49,1.25,89.5,87.7,0.333,,
7,2023-04-25,718432,Single,single,False,672779,592789,Tucupita Marcano,Noah Syndergaard,1,1,0,c30dbb09-85fd-480f-97f1-1089f2e0f769,592789.0,noahsyndergaard,Syndergaard,Right,Noah Syndergaard,6.5,6.48,88.2,104.0,80.0,99.0,0.8340000000000001,5.68,1.93,10.56,2.23,0.94,0.203,0.43799999999999994,0.147,0.363,0.46799999999999997,87.3,72.0,104.0,100.0,95.0,104.0,107.0,65.0,109.0,95.0,87.0,102.0,96.0,88.0,99.0,97.0,0.261,0.18100000000000002,0.067,0.141,0.222,0.68,-1.16,-2.33,-0.93,-2.71,92.2,92.3,85.0,77.9,0.24,0.208,0.233,0.363,0.286,85.0,103.0,98.0,43.0,87.0,84.0,0.126,0.003,-0.49,1.25,89.5,87.7,0.333,,
8,2023-04-25,718432,Strikeout,strikeout,True,457705,592789,Andrew McCutchen,Noah Syndergaard,0,0,1,bbf993e6-baf7-4d7a-a786-6e2ffe121a9a,592789.0,noahsyndergaard,Syndergaard,Right,Noah Syndergaard,6.5,6.48,88.2,104.0,80.0,99.0,0.8340000000000001,5.68,1.93,10.56,2.23,0.94,0.203,0.43799999999999994,0.147,0.363,0.46799999999999997,87.3,72.0,104.0,100.0,95.0,104.0,107.0,65.0,109.0,95.0,87.0,102.0,96.0,88.0,99.0,97.0,0.261,0.18100000000000002,0.067,0.141,0.222,0.68,-1.16,-2.33,-0.93,-2.71,92.2,92.3,85.0,77.9,0.24,0.208,0.233,0.363,0.286,85.0,103.0,98.0,43.0,87.0,84.0,0.126,0.003,-0.49,1.25,89.5,87.7,0.333,,
9,2023-04-25,718432,Single,single,False,467793,592789,Carlos Santana,Noah Syndergaard,0,0,1,f48a67d6-b808-4538-aae7-013fc3446a18,592789.0,noahsyndergaard,Syndergaard,Right,Noah Syndergaard,6.5,6.48,88.2,104.0,80.0,99.0,0.8340000000000001,5.68,1.93,10.56,2.23,0.94,0.203,0.43799999999999994,0.147,0.363,0.46799999999999997,87.3,72.0,104.0,100.0,95.0,104.0,107.0,65.0,109.0,95.0,87.0,102.0,96.0,88.0,99.0,97.0,0.261,0.18100000000000002,0.067,0.141,0.222,0.68,-1.16,-2.33,-0.93,-2.71,92.2,92.3,85.0,77.9,0.24,0.208,0.233,0.363,0.286,85.0,103.0,98.0,43.0,87.0,84.0,0.126,0.003,-0.49,1.25,89.5,87.7,0.333,,
