,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vSI,vSL,vCU,SI_ba,SL_ba,FF_ba,CU_ba,CH_ba,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,wFC/C,wFS/C,vFC,vFS,FC_ba,ST_ba
0,2023-08-15,716984,Flyout,field_out,True,643393,641712,Tony Kemp,Dakota Hudson,1,0,0,38a16923-a56b-49b9-8553-457ad6af17e1,641712.0,dakotahudson,"Hudson, Dak",Right,Dakota Hudson,4.98,6.0,81.1,96.0,94.0,91.0,0.818,4.98,3.76,9.74,1.0,1.89,0.16,0.461,0.141,0.349,0.419,84.4,85.0,66.0,62.0,81.0,103.0,96.0,81.0,99.0,88.0,81.0,97.0,87.0,120.0,95.0,100.0,0.377,0.222,0.321,0.055,0.024,0.43,0.04,-0.76,-0.31,-4.54,91.1,91.6,85.1,81.4,0.308,0.258,0.281,0.25,0.2,,,,,,,,,,,,,,
1,2023-08-15,716984,Groundout,field_out,True,680869,641712,Zack Gelof,Dakota Hudson,0,0,0,697d434e-41bc-4cbc-9ca6-cbef349c8ecb,641712.0,dakotahudson,"Hudson, Dak",Right,Dakota Hudson,4.98,6.0,81.1,96.0,94.0,91.0,0.818,4.98,3.76,9.74,1.0,1.89,0.16,0.461,0.141,0.349,0.419,84.4,85.0,66.0,62.0,81.0,103.0,96.0,81.0,99.0,88.0,81.0,97.0,87.0,120.0,95.0,100.0,0.377,0.222,0.321,0.055,0.024,0.43,0.04,-0.76,-0.31,-4.54,91.1,91.6,85.1,81.4,0.308,0.258,0.281,0.25,0.2,,,,,,,,,,,,,,
2,2023-08-15,716984,Single,single,False,667670,641712,Brent Rooker,Dakota Hudson,1,0,0,fac51d82-5a18-43c0-9ea9-776da59b3d03,641712.0,dakotahudson,"Hudson, Dak",Right,Dakota Hudson,4.98,6.0,81.1,96.0,94.0,91.0,0.818,4.98,3.76,9.74,1.0,1.89,0.16,0.461,0.141,0.349,0.419,84.4,85.0,66.0,62.0,81.0,103.0,96.0,81.0,99.0,88.0,81.0,97.0,87.0,120.0,95.0,100.0,0.377,0.222,0.321,0.055,0.024,0.43,0.04,-0.76,-0.31,-4.54,91.1,91.6,85.1,81.4,0.308,0.258,0.281,0.25,0.2,,,,,,,,,,,,,,
3,2023-08-15,716984,Groundout,field_out,True,664913,641712,Seth Brown,Dakota Hudson,0,0,0,7de4598e-b60d-43a6-86d5-b19a6a66109a,641712.0,dakotahudson,"Hudson, Dak",Right,Dakota Hudson,4.98,6.0,81.1,96.0,94.0,91.0,0.818,4.98,3.76,9.74,1.0,1.89,0.16,0.461,0.141,0.349,0.419,84.4,85.0,66.0,62.0,81.0,103.0,96.0,81.0,99.0,88.0,81.0,97.0,87.0,120.0,95.0,100.0,0.377,0.222,0.321,0.055,0.024,0.43,0.04,-0.76,-0.31,-4.54,91.1,91.6,85.1,81.4,0.308,0.258,0.281,0.25,0.2,,,,,,,,,,,,,,
4,2023-08-15,716984,Single,single,False,663457,657093,Lars Nootbaar,Spenser Watkins,1,0,0,29eb6805-8578-4ce4-abbc-5006c26fb552,657093.0,spenserwatkins,Watkins,Right,Spenser Watkins,10.38,6.99,4.1,111.0,88.0,102.0,0.8640000000000001,8.31,4.15,14.54,4.15,0.5,0.33299999999999996,0.6,0.0,0.5329999999999999,0.37799999999999995,,,,,76.0,120.0,107.0,75.0,101.0,99.0,84.0,111.0,95.0,130.0,81.0,106.0,0.3,0.256,0.16699999999999998,0.044000000000000004,,-4.3,-2.02,-7.54,-31.12,,90.4,90.0,76.9,74.6,0.4,0.333,0.5,,,101.0,110.0,98.0,46.0,118.0,133.0,0.21100000000000002,0.022000000000000002,1.79,-2.3,86.1,84.2,0.2,
5,2023-08-15,716984,Double,double,False,502671,657093,Paul Goldschmidt,Spenser Watkins,1,0,1,770fc2cf-f4b2-4c7e-8a29-6d5af7aae7b3,657093.0,spenserwatkins,Watkins,Right,Spenser Watkins,10.38,6.99,4.1,111.0,88.0,102.0,0.8640000000000001,8.31,4.15,14.54,4.15,0.5,0.33299999999999996,0.6,0.0,0.5329999999999999,0.37799999999999995,,,,,76.0,120.0,107.0,75.0,101.0,99.0,84.0,111.0,95.0,130.0,81.0,106.0,0.3,0.256,0.16699999999999998,0.044000000000000004,,-4.3,-2.02,-7.54,-31.12,,90.4,90.0,76.9,74.6,0.4,0.333,0.5,,,101.0,110.0,98.0,46.0,118.0,133.0,0.21100000000000002,0.022000000000000002,1.79,-2.3,86.1,84.2,0.2,
6,2023-08-15,716984,Home Run,home_run,False,571448,657093,Nolan Arenado,Spenser Watkins,1,0,1,dce2e71a-2a10-4e48-88d0-a9d7dfc36ea3,657093.0,spenserwatkins,Watkins,Right,Spenser Watkins,10.38,6.99,4.1,111.0,88.0,102.0,0.8640000000000001,8.31,4.15,14.54,4.15,0.5,0.33299999999999996,0.6,0.0,0.5329999999999999,0.37799999999999995,,,,,76.0,120.0,107.0,75.0,101.0,99.0,84.0,111.0,95.0,130.0,81.0,106.0,0.3,0.256,0.16699999999999998,0.044000000000000004,,-4.3,-2.02,-7.54,-31.12,,90.4,90.0,76.9,74.6,0.4,0.333,0.5,,,101.0,110.0,98.0,46.0,118.0,133.0,0.21100000000000002,0.022000000000000002,1.79,-2.3,86.1,84.2,0.2,
7,2023-08-15,716984,Strikeout,strikeout,True,676475,657093,Alec Burleson,Spenser Watkins,0,0,0,3ee2a1e9-f5c3-460e-bfaf-f5f6b6eddb3d,657093.0,spenserwatkins,Watkins,Right,Spenser Watkins,10.38,6.99,4.1,111.0,88.0,102.0,0.8640000000000001,8.31,4.15,14.54,4.15,0.5,0.33299999999999996,0.6,0.0,0.5329999999999999,0.37799999999999995,,,,,76.0,120.0,107.0,75.0,101.0,99.0,84.0,111.0,95.0,130.0,81.0,106.0,0.3,0.256,0.16699999999999998,0.044000000000000004,,-4.3,-2.02,-7.54,-31.12,,90.4,90.0,76.9,74.6,0.4,0.333,0.5,,,101.0,110.0,98.0,46.0,118.0,133.0,0.21100000000000002,0.022000000000000002,1.79,-2.3,86.1,84.2,0.2,
8,2023-08-15,716984,Flyout,field_out,True,641933,657093,Tyler O'Neill,Spenser Watkins,0,0,0,cbcbfced-9e03-4369-8475-b1a44d29c1a5,657093.0,spenserwatkins,Watkins,Right,Spenser Watkins,10.38,6.99,4.1,111.0,88.0,102.0,0.8640000000000001,8.31,4.15,14.54,4.15,0.5,0.33299999999999996,0.6,0.0,0.5329999999999999,0.37799999999999995,,,,,76.0,120.0,107.0,75.0,101.0,99.0,84.0,111.0,95.0,130.0,81.0,106.0,0.3,0.256,0.16699999999999998,0.044000000000000004,,-4.3,-2.02,-7.54,-31.12,,90.4,90.0,76.9,74.6,0.4,0.333,0.5,,,101.0,110.0,98.0,46.0,118.0,133.0,0.21100000000000002,0.022000000000000002,1.79,-2.3,86.1,84.2,0.2,
9,2023-08-15,716984,Home Run,home_run,False,691023,657093,Jordan Walker,Spenser Watkins,1,0,0,269f09b5-0f4c-40b4-bb73-4c3304309fa8,657093.0,spenserwatkins,Watkins,Right,Spenser Watkins,10.38,6.99,4.1,111.0,88.0,102.0,0.8640000000000001,8.31,4.15,14.54,4.15,0.5,0.33299999999999996,0.6,0.0,0.5329999999999999,0.37799999999999995,,,,,76.0,120.0,107.0,75.0,101.0,99.0,84.0,111.0,95.0,130.0,81.0,106.0,0.3,0.256,0.16699999999999998,0.044000000000000004,,-4.3,-2.02,-7.54,-31.12,,90.4,90.0,76.9,74.6,0.4,0.333,0.5,,,101.0,110.0,98.0,46.0,118.0,133.0,0.21100000000000002,0.022000000000000002,1.79,-2.3,86.1,84.2,0.2,
10,2023-08-15,716984,Flyout,field_out,True,668800,657093,Andrew Knizner,Spenser Watkins,1,1,0,73eaa27f-194f-4bb8-a0c4-ced7b97ff4f6,657093.0,spenserwatkins,Watkins,Right,Spenser Watkins,10.38,6.99,4.1,111.0,88.0,102.0,0.8640000000000001,8.31,4.15,14.54,4.15,0.5,0.33299999999999996,0.6,0.0,0.5329999999999999,0.37799999999999995,,,,,76.0,120.0,107.0,75.0,101.0,99.0,84.0,111.0,95.0,130.0,81.0,106.0,0.3,0.256,0.16699999999999998,0.044000000000000004,,-4.3,-2.02,-7.54,-31.12,,90.4,90.0,76.9,74.6,0.4,0.333,0.5,,,101.0,110.0,98.0,46.0,118.0,133.0,0.21100000000000002,0.022000000000000002,1.79,-2.3,86.1,84.2,0.2,
