,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vSL,vCU,FF_ba,SL_ba,CH_ba,ST_ba,CU_ba,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ KC,Loc+ KC,Pit+ KC,SI%,KC%,wSI/C,wKC/C,vSI,vKC,SI_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,SV_ba
0,2023-05-20,718100,Double,double,False,453568,592351,Charlie Blackmon,Jon Gray,1,0,0,f799be7b-890d-4b55-b9c7-a964856e433d,592351.0,jongray,"Gray, Jn",Right,Jon Gray,4.12,4.48,157.1,101.0,97.0,100.0,0.758,8.12,3.09,8.52,1.26,1.1,0.28800000000000003,0.348,0.157,0.324,0.43700000000000006,88.8,77.0,96.0,97.0,99.0,90.0,98.0,82.0,100.0,92.0,116.0,103.0,109.0,0.424,0.39799999999999996,0.062,0.11599999999999999,-1.83,2.33,-1.69,1.71,95.7,87.2,78.2,0.346,0.194,0.211,0.105,0.263,,,,,,,,,,,,,,,,,,,,,
1,2023-05-20,718100,Single,single,False,595777,592351,Jurickson Profar,Jon Gray,1,0,1,fb082a09-fb0a-44d0-a423-2b609603bf1a,592351.0,jongray,"Gray, Jn",Right,Jon Gray,4.12,4.48,157.1,101.0,97.0,100.0,0.758,8.12,3.09,8.52,1.26,1.1,0.28800000000000003,0.348,0.157,0.324,0.43700000000000006,88.8,77.0,96.0,97.0,99.0,90.0,98.0,82.0,100.0,92.0,116.0,103.0,109.0,0.424,0.39799999999999996,0.062,0.11599999999999999,-1.83,2.33,-1.69,1.71,95.7,87.2,78.2,0.346,0.194,0.211,0.105,0.263,,,,,,,,,,,,,,,,,,,,,
2,2023-05-20,718100,Walk,walk,False,592178,592351,Kris Bryant,Jon Gray,0,0,1,2da898b1-530d-4cbd-9ecd-3339f6bb999f,592351.0,jongray,"Gray, Jn",Right,Jon Gray,4.12,4.48,157.1,101.0,97.0,100.0,0.758,8.12,3.09,8.52,1.26,1.1,0.28800000000000003,0.348,0.157,0.324,0.43700000000000006,88.8,77.0,96.0,97.0,99.0,90.0,98.0,82.0,100.0,92.0,116.0,103.0,109.0,0.424,0.39799999999999996,0.062,0.11599999999999999,-1.83,2.33,-1.69,1.71,95.7,87.2,78.2,0.346,0.194,0.211,0.105,0.263,,,,,,,,,,,,,,,,,,,,,
3,2023-05-20,718100,Flyout,field_out,True,553869,592351,Elias Díaz,Jon Gray,0,0,0,2779d835-ff8e-4038-aa16-7fb6049927ad,592351.0,jongray,"Gray, Jn",Right,Jon Gray,4.12,4.48,157.1,101.0,97.0,100.0,0.758,8.12,3.09,8.52,1.26,1.1,0.28800000000000003,0.348,0.157,0.324,0.43700000000000006,88.8,77.0,96.0,97.0,99.0,90.0,98.0,82.0,100.0,92.0,116.0,103.0,109.0,0.424,0.39799999999999996,0.062,0.11599999999999999,-1.83,2.33,-1.69,1.71,95.7,87.2,78.2,0.346,0.194,0.211,0.105,0.263,,,,,,,,,,,,,,,,,,,,,
4,2023-05-20,718100,Strikeout,strikeout,True,641857,592351,Ryan McMahon,Jon Gray,0,0,0,c6f47e87-2586-4407-b8b3-8b5dfcb3f33b,592351.0,jongray,"Gray, Jn",Right,Jon Gray,4.12,4.48,157.1,101.0,97.0,100.0,0.758,8.12,3.09,8.52,1.26,1.1,0.28800000000000003,0.348,0.157,0.324,0.43700000000000006,88.8,77.0,96.0,97.0,99.0,90.0,98.0,82.0,100.0,92.0,116.0,103.0,109.0,0.424,0.39799999999999996,0.062,0.11599999999999999,-1.83,2.33,-1.69,1.71,95.7,87.2,78.2,0.346,0.194,0.211,0.105,0.263,,,,,,,,,,,,,,,,,,,,,
5,2023-05-20,718100,Lineout,field_out,True,545341,592351,Randal Grichuk,Jon Gray,0,0,0,3cdd8549-61f5-4c1d-b66d-3e8e384394d1,592351.0,jongray,"Gray, Jn",Right,Jon Gray,4.12,4.48,157.1,101.0,97.0,100.0,0.758,8.12,3.09,8.52,1.26,1.1,0.28800000000000003,0.348,0.157,0.324,0.43700000000000006,88.8,77.0,96.0,97.0,99.0,90.0,98.0,82.0,100.0,92.0,116.0,103.0,109.0,0.424,0.39799999999999996,0.062,0.11599999999999999,-1.83,2.33,-1.69,1.71,95.7,87.2,78.2,0.346,0.194,0.211,0.105,0.263,,,,,,,,,,,,,,,,,,,,,
6,2023-05-20,718100,Double,double,False,543760,607536,Marcus Semien,Kyle Freeland,1,0,0,67272022-1106-40cd-94a9-e6e958c1069b,607536.0,kylefreeland,Freeland,Left,Kyle Freeland,5.03,5.7,155.2,103.0,70.0,94.0,0.847,5.43,2.43,10.81,1.68,1.0,0.20199999999999999,0.441,0.122,0.391,0.43700000000000006,84.2,47.0,105.0,95.0,,,,68.0,105.0,90.0,65.0,99.0,96.0,0.184,0.23600000000000002,,0.122,1.13,-0.2,,-3.3,88.8,84.1,,0.239,0.246,0.435,,0.261,67.0,103.0,88.0,96.0,105.0,105.0,0.28300000000000003,0.17600000000000002,-0.86,-1.91,88.7,80.6,0.349,,,,,,,,
7,2023-05-20,718100,Groundout,field_out,True,608369,607536,Corey Seager,Kyle Freeland,0,0,1,043e71c8-b89a-44a2-84a9-95af6decdbe7,607536.0,kylefreeland,Freeland,Left,Kyle Freeland,5.03,5.7,155.2,103.0,70.0,94.0,0.847,5.43,2.43,10.81,1.68,1.0,0.20199999999999999,0.441,0.122,0.391,0.43700000000000006,84.2,47.0,105.0,95.0,,,,68.0,105.0,90.0,65.0,99.0,96.0,0.184,0.23600000000000002,,0.122,1.13,-0.2,,-3.3,88.8,84.1,,0.239,0.246,0.435,,0.261,67.0,103.0,88.0,96.0,105.0,105.0,0.28300000000000003,0.17600000000000002,-0.86,-1.91,88.7,80.6,0.349,,,,,,,,
8,2023-05-20,718100,Single,single,False,663993,607536,Nathaniel Lowe,Kyle Freeland,0,0,1,f7b3d718-031a-480a-afc7-885fb037b5ee,607536.0,kylefreeland,Freeland,Left,Kyle Freeland,5.03,5.7,155.2,103.0,70.0,94.0,0.847,5.43,2.43,10.81,1.68,1.0,0.20199999999999999,0.441,0.122,0.391,0.43700000000000006,84.2,47.0,105.0,95.0,,,,68.0,105.0,90.0,65.0,99.0,96.0,0.184,0.23600000000000002,,0.122,1.13,-0.2,,-3.3,88.8,84.1,,0.239,0.246,0.435,,0.261,67.0,103.0,88.0,96.0,105.0,105.0,0.28300000000000003,0.17600000000000002,-0.86,-1.91,88.7,80.6,0.349,,,,,,,,
9,2023-05-20,718100,Single,single,False,666969,607536,Adolis García,Kyle Freeland,1,0,1,95e0c00d-532a-4871-9f00-f6ea8492520a,607536.0,kylefreeland,Freeland,Left,Kyle Freeland,5.03,5.7,155.2,103.0,70.0,94.0,0.847,5.43,2.43,10.81,1.68,1.0,0.20199999999999999,0.441,0.122,0.391,0.43700000000000006,84.2,47.0,105.0,95.0,,,,68.0,105.0,90.0,65.0,99.0,96.0,0.184,0.23600000000000002,,0.122,1.13,-0.2,,-3.3,88.8,84.1,,0.239,0.246,0.435,,0.261,67.0,103.0,88.0,96.0,105.0,105.0,0.28300000000000003,0.17600000000000002,-0.86,-1.91,88.7,80.6,0.349,,,,,,,,
