,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,FA%,SL%,KC%,CH%,wFA/C,wSL/C,wKC/C,wCH/C,vFA,vSL,vKC,FF_ba,SL_ba,CU_ba,CH_ba,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,ST_ba,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU
0,2023-09-03,716735,Flyout,field_out,True,518934,664299,DJ LeMahieu,Cristian Javier,0,0,0,3e50f060-9121-4999-b5db-1131ca559d6e,664299.0,cristianjavier,Javier,Right,Cristian Javier,4.56,4.42,162.0,98.0,102.0,100.0,0.762,8.83,3.44,7.94,1.39,0.46,0.266,0.368,0.15,0.331,0.39899999999999997,83.7,78.0,101.0,98.0,101.0,98.0,98.0,108.0,95.0,102.0,91.0,99.0,102.0,0.584,0.3,0.075,0.040999999999999995,0.44,-0.09,-1.17,-1.29,92.7,79.5,76.6,0.236,0.211,0.268,0.28,,,,,,,,,,,,,,
1,2023-09-03,716735,Strikeout,strikeout,True,592450,664299,Aaron Judge,Cristian Javier,0,0,0,f2db27aa-781b-461b-9bec-2bd8b49356eb,664299.0,cristianjavier,Javier,Right,Cristian Javier,4.56,4.42,162.0,98.0,102.0,100.0,0.762,8.83,3.44,7.94,1.39,0.46,0.266,0.368,0.15,0.331,0.39899999999999997,83.7,78.0,101.0,98.0,101.0,98.0,98.0,108.0,95.0,102.0,91.0,99.0,102.0,0.584,0.3,0.075,0.040999999999999995,0.44,-0.09,-1.17,-1.29,92.7,79.5,76.6,0.236,0.211,0.268,0.28,,,,,,,,,,,,,,
2,2023-09-03,716735,Strikeout,strikeout,True,691176,664299,Jasson Domínguez,Cristian Javier,0,0,0,23d23819-8346-4b5e-bf12-4c2c625e8c5a,664299.0,cristianjavier,Javier,Right,Cristian Javier,4.56,4.42,162.0,98.0,102.0,100.0,0.762,8.83,3.44,7.94,1.39,0.46,0.266,0.368,0.15,0.331,0.39899999999999997,83.7,78.0,101.0,98.0,101.0,98.0,98.0,108.0,95.0,102.0,91.0,99.0,102.0,0.584,0.3,0.075,0.040999999999999995,0.44,-0.09,-1.17,-1.29,92.7,79.5,76.6,0.236,0.211,0.268,0.28,,,,,,,,,,,,,,
3,2023-09-03,716735,Strikeout,strikeout,True,514888,650633,Jose Altuve,Michael King,0,0,0,28dd7c1c-0db9-45ea-9e40-44d97ec16346,650633.0,michaelking,King,Right,Michael King,2.75,3.48,104.2,102.0,113.0,105.0,0.725,10.92,2.75,7.57,0.86,1.2,0.243,0.442,0.16899999999999998,0.28800000000000003,0.40299999999999997,87.2,71.0,105.0,97.0,106.0,108.0,106.0,144.0,93.0,108.0,,,,0.22699999999999998,0.293,,0.145,1.4,-0.8,,3.43,94.7,81.8,,0.2,,,0.104,109.0,104.0,104.0,0.335,1.26,94.0,0.273,0.264,,,,,,
4,2023-09-03,716735,Single,single,False,608324,650633,Alex Bregman,Michael King,1,0,0,e0f91336-9971-4299-ab99-0aef13a2a5d6,650633.0,michaelking,King,Right,Michael King,2.75,3.48,104.2,102.0,113.0,105.0,0.725,10.92,2.75,7.57,0.86,1.2,0.243,0.442,0.16899999999999998,0.28800000000000003,0.40299999999999997,87.2,71.0,105.0,97.0,106.0,108.0,106.0,144.0,93.0,108.0,,,,0.22699999999999998,0.293,,0.145,1.4,-0.8,,3.43,94.7,81.8,,0.2,,,0.104,109.0,104.0,104.0,0.335,1.26,94.0,0.273,0.264,,,,,,
5,2023-09-03,716735,Single,single,False,670541,650633,Yordan Alvarez,Michael King,0,0,1,bd14cfe5-ac5d-4a5e-b5c6-242a422bf6ba,650633.0,michaelking,King,Right,Michael King,2.75,3.48,104.2,102.0,113.0,105.0,0.725,10.92,2.75,7.57,0.86,1.2,0.243,0.442,0.16899999999999998,0.28800000000000003,0.40299999999999997,87.2,71.0,105.0,97.0,106.0,108.0,106.0,144.0,93.0,108.0,,,,0.22699999999999998,0.293,,0.145,1.4,-0.8,,3.43,94.7,81.8,,0.2,,,0.104,109.0,104.0,104.0,0.335,1.26,94.0,0.273,0.264,,,,,,
6,2023-09-03,716735,Sac Fly,sac_fly,True,663656,650633,Kyle Tucker,Michael King,1,0,1,225f52f0-e156-4da0-9915-84e685f19754,650633.0,michaelking,King,Right,Michael King,2.75,3.48,104.2,102.0,113.0,105.0,0.725,10.92,2.75,7.57,0.86,1.2,0.243,0.442,0.16899999999999998,0.28800000000000003,0.40299999999999997,87.2,71.0,105.0,97.0,106.0,108.0,106.0,144.0,93.0,108.0,,,,0.22699999999999998,0.293,,0.145,1.4,-0.8,,3.43,94.7,81.8,,0.2,,,0.104,109.0,104.0,104.0,0.335,1.26,94.0,0.273,0.264,,,,,,
7,2023-09-03,716735,Lineout,field_out,True,547989,650633,José Abreu,Michael King,0,0,0,0dbbbfdd-cbae-458c-8495-8e89abf0a867,650633.0,michaelking,King,Right,Michael King,2.75,3.48,104.2,102.0,113.0,105.0,0.725,10.92,2.75,7.57,0.86,1.2,0.243,0.442,0.16899999999999998,0.28800000000000003,0.40299999999999997,87.2,71.0,105.0,97.0,106.0,108.0,106.0,144.0,93.0,108.0,,,,0.22699999999999998,0.293,,0.145,1.4,-0.8,,3.43,94.7,81.8,,0.2,,,0.104,109.0,104.0,104.0,0.335,1.26,94.0,0.273,0.264,,,,,,
8,2023-09-03,716735,Single,single,False,650402,664299,Gleyber Torres,Cristian Javier,1,0,0,82d56f19-9c49-47e8-b9e9-b1d2dd661abb,664299.0,cristianjavier,Javier,Right,Cristian Javier,4.56,4.42,162.0,98.0,102.0,100.0,0.762,8.83,3.44,7.94,1.39,0.46,0.266,0.368,0.15,0.331,0.39899999999999997,83.7,78.0,101.0,98.0,101.0,98.0,98.0,108.0,95.0,102.0,91.0,99.0,102.0,0.584,0.3,0.075,0.040999999999999995,0.44,-0.09,-1.17,-1.29,92.7,79.5,76.6,0.236,0.211,0.268,0.28,,,,,,,,,,,,,,
9,2023-09-03,716735,Flyout,field_out,True,683011,664299,Anthony Volpe,Cristian Javier,0,0,0,0840cbd1-fa36-4ec1-aeef-a35e07329526,664299.0,cristianjavier,Javier,Right,Cristian Javier,4.56,4.42,162.0,98.0,102.0,100.0,0.762,8.83,3.44,7.94,1.39,0.46,0.266,0.368,0.15,0.331,0.39899999999999997,83.7,78.0,101.0,98.0,101.0,98.0,98.0,108.0,95.0,102.0,91.0,99.0,102.0,0.584,0.3,0.075,0.040999999999999995,0.44,-0.09,-1.17,-1.29,92.7,79.5,76.6,0.236,0.211,0.268,0.28,,,,,,,,,,,,,,
10,2023-09-03,716735,Strikeout,strikeout,True,669224,664299,Austin Wells,Cristian Javier,0,0,0,dfdaf63a-dbfb-49d9-ad4a-0ac620399da6,664299.0,cristianjavier,Javier,Right,Cristian Javier,4.56,4.42,162.0,98.0,102.0,100.0,0.762,8.83,3.44,7.94,1.39,0.46,0.266,0.368,0.15,0.331,0.39899999999999997,83.7,78.0,101.0,98.0,101.0,98.0,98.0,108.0,95.0,102.0,91.0,99.0,102.0,0.584,0.3,0.075,0.040999999999999995,0.44,-0.09,-1.17,-1.29,92.7,79.5,76.6,0.236,0.211,0.268,0.28,,,,,,,,,,,,,,
11,2023-09-03,716735,Strikeout,strikeout,True,677592,664299,Everson Pereira,Cristian Javier,0,0,0,0ac192f3-25a5-406c-b8ce-d28d7b598592,664299.0,cristianjavier,Javier,Right,Cristian Javier,4.56,4.42,162.0,98.0,102.0,100.0,0.762,8.83,3.44,7.94,1.39,0.46,0.266,0.368,0.15,0.331,0.39899999999999997,83.7,78.0,101.0,98.0,101.0,98.0,98.0,108.0,95.0,102.0,91.0,99.0,102.0,0.584,0.3,0.075,0.040999999999999995,0.44,-0.09,-1.17,-1.29,92.7,79.5,76.6,0.236,0.211,0.268,0.28,,,,,,,,,,,,,,
12,2023-09-03,716735,Flyout,field_out,True,488726,650633,Michael Brantley,Michael King,0,0,0,21b2ee9f-1f28-44ff-909d-896410ba3a65,650633.0,michaelking,King,Right,Michael King,2.75,3.48,104.2,102.0,113.0,105.0,0.725,10.92,2.75,7.57,0.86,1.2,0.243,0.442,0.16899999999999998,0.28800000000000003,0.40299999999999997,87.2,71.0,105.0,97.0,106.0,108.0,106.0,144.0,93.0,108.0,,,,0.22699999999999998,0.293,,0.145,1.4,-0.8,,3.43,94.7,81.8,,0.2,,,0.104,109.0,104.0,104.0,0.335,1.26,94.0,0.273,0.264,,,,,,
13,2023-09-03,716735,Single,single,False,665161,650633,Jeremy Peña,Michael King,0,0,0,4175592a-f114-4f37-bfbd-ad5581771716,650633.0,michaelking,King,Right,Michael King,2.75,3.48,104.2,102.0,113.0,105.0,0.725,10.92,2.75,7.57,0.86,1.2,0.243,0.442,0.16899999999999998,0.28800000000000003,0.40299999999999997,87.2,71.0,105.0,97.0,106.0,108.0,106.0,144.0,93.0,108.0,,,,0.22699999999999998,0.293,,0.145,1.4,-0.8,,3.43,94.7,81.8,,0.2,,,0.104,109.0,104.0,104.0,0.335,1.26,94.0,0.273,0.264,,,,,,
