,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,wFA/C,wFS/C,wSI/C,wSL/C,vFA,vFS,vSI,vSL,SI_ba,FS_ba,SL_ba,FF_ba,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,CH_ba,ST_ba,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba
0,2023-08-19,716934,Home Run,home_run,False,664774,630023,LaMonte Wade Jr.,Yonny Chirinos,0,0,0,6f169ec2-a3de-4f3b-944c-01ac4fe6eb4c,630023.0,yonnychirinos,"Chirinos, Y",Right,Yonny Chirinos,5.4,6.24,85.0,99.0,106.0,92.0,0.8390000000000001,5.61,2.86,9.64,1.59,1.36,0.192,0.45899999999999996,0.11,0.37,0.44799999999999995,61.0,101.0,89.0,105.0,99.0,95.0,97.0,98.0,95.0,119.0,99.0,83.0,0.469,0.018000000000000002,0.256,0.258,1.57,0.57,-0.31,-2.31,92.9,85.0,92.4,88.8,0.299,0.185,0.361,0.0,,,,,,,,,,,,,,,,,,,,,,
1,2023-08-19,716934,Strikeout,strikeout,True,685133,630023,Wade Meckler,Yonny Chirinos,0,0,0,950a2fe2-b0a9-4da9-b282-c3f5215c7770,630023.0,yonnychirinos,"Chirinos, Y",Right,Yonny Chirinos,5.4,6.24,85.0,99.0,106.0,92.0,0.8390000000000001,5.61,2.86,9.64,1.59,1.36,0.192,0.45899999999999996,0.11,0.37,0.44799999999999995,61.0,101.0,89.0,105.0,99.0,95.0,97.0,98.0,95.0,119.0,99.0,83.0,0.469,0.018000000000000002,0.256,0.258,1.57,0.57,-0.31,-2.31,92.9,85.0,92.4,88.8,0.299,0.185,0.361,0.0,,,,,,,,,,,,,,,,,,,,,,
2,2023-08-19,716934,Single,single,False,527038,630023,Wilmer Flores,Yonny Chirinos,1,1,0,5643bbb1-f8ec-45f3-8c73-b63ce19d4621,630023.0,yonnychirinos,"Chirinos, Y",Right,Yonny Chirinos,5.4,6.24,85.0,99.0,106.0,92.0,0.8390000000000001,5.61,2.86,9.64,1.59,1.36,0.192,0.45899999999999996,0.11,0.37,0.44799999999999995,61.0,101.0,89.0,105.0,99.0,95.0,97.0,98.0,95.0,119.0,99.0,83.0,0.469,0.018000000000000002,0.256,0.258,1.57,0.57,-0.31,-2.31,92.9,85.0,92.4,88.8,0.299,0.185,0.361,0.0,,,,,,,,,,,,,,,,,,,,,,
3,2023-08-19,716934,Strikeout,strikeout,True,592626,630023,Joc Pederson,Yonny Chirinos,0,0,0,1e618d85-31a9-4fbc-acd3-ded4636e734f,630023.0,yonnychirinos,"Chirinos, Y",Right,Yonny Chirinos,5.4,6.24,85.0,99.0,106.0,92.0,0.8390000000000001,5.61,2.86,9.64,1.59,1.36,0.192,0.45899999999999996,0.11,0.37,0.44799999999999995,61.0,101.0,89.0,105.0,99.0,95.0,97.0,98.0,95.0,119.0,99.0,83.0,0.469,0.018000000000000002,0.256,0.258,1.57,0.57,-0.31,-2.31,92.9,85.0,92.4,88.8,0.299,0.185,0.361,0.0,,,,,,,,,,,,,,,,,,,,,,
4,2023-08-19,716934,Strikeout,strikeout,True,624424,630023,Michael Conforto,Yonny Chirinos,0,0,0,12a11d5e-324c-4ca8-b15a-2fecc3f1d30b,630023.0,yonnychirinos,"Chirinos, Y",Right,Yonny Chirinos,5.4,6.24,85.0,99.0,106.0,92.0,0.8390000000000001,5.61,2.86,9.64,1.59,1.36,0.192,0.45899999999999996,0.11,0.37,0.44799999999999995,61.0,101.0,89.0,105.0,99.0,95.0,97.0,98.0,95.0,119.0,99.0,83.0,0.469,0.018000000000000002,0.256,0.258,1.57,0.57,-0.31,-2.31,92.9,85.0,92.4,88.8,0.299,0.185,0.361,0.0,,,,,,,,,,,,,,,,,,,,,,
5,2023-08-19,716934,Strikeout,strikeout,True,660670,657277,Ronald Acuña Jr.,Logan Webb,0,0,0,96841718-dcc4-4c83-9d5c-1d3927e5e1c3,657277.0,loganwebb,Webb,Right,Logan Webb,3.25,3.63,216.0,104.0,104.0,103.0,0.81,8.08,1.29,8.38,0.83,2.94,0.187,0.465,0.14300000000000002,0.325,0.419,88.0,119.0,100.0,105.0,103.0,98.0,91.0,100.0,111.0,,,,0.336,0.037000000000000005,,0.212,-1.37,,0.31,0.11,92.6,,92.3,84.3,0.313,,,0.226,87.5,112.0,106.0,103.0,0.41600000000000004,2.18,0.225,0.208,,,,,,,,,,,,,,
6,2023-08-19,716934,Strikeout,strikeout,True,671739,657277,Michael Harris II,Logan Webb,0,0,0,a0bf925a-22e8-4c05-94a9-f8668c6d1658,657277.0,loganwebb,Webb,Right,Logan Webb,3.25,3.63,216.0,104.0,104.0,103.0,0.81,8.08,1.29,8.38,0.83,2.94,0.187,0.465,0.14300000000000002,0.325,0.419,88.0,119.0,100.0,105.0,103.0,98.0,91.0,100.0,111.0,,,,0.336,0.037000000000000005,,0.212,-1.37,,0.31,0.11,92.6,,92.3,84.3,0.313,,,0.226,87.5,112.0,106.0,103.0,0.41600000000000004,2.18,0.225,0.208,,,,,,,,,,,,,,
7,2023-08-19,716934,Groundout,field_out,True,663586,657277,Austin Riley,Logan Webb,0,0,0,f8f02502-092a-4d4e-af60-30211fd805ba,657277.0,loganwebb,Webb,Right,Logan Webb,3.25,3.63,216.0,104.0,104.0,103.0,0.81,8.08,1.29,8.38,0.83,2.94,0.187,0.465,0.14300000000000002,0.325,0.419,88.0,119.0,100.0,105.0,103.0,98.0,91.0,100.0,111.0,,,,0.336,0.037000000000000005,,0.212,-1.37,,0.31,0.11,92.6,,92.3,84.3,0.313,,,0.226,87.5,112.0,106.0,103.0,0.41600000000000004,2.18,0.225,0.208,,,,,,,,,,,,,,
8,2023-08-19,716934,Double,double,False,605204,630023,J.D. Davis,Yonny Chirinos,0,0,0,1a5bd6eb-e6cd-4000-9401-cbdcb61ba271,630023.0,yonnychirinos,"Chirinos, Y",Right,Yonny Chirinos,5.4,6.24,85.0,99.0,106.0,92.0,0.8390000000000001,5.61,2.86,9.64,1.59,1.36,0.192,0.45899999999999996,0.11,0.37,0.44799999999999995,61.0,101.0,89.0,105.0,99.0,95.0,97.0,98.0,95.0,119.0,99.0,83.0,0.469,0.018000000000000002,0.256,0.258,1.57,0.57,-0.31,-2.31,92.9,85.0,92.4,88.8,0.299,0.185,0.361,0.0,,,,,,,,,,,,,,,,,,,,,,
9,2023-08-19,716934,Single,single,False,666165,630023,Blake Sabol,Yonny Chirinos,1,1,1,661a8054-060d-430e-b79b-df5be0f953f6,630023.0,yonnychirinos,"Chirinos, Y",Right,Yonny Chirinos,5.4,6.24,85.0,99.0,106.0,92.0,0.8390000000000001,5.61,2.86,9.64,1.59,1.36,0.192,0.45899999999999996,0.11,0.37,0.44799999999999995,61.0,101.0,89.0,105.0,99.0,95.0,97.0,98.0,95.0,119.0,99.0,83.0,0.469,0.018000000000000002,0.256,0.258,1.57,0.57,-0.31,-2.31,92.9,85.0,92.4,88.8,0.299,0.185,0.361,0.0,,,,,,,,,,,,,,,,,,,,,,
