,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vSI,vSL,vCU,CH_ba,CU_ba,FF_ba,SI_ba,SL_ba,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FC%,KC%,wFC/C,wKC/C,vFC,vKC,FC_ba,ST_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba
0,2023-04-29,718375,Single,single,False,663538,665795,Nico Hoerner,Edward Cabrera,1,0,0,79ec0d86-beb2-4baa-8f3c-789058ed672b,665795.0,edwardcabrera,"Cabrera, E",Right,Edward Cabrera,4.24,3.77,99.2,97.0,103.0,97.0,0.718,10.66,5.96,7.04,0.99,1.68,0.159,0.488,0.163,0.293,0.34700000000000003,92.9,91.0,98.0,99.0,109.0,102.0,103.0,106.0,95.0,92.0,109.0,86.0,82.0,115.0,98.0,104.0,0.09300000000000001,0.27899999999999997,0.081,0.23399999999999999,0.314,0.19,-0.3,-0.71,-0.37,1.29,96.2,96.1,88.2,84.6,0.186,0.24,0.211,0.28,0.222,,,,,,,,,,,,,,,,,,,,,
1,2023-04-29,718375,Walk,walk,False,621020,665795,Dansby Swanson,Edward Cabrera,1,0,1,61a656d4-2426-4ea5-b901-986debf9870b,665795.0,edwardcabrera,"Cabrera, E",Right,Edward Cabrera,4.24,3.77,99.2,97.0,103.0,97.0,0.718,10.66,5.96,7.04,0.99,1.68,0.159,0.488,0.163,0.293,0.34700000000000003,92.9,91.0,98.0,99.0,109.0,102.0,103.0,106.0,95.0,92.0,109.0,86.0,82.0,115.0,98.0,104.0,0.09300000000000001,0.27899999999999997,0.081,0.23399999999999999,0.314,0.19,-0.3,-0.71,-0.37,1.29,96.2,96.1,88.2,84.6,0.186,0.24,0.211,0.28,0.222,,,,,,,,,,,,,,,,,,,,,
2,2023-04-29,718375,Strikeout,strikeout,True,664023,665795,Ian Happ,Edward Cabrera,0,0,0,7f3755d1-ae95-4c0f-9727-785e9446737d,665795.0,edwardcabrera,"Cabrera, E",Right,Edward Cabrera,4.24,3.77,99.2,97.0,103.0,97.0,0.718,10.66,5.96,7.04,0.99,1.68,0.159,0.488,0.163,0.293,0.34700000000000003,92.9,91.0,98.0,99.0,109.0,102.0,103.0,106.0,95.0,92.0,109.0,86.0,82.0,115.0,98.0,104.0,0.09300000000000001,0.27899999999999997,0.081,0.23399999999999999,0.314,0.19,-0.3,-0.71,-0.37,1.29,96.2,96.1,88.2,84.6,0.186,0.24,0.211,0.28,0.222,,,,,,,,,,,,,,,,,,,,,
3,2023-04-29,718375,Grounded Into DP,grounded_into_double_play,True,673548,665795,Seiya Suzuki,Edward Cabrera,1,0,1,e7d0c2d8-e2a1-422f-98ba-50935feef029,665795.0,edwardcabrera,"Cabrera, E",Right,Edward Cabrera,4.24,3.77,99.2,97.0,103.0,97.0,0.718,10.66,5.96,7.04,0.99,1.68,0.159,0.488,0.163,0.293,0.34700000000000003,92.9,91.0,98.0,99.0,109.0,102.0,103.0,106.0,95.0,92.0,109.0,86.0,82.0,115.0,98.0,104.0,0.09300000000000001,0.27899999999999997,0.081,0.23399999999999999,0.314,0.19,-0.3,-0.71,-0.37,1.29,96.2,96.1,88.2,84.6,0.186,0.24,0.211,0.28,0.222,,,,,,,,,,,,,,,,,,,,,
4,2023-04-29,718375,Single,single,False,665862,668873,Jazz Chisholm Jr.,Caleb Kilian,0,0,0,0073aa37-f753-4623-971c-a90c05145c67,668873.0,calebkilian,Kilian,Right,Caleb Kilian,16.88,8.53,5.1,89.0,95.0,90.0,0.841,8.44,3.38,21.94,0.0,3.67,0.22699999999999998,0.636,0.0,0.5,0.45399999999999996,85.5,102.0,101.0,128.0,,,,77.0,76.0,76.0,108.0,93.0,97.0,127.0,109.0,113.0,0.20800000000000002,0.354,0.062,,0.008,-7.67,0.76,-2.02,,-51.51,93.6,94.4,82.2,,,0.0,0.583,0.333,,103.0,86.0,98.0,97.0,104.0,93.0,0.2,0.16899999999999998,0.56,-1.9,88.4,79.3,0.5,,,,,,,,
5,2023-04-29,718375,Strikeout,strikeout,True,624585,668873,Jorge Soler,Caleb Kilian,0,0,0,8797ab89-12d9-4a9f-8957-d47817ad17b7,668873.0,calebkilian,Kilian,Right,Caleb Kilian,16.88,8.53,5.1,89.0,95.0,90.0,0.841,8.44,3.38,21.94,0.0,3.67,0.22699999999999998,0.636,0.0,0.5,0.45399999999999996,85.5,102.0,101.0,128.0,,,,77.0,76.0,76.0,108.0,93.0,97.0,127.0,109.0,113.0,0.20800000000000002,0.354,0.062,,0.008,-7.67,0.76,-2.02,,-51.51,93.6,94.4,82.2,,,0.0,0.583,0.333,,103.0,86.0,98.0,97.0,104.0,93.0,0.2,0.16899999999999998,0.56,-1.9,88.4,79.3,0.5,,,,,,,,
6,2023-04-29,718375,Single,single,False,650333,668873,Luis Arraez,Caleb Kilian,0,0,1,6cf248e8-1dd1-46b1-a7ad-39c2abafd21f,668873.0,calebkilian,Kilian,Right,Caleb Kilian,16.88,8.53,5.1,89.0,95.0,90.0,0.841,8.44,3.38,21.94,0.0,3.67,0.22699999999999998,0.636,0.0,0.5,0.45399999999999996,85.5,102.0,101.0,128.0,,,,77.0,76.0,76.0,108.0,93.0,97.0,127.0,109.0,113.0,0.20800000000000002,0.354,0.062,,0.008,-7.67,0.76,-2.02,,-51.51,93.6,94.4,82.2,,,0.0,0.583,0.333,,103.0,86.0,98.0,97.0,104.0,93.0,0.2,0.16899999999999998,0.56,-1.9,88.4,79.3,0.5,,,,,,,,
7,2023-04-29,718375,Hit By Pitch,hit_by_pitch,False,493329,668873,Yuli Gurriel,Caleb Kilian,0,0,1,2845caa4-55ff-4593-9b90-f2f7cfb5f2b9,668873.0,calebkilian,Kilian,Right,Caleb Kilian,16.88,8.53,5.1,89.0,95.0,90.0,0.841,8.44,3.38,21.94,0.0,3.67,0.22699999999999998,0.636,0.0,0.5,0.45399999999999996,85.5,102.0,101.0,128.0,,,,77.0,76.0,76.0,108.0,93.0,97.0,127.0,109.0,113.0,0.20800000000000002,0.354,0.062,,0.008,-7.67,0.76,-2.02,,-51.51,93.6,94.4,82.2,,,0.0,0.583,0.333,,103.0,86.0,98.0,97.0,104.0,93.0,0.2,0.16899999999999998,0.56,-1.9,88.4,79.3,0.5,,,,,,,,
8,2023-04-29,718375,Strikeout,strikeout,True,650559,668873,Bryan De La Cruz,Caleb Kilian,0,0,0,0f60ab4a-9f1b-4dcf-b2e0-e197024d06b5,668873.0,calebkilian,Kilian,Right,Caleb Kilian,16.88,8.53,5.1,89.0,95.0,90.0,0.841,8.44,3.38,21.94,0.0,3.67,0.22699999999999998,0.636,0.0,0.5,0.45399999999999996,85.5,102.0,101.0,128.0,,,,77.0,76.0,76.0,108.0,93.0,97.0,127.0,109.0,113.0,0.20800000000000002,0.354,0.062,,0.008,-7.67,0.76,-2.02,,-51.51,93.6,94.4,82.2,,,0.0,0.583,0.333,,103.0,86.0,98.0,97.0,104.0,93.0,0.2,0.16899999999999998,0.56,-1.9,88.4,79.3,0.5,,,,,,,,
9,2023-04-29,718375,Double,double,False,660821,668873,Jesús Sánchez,Caleb Kilian,0,0,1,51c2f2b6-97b4-4d50-b834-785d323fc8c6,668873.0,calebkilian,Kilian,Right,Caleb Kilian,16.88,8.53,5.1,89.0,95.0,90.0,0.841,8.44,3.38,21.94,0.0,3.67,0.22699999999999998,0.636,0.0,0.5,0.45399999999999996,85.5,102.0,101.0,128.0,,,,77.0,76.0,76.0,108.0,93.0,97.0,127.0,109.0,113.0,0.20800000000000002,0.354,0.062,,0.008,-7.67,0.76,-2.02,,-51.51,93.6,94.4,82.2,,,0.0,0.583,0.333,,103.0,86.0,98.0,97.0,104.0,93.0,0.2,0.16899999999999998,0.56,-1.9,88.4,79.3,0.5,,,,,,,,
