,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vSI,vSL,vCU,FF_ba,FC_ba,CH_ba,ST_ba,SI_ba,CU_ba,SL_ba,SV_ba
0,2023-05-16,718145,Groundout,field_out,True,663697,502624,Jonathan India,Chase Anderson,0,0,0,71ee21e0-ec27-4404-91ad-ffc246941cd8,502624.0,chaseanderson,Anderson,Right,Chase Anderson,5.42,4.96,86.1,99.0,82.0,94.0,0.8,6.67,3.44,9.38,1.77,0.84,0.261,0.354,0.153,0.325,0.397,83.9,71.0,106.0,104.0,75.0,91.0,92.0,67.0,93.0,82.0,70.0,96.0,82.0,104.0,114.0,115.0,108.0,98.0,97.0,0.073,0.312,0.263,0.08199999999999999,0.040999999999999995,0.22899999999999998,-2.17,0.63,-5.45,0.92,-4.22,2.14,93.3,89.2,92.6,80.6,77.6,0.351,0.244,0.163,0.172,0.545,0.3,,
1,2023-05-16,718145,Strikeout,strikeout,True,680574,502624,Matt McLain,Chase Anderson,0,0,0,09508f22-98dc-4174-98ba-6bd7b3f3a136,502624.0,chaseanderson,Anderson,Right,Chase Anderson,5.42,4.96,86.1,99.0,82.0,94.0,0.8,6.67,3.44,9.38,1.77,0.84,0.261,0.354,0.153,0.325,0.397,83.9,71.0,106.0,104.0,75.0,91.0,92.0,67.0,93.0,82.0,70.0,96.0,82.0,104.0,114.0,115.0,108.0,98.0,97.0,0.073,0.312,0.263,0.08199999999999999,0.040999999999999995,0.22899999999999998,-2.17,0.63,-5.45,0.92,-4.22,2.14,93.3,89.2,92.6,80.6,77.6,0.351,0.244,0.163,0.172,0.545,0.3,,
2,2023-05-16,718145,Flyout,field_out,True,641584,502624,Jake Fraley,Chase Anderson,1,1,0,240613fc-126f-401a-8898-5adf642720c9,502624.0,chaseanderson,Anderson,Right,Chase Anderson,5.42,4.96,86.1,99.0,82.0,94.0,0.8,6.67,3.44,9.38,1.77,0.84,0.261,0.354,0.153,0.325,0.397,83.9,71.0,106.0,104.0,75.0,91.0,92.0,67.0,93.0,82.0,70.0,96.0,82.0,104.0,114.0,115.0,108.0,98.0,97.0,0.073,0.312,0.263,0.08199999999999999,0.040999999999999995,0.22899999999999998,-2.17,0.63,-5.45,0.92,-4.22,2.14,93.3,89.2,92.6,80.6,77.6,0.351,0.244,0.163,0.172,0.545,0.3,,
3,2023-05-16,718145,Single,single,False,453568,682227,Charlie Blackmon,Brandon Williamson,1,0,0,cf48893d-03cf-487b-b2c5-fb0e1af1e052,682227.0,brandonwilliamson,Williamson,Left,Brandon Williamson,4.46,4.77,117.0,99.0,93.0,96.0,0.8009999999999999,7.54,3.0,8.54,1.38,0.88,0.287,0.384,0.139,0.324,0.444,84.0,97.0,94.0,99.0,98.0,96.0,103.0,64.0,99.0,86.0,,,,132.0,104.0,113.0,106.0,102.0,98.0,,0.37200000000000005,0.298,0.102,0.064,0.165,-0.15,1.71,,-1.33,-1.75,-0.51,92.8,89.3,,81.7,73.1,0.269,0.252,0.183,0.277,,0.333,0.0,
4,2023-05-16,718145,Grounded Into DP,grounded_into_double_play,True,595777,682227,Jurickson Profar,Brandon Williamson,0,0,1,01050de7-663c-4ff2-9c55-75fe30eafabe,682227.0,brandonwilliamson,Williamson,Left,Brandon Williamson,4.46,4.77,117.0,99.0,93.0,96.0,0.8009999999999999,7.54,3.0,8.54,1.38,0.88,0.287,0.384,0.139,0.324,0.444,84.0,97.0,94.0,99.0,98.0,96.0,103.0,64.0,99.0,86.0,,,,132.0,104.0,113.0,106.0,102.0,98.0,,0.37200000000000005,0.298,0.102,0.064,0.165,-0.15,1.71,,-1.33,-1.75,-0.51,92.8,89.3,,81.7,73.1,0.269,0.252,0.183,0.277,,0.333,0.0,
5,2023-05-16,718145,Walk,walk,False,553869,682227,Elias Díaz,Brandon Williamson,1,0,0,17a43456-6ed9-4784-ad25-833d80e1bc83,682227.0,brandonwilliamson,Williamson,Left,Brandon Williamson,4.46,4.77,117.0,99.0,93.0,96.0,0.8009999999999999,7.54,3.0,8.54,1.38,0.88,0.287,0.384,0.139,0.324,0.444,84.0,97.0,94.0,99.0,98.0,96.0,103.0,64.0,99.0,86.0,,,,132.0,104.0,113.0,106.0,102.0,98.0,,0.37200000000000005,0.298,0.102,0.064,0.165,-0.15,1.71,,-1.33,-1.75,-0.51,92.8,89.3,,81.7,73.1,0.269,0.252,0.183,0.277,,0.333,0.0,
6,2023-05-16,718145,Flyout,field_out,True,545341,682227,Randal Grichuk,Brandon Williamson,0,0,0,ef6f062f-5cdb-4ec9-8944-6c0ed4e7fc90,682227.0,brandonwilliamson,Williamson,Left,Brandon Williamson,4.46,4.77,117.0,99.0,93.0,96.0,0.8009999999999999,7.54,3.0,8.54,1.38,0.88,0.287,0.384,0.139,0.324,0.444,84.0,97.0,94.0,99.0,98.0,96.0,103.0,64.0,99.0,86.0,,,,132.0,104.0,113.0,106.0,102.0,98.0,,0.37200000000000005,0.298,0.102,0.064,0.165,-0.15,1.71,,-1.33,-1.75,-0.51,92.8,89.3,,81.7,73.1,0.269,0.252,0.183,0.277,,0.333,0.0,
7,2023-05-16,718145,Groundout,field_out,True,668715,502624,Spencer Steer,Chase Anderson,1,0,0,c764d949-2d8d-4d80-8633-cd43bb466733,502624.0,chaseanderson,Anderson,Right,Chase Anderson,5.42,4.96,86.1,99.0,82.0,94.0,0.8,6.67,3.44,9.38,1.77,0.84,0.261,0.354,0.153,0.325,0.397,83.9,71.0,106.0,104.0,75.0,91.0,92.0,67.0,93.0,82.0,70.0,96.0,82.0,104.0,114.0,115.0,108.0,98.0,97.0,0.073,0.312,0.263,0.08199999999999999,0.040999999999999995,0.22899999999999998,-2.17,0.63,-5.45,0.92,-4.22,2.14,93.3,89.2,92.6,80.6,77.6,0.351,0.244,0.163,0.172,0.545,0.3,,
8,2023-05-16,718145,Strikeout,strikeout,True,663886,502624,Tyler Stephenson,Chase Anderson,0,0,0,07b55252-f872-4848-810b-3b801f25a421,502624.0,chaseanderson,Anderson,Right,Chase Anderson,5.42,4.96,86.1,99.0,82.0,94.0,0.8,6.67,3.44,9.38,1.77,0.84,0.261,0.354,0.153,0.325,0.397,83.9,71.0,106.0,104.0,75.0,91.0,92.0,67.0,93.0,82.0,70.0,96.0,82.0,104.0,114.0,115.0,108.0,98.0,97.0,0.073,0.312,0.263,0.08199999999999999,0.040999999999999995,0.22899999999999998,-2.17,0.63,-5.45,0.92,-4.22,2.14,93.3,89.2,92.6,80.6,77.6,0.351,0.244,0.163,0.172,0.545,0.3,,
9,2023-05-16,718145,Groundout,field_out,True,669222,502624,Nick Senzel,Chase Anderson,0,0,0,309864ca-6ecd-48c7-8a2f-f20443bbe2ad,502624.0,chaseanderson,Anderson,Right,Chase Anderson,5.42,4.96,86.1,99.0,82.0,94.0,0.8,6.67,3.44,9.38,1.77,0.84,0.261,0.354,0.153,0.325,0.397,83.9,71.0,106.0,104.0,75.0,91.0,92.0,67.0,93.0,82.0,70.0,96.0,82.0,104.0,114.0,115.0,108.0,98.0,97.0,0.073,0.312,0.263,0.08199999999999999,0.040999999999999995,0.22899999999999998,-2.17,0.63,-5.45,0.92,-4.22,2.14,93.3,89.2,92.6,80.6,77.6,0.351,0.244,0.163,0.172,0.545,0.3,,
