,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,CU%,CH%,wFA/C,wFC/C,wCU/C,wCH/C,vFA,vFC,vCU,FF_ba,FC_ba,CH_ba,CU_ba,Stf+ SL,Loc+ SL,Pit+ SL,SL%,wSL/C,vSL,ST_ba,SL_ba,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba
0,2023-09-12,716617,Flyout,field_out,True,663697,666214,Jonathan India,Joey Wentz,0,0,0,90ec47ac-8007-4705-aec6-49f44c156155,666214.0,joeywentz,Wentz,Left,Joey Wentz,6.9,5.77,105.2,100.0,89.0,95.0,0.7659999999999999,8.35,4.0,11.16,2.13,0.84,0.228,0.418,0.147,0.35700000000000004,0.424,85.0,95.0,101.0,98.0,102.0,106.0,105.0,80.0,100.0,92.0,91.0,97.0,93.0,0.41600000000000004,0.251,0.158,0.175,-2.53,-0.57,-0.86,-0.22,93.4,86.0,77.5,0.374,0.271,0.189,0.247,,,,,,,,,,,,,,,,,,,,,,
1,2023-09-12,716617,Single,single,False,669222,666214,Nick Senzel,Joey Wentz,0,0,0,d882d21e-760d-447b-8965-66c5ba99ad52,666214.0,joeywentz,Wentz,Left,Joey Wentz,6.9,5.77,105.2,100.0,89.0,95.0,0.7659999999999999,8.35,4.0,11.16,2.13,0.84,0.228,0.418,0.147,0.35700000000000004,0.424,85.0,95.0,101.0,98.0,102.0,106.0,105.0,80.0,100.0,92.0,91.0,97.0,93.0,0.41600000000000004,0.251,0.158,0.175,-2.53,-0.57,-0.86,-0.22,93.4,86.0,77.5,0.374,0.271,0.189,0.247,,,,,,,,,,,,,,,,,,,,,,
2,2023-09-12,716617,Forceout,force_out,True,668715,666214,Spencer Steer,Joey Wentz,0,0,1,2e551725-fb93-4836-b16c-0c0960c15ba7,666214.0,joeywentz,Wentz,Left,Joey Wentz,6.9,5.77,105.2,100.0,89.0,95.0,0.7659999999999999,8.35,4.0,11.16,2.13,0.84,0.228,0.418,0.147,0.35700000000000004,0.424,85.0,95.0,101.0,98.0,102.0,106.0,105.0,80.0,100.0,92.0,91.0,97.0,93.0,0.41600000000000004,0.251,0.158,0.175,-2.53,-0.57,-0.86,-0.22,93.4,86.0,77.5,0.374,0.271,0.189,0.247,,,,,,,,,,,,,,,,,,,,,,
3,2023-09-12,716617,Strikeout,strikeout,True,592669,666214,Hunter Renfroe,Joey Wentz,0,0,1,d47a336e-1fdb-4d9b-ba4d-976bdf34d440,666214.0,joeywentz,Wentz,Left,Joey Wentz,6.9,5.77,105.2,100.0,89.0,95.0,0.7659999999999999,8.35,4.0,11.16,2.13,0.84,0.228,0.418,0.147,0.35700000000000004,0.424,85.0,95.0,101.0,98.0,102.0,106.0,105.0,80.0,100.0,92.0,91.0,97.0,93.0,0.41600000000000004,0.251,0.158,0.175,-2.53,-0.57,-0.86,-0.22,93.4,86.0,77.5,0.374,0.271,0.189,0.247,,,,,,,,,,,,,,,,,,,,,,
4,2023-09-12,716617,Strikeout,strikeout,True,663837,682227,Matt Vierling,Brandon Williamson,0,0,0,19632234-cb29-42d1-8fd5-e1194e6d1fc2,682227.0,brandonwilliamson,Williamson,Left,Brandon Williamson,4.46,4.77,117.0,99.0,93.0,96.0,0.8009999999999999,7.54,3.0,8.54,1.38,0.88,0.287,0.384,0.139,0.324,0.444,84.0,97.0,94.0,99.0,98.0,96.0,103.0,64.0,99.0,86.0,106.0,102.0,98.0,0.37200000000000005,0.298,0.064,0.165,-0.15,1.71,-1.75,-0.51,92.8,89.3,73.1,0.269,0.252,0.183,0.333,132.0,104.0,113.0,0.102,-1.33,81.7,0.277,0.0,,,,,,,,,,,,,,
5,2023-09-12,716617,Home Run,home_run,False,628451,682227,Andy Ibáñez,Brandon Williamson,0,0,0,bef30c77-5ce4-40c7-9a06-782b224cd2ca,682227.0,brandonwilliamson,Williamson,Left,Brandon Williamson,4.46,4.77,117.0,99.0,93.0,96.0,0.8009999999999999,7.54,3.0,8.54,1.38,0.88,0.287,0.384,0.139,0.324,0.444,84.0,97.0,94.0,99.0,98.0,96.0,103.0,64.0,99.0,86.0,106.0,102.0,98.0,0.37200000000000005,0.298,0.064,0.165,-0.15,1.71,-1.75,-0.51,92.8,89.3,73.1,0.269,0.252,0.183,0.333,132.0,104.0,113.0,0.102,-1.33,81.7,0.277,0.0,,,,,,,,,,,,,,
6,2023-09-12,716617,Single,single,False,679529,682227,Spencer Torkelson,Brandon Williamson,0,0,0,126c5df4-47e6-4a7a-a47e-b7db99d96880,682227.0,brandonwilliamson,Williamson,Left,Brandon Williamson,4.46,4.77,117.0,99.0,93.0,96.0,0.8009999999999999,7.54,3.0,8.54,1.38,0.88,0.287,0.384,0.139,0.324,0.444,84.0,97.0,94.0,99.0,98.0,96.0,103.0,64.0,99.0,86.0,106.0,102.0,98.0,0.37200000000000005,0.298,0.064,0.165,-0.15,1.71,-1.75,-0.51,92.8,89.3,73.1,0.269,0.252,0.183,0.333,132.0,104.0,113.0,0.102,-1.33,81.7,0.277,0.0,,,,,,,,,,,,,,
7,2023-09-12,716617,Single,single,False,668670,682227,Jake Rogers,Brandon Williamson,0,0,1,c95bd257-5721-483a-a3f4-a72698d52531,682227.0,brandonwilliamson,Williamson,Left,Brandon Williamson,4.46,4.77,117.0,99.0,93.0,96.0,0.8009999999999999,7.54,3.0,8.54,1.38,0.88,0.287,0.384,0.139,0.324,0.444,84.0,97.0,94.0,99.0,98.0,96.0,103.0,64.0,99.0,86.0,106.0,102.0,98.0,0.37200000000000005,0.298,0.064,0.165,-0.15,1.71,-1.75,-0.51,92.8,89.3,73.1,0.269,0.252,0.183,0.333,132.0,104.0,113.0,0.102,-1.33,81.7,0.277,0.0,,,,,,,,,,,,,,
8,2023-09-12,716617,Single,single,False,681481,682227,Kerry Carpenter,Brandon Williamson,1,0,1,0315ee97-5f6d-4199-94f0-be88b7cd1e47,682227.0,brandonwilliamson,Williamson,Left,Brandon Williamson,4.46,4.77,117.0,99.0,93.0,96.0,0.8009999999999999,7.54,3.0,8.54,1.38,0.88,0.287,0.384,0.139,0.324,0.444,84.0,97.0,94.0,99.0,98.0,96.0,103.0,64.0,99.0,86.0,106.0,102.0,98.0,0.37200000000000005,0.298,0.064,0.165,-0.15,1.71,-1.75,-0.51,92.8,89.3,73.1,0.269,0.252,0.183,0.333,132.0,104.0,113.0,0.102,-1.33,81.7,0.277,0.0,,,,,,,,,,,,,,
9,2023-09-12,716617,Single,single,False,408234,682227,Miguel Cabrera,Brandon Williamson,0,0,1,ed129ec0-2c50-45fd-90c9-c9f2d65257fb,682227.0,brandonwilliamson,Williamson,Left,Brandon Williamson,4.46,4.77,117.0,99.0,93.0,96.0,0.8009999999999999,7.54,3.0,8.54,1.38,0.88,0.287,0.384,0.139,0.324,0.444,84.0,97.0,94.0,99.0,98.0,96.0,103.0,64.0,99.0,86.0,106.0,102.0,98.0,0.37200000000000005,0.298,0.064,0.165,-0.15,1.71,-1.75,-0.51,92.8,89.3,73.1,0.269,0.252,0.183,0.333,132.0,104.0,113.0,0.102,-1.33,81.7,0.277,0.0,,,,,,,,,,,,,,
