,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vSI,vSL,vCU,SL_ba,SI_ba,FF_ba,CH_ba,CU_ba,FS%,wFS/C,vFS,FS_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,FO%,wFC/C,wFO/C,vFC,vFO,ST_ba,FC_ba,Stf+ FS,Loc+ FS,Pit+ FS
0,2023-08-15,716988,Single,single,False,663647,656849,Ke'Bryan Hayes,David Peterson,0,0,0,496596e3-1eaf-4271-a5a0-b6694de07e5e,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,5.03,4.96,111.0,97.0,90.0,94.0,0.727,10.38,4.05,10.05,1.3,2.18,0.256,0.42200000000000004,0.13,0.33799999999999997,0.37799999999999995,85.3,84.0,97.0,93.0,89.0,97.0,99.0,76.0,95.0,87.0,97.0,97.0,95.0,105.0,99.0,102.0,0.253,0.273,0.19699999999999998,0.08800000000000001,0.18899999999999997,-0.83,0.66,-2.58,2.63,-1.35,92.7,91.5,85.3,78.6,0.268,0.314,0.287,0.325,0.2,,,,,,,,,,,,,,,,,,
1,2023-08-15,716988,Grounded Into DP,grounded_into_double_play,True,668804,656849,Bryan Reynolds,David Peterson,0,0,1,6b31a821-c358-45e5-a567-fd344a3172f7,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,5.03,4.96,111.0,97.0,90.0,94.0,0.727,10.38,4.05,10.05,1.3,2.18,0.256,0.42200000000000004,0.13,0.33799999999999997,0.37799999999999995,85.3,84.0,97.0,93.0,89.0,97.0,99.0,76.0,95.0,87.0,97.0,97.0,95.0,105.0,99.0,102.0,0.253,0.273,0.19699999999999998,0.08800000000000001,0.18899999999999997,-0.83,0.66,-2.58,2.63,-1.35,92.7,91.5,85.3,78.6,0.268,0.314,0.287,0.325,0.2,,,,,,,,,,,,,,,,,,
2,2023-08-15,716988,Hit By Pitch,hit_by_pitch,False,457705,656849,Andrew McCutchen,David Peterson,1,1,0,9d220a1f-5ce0-4eed-b11f-5cc739193a02,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,5.03,4.96,111.0,97.0,90.0,94.0,0.727,10.38,4.05,10.05,1.3,2.18,0.256,0.42200000000000004,0.13,0.33799999999999997,0.37799999999999995,85.3,84.0,97.0,93.0,89.0,97.0,99.0,76.0,95.0,87.0,97.0,97.0,95.0,105.0,99.0,102.0,0.253,0.273,0.19699999999999998,0.08800000000000001,0.18899999999999997,-0.83,0.66,-2.58,2.63,-1.35,92.7,91.5,85.3,78.6,0.268,0.314,0.287,0.325,0.2,,,,,,,,,,,,,,,,,,
3,2023-08-15,716988,Walk,walk,False,656582,656849,Connor Joe,David Peterson,0,0,1,96e76d20-ce0b-4d58-a284-443cf4dc86d1,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,5.03,4.96,111.0,97.0,90.0,94.0,0.727,10.38,4.05,10.05,1.3,2.18,0.256,0.42200000000000004,0.13,0.33799999999999997,0.37799999999999995,85.3,84.0,97.0,93.0,89.0,97.0,99.0,76.0,95.0,87.0,97.0,97.0,95.0,105.0,99.0,102.0,0.253,0.273,0.19699999999999998,0.08800000000000001,0.18899999999999997,-0.83,0.66,-2.58,2.63,-1.35,92.7,91.5,85.3,78.6,0.268,0.314,0.287,0.325,0.2,,,,,,,,,,,,,,,,,,
4,2023-08-15,716988,Groundout,field_out,True,680779,656849,Henry Davis,David Peterson,0,0,0,e236f6b6-1867-4ce8-84ab-5698dd6e2dad,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,5.03,4.96,111.0,97.0,90.0,94.0,0.727,10.38,4.05,10.05,1.3,2.18,0.256,0.42200000000000004,0.13,0.33799999999999997,0.37799999999999995,85.3,84.0,97.0,93.0,89.0,97.0,99.0,76.0,95.0,87.0,97.0,97.0,95.0,105.0,99.0,102.0,0.253,0.273,0.19699999999999998,0.08800000000000001,0.18899999999999997,-0.83,0.66,-2.58,2.63,-1.35,92.7,91.5,85.3,78.6,0.268,0.314,0.287,0.325,0.2,,,,,,,,,,,,,,,,,,
5,2023-08-15,716988,Home Run,home_run,False,607043,663559,Brandon Nimmo,Bailey Falter,1,0,0,5cd6bdb6-c1b7-47c3-b1ab-d776338f4d57,663559.0,baileyfalter,Falter,Left,Bailey Falter,5.36,4.93,80.2,104.0,76.0,97.0,0.8440000000000001,6.69,2.23,10.49,1.9,1.06,0.247,0.408,0.157,0.307,0.474,84.6,59.0,92.0,77.0,87.0,108.0,105.0,72.0,105.0,96.0,77.0,103.0,92.0,77.0,105.0,100.0,0.07200000000000001,0.444,0.18899999999999997,0.225,0.046,-0.08,-1.63,-1.91,-0.85,-0.8,90.7,90.7,84.5,76.5,0.288,0.333,0.305,0.273,0.267,0.024,3.65,85.0,0.0,,,,,,,,,,,,,,
6,2023-08-15,716988,Pop Out,field_out,True,596019,663559,Francisco Lindor,Bailey Falter,0,0,0,811c5beb-2c65-4541-9d09-d2beadf45d53,663559.0,baileyfalter,Falter,Left,Bailey Falter,5.36,4.93,80.2,104.0,76.0,97.0,0.8440000000000001,6.69,2.23,10.49,1.9,1.06,0.247,0.408,0.157,0.307,0.474,84.6,59.0,92.0,77.0,87.0,108.0,105.0,72.0,105.0,96.0,77.0,103.0,92.0,77.0,105.0,100.0,0.07200000000000001,0.444,0.18899999999999997,0.225,0.046,-0.08,-1.63,-1.91,-0.85,-0.8,90.7,90.7,84.5,76.5,0.288,0.333,0.305,0.273,0.267,0.024,3.65,85.0,0.0,,,,,,,,,,,,,,
7,2023-08-15,716988,Groundout,field_out,True,624413,663559,Pete Alonso,Bailey Falter,0,0,0,3ae75ae6-8342-4aa8-b074-e3b090df902e,663559.0,baileyfalter,Falter,Left,Bailey Falter,5.36,4.93,80.2,104.0,76.0,97.0,0.8440000000000001,6.69,2.23,10.49,1.9,1.06,0.247,0.408,0.157,0.307,0.474,84.6,59.0,92.0,77.0,87.0,108.0,105.0,72.0,105.0,96.0,77.0,103.0,92.0,77.0,105.0,100.0,0.07200000000000001,0.444,0.18899999999999997,0.225,0.046,-0.08,-1.63,-1.91,-0.85,-0.8,90.7,90.7,84.5,76.5,0.288,0.333,0.305,0.273,0.267,0.024,3.65,85.0,0.0,,,,,,,,,,,,,,
8,2023-08-15,716988,Groundout,field_out,True,682626,663559,Francisco Alvarez,Bailey Falter,0,0,0,4ce99d96-31d2-4399-a9f2-83b3146a05b4,663559.0,baileyfalter,Falter,Left,Bailey Falter,5.36,4.93,80.2,104.0,76.0,97.0,0.8440000000000001,6.69,2.23,10.49,1.9,1.06,0.247,0.408,0.157,0.307,0.474,84.6,59.0,92.0,77.0,87.0,108.0,105.0,72.0,105.0,96.0,77.0,103.0,92.0,77.0,105.0,100.0,0.07200000000000001,0.444,0.18899999999999997,0.225,0.046,-0.08,-1.63,-1.91,-0.85,-0.8,90.7,90.7,84.5,76.5,0.288,0.333,0.305,0.273,0.267,0.024,3.65,85.0,0.0,,,,,,,,,,,,,,
9,2023-08-15,716988,Home Run,home_run,False,678894,656849,Liover Peguero,David Peterson,1,0,0,2b526fbc-c5c3-4fbd-89ba-5cc8aad25b84,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,5.03,4.96,111.0,97.0,90.0,94.0,0.727,10.38,4.05,10.05,1.3,2.18,0.256,0.42200000000000004,0.13,0.33799999999999997,0.37799999999999995,85.3,84.0,97.0,93.0,89.0,97.0,99.0,76.0,95.0,87.0,97.0,97.0,95.0,105.0,99.0,102.0,0.253,0.273,0.19699999999999998,0.08800000000000001,0.18899999999999997,-0.83,0.66,-2.58,2.63,-1.35,92.7,91.5,85.3,78.6,0.268,0.314,0.287,0.325,0.2,,,,,,,,,,,,,,,,,,
