,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,KC%,CH%,wFA/C,wSL/C,wCU/C,wKC/C,wCH/C,vFA,vSL,vCU,vKC,CH_ba,FF_ba,SL_ba,CU_ba,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,wFC/C,wSI/C,vFC,vSI,SI_ba,FC_ba,Stf+ KC,Loc+ KC,Pit+ KC
0,2023-09-12,716621,Lineout,field_out,True,663457,607644,Lars Nootbaar,John Means,0,0,0,8213292a-3c27-412a-954a-08eb92c69825,607644.0,johnmeans,Means,Left,John Means,2.66,4.58,23.2,103.0,104.0,106.0,0.847,3.8,1.52,4.94,1.52,0.51,0.26,0.41100000000000003,0.151,0.32899999999999996,0.46,80.9,109.0,108.0,114.0,112.0,118.0,126.0,103.0,99.0,102.0,97.0,101.0,100.0,0.419,0.15,0.003,0.094,0.33299999999999996,0.5,3.05,-57.14,-2.18,4.04,91.7,85.4,81.6,77.6,0.139,0.188,0.0,0.167,,,,,,,,,,,,,,,,,
1,2023-09-12,716621,Groundout,field_out,True,669242,607644,Tommy Edman,John Means,0,0,0,ac585b1b-48ee-4b77-95c8-4d4988778fc9,607644.0,johnmeans,Means,Left,John Means,2.66,4.58,23.2,103.0,104.0,106.0,0.847,3.8,1.52,4.94,1.52,0.51,0.26,0.41100000000000003,0.151,0.32899999999999996,0.46,80.9,109.0,108.0,114.0,112.0,118.0,126.0,103.0,99.0,102.0,97.0,101.0,100.0,0.419,0.15,0.003,0.094,0.33299999999999996,0.5,3.05,-57.14,-2.18,4.04,91.7,85.4,81.6,77.6,0.139,0.188,0.0,0.167,,,,,,,,,,,,,,,,,
2,2023-09-12,716621,Home Run,home_run,False,502671,607644,Paul Goldschmidt,John Means,0,0,0,b5a96c92-66ec-401b-813a-a3ebdfda30e8,607644.0,johnmeans,Means,Left,John Means,2.66,4.58,23.2,103.0,104.0,106.0,0.847,3.8,1.52,4.94,1.52,0.51,0.26,0.41100000000000003,0.151,0.32899999999999996,0.46,80.9,109.0,108.0,114.0,112.0,118.0,126.0,103.0,99.0,102.0,97.0,101.0,100.0,0.419,0.15,0.003,0.094,0.33299999999999996,0.5,3.05,-57.14,-2.18,4.04,91.7,85.4,81.6,77.6,0.139,0.188,0.0,0.167,,,,,,,,,,,,,,,,,
3,2023-09-12,716621,Pop Out,field_out,True,571448,607644,Nolan Arenado,John Means,0,0,0,8e9546d2-cc81-4c0f-a683-b12e1ffc3ec6,607644.0,johnmeans,Means,Left,John Means,2.66,4.58,23.2,103.0,104.0,106.0,0.847,3.8,1.52,4.94,1.52,0.51,0.26,0.41100000000000003,0.151,0.32899999999999996,0.46,80.9,109.0,108.0,114.0,112.0,118.0,126.0,103.0,99.0,102.0,97.0,101.0,100.0,0.419,0.15,0.003,0.094,0.33299999999999996,0.5,3.05,-57.14,-2.18,4.04,91.7,85.4,81.6,77.6,0.139,0.188,0.0,0.167,,,,,,,,,,,,,,,,,
4,2023-09-12,716621,Walk,walk,False,668939,425794,Adley Rutschman,Adam Wainwright,1,0,0,5b4a3109-f1a5-43df-aaef-2ff592a7624f,425794.0,adamwainwright,Wainwright,Right,Adam Wainwright,7.4,7.35,101.0,99.0,103.0,97.0,0.88,4.9,3.65,13.46,1.78,1.07,0.18600000000000003,0.439,0.129,0.33899999999999997,0.425,81.4,66.0,84.0,80.0,129.0,102.0,110.0,80.0,94.0,84.0,83.0,78.0,71.0,0.099,0.003,0.306,0.002,0.05,-1.48,-13.9,-1.5,6.39,-3.6,85.7,75.6,71.5,65.7,0.389,0.326,,0.291,87.0,99.0,89.0,107.0,99.0,95.0,0.314,0.226,-0.27,-3.36,82.9,86.9,0.394,0.344,,,
5,2023-09-12,716621,Walk,walk,False,683002,425794,Gunnar Henderson,Adam Wainwright,0,0,1,4f235e35-77c9-4fbc-a290-d36a5218ea10,425794.0,adamwainwright,Wainwright,Right,Adam Wainwright,7.4,7.35,101.0,99.0,103.0,97.0,0.88,4.9,3.65,13.46,1.78,1.07,0.18600000000000003,0.439,0.129,0.33899999999999997,0.425,81.4,66.0,84.0,80.0,129.0,102.0,110.0,80.0,94.0,84.0,83.0,78.0,71.0,0.099,0.003,0.306,0.002,0.05,-1.48,-13.9,-1.5,6.39,-3.6,85.7,75.6,71.5,65.7,0.389,0.326,,0.291,87.0,99.0,89.0,107.0,99.0,95.0,0.314,0.226,-0.27,-3.36,82.9,86.9,0.394,0.344,,,
6,2023-09-12,716621,Strikeout,strikeout,True,623993,425794,Anthony Santander,Adam Wainwright,0,0,0,3733efe9-79f5-479d-ba14-d5f301ee5d42,425794.0,adamwainwright,Wainwright,Right,Adam Wainwright,7.4,7.35,101.0,99.0,103.0,97.0,0.88,4.9,3.65,13.46,1.78,1.07,0.18600000000000003,0.439,0.129,0.33899999999999997,0.425,81.4,66.0,84.0,80.0,129.0,102.0,110.0,80.0,94.0,84.0,83.0,78.0,71.0,0.099,0.003,0.306,0.002,0.05,-1.48,-13.9,-1.5,6.39,-3.6,85.7,75.6,71.5,65.7,0.389,0.326,,0.291,87.0,99.0,89.0,107.0,99.0,95.0,0.314,0.226,-0.27,-3.36,82.9,86.9,0.394,0.344,,,
7,2023-09-12,716621,Groundout,field_out,True,656811,425794,Ryan O'Hearn,Adam Wainwright,0,0,1,329ded94-d26d-4606-9861-8557811355fd,425794.0,adamwainwright,Wainwright,Right,Adam Wainwright,7.4,7.35,101.0,99.0,103.0,97.0,0.88,4.9,3.65,13.46,1.78,1.07,0.18600000000000003,0.439,0.129,0.33899999999999997,0.425,81.4,66.0,84.0,80.0,129.0,102.0,110.0,80.0,94.0,84.0,83.0,78.0,71.0,0.099,0.003,0.306,0.002,0.05,-1.48,-13.9,-1.5,6.39,-3.6,85.7,75.6,71.5,65.7,0.389,0.326,,0.291,87.0,99.0,89.0,107.0,99.0,95.0,0.314,0.226,-0.27,-3.36,82.9,86.9,0.394,0.344,,,
8,2023-09-12,716621,Pop Out,field_out,True,656775,425794,Cedric Mullins,Adam Wainwright,0,0,0,375a01c1-82fd-4bd9-800f-acf3cd8a94ef,425794.0,adamwainwright,Wainwright,Right,Adam Wainwright,7.4,7.35,101.0,99.0,103.0,97.0,0.88,4.9,3.65,13.46,1.78,1.07,0.18600000000000003,0.439,0.129,0.33899999999999997,0.425,81.4,66.0,84.0,80.0,129.0,102.0,110.0,80.0,94.0,84.0,83.0,78.0,71.0,0.099,0.003,0.306,0.002,0.05,-1.48,-13.9,-1.5,6.39,-3.6,85.7,75.6,71.5,65.7,0.389,0.326,,0.291,87.0,99.0,89.0,107.0,99.0,95.0,0.314,0.226,-0.27,-3.36,82.9,86.9,0.394,0.344,,,
9,2023-09-12,716621,Single,single,False,575929,607644,Willson Contreras,John Means,1,0,0,e13bc196-56ae-43b0-81d0-92244d83a615,607644.0,johnmeans,Means,Left,John Means,2.66,4.58,23.2,103.0,104.0,106.0,0.847,3.8,1.52,4.94,1.52,0.51,0.26,0.41100000000000003,0.151,0.32899999999999996,0.46,80.9,109.0,108.0,114.0,112.0,118.0,126.0,103.0,99.0,102.0,97.0,101.0,100.0,0.419,0.15,0.003,0.094,0.33299999999999996,0.5,3.05,-57.14,-2.18,4.04,91.7,85.4,81.6,77.6,0.139,0.188,0.0,0.167,,,,,,,,,,,,,,,,,
