,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vSI,vSL,vCU,FF_ba,SL_ba,CH_ba,SI_ba,ST_ba,FC_ba,CU_ba,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba
0,2023-05-27,718005,Flyout,field_out,True,641313,547179,Tim Anderson,Michael Lorenzen,1,0,0,8c244092-2ec6-4661-a5f8-1bb4a3838583,547179.0,michaellorenzen,Lorenzen,Right,Michael Lorenzen,4.18,4.51,153.0,101.0,101.0,101.0,0.809,6.53,2.76,8.12,1.18,1.06,0.24600000000000002,0.41700000000000004,0.09699999999999999,0.35200000000000004,0.447,84.5,95.0,101.0,102.0,103.0,112.0,110.0,98.0,100.0,97.0,82.0,108.0,100.0,116.0,102.0,106.0,89.0,75.0,71.0,0.12,0.34700000000000003,0.009000000000000001,0.297,0.011000000000000001,0.21600000000000003,1.17,-7.35,0.73,0.34,-4.26,0.26,94.3,90.8,93.7,84.7,82.3,0.211,0.242,0.186,0.333,0.293,0.6,0.667,,,,,,,,,,,,,
1,2023-05-27,718005,Groundout,field_out,True,643217,547179,Andrew Benintendi,Michael Lorenzen,1,0,0,ef0e3d96-3926-4a46-9542-b540c1ed9c1e,547179.0,michaellorenzen,Lorenzen,Right,Michael Lorenzen,4.18,4.51,153.0,101.0,101.0,101.0,0.809,6.53,2.76,8.12,1.18,1.06,0.24600000000000002,0.41700000000000004,0.09699999999999999,0.35200000000000004,0.447,84.5,95.0,101.0,102.0,103.0,112.0,110.0,98.0,100.0,97.0,82.0,108.0,100.0,116.0,102.0,106.0,89.0,75.0,71.0,0.12,0.34700000000000003,0.009000000000000001,0.297,0.011000000000000001,0.21600000000000003,1.17,-7.35,0.73,0.34,-4.26,0.26,94.3,90.8,93.7,84.7,82.3,0.211,0.242,0.186,0.333,0.293,0.6,0.667,,,,,,,,,,,,,
2,2023-05-27,718005,Strikeout,strikeout,True,660162,547179,Yoán Moncada,Michael Lorenzen,0,0,0,20390934-5b11-4bae-8b70-477459579710,547179.0,michaellorenzen,Lorenzen,Right,Michael Lorenzen,4.18,4.51,153.0,101.0,101.0,101.0,0.809,6.53,2.76,8.12,1.18,1.06,0.24600000000000002,0.41700000000000004,0.09699999999999999,0.35200000000000004,0.447,84.5,95.0,101.0,102.0,103.0,112.0,110.0,98.0,100.0,97.0,82.0,108.0,100.0,116.0,102.0,106.0,89.0,75.0,71.0,0.12,0.34700000000000003,0.009000000000000001,0.297,0.011000000000000001,0.21600000000000003,1.17,-7.35,0.73,0.34,-4.26,0.26,94.3,90.8,93.7,84.7,82.3,0.211,0.242,0.186,0.333,0.293,0.6,0.667,,,,,,,,,,,,,
3,2023-05-27,718005,Single,single,False,656716,669947,Zach McKinstry,Jesse Scholtens,1,0,0,f299d8c1-5249-4f09-97da-ef4617547e05,669947.0,jessescholtens,Scholtens,Right,Jesse Scholtens,5.29,4.93,85.0,99.0,82.0,98.0,0.8079999999999999,6.14,3.18,10.59,1.59,1.02,0.261,0.408,0.146,0.33399999999999996,0.387,85.4,92.0,84.0,86.0,104.0,104.0,106.0,73.0,99.0,93.0,,,,82.0,98.0,101.0,,,,,0.435,,0.366,0.165,0.035,0.27,,,-1.82,-0.51,0.73,92.8,,,85.4,74.0,0.266,0.354,0.111,,,,0.245,,,,,,,,,,,,,
4,2023-05-27,718005,Strikeout,strikeout,True,682985,669947,Riley Greene,Jesse Scholtens,0,0,1,f6284927-0df6-4df0-8786-0dacfbe8ed5d,669947.0,jessescholtens,Scholtens,Right,Jesse Scholtens,5.29,4.93,85.0,99.0,82.0,98.0,0.8079999999999999,6.14,3.18,10.59,1.59,1.02,0.261,0.408,0.146,0.33399999999999996,0.387,85.4,92.0,84.0,86.0,104.0,104.0,106.0,73.0,99.0,93.0,,,,82.0,98.0,101.0,,,,,0.435,,0.366,0.165,0.035,0.27,,,-1.82,-0.51,0.73,92.8,,,85.4,74.0,0.266,0.354,0.111,,,,0.245,,,,,,,,,,,,,
5,2023-05-27,718005,Flyout,field_out,True,679529,669947,Spencer Torkelson,Jesse Scholtens,0,0,0,f7619045-d976-4be5-84e8-d401daed46c1,669947.0,jessescholtens,Scholtens,Right,Jesse Scholtens,5.29,4.93,85.0,99.0,82.0,98.0,0.8079999999999999,6.14,3.18,10.59,1.59,1.02,0.261,0.408,0.146,0.33399999999999996,0.387,85.4,92.0,84.0,86.0,104.0,104.0,106.0,73.0,99.0,93.0,,,,82.0,98.0,101.0,,,,,0.435,,0.366,0.165,0.035,0.27,,,-1.82,-0.51,0.73,92.8,,,85.4,74.0,0.266,0.354,0.111,,,,0.245,,,,,,,,,,,,,
6,2023-05-27,718005,Groundout,field_out,True,606992,669947,Eric Haase,Jesse Scholtens,0,0,0,ffcd269a-b960-47a8-a3d9-0353ea887237,669947.0,jessescholtens,Scholtens,Right,Jesse Scholtens,5.29,4.93,85.0,99.0,82.0,98.0,0.8079999999999999,6.14,3.18,10.59,1.59,1.02,0.261,0.408,0.146,0.33399999999999996,0.387,85.4,92.0,84.0,86.0,104.0,104.0,106.0,73.0,99.0,93.0,,,,82.0,98.0,101.0,,,,,0.435,,0.366,0.165,0.035,0.27,,,-1.82,-0.51,0.73,92.8,,,85.4,74.0,0.266,0.354,0.111,,,,0.245,,,,,,,,,,,,,
7,2023-05-27,718005,Flyout,field_out,True,683734,547179,Andrew Vaughn,Michael Lorenzen,0,0,0,1f3eae39-72b7-4f2f-8d71-3e2bf8d52d26,547179.0,michaellorenzen,Lorenzen,Right,Michael Lorenzen,4.18,4.51,153.0,101.0,101.0,101.0,0.809,6.53,2.76,8.12,1.18,1.06,0.24600000000000002,0.41700000000000004,0.09699999999999999,0.35200000000000004,0.447,84.5,95.0,101.0,102.0,103.0,112.0,110.0,98.0,100.0,97.0,82.0,108.0,100.0,116.0,102.0,106.0,89.0,75.0,71.0,0.12,0.34700000000000003,0.009000000000000001,0.297,0.011000000000000001,0.21600000000000003,1.17,-7.35,0.73,0.34,-4.26,0.26,94.3,90.8,93.7,84.7,82.3,0.211,0.242,0.186,0.333,0.293,0.6,0.667,,,,,,,,,,,,,
8,2023-05-27,718005,Groundout,field_out,True,518735,547179,Yasmani Grandal,Michael Lorenzen,1,0,0,ba1f860a-af7a-4478-bc7a-5aa55cedc34a,547179.0,michaellorenzen,Lorenzen,Right,Michael Lorenzen,4.18,4.51,153.0,101.0,101.0,101.0,0.809,6.53,2.76,8.12,1.18,1.06,0.24600000000000002,0.41700000000000004,0.09699999999999999,0.35200000000000004,0.447,84.5,95.0,101.0,102.0,103.0,112.0,110.0,98.0,100.0,97.0,82.0,108.0,100.0,116.0,102.0,106.0,89.0,75.0,71.0,0.12,0.34700000000000003,0.009000000000000001,0.297,0.011000000000000001,0.21600000000000003,1.17,-7.35,0.73,0.34,-4.26,0.26,94.3,90.8,93.7,84.7,82.3,0.211,0.242,0.186,0.333,0.293,0.6,0.667,,,,,,,,,,,,,
9,2023-05-27,718005,Flyout,field_out,True,669394,547179,Jake Burger,Michael Lorenzen,0,0,0,91991e0f-94ba-48ff-8f34-22bcd635f731,547179.0,michaellorenzen,Lorenzen,Right,Michael Lorenzen,4.18,4.51,153.0,101.0,101.0,101.0,0.809,6.53,2.76,8.12,1.18,1.06,0.24600000000000002,0.41700000000000004,0.09699999999999999,0.35200000000000004,0.447,84.5,95.0,101.0,102.0,103.0,112.0,110.0,98.0,100.0,97.0,82.0,108.0,100.0,116.0,102.0,106.0,89.0,75.0,71.0,0.12,0.34700000000000003,0.009000000000000001,0.297,0.011000000000000001,0.21600000000000003,1.17,-7.35,0.73,0.34,-4.26,0.26,94.3,90.8,93.7,84.7,82.3,0.211,0.242,0.186,0.333,0.293,0.6,0.667,,,,,,,,,,,,,
10,2023-05-27,718005,Flyout,field_out,True,665155,669947,Nick Maton,Jesse Scholtens,0,0,0,1fb04c83-05bf-4c41-bacd-7fcf9f25cb09,669947.0,jessescholtens,Scholtens,Right,Jesse Scholtens,5.29,4.93,85.0,99.0,82.0,98.0,0.8079999999999999,6.14,3.18,10.59,1.59,1.02,0.261,0.408,0.146,0.33399999999999996,0.387,85.4,92.0,84.0,86.0,104.0,104.0,106.0,73.0,99.0,93.0,,,,82.0,98.0,101.0,,,,,0.435,,0.366,0.165,0.035,0.27,,,-1.82,-0.51,0.73,92.8,,,85.4,74.0,0.266,0.354,0.111,,,,0.245,,,,,,,,,,,,,
11,2023-05-27,718005,Double,double,False,668731,669947,Akil Baddoo,Jesse Scholtens,0,0,0,4fe4e956-1a13-4217-a501-dcca6d49f2b9,669947.0,jessescholtens,Scholtens,Right,Jesse Scholtens,5.29,4.93,85.0,99.0,82.0,98.0,0.8079999999999999,6.14,3.18,10.59,1.59,1.02,0.261,0.408,0.146,0.33399999999999996,0.387,85.4,92.0,84.0,86.0,104.0,104.0,106.0,73.0,99.0,93.0,,,,82.0,98.0,101.0,,,,,0.435,,0.366,0.165,0.035,0.27,,,-1.82,-0.51,0.73,92.8,,,85.4,74.0,0.266,0.354,0.111,,,,0.245,,,,,,,,,,,,,
12,2023-05-27,718005,Single,single,False,570731,669947,Jonathan Schoop,Jesse Scholtens,0,0,0,95feb91f-2185-4192-8d85-3db6dadfce02,669947.0,jessescholtens,Scholtens,Right,Jesse Scholtens,5.29,4.93,85.0,99.0,82.0,98.0,0.8079999999999999,6.14,3.18,10.59,1.59,1.02,0.261,0.408,0.146,0.33399999999999996,0.387,85.4,92.0,84.0,86.0,104.0,104.0,106.0,73.0,99.0,93.0,,,,82.0,98.0,101.0,,,,,0.435,,0.366,0.165,0.035,0.27,,,-1.82,-0.51,0.73,92.8,,,85.4,74.0,0.266,0.354,0.111,,,,0.245,,,,,,,,,,,,,
13,2023-05-27,718005,Single,single,False,628451,669947,Andy Ibáñez,Jesse Scholtens,0,0,1,0d64596f-df1d-453f-b9ae-fdf29243d4f1,669947.0,jessescholtens,Scholtens,Right,Jesse Scholtens,5.29,4.93,85.0,99.0,82.0,98.0,0.8079999999999999,6.14,3.18,10.59,1.59,1.02,0.261,0.408,0.146,0.33399999999999996,0.387,85.4,92.0,84.0,86.0,104.0,104.0,106.0,73.0,99.0,93.0,,,,82.0,98.0,101.0,,,,,0.435,,0.366,0.165,0.035,0.27,,,-1.82,-0.51,0.73,92.8,,,85.4,74.0,0.266,0.354,0.111,,,,0.245,,,,,,,,,,,,,
14,2023-05-27,718005,Walk,walk,False,670097,669947,Zack Short,Jesse Scholtens,1,0,1,023aec7d-707e-403f-aaa7-b507c1c0faea,669947.0,jessescholtens,Scholtens,Right,Jesse Scholtens,5.29,4.93,85.0,99.0,82.0,98.0,0.8079999999999999,6.14,3.18,10.59,1.59,1.02,0.261,0.408,0.146,0.33399999999999996,0.387,85.4,92.0,84.0,86.0,104.0,104.0,106.0,73.0,99.0,93.0,,,,82.0,98.0,101.0,,,,,0.435,,0.366,0.165,0.035,0.27,,,-1.82,-0.51,0.73,92.8,,,85.4,74.0,0.266,0.354,0.111,,,,0.245,,,,,,,,,,,,,
15,2023-05-27,718005,Sac Fly,sac_fly,True,656716,669947,Zach McKinstry,Jesse Scholtens,0,0,1,11a02e9f-b876-4e1c-9f6b-2af20aa02fd8,669947.0,jessescholtens,Scholtens,Right,Jesse Scholtens,5.29,4.93,85.0,99.0,82.0,98.0,0.8079999999999999,6.14,3.18,10.59,1.59,1.02,0.261,0.408,0.146,0.33399999999999996,0.387,85.4,92.0,84.0,86.0,104.0,104.0,106.0,73.0,99.0,93.0,,,,82.0,98.0,101.0,,,,,0.435,,0.366,0.165,0.035,0.27,,,-1.82,-0.51,0.73,92.8,,,85.4,74.0,0.266,0.354,0.111,,,,0.245,,,,,,,,,,,,,
16,2023-05-27,718005,Strikeout,strikeout,True,682985,669947,Riley Greene,Jesse Scholtens,0,0,0,c099aff2-9f46-45e2-8437-ae4e202e24ed,669947.0,jessescholtens,Scholtens,Right,Jesse Scholtens,5.29,4.93,85.0,99.0,82.0,98.0,0.8079999999999999,6.14,3.18,10.59,1.59,1.02,0.261,0.408,0.146,0.33399999999999996,0.387,85.4,92.0,84.0,86.0,104.0,104.0,106.0,73.0,99.0,93.0,,,,82.0,98.0,101.0,,,,,0.435,,0.366,0.165,0.035,0.27,,,-1.82,-0.51,0.73,92.8,,,85.4,74.0,0.266,0.354,0.111,,,,0.245,,,,,,,,,,,,,
