,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,KC%,CH%,wFA/C,wFC/C,wSL/C,wKC/C,wCH/C,vFA,vFC,vSL,vKC,FF_ba,SL_ba,CU_ba,FC_ba,CH_ba,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FS,Loc+ FS,Pit+ FS,FS%,CU%,wFS/C,wCU/C,vFS,vCU,FS_ba,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,ST_ba
0,2023-06-25,717622,Double,double,False,543760,543037,Marcus Semien,Gerrit Cole,1,0,0,a930aa63-a843-4f07-8606-1639faa80d4c,543037.0,gerritcole,Cole,Right,Gerrit Cole,2.63,3.48,209.0,104.0,121.0,109.0,0.765,9.56,2.07,6.76,0.86,1.01,0.243,0.366,0.151,0.311,0.425,89.1,72.0,100.0,96.0,125.0,104.0,108.0,136.0,105.0,114.0,114.0,103.0,113.0,107.0,103.0,102.0,0.53,0.07,0.20800000000000002,0.121,0.071,1.66,0.61,1.69,0.94,-0.54,96.7,92.7,89.1,82.9,0.201,0.185,0.215,0.271,0.235,,,,,,,,,,,,,,,,,,,,,
1,2023-06-25,717622,Single,single,False,608369,543037,Corey Seager,Gerrit Cole,1,1,1,b9b4be2d-8786-4a2e-a715-2c2b92afeba1,543037.0,gerritcole,Cole,Right,Gerrit Cole,2.63,3.48,209.0,104.0,121.0,109.0,0.765,9.56,2.07,6.76,0.86,1.01,0.243,0.366,0.151,0.311,0.425,89.1,72.0,100.0,96.0,125.0,104.0,108.0,136.0,105.0,114.0,114.0,103.0,113.0,107.0,103.0,102.0,0.53,0.07,0.20800000000000002,0.121,0.071,1.66,0.61,1.69,0.94,-0.54,96.7,92.7,89.1,82.9,0.201,0.185,0.215,0.271,0.235,,,,,,,,,,,,,,,,,,,,,
2,2023-06-25,717622,Strikeout,strikeout,True,663993,543037,Nathaniel Lowe,Gerrit Cole,0,0,0,9c46cfa2-e46e-42f8-9d77-0d7d5c009c8a,543037.0,gerritcole,Cole,Right,Gerrit Cole,2.63,3.48,209.0,104.0,121.0,109.0,0.765,9.56,2.07,6.76,0.86,1.01,0.243,0.366,0.151,0.311,0.425,89.1,72.0,100.0,96.0,125.0,104.0,108.0,136.0,105.0,114.0,114.0,103.0,113.0,107.0,103.0,102.0,0.53,0.07,0.20800000000000002,0.121,0.071,1.66,0.61,1.69,0.94,-0.54,96.7,92.7,89.1,82.9,0.201,0.185,0.215,0.271,0.235,,,,,,,,,,,,,,,,,,,,,
3,2023-06-25,717622,Strikeout,strikeout,True,666969,543037,Adolis García,Gerrit Cole,0,0,0,d0d00d92-3ced-4fe1-92bf-7884db3b4745,543037.0,gerritcole,Cole,Right,Gerrit Cole,2.63,3.48,209.0,104.0,121.0,109.0,0.765,9.56,2.07,6.76,0.86,1.01,0.243,0.366,0.151,0.311,0.425,89.1,72.0,100.0,96.0,125.0,104.0,108.0,136.0,105.0,114.0,114.0,103.0,113.0,107.0,103.0,102.0,0.53,0.07,0.20800000000000002,0.121,0.071,1.66,0.61,1.69,0.94,-0.54,96.7,92.7,89.1,82.9,0.201,0.185,0.215,0.271,0.235,,,,,,,,,,,,,,,,,,,,,
4,2023-06-25,717622,Strikeout,strikeout,True,673962,543037,Josh Jung,Gerrit Cole,0,0,0,6d2eab0e-f05b-416e-9949-d8bd1ca43169,543037.0,gerritcole,Cole,Right,Gerrit Cole,2.63,3.48,209.0,104.0,121.0,109.0,0.765,9.56,2.07,6.76,0.86,1.01,0.243,0.366,0.151,0.311,0.425,89.1,72.0,100.0,96.0,125.0,104.0,108.0,136.0,105.0,114.0,114.0,103.0,113.0,107.0,103.0,102.0,0.53,0.07,0.20800000000000002,0.121,0.071,1.66,0.61,1.69,0.94,-0.54,96.7,92.7,89.1,82.9,0.201,0.185,0.215,0.271,0.235,,,,,,,,,,,,,,,,,,,,,
5,2023-06-25,717622,Double,double,False,650402,543135,Gleyber Torres,Nathan Eovaldi,1,0,0,cb75e6ca-bb8d-4779-88b3-69d4b3868e5d,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,3.63,3.98,144.0,100.0,101.0,98.0,0.758,8.25,2.94,7.31,0.94,1.59,0.196,0.469,0.14,0.36700000000000005,0.397,,,,,92.0,97.0,93.0,101.0,113.0,109.0,,,,86.0,98.0,92.0,0.37200000000000005,0.17600000000000002,0.04,,,0.41,1.33,-3.23,,,95.1,90.6,83.9,,0.234,0.303,0.2,0.238,,99.0,104.0,102.0,125.0,101.0,106.0,0.276,0.135,1.26,0.86,87.9,76.0,0.196,,,,,,,,
6,2023-06-25,717622,Double Play,double_play,True,664056,543135,Harrison Bader,Nathan Eovaldi,0,0,1,6caf8f67-a2e2-4ccb-afed-6fa598f9ac57,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,3.63,3.98,144.0,100.0,101.0,98.0,0.758,8.25,2.94,7.31,0.94,1.59,0.196,0.469,0.14,0.36700000000000005,0.397,,,,,92.0,97.0,93.0,101.0,113.0,109.0,,,,86.0,98.0,92.0,0.37200000000000005,0.17600000000000002,0.04,,,0.41,1.33,-3.23,,,95.1,90.6,83.9,,0.234,0.303,0.2,0.238,,99.0,104.0,102.0,125.0,101.0,106.0,0.276,0.135,1.26,0.86,87.9,76.0,0.196,,,,,,,,
7,2023-06-25,717622,Strikeout,strikeout,True,519203,543135,Anthony Rizzo,Nathan Eovaldi,0,0,0,ff309aad-cc35-42ce-9327-e8da918eb40f,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,3.63,3.98,144.0,100.0,101.0,98.0,0.758,8.25,2.94,7.31,0.94,1.59,0.196,0.469,0.14,0.36700000000000005,0.397,,,,,92.0,97.0,93.0,101.0,113.0,109.0,,,,86.0,98.0,92.0,0.37200000000000005,0.17600000000000002,0.04,,,0.41,1.33,-3.23,,,95.1,90.6,83.9,,0.234,0.303,0.2,0.238,,99.0,104.0,102.0,125.0,101.0,106.0,0.276,0.135,1.26,0.86,87.9,76.0,0.196,,,,,,,,
8,2023-06-25,717622,Home Run,home_run,False,641680,543037,Jonah Heim,Gerrit Cole,0,0,0,c981f745-98c3-42ec-91b7-9a4dd48f8c57,543037.0,gerritcole,Cole,Right,Gerrit Cole,2.63,3.48,209.0,104.0,121.0,109.0,0.765,9.56,2.07,6.76,0.86,1.01,0.243,0.366,0.151,0.311,0.425,89.1,72.0,100.0,96.0,125.0,104.0,108.0,136.0,105.0,114.0,114.0,103.0,113.0,107.0,103.0,102.0,0.53,0.07,0.20800000000000002,0.121,0.071,1.66,0.61,1.69,0.94,-0.54,96.7,92.7,89.1,82.9,0.201,0.185,0.215,0.271,0.235,,,,,,,,,,,,,,,,,,,,,
9,2023-06-25,717622,Strikeout,strikeout,True,543257,543037,Robbie Grossman,Gerrit Cole,0,0,0,c232f1db-bd84-4cc2-af55-5378e0d9ea71,543037.0,gerritcole,Cole,Right,Gerrit Cole,2.63,3.48,209.0,104.0,121.0,109.0,0.765,9.56,2.07,6.76,0.86,1.01,0.243,0.366,0.151,0.311,0.425,89.1,72.0,100.0,96.0,125.0,104.0,108.0,136.0,105.0,114.0,114.0,103.0,113.0,107.0,103.0,102.0,0.53,0.07,0.20800000000000002,0.121,0.071,1.66,0.61,1.69,0.94,-0.54,96.7,92.7,89.1,82.9,0.201,0.185,0.215,0.271,0.235,,,,,,,,,,,,,,,,,,,,,
