,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vSI,vSL,vCU,FF_ba,SI_ba,ST_ba,CH_ba,CU_ba,FC_ba,SL_ba
0,2023-05-24,718041,Groundout,field_out,True,663457,594902,Lars Nootbaar,Ben Lively,0,0,0,a7ea9da6-883f-4d3e-82de-9e4bc22bcf58,594902.0,benlively,Lively,Right,Ben Lively,5.38,5.03,88.2,101.0,79.0,95.0,0.8140000000000001,8.02,2.54,9.74,2.03,1.02,0.301,0.38,0.163,0.312,0.449,84.4,59.0,94.0,89.0,101.0,105.0,103.0,80.0,99.0,90.0,83.0,108.0,98.0,71.0,102.0,102.0,98.0,92.0,82.0,0.21899999999999997,0.321,0.049,0.243,0.066,0.102,-2.09,0.62,0.24,1.68,-4.42,-1.4,90.6,88.1,91.5,80.1,76.3,0.362,0.257,0.158,0.265,0.273,0.267,
1,2023-05-24,718041,Single,single,False,502671,594902,Paul Goldschmidt,Ben Lively,0,0,0,9ea3756e-19b9-4789-9308-da950c65350c,594902.0,benlively,Lively,Right,Ben Lively,5.38,5.03,88.2,101.0,79.0,95.0,0.8140000000000001,8.02,2.54,9.74,2.03,1.02,0.301,0.38,0.163,0.312,0.449,84.4,59.0,94.0,89.0,101.0,105.0,103.0,80.0,99.0,90.0,83.0,108.0,98.0,71.0,102.0,102.0,98.0,92.0,82.0,0.21899999999999997,0.321,0.049,0.243,0.066,0.102,-2.09,0.62,0.24,1.68,-4.42,-1.4,90.6,88.1,91.5,80.1,76.3,0.362,0.257,0.158,0.265,0.273,0.267,
2,2023-05-24,718041,Pop Out,field_out,True,669357,594902,Nolan Gorman,Ben Lively,0,0,0,0484177c-413f-4131-b22f-27fbba151ec2,594902.0,benlively,Lively,Right,Ben Lively,5.38,5.03,88.2,101.0,79.0,95.0,0.8140000000000001,8.02,2.54,9.74,2.03,1.02,0.301,0.38,0.163,0.312,0.449,84.4,59.0,94.0,89.0,101.0,105.0,103.0,80.0,99.0,90.0,83.0,108.0,98.0,71.0,102.0,102.0,98.0,92.0,82.0,0.21899999999999997,0.321,0.049,0.243,0.066,0.102,-2.09,0.62,0.24,1.68,-4.42,-1.4,90.6,88.1,91.5,80.1,76.3,0.362,0.257,0.158,0.265,0.273,0.267,
3,2023-05-24,718041,Walk,walk,False,571448,594902,Nolan Arenado,Ben Lively,1,0,1,ef5bbee0-fc39-4774-83fd-e22b2d81bee5,594902.0,benlively,Lively,Right,Ben Lively,5.38,5.03,88.2,101.0,79.0,95.0,0.8140000000000001,8.02,2.54,9.74,2.03,1.02,0.301,0.38,0.163,0.312,0.449,84.4,59.0,94.0,89.0,101.0,105.0,103.0,80.0,99.0,90.0,83.0,108.0,98.0,71.0,102.0,102.0,98.0,92.0,82.0,0.21899999999999997,0.321,0.049,0.243,0.066,0.102,-2.09,0.62,0.24,1.68,-4.42,-1.4,90.6,88.1,91.5,80.1,76.3,0.362,0.257,0.158,0.265,0.273,0.267,
4,2023-05-24,718041,Strikeout,strikeout,True,575929,594902,Willson Contreras,Ben Lively,0,0,0,3c667c95-cd44-4fdc-a2d0-7b2710e09739,594902.0,benlively,Lively,Right,Ben Lively,5.38,5.03,88.2,101.0,79.0,95.0,0.8140000000000001,8.02,2.54,9.74,2.03,1.02,0.301,0.38,0.163,0.312,0.449,84.4,59.0,94.0,89.0,101.0,105.0,103.0,80.0,99.0,90.0,83.0,108.0,98.0,71.0,102.0,102.0,98.0,92.0,82.0,0.21899999999999997,0.321,0.049,0.243,0.066,0.102,-2.09,0.62,0.24,1.68,-4.42,-1.4,90.6,88.1,91.5,80.1,76.3,0.362,0.257,0.158,0.265,0.273,0.267,
5,2023-05-24,718041,Walk,walk,False,663697,571927,Jonathan India,Steven Matz,0,0,0,e09efeb6-a10e-443b-997f-af809f7dc13b,571927.0,stevenmatz,Matz,Left,Steven Matz,3.86,3.87,105.0,102.0,95.0,100.0,0.7759999999999999,8.4,2.74,9.26,0.94,1.4,0.29100000000000004,0.37,0.146,0.31,0.446,84.2,106.0,109.0,107.0,108.0,96.0,100.0,,,,87.0,101.0,96.0,62.0,82.0,90.0,,,,0.561,,,0.018000000000000002,0.14800000000000002,0.27399999999999997,,,0.41,-1.27,-0.6,-0.09,,,94.1,88.9,78.5,,0.24,,0.291,0.259,,0.5
6,2023-05-24,718041,Flyout,field_out,True,680574,571927,Matt McLain,Steven Matz,1,0,0,88fbd0a3-4980-4641-82f9-d2b4780a3ee4,571927.0,stevenmatz,Matz,Left,Steven Matz,3.86,3.87,105.0,102.0,95.0,100.0,0.7759999999999999,8.4,2.74,9.26,0.94,1.4,0.29100000000000004,0.37,0.146,0.31,0.446,84.2,106.0,109.0,107.0,108.0,96.0,100.0,,,,87.0,101.0,96.0,62.0,82.0,90.0,,,,0.561,,,0.018000000000000002,0.14800000000000002,0.27399999999999997,,,0.41,-1.27,-0.6,-0.09,,,94.1,88.9,78.5,,0.24,,0.291,0.259,,0.5
7,2023-05-24,718041,Single,single,False,668715,571927,Spencer Steer,Steven Matz,1,0,1,21fa7b39-aa3b-44be-9cd4-f80d25b550ab,571927.0,stevenmatz,Matz,Left,Steven Matz,3.86,3.87,105.0,102.0,95.0,100.0,0.7759999999999999,8.4,2.74,9.26,0.94,1.4,0.29100000000000004,0.37,0.146,0.31,0.446,84.2,106.0,109.0,107.0,108.0,96.0,100.0,,,,87.0,101.0,96.0,62.0,82.0,90.0,,,,0.561,,,0.018000000000000002,0.14800000000000002,0.27399999999999997,,,0.41,-1.27,-0.6,-0.09,,,94.1,88.9,78.5,,0.24,,0.291,0.259,,0.5
8,2023-05-24,718041,Single,single,False,663886,571927,Tyler Stephenson,Steven Matz,0,0,1,52961c3f-b43a-43fe-a102-4046f17cd8b8,571927.0,stevenmatz,Matz,Left,Steven Matz,3.86,3.87,105.0,102.0,95.0,100.0,0.7759999999999999,8.4,2.74,9.26,0.94,1.4,0.29100000000000004,0.37,0.146,0.31,0.446,84.2,106.0,109.0,107.0,108.0,96.0,100.0,,,,87.0,101.0,96.0,62.0,82.0,90.0,,,,0.561,,,0.018000000000000002,0.14800000000000002,0.27399999999999997,,,0.41,-1.27,-0.6,-0.09,,,94.1,88.9,78.5,,0.24,,0.291,0.259,,0.5
9,2023-05-24,718041,Single,single,False,669222,571927,Nick Senzel,Steven Matz,1,0,1,2fc55698-12bc-4de3-87de-497b16688ff0,571927.0,stevenmatz,Matz,Left,Steven Matz,3.86,3.87,105.0,102.0,95.0,100.0,0.7759999999999999,8.4,2.74,9.26,0.94,1.4,0.29100000000000004,0.37,0.146,0.31,0.446,84.2,106.0,109.0,107.0,108.0,96.0,100.0,,,,87.0,101.0,96.0,62.0,82.0,90.0,,,,0.561,,,0.018000000000000002,0.14800000000000002,0.27399999999999997,,,0.41,-1.27,-0.6,-0.09,,,94.1,88.9,78.5,,0.24,,0.291,0.259,,0.5
