,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vSI,vSL,CH_ba,SI_ba,ST_ba,FF_ba,SL_ba,KC%,wKC/C,vKC
0,2023-08-25,716852,Flyout,field_out,True,660670,657277,Ronald Acuña Jr.,Logan Webb,0,0,0,2e3ebe05-4cee-434c-a56f-fdcd2363743c,657277.0,loganwebb,Webb,Right,Logan Webb,3.25,3.63,216.0,104.0,104.0,103.0,0.81,8.08,1.29,8.38,0.83,2.94,0.187,0.465,0.14300000000000002,0.325,0.419,87.5,112.0,106.0,103.0,88.0,119.0,100.0,105.0,103.0,98.0,91.0,100.0,111.0,0.336,0.037000000000000005,0.212,0.41600000000000004,-1.37,0.31,0.11,2.18,92.6,92.3,84.3,0.225,0.313,0.208,0.226,,,,
1,2023-08-25,716852,Home Run,home_run,False,671739,657277,Michael Harris II,Logan Webb,0,0,0,d78ed968-7356-4ae8-ab63-20294ececd9b,657277.0,loganwebb,Webb,Right,Logan Webb,3.25,3.63,216.0,104.0,104.0,103.0,0.81,8.08,1.29,8.38,0.83,2.94,0.187,0.465,0.14300000000000002,0.325,0.419,87.5,112.0,106.0,103.0,88.0,119.0,100.0,105.0,103.0,98.0,91.0,100.0,111.0,0.336,0.037000000000000005,0.212,0.41600000000000004,-1.37,0.31,0.11,2.18,92.6,92.3,84.3,0.225,0.313,0.208,0.226,,,,
2,2023-08-25,716852,Lineout,field_out,True,663586,657277,Austin Riley,Logan Webb,1,1,0,0f9fba22-dc02-4f87-8ad4-990370f931e7,657277.0,loganwebb,Webb,Right,Logan Webb,3.25,3.63,216.0,104.0,104.0,103.0,0.81,8.08,1.29,8.38,0.83,2.94,0.187,0.465,0.14300000000000002,0.325,0.419,87.5,112.0,106.0,103.0,88.0,119.0,100.0,105.0,103.0,98.0,91.0,100.0,111.0,0.336,0.037000000000000005,0.212,0.41600000000000004,-1.37,0.31,0.11,2.18,92.6,92.3,84.3,0.225,0.313,0.208,0.226,,,,
3,2023-08-25,716852,Groundout,field_out,True,621566,657277,Matt Olson,Logan Webb,1,0,0,8a949859-257f-4d14-b46f-2fe0590f441e,657277.0,loganwebb,Webb,Right,Logan Webb,3.25,3.63,216.0,104.0,104.0,103.0,0.81,8.08,1.29,8.38,0.83,2.94,0.187,0.465,0.14300000000000002,0.325,0.419,87.5,112.0,106.0,103.0,88.0,119.0,100.0,105.0,103.0,98.0,91.0,100.0,111.0,0.336,0.037000000000000005,0.212,0.41600000000000004,-1.37,0.31,0.11,2.18,92.6,92.3,84.3,0.225,0.313,0.208,0.226,,,,
4,2023-08-25,716852,Groundout,field_out,True,664774,675911,LaMonte Wade Jr.,Spencer Strider,0,0,0,3a45d1e5-a9e1-4d0a-89f7-7b4bc6bab7f8,675911.0,spencerstrider,Strider,Right,Spencer Strider,3.86,3.09,186.2,104.0,125.0,112.0,0.643,13.55,2.8,7.04,1.06,0.78,0.32799999999999996,0.32299999999999995,0.142,0.354,0.43799999999999994,87.0,85.0,98.0,101.0,141.0,106.0,116.0,,,,104.0,103.0,107.0,,0.589,0.33799999999999997,0.073,0.4,,1.67,0.97,97.2,,85.6,0.122,,,0.256,0.154,,,
5,2023-08-25,716852,Flyout,field_out,True,642731,675911,Thairo Estrada,Spencer Strider,0,0,0,5310fc2c-dfb8-4d72-86a6-4e6a2261377e,675911.0,spencerstrider,Strider,Right,Spencer Strider,3.86,3.09,186.2,104.0,125.0,112.0,0.643,13.55,2.8,7.04,1.06,0.78,0.32799999999999996,0.32299999999999995,0.142,0.354,0.43799999999999994,87.0,85.0,98.0,101.0,141.0,106.0,116.0,,,,104.0,103.0,107.0,,0.589,0.33799999999999997,0.073,0.4,,1.67,0.97,97.2,,85.6,0.122,,,0.256,0.154,,,
6,2023-08-25,716852,Strikeout,strikeout,True,527038,675911,Wilmer Flores,Spencer Strider,0,0,0,687ea5f5-d87d-4fd1-b4c9-f43199084543,675911.0,spencerstrider,Strider,Right,Spencer Strider,3.86,3.09,186.2,104.0,125.0,112.0,0.643,13.55,2.8,7.04,1.06,0.78,0.32799999999999996,0.32299999999999995,0.142,0.354,0.43799999999999994,87.0,85.0,98.0,101.0,141.0,106.0,116.0,,,,104.0,103.0,107.0,,0.589,0.33799999999999997,0.073,0.4,,1.67,0.97,97.2,,85.6,0.122,,,0.256,0.154,,,
7,2023-08-25,716852,Walk,walk,False,542303,657277,Marcell Ozuna,Logan Webb,0,0,0,02802958-cea0-4707-8221-20bc45597a19,657277.0,loganwebb,Webb,Right,Logan Webb,3.25,3.63,216.0,104.0,104.0,103.0,0.81,8.08,1.29,8.38,0.83,2.94,0.187,0.465,0.14300000000000002,0.325,0.419,87.5,112.0,106.0,103.0,88.0,119.0,100.0,105.0,103.0,98.0,91.0,100.0,111.0,0.336,0.037000000000000005,0.212,0.41600000000000004,-1.37,0.31,0.11,2.18,92.6,92.3,84.3,0.225,0.313,0.208,0.226,,,,
8,2023-08-25,716852,Grounded Into DP,grounded_into_double_play,True,592696,657277,Eddie Rosario,Logan Webb,1,0,1,068d916f-ec15-480b-8787-ad5b767cf839,657277.0,loganwebb,Webb,Right,Logan Webb,3.25,3.63,216.0,104.0,104.0,103.0,0.81,8.08,1.29,8.38,0.83,2.94,0.187,0.465,0.14300000000000002,0.325,0.419,87.5,112.0,106.0,103.0,88.0,119.0,100.0,105.0,103.0,98.0,91.0,100.0,111.0,0.336,0.037000000000000005,0.212,0.41600000000000004,-1.37,0.31,0.11,2.18,92.6,92.3,84.3,0.225,0.313,0.208,0.226,,,,
9,2023-08-25,716852,Flyout,field_out,True,518595,657277,Travis d'Arnaud,Logan Webb,1,0,0,38a8650f-5dbf-4361-bad7-ea4b73c940df,657277.0,loganwebb,Webb,Right,Logan Webb,3.25,3.63,216.0,104.0,104.0,103.0,0.81,8.08,1.29,8.38,0.83,2.94,0.187,0.465,0.14300000000000002,0.325,0.419,87.5,112.0,106.0,103.0,88.0,119.0,100.0,105.0,103.0,98.0,91.0,100.0,111.0,0.336,0.037000000000000005,0.212,0.41600000000000004,-1.37,0.31,0.11,2.18,92.6,92.3,84.3,0.225,0.313,0.208,0.226,,,,
10,2023-08-25,716852,Flyout,field_out,True,592626,675911,Joc Pederson,Spencer Strider,0,0,0,c0ab24ed-0c8c-48b6-bdb1-d5120ecab95e,675911.0,spencerstrider,Strider,Right,Spencer Strider,3.86,3.09,186.2,104.0,125.0,112.0,0.643,13.55,2.8,7.04,1.06,0.78,0.32799999999999996,0.32299999999999995,0.142,0.354,0.43799999999999994,87.0,85.0,98.0,101.0,141.0,106.0,116.0,,,,104.0,103.0,107.0,,0.589,0.33799999999999997,0.073,0.4,,1.67,0.97,97.2,,85.6,0.122,,,0.256,0.154,,,
11,2023-08-25,716852,Strikeout,strikeout,True,666165,675911,Blake Sabol,Spencer Strider,0,0,0,b836d980-968e-45d1-91f2-682e20629c53,675911.0,spencerstrider,Strider,Right,Spencer Strider,3.86,3.09,186.2,104.0,125.0,112.0,0.643,13.55,2.8,7.04,1.06,0.78,0.32799999999999996,0.32299999999999995,0.142,0.354,0.43799999999999994,87.0,85.0,98.0,101.0,141.0,106.0,116.0,,,,104.0,103.0,107.0,,0.589,0.33799999999999997,0.073,0.4,,1.67,0.97,97.2,,85.6,0.122,,,0.256,0.154,,,
12,2023-08-25,716852,Groundout,field_out,True,605204,675911,J.D. Davis,Spencer Strider,1,0,0,6a32f477-d61a-4535-82f8-782642d891ca,675911.0,spencerstrider,Strider,Right,Spencer Strider,3.86,3.09,186.2,104.0,125.0,112.0,0.643,13.55,2.8,7.04,1.06,0.78,0.32799999999999996,0.32299999999999995,0.142,0.354,0.43799999999999994,87.0,85.0,98.0,101.0,141.0,106.0,116.0,,,,104.0,103.0,107.0,,0.589,0.33799999999999997,0.073,0.4,,1.67,0.97,97.2,,85.6,0.122,,,0.256,0.154,,,
13,2023-08-25,716852,Groundout,field_out,True,606115,657277,Orlando Arcia,Logan Webb,1,0,0,c30eaca6-0439-4428-ad2b-df34bc92ede6,657277.0,loganwebb,Webb,Right,Logan Webb,3.25,3.63,216.0,104.0,104.0,103.0,0.81,8.08,1.29,8.38,0.83,2.94,0.187,0.465,0.14300000000000002,0.325,0.419,87.5,112.0,106.0,103.0,88.0,119.0,100.0,105.0,103.0,98.0,91.0,100.0,111.0,0.336,0.037000000000000005,0.212,0.41600000000000004,-1.37,0.31,0.11,2.18,92.6,92.3,84.3,0.225,0.313,0.208,0.226,,,,
14,2023-08-25,716852,Groundout,field_out,True,670032,657277,Nicky Lopez,Logan Webb,0,0,0,aa05d2dc-2187-4970-a76a-7238f25e4ab8,657277.0,loganwebb,Webb,Right,Logan Webb,3.25,3.63,216.0,104.0,104.0,103.0,0.81,8.08,1.29,8.38,0.83,2.94,0.187,0.465,0.14300000000000002,0.325,0.419,87.5,112.0,106.0,103.0,88.0,119.0,100.0,105.0,103.0,98.0,91.0,100.0,111.0,0.336,0.037000000000000005,0.212,0.41600000000000004,-1.37,0.31,0.11,2.18,92.6,92.3,84.3,0.225,0.313,0.208,0.226,,,,
15,2023-08-25,716852,Groundout,field_out,True,660670,657277,Ronald Acuña Jr.,Logan Webb,0,0,0,83ed3988-5c79-4f57-a07a-ea52c0813a5c,657277.0,loganwebb,Webb,Right,Logan Webb,3.25,3.63,216.0,104.0,104.0,103.0,0.81,8.08,1.29,8.38,0.83,2.94,0.187,0.465,0.14300000000000002,0.325,0.419,87.5,112.0,106.0,103.0,88.0,119.0,100.0,105.0,103.0,98.0,91.0,100.0,111.0,0.336,0.037000000000000005,0.212,0.41600000000000004,-1.37,0.31,0.11,2.18,92.6,92.3,84.3,0.225,0.313,0.208,0.226,,,,
16,2023-08-25,716852,Strikeout,strikeout,True,657557,675911,Paul DeJong,Spencer Strider,0,0,0,86935923-056b-405f-9e0f-21af98d9b3f1,675911.0,spencerstrider,Strider,Right,Spencer Strider,3.86,3.09,186.2,104.0,125.0,112.0,0.643,13.55,2.8,7.04,1.06,0.78,0.32799999999999996,0.32299999999999995,0.142,0.354,0.43799999999999994,87.0,85.0,98.0,101.0,141.0,106.0,116.0,,,,104.0,103.0,107.0,,0.589,0.33799999999999997,0.073,0.4,,1.67,0.97,97.2,,85.6,0.122,,,0.256,0.154,,,
