,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,KC%,wFA/C,wFS/C,wSI/C,wSL/C,wKC/C,vFA,vFS,vSI,vSL,vKC,FS_ba,SI_ba,CU_ba,SL_ba,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,CU%,CH%,wCU/C,wCH/C,vCU,FF_ba,CH_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba
0,2023-06-03,717916,Groundout,field_out,True,624428,502171,Adam Frazier,Alex Cobb,0,0,0,e1a24664-e4f6-424e-8f90-211a305a78b5,502171.0,alexcobb,Cobb,Right,Alex Cobb,3.87,4.73,151.1,102.0,91.0,100.0,0.8079999999999999,7.79,2.2,9.69,1.13,2.6,0.21600000000000003,0.43,0.142,0.35600000000000004,0.39899999999999997,61.0,79.0,76.0,92.0,103.0,96.0,113.0,111.0,115.0,115.0,95.0,103.0,78.0,103.0,103.0,0.397,0.003,0.38799999999999996,0.051,0.162,-3.47,0.2,0.33,-1.31,-1.38,95.8,89.5,94.5,86.2,83.6,0.239,0.28,0.379,0.333,,,,,,,,,,,,,,,,,,,,,
1,2023-06-03,717916,Single,single,False,668939,502171,Adley Rutschman,Alex Cobb,1,0,0,917e00df-fd3f-4139-94ab-073aae417ff7,502171.0,alexcobb,Cobb,Right,Alex Cobb,3.87,4.73,151.1,102.0,91.0,100.0,0.8079999999999999,7.79,2.2,9.69,1.13,2.6,0.21600000000000003,0.43,0.142,0.35600000000000004,0.39899999999999997,61.0,79.0,76.0,92.0,103.0,96.0,113.0,111.0,115.0,115.0,95.0,103.0,78.0,103.0,103.0,0.397,0.003,0.38799999999999996,0.051,0.162,-3.47,0.2,0.33,-1.31,-1.38,95.8,89.5,94.5,86.2,83.6,0.239,0.28,0.379,0.333,,,,,,,,,,,,,,,,,,,,,
2,2023-06-03,717916,Grounded Into DP,grounded_into_double_play,True,623993,502171,Anthony Santander,Alex Cobb,1,0,1,061663b2-3573-4908-bd84-965b4fca843b,502171.0,alexcobb,Cobb,Right,Alex Cobb,3.87,4.73,151.1,102.0,91.0,100.0,0.8079999999999999,7.79,2.2,9.69,1.13,2.6,0.21600000000000003,0.43,0.142,0.35600000000000004,0.39899999999999997,61.0,79.0,76.0,92.0,103.0,96.0,113.0,111.0,115.0,115.0,95.0,103.0,78.0,103.0,103.0,0.397,0.003,0.38799999999999996,0.051,0.162,-3.47,0.2,0.33,-1.31,-1.38,95.8,89.5,94.5,86.2,83.6,0.239,0.28,0.379,0.333,,,,,,,,,,,,,,,,,,,,,
3,2023-06-03,717916,Walk,walk,False,664774,680694,LaMonte Wade Jr.,Kyle Bradish,1,0,0,74b197e2-f853-4261-9082-18cb1279a3ab,680694.0,kylebradish,Bradish,Right,Kyle Bradish,2.83,3.77,168.2,103.0,126.0,105.0,0.759,8.96,2.35,7.04,0.75,1.61,0.258,0.336,0.11599999999999999,0.26899999999999996,0.43200000000000005,101.0,96.0,96.0,88.0,104.0,98.0,171.0,105.0,116.0,,,,,,,0.207,0.22399999999999998,,0.313,,-1.0,,1.53,1.77,,94.5,,95.0,88.1,,,0.23,0.142,0.168,90.8,97.0,100.0,98.0,135.0,105.0,109.0,0.17300000000000001,0.083,3.99,-0.36,84.8,0.366,0.259,,,,,,,
4,2023-06-03,717916,Flyout,field_out,True,605204,680694,J.D. Davis,Kyle Bradish,1,0,0,ab2ce8f8-1ef8-4a28-aafc-54da9b0c7db8,680694.0,kylebradish,Bradish,Right,Kyle Bradish,2.83,3.77,168.2,103.0,126.0,105.0,0.759,8.96,2.35,7.04,0.75,1.61,0.258,0.336,0.11599999999999999,0.26899999999999996,0.43200000000000005,101.0,96.0,96.0,88.0,104.0,98.0,171.0,105.0,116.0,,,,,,,0.207,0.22399999999999998,,0.313,,-1.0,,1.53,1.77,,94.5,,95.0,88.1,,,0.23,0.142,0.168,90.8,97.0,100.0,98.0,135.0,105.0,109.0,0.17300000000000001,0.083,3.99,-0.36,84.8,0.366,0.259,,,,,,,
5,2023-06-03,717916,Strikeout,strikeout,True,573262,680694,Mike Yastrzemski,Kyle Bradish,0,0,0,a2b2297c-2787-4c60-868a-32d56b79d0e4,680694.0,kylebradish,Bradish,Right,Kyle Bradish,2.83,3.77,168.2,103.0,126.0,105.0,0.759,8.96,2.35,7.04,0.75,1.61,0.258,0.336,0.11599999999999999,0.26899999999999996,0.43200000000000005,101.0,96.0,96.0,88.0,104.0,98.0,171.0,105.0,116.0,,,,,,,0.207,0.22399999999999998,,0.313,,-1.0,,1.53,1.77,,94.5,,95.0,88.1,,,0.23,0.142,0.168,90.8,97.0,100.0,98.0,135.0,105.0,109.0,0.17300000000000001,0.083,3.99,-0.36,84.8,0.366,0.259,,,,,,,
6,2023-06-03,717916,Double,double,False,527038,680694,Wilmer Flores,Kyle Bradish,0,0,1,b4d9d187-e809-4731-8541-e117371b89aa,680694.0,kylebradish,Bradish,Right,Kyle Bradish,2.83,3.77,168.2,103.0,126.0,105.0,0.759,8.96,2.35,7.04,0.75,1.61,0.258,0.336,0.11599999999999999,0.26899999999999996,0.43200000000000005,101.0,96.0,96.0,88.0,104.0,98.0,171.0,105.0,116.0,,,,,,,0.207,0.22399999999999998,,0.313,,-1.0,,1.53,1.77,,94.5,,95.0,88.1,,,0.23,0.142,0.168,90.8,97.0,100.0,98.0,135.0,105.0,109.0,0.17300000000000001,0.083,3.99,-0.36,84.8,0.366,0.259,,,,,,,
7,2023-06-03,717916,Lineout,field_out,True,666165,680694,Blake Sabol,Kyle Bradish,0,0,0,c7f96b28-30ce-442c-b52b-7702672eef47,680694.0,kylebradish,Bradish,Right,Kyle Bradish,2.83,3.77,168.2,103.0,126.0,105.0,0.759,8.96,2.35,7.04,0.75,1.61,0.258,0.336,0.11599999999999999,0.26899999999999996,0.43200000000000005,101.0,96.0,96.0,88.0,104.0,98.0,171.0,105.0,116.0,,,,,,,0.207,0.22399999999999998,,0.313,,-1.0,,1.53,1.77,,94.5,,95.0,88.1,,,0.23,0.142,0.168,90.8,97.0,100.0,98.0,135.0,105.0,109.0,0.17300000000000001,0.083,3.99,-0.36,84.8,0.366,0.259,,,,,,,
8,2023-06-03,717916,Strikeout,strikeout,True,669720,502171,Austin Hays,Alex Cobb,0,0,0,0f1415ad-150f-4517-9389-df2df135d1a4,502171.0,alexcobb,Cobb,Right,Alex Cobb,3.87,4.73,151.1,102.0,91.0,100.0,0.8079999999999999,7.79,2.2,9.69,1.13,2.6,0.21600000000000003,0.43,0.142,0.35600000000000004,0.39899999999999997,61.0,79.0,76.0,92.0,103.0,96.0,113.0,111.0,115.0,115.0,95.0,103.0,78.0,103.0,103.0,0.397,0.003,0.38799999999999996,0.051,0.162,-3.47,0.2,0.33,-1.31,-1.38,95.8,89.5,94.5,86.2,83.6,0.239,0.28,0.379,0.333,,,,,,,,,,,,,,,,,,,,,
9,2023-06-03,717916,Strikeout,strikeout,True,683002,502171,Gunnar Henderson,Alex Cobb,0,0,0,adb78dd5-7670-46ba-80d2-9331ce880e36,502171.0,alexcobb,Cobb,Right,Alex Cobb,3.87,4.73,151.1,102.0,91.0,100.0,0.8079999999999999,7.79,2.2,9.69,1.13,2.6,0.21600000000000003,0.43,0.142,0.35600000000000004,0.39899999999999997,61.0,79.0,76.0,92.0,103.0,96.0,113.0,111.0,115.0,115.0,95.0,103.0,78.0,103.0,103.0,0.397,0.003,0.38799999999999996,0.051,0.162,-3.47,0.2,0.33,-1.31,-1.38,95.8,89.5,94.5,86.2,83.6,0.239,0.28,0.379,0.333,,,,,,,,,,,,,,,,,,,,,
