,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vSI,vSL,vCU,SL_ba,FF_ba,CU_ba,SI_ba,CH_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,ST_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS
0,2023-07-01,717540,Walk,walk,False,592885,670912,Christian Yelich,Johan Oviedo,1,0,0,04634b4a-f7b3-4705-a6fe-9625af5d4293,670912.0,johanoviedo,Oviedo,Right,Johan Oviedo,4.31,4.61,177.2,95.0,91.0,95.0,0.759,8.0,4.2,8.16,0.96,1.24,0.23399999999999999,0.408,0.16399999999999998,0.316,0.41100000000000003,88.1,75.0,84.0,82.0,87.0,97.0,101.0,83.0,93.0,87.0,100.0,93.0,92.0,103.0,98.0,104.0,0.05,0.392,0.36700000000000005,0.149,0.040999999999999995,-1.25,0.93,0.8,0.82,-0.07,95.8,95.7,88.2,80.9,0.21,0.277,0.193,0.276,0.25,,,,,,,,,,,,,,
1,2023-07-01,717540,Flyout,field_out,True,608385,670912,Jesse Winker,Johan Oviedo,0,0,0,c2400b66-c96c-4f87-91f1-121500824775,670912.0,johanoviedo,Oviedo,Right,Johan Oviedo,4.31,4.61,177.2,95.0,91.0,95.0,0.759,8.0,4.2,8.16,0.96,1.24,0.23399999999999999,0.408,0.16399999999999998,0.316,0.41100000000000003,88.1,75.0,84.0,82.0,87.0,97.0,101.0,83.0,93.0,87.0,100.0,93.0,92.0,103.0,98.0,104.0,0.05,0.392,0.36700000000000005,0.149,0.040999999999999995,-1.25,0.93,0.8,0.82,-0.07,95.8,95.7,88.2,80.9,0.21,0.277,0.193,0.276,0.25,,,,,,,,,,,,,,
2,2023-07-01,717540,Single,single,False,642715,670912,Willy Adames,Johan Oviedo,0,0,1,30f09ef4-8810-4a4f-b949-c506eb641a80,670912.0,johanoviedo,Oviedo,Right,Johan Oviedo,4.31,4.61,177.2,95.0,91.0,95.0,0.759,8.0,4.2,8.16,0.96,1.24,0.23399999999999999,0.408,0.16399999999999998,0.316,0.41100000000000003,88.1,75.0,84.0,82.0,87.0,97.0,101.0,83.0,93.0,87.0,100.0,93.0,92.0,103.0,98.0,104.0,0.05,0.392,0.36700000000000005,0.149,0.040999999999999995,-1.25,0.93,0.8,0.82,-0.07,95.8,95.7,88.2,80.9,0.21,0.277,0.193,0.276,0.25,,,,,,,,,,,,,,
3,2023-07-01,717540,Sac Fly,sac_fly,True,642133,670912,Rowdy Tellez,Johan Oviedo,1,0,1,0338e32f-3fa2-4cb6-8c2f-79cce11c4a30,670912.0,johanoviedo,Oviedo,Right,Johan Oviedo,4.31,4.61,177.2,95.0,91.0,95.0,0.759,8.0,4.2,8.16,0.96,1.24,0.23399999999999999,0.408,0.16399999999999998,0.316,0.41100000000000003,88.1,75.0,84.0,82.0,87.0,97.0,101.0,83.0,93.0,87.0,100.0,93.0,92.0,103.0,98.0,104.0,0.05,0.392,0.36700000000000005,0.149,0.040999999999999995,-1.25,0.93,0.8,0.82,-0.07,95.8,95.7,88.2,80.9,0.21,0.277,0.193,0.276,0.25,,,,,,,,,,,,,,
4,2023-07-01,717540,Groundout,field_out,True,605170,670912,Victor Caratini,Johan Oviedo,0,0,0,f22de6f6-29e3-47fb-81dd-303aee207eba,670912.0,johanoviedo,Oviedo,Right,Johan Oviedo,4.31,4.61,177.2,95.0,91.0,95.0,0.759,8.0,4.2,8.16,0.96,1.24,0.23399999999999999,0.408,0.16399999999999998,0.316,0.41100000000000003,88.1,75.0,84.0,82.0,87.0,97.0,101.0,83.0,93.0,87.0,100.0,93.0,92.0,103.0,98.0,104.0,0.05,0.392,0.36700000000000005,0.149,0.040999999999999995,-1.25,0.93,0.8,0.82,-0.07,95.8,95.7,88.2,80.9,0.21,0.277,0.193,0.276,0.25,,,,,,,,,,,,,,
5,2023-07-01,717540,Lineout,field_out,True,641943,669203,Joshua Palacios,Corbin Burnes,1,0,0,55bfde0c-64fc-4b3c-9f8a-ab737c7cf231,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,3.39,3.38,193.2,102.0,127.0,107.0,0.736,9.29,3.07,6.55,1.02,1.3,0.21,0.45899999999999996,0.19,0.29,0.38,89.3,82.0,105.0,112.0,160.0,104.0,113.0,,,,103.0,97.0,90.0,144.0,110.0,127.0,0.077,,0.085,0.171,0.11199999999999999,,-2.42,1.12,1.35,1.07,,95.3,86.0,79.8,0.159,,0.133,0.291,0.204,127.0,101.0,103.0,0.5539999999999999,1.51,94.4,0.209,,,,,,,
6,2023-07-01,717540,Lineout,field_out,True,457705,669203,Andrew McCutchen,Corbin Burnes,0,0,0,5fdac1ff-4984-4df4-8c61-3deeac8f081f,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,3.39,3.38,193.2,102.0,127.0,107.0,0.736,9.29,3.07,6.55,1.02,1.3,0.21,0.45899999999999996,0.19,0.29,0.38,89.3,82.0,105.0,112.0,160.0,104.0,113.0,,,,103.0,97.0,90.0,144.0,110.0,127.0,0.077,,0.085,0.171,0.11199999999999999,,-2.42,1.12,1.35,1.07,,95.3,86.0,79.8,0.159,,0.133,0.291,0.204,127.0,101.0,103.0,0.5539999999999999,1.51,94.4,0.209,,,,,,,
7,2023-07-01,717540,Strikeout,strikeout,True,669261,669203,Jack Suwinski,Corbin Burnes,0,0,0,33650297-71a8-4445-ad97-a8aa73e03d98,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,3.39,3.38,193.2,102.0,127.0,107.0,0.736,9.29,3.07,6.55,1.02,1.3,0.21,0.45899999999999996,0.19,0.29,0.38,89.3,82.0,105.0,112.0,160.0,104.0,113.0,,,,103.0,97.0,90.0,144.0,110.0,127.0,0.077,,0.085,0.171,0.11199999999999999,,-2.42,1.12,1.35,1.07,,95.3,86.0,79.8,0.159,,0.133,0.291,0.204,127.0,101.0,103.0,0.5539999999999999,1.51,94.4,0.209,,,,,,,
8,2023-07-01,717540,Single,single,False,605119,670912,Brian Anderson,Johan Oviedo,1,0,0,f0333bef-3d73-4156-ab80-bd4360986a16,670912.0,johanoviedo,Oviedo,Right,Johan Oviedo,4.31,4.61,177.2,95.0,91.0,95.0,0.759,8.0,4.2,8.16,0.96,1.24,0.23399999999999999,0.408,0.16399999999999998,0.316,0.41100000000000003,88.1,75.0,84.0,82.0,87.0,97.0,101.0,83.0,93.0,87.0,100.0,93.0,92.0,103.0,98.0,104.0,0.05,0.392,0.36700000000000005,0.149,0.040999999999999995,-1.25,0.93,0.8,0.82,-0.07,95.8,95.7,88.2,80.9,0.21,0.277,0.193,0.276,0.25,,,,,,,,,,,,,,
9,2023-07-01,717540,Single,single,False,668930,670912,Brice Turang,Johan Oviedo,0,0,1,7e185a32-7e55-4ca9-832e-2ca9fabd7274,670912.0,johanoviedo,Oviedo,Right,Johan Oviedo,4.31,4.61,177.2,95.0,91.0,95.0,0.759,8.0,4.2,8.16,0.96,1.24,0.23399999999999999,0.408,0.16399999999999998,0.316,0.41100000000000003,88.1,75.0,84.0,82.0,87.0,97.0,101.0,83.0,93.0,87.0,100.0,93.0,92.0,103.0,98.0,104.0,0.05,0.392,0.36700000000000005,0.149,0.040999999999999995,-1.25,0.93,0.8,0.82,-0.07,95.8,95.7,88.2,80.9,0.21,0.277,0.193,0.276,0.25,,,,,,,,,,,,,,
