,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,SI%,FA%,SL%,KC%,CH%,wFA/C,wSI/C,wSL/C,wKC/C,wCH/C,vFA,vSI,vSL,vKC,FF_ba,SL_ba,CH_ba,CU_ba,SI_ba,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba
10,2023-05-23,718051,Forceout,force_out,True,516416,596295,Jean Segura,Austin Gomber,0,0,1,e087e5c6-b764-4bc4-883d-279877411dd6,596295.0,austingomber,Gomber,Left,Austin Gomber,5.5,5.74,139.0,99.0,78.0,94.0,0.8290000000000001,5.63,2.78,10.62,1.68,1.1,0.213,0.44299999999999995,0.151,0.389,0.46299999999999997,81.6,73.0,100.0,98.0,68.0,97.0,85.0,66.0,7.0,2.0,93.0,98.0,102.0,90.0,103.0,104.0,0.012,0.439,0.201,0.168,0.18100000000000002,-1.99,-5.34,0.96,-0.75,-0.07,90.6,90.8,84.8,77.6,0.344,0.275,0.296,0.226,0.4,,,,,,,,,,,,,,,,,,,,
11,2023-05-23,718051,Flyout,field_out,True,663743,596295,Nick Fortes,Austin Gomber,0,0,0,8c4caf00-ebff-4e19-9ae0-36d97534c613,596295.0,austingomber,Gomber,Left,Austin Gomber,5.5,5.74,139.0,99.0,78.0,94.0,0.8290000000000001,5.63,2.78,10.62,1.68,1.1,0.213,0.44299999999999995,0.151,0.389,0.46299999999999997,81.6,73.0,100.0,98.0,68.0,97.0,85.0,66.0,7.0,2.0,93.0,98.0,102.0,90.0,103.0,104.0,0.012,0.439,0.201,0.168,0.18100000000000002,-1.99,-5.34,0.96,-0.75,-0.07,90.6,90.8,84.8,77.6,0.344,0.275,0.296,0.226,0.4,,,,,,,,,,,,,,,,,,,,
12,2023-05-23,718051,Walk,walk,False,641857,691587,Ryan McMahon,Eury Pérez,1,0,0,21c17958-3133-406d-b1c7-a79822b29eeb,691587.0,euryperez,"Pérez, Eu",Right,Eury Pérez,3.15,3.61,91.1,98.0,110.0,105.0,0.685,10.64,3.05,7.09,1.48,0.46,0.20600000000000002,0.46399999999999997,0.159,0.391,0.40700000000000003,89.7,86.0,85.0,82.0,128.0,100.0,109.0,,,,101.0,102.0,107.0,,,,,0.45399999999999996,0.308,,0.098,-0.47,,0.99,,0.99,97.5,,86.4,,0.289,0.183,0.045,0.098,,91.0,95.0,99.0,0.14,1.89,81.2,,,,,,,,,,,,,,
13,2023-05-23,718051,Strikeout,strikeout,True,605612,691587,Harold Castro,Eury Pérez,0,0,0,6784ebb4-1c6b-49bf-8c56-85712a8aff09,691587.0,euryperez,"Pérez, Eu",Right,Eury Pérez,3.15,3.61,91.1,98.0,110.0,105.0,0.685,10.64,3.05,7.09,1.48,0.46,0.20600000000000002,0.46399999999999997,0.159,0.391,0.40700000000000003,89.7,86.0,85.0,82.0,128.0,100.0,109.0,,,,101.0,102.0,107.0,,,,,0.45399999999999996,0.308,,0.098,-0.47,,0.99,,0.99,97.5,,86.4,,0.289,0.183,0.045,0.098,,91.0,95.0,99.0,0.14,1.89,81.2,,,,,,,,,,,,,,
14,2023-05-23,718051,Grounded Into DP,grounded_into_double_play,True,686668,691587,Brenton Doyle,Eury Pérez,1,0,1,9aee50ba-9bef-4749-a94b-29cf13772420,691587.0,euryperez,"Pérez, Eu",Right,Eury Pérez,3.15,3.61,91.1,98.0,110.0,105.0,0.685,10.64,3.05,7.09,1.48,0.46,0.20600000000000002,0.46399999999999997,0.159,0.391,0.40700000000000003,89.7,86.0,85.0,82.0,128.0,100.0,109.0,,,,101.0,102.0,107.0,,,,,0.45399999999999996,0.308,,0.098,-0.47,,0.99,,0.99,97.5,,86.4,,0.289,0.183,0.045,0.098,,91.0,95.0,99.0,0.14,1.89,81.2,,,,,,,,,,,,,,
15,2023-05-23,718051,Flyout,field_out,True,641658,596295,Garrett Hampson,Austin Gomber,0,0,0,2d59617e-fec2-4ce8-b042-3089d82a4aee,596295.0,austingomber,Gomber,Left,Austin Gomber,5.5,5.74,139.0,99.0,78.0,94.0,0.8290000000000001,5.63,2.78,10.62,1.68,1.1,0.213,0.44299999999999995,0.151,0.389,0.46299999999999997,81.6,73.0,100.0,98.0,68.0,97.0,85.0,66.0,7.0,2.0,93.0,98.0,102.0,90.0,103.0,104.0,0.012,0.439,0.201,0.168,0.18100000000000002,-1.99,-5.34,0.96,-0.75,-0.07,90.6,90.8,84.8,77.6,0.344,0.275,0.296,0.226,0.4,,,,,,,,,,,,,,,,,,,,
16,2023-05-23,718051,Groundout,field_out,True,542932,596295,Jon Berti,Austin Gomber,0,0,0,27768aab-34b0-4237-92c6-5a059e59894a,596295.0,austingomber,Gomber,Left,Austin Gomber,5.5,5.74,139.0,99.0,78.0,94.0,0.8290000000000001,5.63,2.78,10.62,1.68,1.1,0.213,0.44299999999999995,0.151,0.389,0.46299999999999997,81.6,73.0,100.0,98.0,68.0,97.0,85.0,66.0,7.0,2.0,93.0,98.0,102.0,90.0,103.0,104.0,0.012,0.439,0.201,0.168,0.18100000000000002,-1.99,-5.34,0.96,-0.75,-0.07,90.6,90.8,84.8,77.6,0.344,0.275,0.296,0.226,0.4,,,,,,,,,,,,,,,,,,,,
17,2023-05-23,718051,Groundout,field_out,True,624585,596295,Jorge Soler,Austin Gomber,1,1,0,d66133af-e665-490b-975c-e833a6095d9a,596295.0,austingomber,Gomber,Left,Austin Gomber,5.5,5.74,139.0,99.0,78.0,94.0,0.8290000000000001,5.63,2.78,10.62,1.68,1.1,0.213,0.44299999999999995,0.151,0.389,0.46299999999999997,81.6,73.0,100.0,98.0,68.0,97.0,85.0,66.0,7.0,2.0,93.0,98.0,102.0,90.0,103.0,104.0,0.012,0.439,0.201,0.168,0.18100000000000002,-1.99,-5.34,0.96,-0.75,-0.07,90.6,90.8,84.8,77.6,0.344,0.275,0.296,0.226,0.4,,,,,,,,,,,,,,,,,,,,
18,2023-05-23,718051,Strikeout,strikeout,True,669911,691587,Michael Toglia,Eury Pérez,0,0,0,e3b9e133-7966-482a-80b5-6141e8888e90,691587.0,euryperez,"Pérez, Eu",Right,Eury Pérez,3.15,3.61,91.1,98.0,110.0,105.0,0.685,10.64,3.05,7.09,1.48,0.46,0.20600000000000002,0.46399999999999997,0.159,0.391,0.40700000000000003,89.7,86.0,85.0,82.0,128.0,100.0,109.0,,,,101.0,102.0,107.0,,,,,0.45399999999999996,0.308,,0.098,-0.47,,0.99,,0.99,97.5,,86.4,,0.289,0.183,0.045,0.098,,91.0,95.0,99.0,0.14,1.89,81.2,,,,,,,,,,,,,,
19,2023-05-23,718051,Double,double,False,678662,691587,Ezequiel Tovar,Eury Pérez,1,0,0,44482610-e230-4393-a77a-592f3d2b7466,691587.0,euryperez,"Pérez, Eu",Right,Eury Pérez,3.15,3.61,91.1,98.0,110.0,105.0,0.685,10.64,3.05,7.09,1.48,0.46,0.20600000000000002,0.46399999999999997,0.159,0.391,0.40700000000000003,89.7,86.0,85.0,82.0,128.0,100.0,109.0,,,,101.0,102.0,107.0,,,,,0.45399999999999996,0.308,,0.098,-0.47,,0.99,,0.99,97.5,,86.4,,0.289,0.183,0.045,0.098,,91.0,95.0,99.0,0.14,1.89,81.2,,,,,,,,,,,,,,
20,2023-05-23,718051,Groundout,field_out,True,453568,691587,Charlie Blackmon,Eury Pérez,0,0,1,edd64233-499b-4dd3-a5a7-89a702d24b98,691587.0,euryperez,"Pérez, Eu",Right,Eury Pérez,3.15,3.61,91.1,98.0,110.0,105.0,0.685,10.64,3.05,7.09,1.48,0.46,0.20600000000000002,0.46399999999999997,0.159,0.391,0.40700000000000003,89.7,86.0,85.0,82.0,128.0,100.0,109.0,,,,101.0,102.0,107.0,,,,,0.45399999999999996,0.308,,0.098,-0.47,,0.99,,0.99,97.5,,86.4,,0.289,0.183,0.045,0.098,,91.0,95.0,99.0,0.14,1.89,81.2,,,,,,,,,,,,,,
21,2023-05-23,718051,Lineout,field_out,True,595777,691587,Jurickson Profar,Eury Pérez,0,0,0,e2c97a17-8de2-4b3c-80f1-64a935df4dd6,691587.0,euryperez,"Pérez, Eu",Right,Eury Pérez,3.15,3.61,91.1,98.0,110.0,105.0,0.685,10.64,3.05,7.09,1.48,0.46,0.20600000000000002,0.46399999999999997,0.159,0.391,0.40700000000000003,89.7,86.0,85.0,82.0,128.0,100.0,109.0,,,,101.0,102.0,107.0,,,,,0.45399999999999996,0.308,,0.098,-0.47,,0.99,,0.99,97.5,,86.4,,0.289,0.183,0.045,0.098,,91.0,95.0,99.0,0.14,1.89,81.2,,,,,,,,,,,,,,
22,2023-05-23,718051,Lineout,field_out,True,650333,596295,Luis Arraez,Austin Gomber,1,0,0,210e47a6-899f-4816-9063-54ac15181099,596295.0,austingomber,Gomber,Left,Austin Gomber,5.5,5.74,139.0,99.0,78.0,94.0,0.8290000000000001,5.63,2.78,10.62,1.68,1.1,0.213,0.44299999999999995,0.151,0.389,0.46299999999999997,81.6,73.0,100.0,98.0,68.0,97.0,85.0,66.0,7.0,2.0,93.0,98.0,102.0,90.0,103.0,104.0,0.012,0.439,0.201,0.168,0.18100000000000002,-1.99,-5.34,0.96,-0.75,-0.07,90.6,90.8,84.8,77.6,0.344,0.275,0.296,0.226,0.4,,,,,,,,,,,,,,,,,,,,
23,2023-05-23,718051,Strikeout,strikeout,True,643265,596295,Garrett Cooper,Austin Gomber,0,0,0,fd91aaad-5f26-4740-ae0f-cb34ff62427b,596295.0,austingomber,Gomber,Left,Austin Gomber,5.5,5.74,139.0,99.0,78.0,94.0,0.8290000000000001,5.63,2.78,10.62,1.68,1.1,0.213,0.44299999999999995,0.151,0.389,0.46299999999999997,81.6,73.0,100.0,98.0,68.0,97.0,85.0,66.0,7.0,2.0,93.0,98.0,102.0,90.0,103.0,104.0,0.012,0.439,0.201,0.168,0.18100000000000002,-1.99,-5.34,0.96,-0.75,-0.07,90.6,90.8,84.8,77.6,0.344,0.275,0.296,0.226,0.4,,,,,,,,,,,,,,,,,,,,
24,2023-05-23,718051,Flyout,field_out,True,650559,596295,Bryan De La Cruz,Austin Gomber,1,1,0,0e1d22d0-27ee-4c18-bba7-46a87f5bd829,596295.0,austingomber,Gomber,Left,Austin Gomber,5.5,5.74,139.0,99.0,78.0,94.0,0.8290000000000001,5.63,2.78,10.62,1.68,1.1,0.213,0.44299999999999995,0.151,0.389,0.46299999999999997,81.6,73.0,100.0,98.0,68.0,97.0,85.0,66.0,7.0,2.0,93.0,98.0,102.0,90.0,103.0,104.0,0.012,0.439,0.201,0.168,0.18100000000000002,-1.99,-5.34,0.96,-0.75,-0.07,90.6,90.8,84.8,77.6,0.344,0.275,0.296,0.226,0.4,,,,,,,,,,,,,,,,,,,,
25,2023-05-23,718051,Flyout,field_out,True,553869,691587,Elias Díaz,Eury Pérez,0,0,0,2ff104e4-96bc-464d-9a18-a2e3d901a38e,691587.0,euryperez,"Pérez, Eu",Right,Eury Pérez,3.15,3.61,91.1,98.0,110.0,105.0,0.685,10.64,3.05,7.09,1.48,0.46,0.20600000000000002,0.46399999999999997,0.159,0.391,0.40700000000000003,89.7,86.0,85.0,82.0,128.0,100.0,109.0,,,,101.0,102.0,107.0,,,,,0.45399999999999996,0.308,,0.098,-0.47,,0.99,,0.99,97.5,,86.4,,0.289,0.183,0.045,0.098,,91.0,95.0,99.0,0.14,1.89,81.2,,,,,,,,,,,,,,
26,2023-05-23,718051,Field Error,field_error,False,545341,691587,Randal Grichuk,Eury Pérez,1,0,1,ef475f9c-79c3-439b-b2eb-cd96f688b59b,691587.0,euryperez,"Pérez, Eu",Right,Eury Pérez,3.15,3.61,91.1,98.0,110.0,105.0,0.685,10.64,3.05,7.09,1.48,0.46,0.20600000000000002,0.46399999999999997,0.159,0.391,0.40700000000000003,89.7,86.0,85.0,82.0,128.0,100.0,109.0,,,,101.0,102.0,107.0,,,,,0.45399999999999996,0.308,,0.098,-0.47,,0.99,,0.99,97.5,,86.4,,0.289,0.183,0.045,0.098,,91.0,95.0,99.0,0.14,1.89,81.2,,,,,,,,,,,,,,
27,2023-05-23,718051,Flyout,field_out,True,641857,691587,Ryan McMahon,Eury Pérez,0,0,0,61bf045f-c3bb-4561-b75b-8deccd6baa62,691587.0,euryperez,"Pérez, Eu",Right,Eury Pérez,3.15,3.61,91.1,98.0,110.0,105.0,0.685,10.64,3.05,7.09,1.48,0.46,0.20600000000000002,0.46399999999999997,0.159,0.391,0.40700000000000003,89.7,86.0,85.0,82.0,128.0,100.0,109.0,,,,101.0,102.0,107.0,,,,,0.45399999999999996,0.308,,0.098,-0.47,,0.99,,0.99,97.5,,86.4,,0.289,0.183,0.045,0.098,,91.0,95.0,99.0,0.14,1.89,81.2,,,,,,,,,,,,,,
28,2023-05-23,718051,Single,single,False,605612,691587,Harold Castro,Eury Pérez,0,0,1,0abb906b-ece0-4041-b09d-de6f7376f158,691587.0,euryperez,"Pérez, Eu",Right,Eury Pérez,3.15,3.61,91.1,98.0,110.0,105.0,0.685,10.64,3.05,7.09,1.48,0.46,0.20600000000000002,0.46399999999999997,0.159,0.391,0.40700000000000003,89.7,86.0,85.0,82.0,128.0,100.0,109.0,,,,101.0,102.0,107.0,,,,,0.45399999999999996,0.308,,0.098,-0.47,,0.99,,0.99,97.5,,86.4,,0.289,0.183,0.045,0.098,,91.0,95.0,99.0,0.14,1.89,81.2,,,,,,,,,,,,,,
29,2023-05-23,718051,Groundout,field_out,True,686668,691587,Brenton Doyle,Eury Pérez,0,0,0,51074d57-c485-4970-93dc-03a8e2660946,691587.0,euryperez,"Pérez, Eu",Right,Eury Pérez,3.15,3.61,91.1,98.0,110.0,105.0,0.685,10.64,3.05,7.09,1.48,0.46,0.20600000000000002,0.46399999999999997,0.159,0.391,0.40700000000000003,89.7,86.0,85.0,82.0,128.0,100.0,109.0,,,,101.0,102.0,107.0,,,,,0.45399999999999996,0.308,,0.098,-0.47,,0.99,,0.99,97.5,,86.4,,0.289,0.183,0.045,0.098,,91.0,95.0,99.0,0.14,1.89,81.2,,,,,,,,,,,,,,
30,2023-05-23,718051,Lineout,field_out,True,493329,596295,Yuli Gurriel,Austin Gomber,0,0,0,0866937c-a6f3-4a5a-a491-9c15547d6b50,596295.0,austingomber,Gomber,Left,Austin Gomber,5.5,5.74,139.0,99.0,78.0,94.0,0.8290000000000001,5.63,2.78,10.62,1.68,1.1,0.213,0.44299999999999995,0.151,0.389,0.46299999999999997,81.6,73.0,100.0,98.0,68.0,97.0,85.0,66.0,7.0,2.0,93.0,98.0,102.0,90.0,103.0,104.0,0.012,0.439,0.201,0.168,0.18100000000000002,-1.99,-5.34,0.96,-0.75,-0.07,90.6,90.8,84.8,77.6,0.344,0.275,0.296,0.226,0.4,,,,,,,,,,,,,,,,,,,,
31,2023-05-23,718051,Groundout,field_out,True,516416,596295,Jean Segura,Austin Gomber,0,0,0,60db2232-25cc-4c9a-a44a-f9c03758910c,596295.0,austingomber,Gomber,Left,Austin Gomber,5.5,5.74,139.0,99.0,78.0,94.0,0.8290000000000001,5.63,2.78,10.62,1.68,1.1,0.213,0.44299999999999995,0.151,0.389,0.46299999999999997,81.6,73.0,100.0,98.0,68.0,97.0,85.0,66.0,7.0,2.0,93.0,98.0,102.0,90.0,103.0,104.0,0.012,0.439,0.201,0.168,0.18100000000000002,-1.99,-5.34,0.96,-0.75,-0.07,90.6,90.8,84.8,77.6,0.344,0.275,0.296,0.226,0.4,,,,,,,,,,,,,,,,,,,,
32,2023-05-23,718051,Single,single,False,663743,596295,Nick Fortes,Austin Gomber,0,0,0,1577186c-9836-44be-8f0a-32aba23fd0eb,596295.0,austingomber,Gomber,Left,Austin Gomber,5.5,5.74,139.0,99.0,78.0,94.0,0.8290000000000001,5.63,2.78,10.62,1.68,1.1,0.213,0.44299999999999995,0.151,0.389,0.46299999999999997,81.6,73.0,100.0,98.0,68.0,97.0,85.0,66.0,7.0,2.0,93.0,98.0,102.0,90.0,103.0,104.0,0.012,0.439,0.201,0.168,0.18100000000000002,-1.99,-5.34,0.96,-0.75,-0.07,90.6,90.8,84.8,77.6,0.344,0.275,0.296,0.226,0.4,,,,,,,,,,,,,,,,,,,,
33,2023-05-23,718051,Strikeout,strikeout,True,641658,596295,Garrett Hampson,Austin Gomber,0,0,0,3bda79c7-8c1f-46f8-8e43-1b857a06e934,596295.0,austingomber,Gomber,Left,Austin Gomber,5.5,5.74,139.0,99.0,78.0,94.0,0.8290000000000001,5.63,2.78,10.62,1.68,1.1,0.213,0.44299999999999995,0.151,0.389,0.46299999999999997,81.6,73.0,100.0,98.0,68.0,97.0,85.0,66.0,7.0,2.0,93.0,98.0,102.0,90.0,103.0,104.0,0.012,0.439,0.201,0.168,0.18100000000000002,-1.99,-5.34,0.96,-0.75,-0.07,90.6,90.8,84.8,77.6,0.344,0.275,0.296,0.226,0.4,,,,,,,,,,,,,,,,,,,,
34,2023-05-23,718051,Walk,walk,False,669911,691587,Michael Toglia,Eury Pérez,0,0,0,003db954-bdfa-4ab3-a015-79f19e5dce23,691587.0,euryperez,"Pérez, Eu",Right,Eury Pérez,3.15,3.61,91.1,98.0,110.0,105.0,0.685,10.64,3.05,7.09,1.48,0.46,0.20600000000000002,0.46399999999999997,0.159,0.391,0.40700000000000003,89.7,86.0,85.0,82.0,128.0,100.0,109.0,,,,101.0,102.0,107.0,,,,,0.45399999999999996,0.308,,0.098,-0.47,,0.99,,0.99,97.5,,86.4,,0.289,0.183,0.045,0.098,,91.0,95.0,99.0,0.14,1.89,81.2,,,,,,,,,,,,,,
35,2023-05-23,718051,Lineout,field_out,True,678662,691587,Ezequiel Tovar,Eury Pérez,0,0,0,7eb222a8-146a-468e-b89f-f8cda3a67904,691587.0,euryperez,"Pérez, Eu",Right,Eury Pérez,3.15,3.61,91.1,98.0,110.0,105.0,0.685,10.64,3.05,7.09,1.48,0.46,0.20600000000000002,0.46399999999999997,0.159,0.391,0.40700000000000003,89.7,86.0,85.0,82.0,128.0,100.0,109.0,,,,101.0,102.0,107.0,,,,,0.45399999999999996,0.308,,0.098,-0.47,,0.99,,0.99,97.5,,86.4,,0.289,0.183,0.045,0.098,,91.0,95.0,99.0,0.14,1.89,81.2,,,,,,,,,,,,,,
36,2023-05-23,718051,Double,double,False,453568,691587,Charlie Blackmon,Eury Pérez,1,1,1,12efab7c-3c30-4780-8726-f527eec4c54d,691587.0,euryperez,"Pérez, Eu",Right,Eury Pérez,3.15,3.61,91.1,98.0,110.0,105.0,0.685,10.64,3.05,7.09,1.48,0.46,0.20600000000000002,0.46399999999999997,0.159,0.391,0.40700000000000003,89.7,86.0,85.0,82.0,128.0,100.0,109.0,,,,101.0,102.0,107.0,,,,,0.45399999999999996,0.308,,0.098,-0.47,,0.99,,0.99,97.5,,86.4,,0.289,0.183,0.045,0.098,,91.0,95.0,99.0,0.14,1.89,81.2,,,,,,,,,,,,,,
