,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vSL,vCU,FF_ba,FC_ba,SL_ba,CH_ba,CU_ba,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,ST_ba
0,2023-09-17,716536,Double,double,False,664023,669194,Ian Happ,Ryne Nelson,0,0,0,4f4c965d-cd49-484f-8663-a9c945f3f579,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,5.31,5.27,144.0,104.0,101.0,103.0,0.823,6.0,2.88,9.94,1.5,0.83,0.22899999999999998,0.413,0.131,0.36200000000000004,0.46299999999999997,83.3,96.0,96.0,98.0,99.0,94.0,98.0,102.0,104.0,103.0,106.0,105.0,113.0,101.0,111.0,105.0,0.546,0.135,0.134,0.052000000000000005,0.133,-0.72,-1.72,0.52,-2.44,-0.16,94.4,85.6,81.7,76.4,0.308,0.326,0.177,0.203,0.429,,,,,,,,
1,2023-09-17,716536,Groundout,field_out,True,663538,669194,Nico Hoerner,Ryne Nelson,1,0,1,3b92e528-66dd-4bcc-8d67-ec5d0697cb89,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,5.31,5.27,144.0,104.0,101.0,103.0,0.823,6.0,2.88,9.94,1.5,0.83,0.22899999999999998,0.413,0.131,0.36200000000000004,0.46299999999999997,83.3,96.0,96.0,98.0,99.0,94.0,98.0,102.0,104.0,103.0,106.0,105.0,113.0,101.0,111.0,105.0,0.546,0.135,0.134,0.052000000000000005,0.133,-0.72,-1.72,0.52,-2.44,-0.16,94.4,85.6,81.7,76.4,0.308,0.326,0.177,0.203,0.429,,,,,,,,
2,2023-09-17,716536,Strikeout,strikeout,True,666624,669194,Christopher Morel,Ryne Nelson,0,0,0,9adbd363-5a53-4f35-bc71-973f7b73766b,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,5.31,5.27,144.0,104.0,101.0,103.0,0.823,6.0,2.88,9.94,1.5,0.83,0.22899999999999998,0.413,0.131,0.36200000000000004,0.46299999999999997,83.3,96.0,96.0,98.0,99.0,94.0,98.0,102.0,104.0,103.0,106.0,105.0,113.0,101.0,111.0,105.0,0.546,0.135,0.134,0.052000000000000005,0.133,-0.72,-1.72,0.52,-2.44,-0.16,94.4,85.6,81.7,76.4,0.308,0.326,0.177,0.203,0.429,,,,,,,,
3,2023-09-17,716536,Strikeout,strikeout,True,641355,669194,Cody Bellinger,Ryne Nelson,0,0,0,76792b82-8c5c-4ac3-a61d-f0a937e308ef,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,5.31,5.27,144.0,104.0,101.0,103.0,0.823,6.0,2.88,9.94,1.5,0.83,0.22899999999999998,0.413,0.131,0.36200000000000004,0.46299999999999997,83.3,96.0,96.0,98.0,99.0,94.0,98.0,102.0,104.0,103.0,106.0,105.0,113.0,101.0,111.0,105.0,0.546,0.135,0.134,0.052000000000000005,0.133,-0.72,-1.72,0.52,-2.44,-0.16,94.4,85.6,81.7,76.4,0.308,0.326,0.177,0.203,0.429,,,,,,,,
4,2023-09-17,716536,Walk,walk,False,606466,696136,Ketel Marte,Jordan Wicks,1,0,0,01efbcf4-5d24-447d-97e3-626732e6f763,696136.0,jordanwicks,Wicks,Left,Jordan Wicks,4.41,4.07,34.2,101.0,77.0,96.0,0.785,6.23,2.86,8.57,1.3,1.65,0.223,0.43799999999999994,0.134,0.259,0.33399999999999996,81.3,71.0,106.0,104.0,82.0,97.0,97.0,78.0,102.0,96.0,105.0,87.0,95.0,85.0,94.0,82.0,0.285,0.098,0.040999999999999995,0.084,0.297,-1.88,-2.26,-6.67,-0.96,1.83,92.1,89.0,82.0,78.2,0.368,0.444,0.333,0.171,0.143,75.0,99.0,90.0,0.196,2.74,91.3,0.174,
5,2023-09-17,716536,Single,single,False,682998,696136,Corbin Carroll,Jordan Wicks,0,0,1,401eaa2b-5408-4090-98e3-6937a2f4ba9c,696136.0,jordanwicks,Wicks,Left,Jordan Wicks,4.41,4.07,34.2,101.0,77.0,96.0,0.785,6.23,2.86,8.57,1.3,1.65,0.223,0.43799999999999994,0.134,0.259,0.33399999999999996,81.3,71.0,106.0,104.0,82.0,97.0,97.0,78.0,102.0,96.0,105.0,87.0,95.0,85.0,94.0,82.0,0.285,0.098,0.040999999999999995,0.084,0.297,-1.88,-2.26,-6.67,-0.96,1.83,92.1,89.0,82.0,78.2,0.368,0.444,0.333,0.171,0.143,75.0,99.0,90.0,0.196,2.74,91.3,0.174,
6,2023-09-17,716536,Fielders Choice,fielders_choice,False,502054,696136,Tommy Pham,Jordan Wicks,0,0,1,0b0793af-85a8-48ea-bd67-7e81c3ea34dd,696136.0,jordanwicks,Wicks,Left,Jordan Wicks,4.41,4.07,34.2,101.0,77.0,96.0,0.785,6.23,2.86,8.57,1.3,1.65,0.223,0.43799999999999994,0.134,0.259,0.33399999999999996,81.3,71.0,106.0,104.0,82.0,97.0,97.0,78.0,102.0,96.0,105.0,87.0,95.0,85.0,94.0,82.0,0.285,0.098,0.040999999999999995,0.084,0.297,-1.88,-2.26,-6.67,-0.96,1.83,92.1,89.0,82.0,78.2,0.368,0.444,0.333,0.171,0.143,75.0,99.0,90.0,0.196,2.74,91.3,0.174,
7,2023-09-17,716536,Forceout,force_out,True,572233,696136,Christian Walker,Jordan Wicks,1,0,1,5c501b40-a5ab-472f-8725-1be7e9f6da92,696136.0,jordanwicks,Wicks,Left,Jordan Wicks,4.41,4.07,34.2,101.0,77.0,96.0,0.785,6.23,2.86,8.57,1.3,1.65,0.223,0.43799999999999994,0.134,0.259,0.33399999999999996,81.3,71.0,106.0,104.0,82.0,97.0,97.0,78.0,102.0,96.0,105.0,87.0,95.0,85.0,94.0,82.0,0.285,0.098,0.040999999999999995,0.084,0.297,-1.88,-2.26,-6.67,-0.96,1.83,92.1,89.0,82.0,78.2,0.368,0.444,0.333,0.171,0.143,75.0,99.0,90.0,0.196,2.74,91.3,0.174,
8,2023-09-17,716536,Double,double,False,666971,696136,Lourdes Gurriel Jr.,Jordan Wicks,0,0,1,888a90b9-b32b-45ac-9798-ba3d33a2977c,696136.0,jordanwicks,Wicks,Left,Jordan Wicks,4.41,4.07,34.2,101.0,77.0,96.0,0.785,6.23,2.86,8.57,1.3,1.65,0.223,0.43799999999999994,0.134,0.259,0.33399999999999996,81.3,71.0,106.0,104.0,82.0,97.0,97.0,78.0,102.0,96.0,105.0,87.0,95.0,85.0,94.0,82.0,0.285,0.098,0.040999999999999995,0.084,0.297,-1.88,-2.26,-6.67,-0.96,1.83,92.1,89.0,82.0,78.2,0.368,0.444,0.333,0.171,0.143,75.0,99.0,90.0,0.196,2.74,91.3,0.174,
9,2023-09-17,716536,Sac Fly,sac_fly,True,656896,696136,Emmanuel Rivera,Jordan Wicks,0,0,1,46bbf338-55c6-49b0-9b3c-de507ae31259,696136.0,jordanwicks,Wicks,Left,Jordan Wicks,4.41,4.07,34.2,101.0,77.0,96.0,0.785,6.23,2.86,8.57,1.3,1.65,0.223,0.43799999999999994,0.134,0.259,0.33399999999999996,81.3,71.0,106.0,104.0,82.0,97.0,97.0,78.0,102.0,96.0,105.0,87.0,95.0,85.0,94.0,82.0,0.285,0.098,0.040999999999999995,0.084,0.297,-1.88,-2.26,-6.67,-0.96,1.83,92.1,89.0,82.0,78.2,0.368,0.444,0.333,0.171,0.143,75.0,99.0,90.0,0.196,2.74,91.3,0.174,
