,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CH%,wFA/C,wSL/C,wCH/C,vFA,vSL,FF_ba,CH_ba,SL_ba,ST_ba,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,wFC/C,wCU/C,vFC,vCU,FC_ba,CU_ba,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba
0,2023-04-02,718742,Strikeout,strikeout,True,663837,605488,Matt Vierling,Jeffrey Springs,0,0,0,1d081b2e-3830-44ed-939c-e979ceb79bea,605488.0,jeffreysprings,Springs,Left,Jeffrey Springs,0.56,1.66,16.0,111.0,100.0,112.0,0.637,13.5,2.25,2.25,0.56,1.44,0.308,0.5,0.192,0.308,0.479,80.4,86.0,116.0,116.0,105.0,108.0,107.0,115.0,114.0,117.0,0.406,0.251,0.34299999999999997,2.63,3.79,5.88,91.7,82.2,0.143,0.048,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-04-02,718742,Flyout,field_out,True,682985,605488,Riley Greene,Jeffrey Springs,1,1,0,440ac2bf-983d-4c86-bc24-a53c9eb7651b,605488.0,jeffreysprings,Springs,Left,Jeffrey Springs,0.56,1.66,16.0,111.0,100.0,112.0,0.637,13.5,2.25,2.25,0.56,1.44,0.308,0.5,0.192,0.308,0.479,80.4,86.0,116.0,116.0,105.0,108.0,107.0,115.0,114.0,117.0,0.406,0.251,0.34299999999999997,2.63,3.79,5.88,91.7,82.2,0.143,0.048,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-04-02,718742,Strikeout,strikeout,True,595879,605488,Javier Báez,Jeffrey Springs,0,0,0,f72ad253-9250-496f-8c53-5ea8ca07b00a,605488.0,jeffreysprings,Springs,Left,Jeffrey Springs,0.56,1.66,16.0,111.0,100.0,112.0,0.637,13.5,2.25,2.25,0.56,1.44,0.308,0.5,0.192,0.308,0.479,80.4,86.0,116.0,116.0,105.0,108.0,107.0,115.0,114.0,117.0,0.406,0.251,0.34299999999999997,2.63,3.79,5.88,91.7,82.2,0.143,0.048,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-04-02,718742,Flyout,field_out,True,650490,666214,Yandy Díaz,Joey Wentz,0,0,0,bf10f615-3d15-45f1-a7c7-b9d6a01b9c32,666214.0,joeywentz,Wentz,Left,Joey Wentz,6.9,5.77,105.2,100.0,89.0,95.0,0.7659999999999999,8.35,4.0,11.16,2.13,0.84,0.228,0.418,0.147,0.35700000000000004,0.424,85.0,95.0,101.0,98.0,80.0,100.0,92.0,,,,0.41600000000000004,,0.175,-2.53,,-0.22,93.4,,0.374,0.189,,,102.0,106.0,105.0,91.0,97.0,93.0,0.251,0.158,-0.57,-0.86,86.0,77.5,0.271,0.247,,,,,,,,,,,,,,
4,2023-04-02,718742,Walk,walk,False,677551,666214,Wander Franco,Joey Wentz,0,0,0,038e69f6-aa37-4c7d-9c15-3cf49d7a3c9d,666214.0,joeywentz,Wentz,Left,Joey Wentz,6.9,5.77,105.2,100.0,89.0,95.0,0.7659999999999999,8.35,4.0,11.16,2.13,0.84,0.228,0.418,0.147,0.35700000000000004,0.424,85.0,95.0,101.0,98.0,80.0,100.0,92.0,,,,0.41600000000000004,,0.175,-2.53,,-0.22,93.4,,0.374,0.189,,,102.0,106.0,105.0,91.0,97.0,93.0,0.251,0.158,-0.57,-0.86,86.0,77.5,0.271,0.247,,,,,,,,,,,,,,
5,2023-04-02,718742,Flyout,field_out,True,670623,666214,Isaac Paredes,Joey Wentz,0,0,1,fb65d148-85d5-4d9c-b7c2-66a00549ce66,666214.0,joeywentz,Wentz,Left,Joey Wentz,6.9,5.77,105.2,100.0,89.0,95.0,0.7659999999999999,8.35,4.0,11.16,2.13,0.84,0.228,0.418,0.147,0.35700000000000004,0.424,85.0,95.0,101.0,98.0,80.0,100.0,92.0,,,,0.41600000000000004,,0.175,-2.53,,-0.22,93.4,,0.374,0.189,,,102.0,106.0,105.0,91.0,97.0,93.0,0.251,0.158,-0.57,-0.86,86.0,77.5,0.271,0.247,,,,,,,,,,,,,,
6,2023-04-02,718742,Pop Out,field_out,True,668227,666214,Randy Arozarena,Joey Wentz,0,0,0,bcfc10f0-f50d-42bd-bccd-4dd64dbad011,666214.0,joeywentz,Wentz,Left,Joey Wentz,6.9,5.77,105.2,100.0,89.0,95.0,0.7659999999999999,8.35,4.0,11.16,2.13,0.84,0.228,0.418,0.147,0.35700000000000004,0.424,85.0,95.0,101.0,98.0,80.0,100.0,92.0,,,,0.41600000000000004,,0.175,-2.53,,-0.22,93.4,,0.374,0.189,,,102.0,106.0,105.0,91.0,97.0,93.0,0.251,0.158,-0.57,-0.86,86.0,77.5,0.271,0.247,,,,,,,,,,,,,,
7,2023-04-02,718742,Groundout,field_out,True,640457,605488,Austin Meadows,Jeffrey Springs,0,0,0,e3e24a2c-3bad-454e-925c-3c3614f69b50,605488.0,jeffreysprings,Springs,Left,Jeffrey Springs,0.56,1.66,16.0,111.0,100.0,112.0,0.637,13.5,2.25,2.25,0.56,1.44,0.308,0.5,0.192,0.308,0.479,80.4,86.0,116.0,116.0,105.0,108.0,107.0,115.0,114.0,117.0,0.406,0.251,0.34299999999999997,2.63,3.79,5.88,91.7,82.2,0.143,0.048,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2023-04-02,718742,Strikeout,strikeout,True,679529,605488,Spencer Torkelson,Jeffrey Springs,0,0,0,ca1954db-b1a2-401c-a141-c78384f6f7a6,605488.0,jeffreysprings,Springs,Left,Jeffrey Springs,0.56,1.66,16.0,111.0,100.0,112.0,0.637,13.5,2.25,2.25,0.56,1.44,0.308,0.5,0.192,0.308,0.479,80.4,86.0,116.0,116.0,105.0,108.0,107.0,115.0,114.0,117.0,0.406,0.251,0.34299999999999997,2.63,3.79,5.88,91.7,82.2,0.143,0.048,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2023-04-02,718742,Walk,walk,False,665155,605488,Nick Maton,Jeffrey Springs,0,0,0,c5fa143e-190b-44d4-96e4-0cb3b9b8b489,605488.0,jeffreysprings,Springs,Left,Jeffrey Springs,0.56,1.66,16.0,111.0,100.0,112.0,0.637,13.5,2.25,2.25,0.56,1.44,0.308,0.5,0.192,0.308,0.479,80.4,86.0,116.0,116.0,105.0,108.0,107.0,115.0,114.0,117.0,0.406,0.251,0.34299999999999997,2.63,3.79,5.88,91.7,82.2,0.143,0.048,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
