,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,FF_ba,CH_ba,SL_ba,CU_ba,SI_ba,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,CU%,CH%,wFA/C,wFC/C,wCU/C,wCH/C,vFA,vFC,vCU,SV_ba,FC_ba,Stf+ SL,Loc+ SL,Pit+ SL,SL%,wSL/C,vSL,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FS%,KC%,wFS/C,wSI/C,wKC/C,vFS,vSI,vKC,FS_ba,ST_ba
0,2023-07-01,717537,Walk,walk,False,605141,663738,Mookie Betts,Daniel Lynch IV,0,0,0,58fedeb9-d004-4402-b0f9-ff31b246fe29,663738.0,daniellynchiv,Lynch IV,Left,Daniel Lynch IV,0.293,0.125,0.238,0.417,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-07-01,717537,Strikeout,strikeout,True,518692,663738,Freddie Freeman,Daniel Lynch IV,0,0,0,cbae5cd2-7bc8-46aa-aa37-5fbf1fd021eb,663738.0,daniellynchiv,Lynch IV,Left,Daniel Lynch IV,0.293,0.125,0.238,0.417,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-07-01,717537,Pop Out,field_out,True,669257,663738,Will Smith,Daniel Lynch IV,1,0,0,36e10530-7a61-46bd-aab7-e811d8454529,663738.0,daniellynchiv,Lynch IV,Left,Daniel Lynch IV,0.293,0.125,0.238,0.417,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-07-01,717537,Single,single,False,502110,663738,J.D. Martinez,Daniel Lynch IV,0,0,1,cec2d3cd-69e6-4639-843e-415acc5553ba,663738.0,daniellynchiv,Lynch IV,Left,Daniel Lynch IV,0.293,0.125,0.238,0.417,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2023-07-01,717537,Groundout,field_out,True,678246,663738,Miguel Vargas,Daniel Lynch IV,1,0,0,4c5d8e81-7057-4f6d-9e2f-39d8db9e9984,663738.0,daniellynchiv,Lynch IV,Left,Daniel Lynch IV,0.293,0.125,0.238,0.417,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2023-07-01,717537,Double,double,False,672580,628711,Maikel Garcia,Julio Urías,0,0,0,8254cf75-5d2b-4f7f-88ce-53bd593c7a72,628711.0,juliourias,"Urías, J",Left,Julio Urías,0.267,0.296,,,,4.6,4.16,117.1,105.0,105.0,107.0,0.7879999999999999,8.97,1.84,8.59,1.84,0.82,0.23399999999999999,0.47100000000000003,0.192,0.312,0.45299999999999996,86.1,91.0,109.0,108.0,132.0,103.0,112.0,90.0,101.0,98.0,109.0,124.0,127.0,0.451,0.092,0.3,0.157,0.02,-0.42,0.84,-3.03,92.7,87.1,79.2,0.233,0.186,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2023-07-01,717537,Single,single,False,677951,628711,Bobby Witt Jr.,Julio Urías,1,0,1,3360ec9c-fb03-4d4f-9280-d0f72cb87996,628711.0,juliourias,"Urías, J",Left,Julio Urías,0.267,0.296,,,,4.6,4.16,117.1,105.0,105.0,107.0,0.7879999999999999,8.97,1.84,8.59,1.84,0.82,0.23399999999999999,0.47100000000000003,0.192,0.312,0.45299999999999996,86.1,91.0,109.0,108.0,132.0,103.0,112.0,90.0,101.0,98.0,109.0,124.0,127.0,0.451,0.092,0.3,0.157,0.02,-0.42,0.84,-3.03,92.7,87.1,79.2,0.233,0.186,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2023-07-01,717537,Single,single,False,521692,628711,Salvador Perez,Julio Urías,0,0,1,4fb74c9f-b7eb-48a1-b478-f2a336896d3d,628711.0,juliourias,"Urías, J",Left,Julio Urías,0.267,0.296,,,,4.6,4.16,117.1,105.0,105.0,107.0,0.7879999999999999,8.97,1.84,8.59,1.84,0.82,0.23399999999999999,0.47100000000000003,0.192,0.312,0.45299999999999996,86.1,91.0,109.0,108.0,132.0,103.0,112.0,90.0,101.0,98.0,109.0,124.0,127.0,0.451,0.092,0.3,0.157,0.02,-0.42,0.84,-3.03,92.7,87.1,79.2,0.233,0.186,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2023-07-01,717537,Walk,walk,False,668472,628711,Nick Pratto,Julio Urías,1,0,1,6903b417-daa3-4e79-9b5d-b28d92112cb0,628711.0,juliourias,"Urías, J",Left,Julio Urías,0.267,0.296,,,,4.6,4.16,117.1,105.0,105.0,107.0,0.7879999999999999,8.97,1.84,8.59,1.84,0.82,0.23399999999999999,0.47100000000000003,0.192,0.312,0.45299999999999996,86.1,91.0,109.0,108.0,132.0,103.0,112.0,90.0,101.0,98.0,109.0,124.0,127.0,0.451,0.092,0.3,0.157,0.02,-0.42,0.84,-3.03,92.7,87.1,79.2,0.233,0.186,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2023-07-01,717537,Sac Fly,sac_fly,True,658668,628711,Edward Olivares,Julio Urías,1,0,1,bd6178f7-f74f-418e-a7a8-517a4d393b85,628711.0,juliourias,"Urías, J",Left,Julio Urías,0.267,0.296,,,,4.6,4.16,117.1,105.0,105.0,107.0,0.7879999999999999,8.97,1.84,8.59,1.84,0.82,0.23399999999999999,0.47100000000000003,0.192,0.312,0.45299999999999996,86.1,91.0,109.0,108.0,132.0,103.0,112.0,90.0,101.0,98.0,109.0,124.0,127.0,0.451,0.092,0.3,0.157,0.02,-0.42,0.84,-3.03,92.7,87.1,79.2,0.233,0.186,,,,,,,,,,,,,,,,,,,,,,,,,,
