,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vSI,vSL,SI_ba,SL_ba,FF_ba,CH_ba,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,ST_ba,CU_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,KC%,wFC/C,wKC/C,vFC,vKC,FC_ba
0,2023-05-19,718110,Single,single,False,641487,693821,J.P. Crawford,Bryce Elder,0,0,0,ed967da2-a441-4062-938d-9f71c8c94ed1,693821.0,bryceelder,Elder,Right,Bryce Elder,3.81,4.61,174.2,99.0,80.0,95.0,0.785,6.6,3.25,8.24,0.98,1.68,0.218,0.462,0.113,0.35700000000000004,0.382,85.0,64.0,95.0,91.0,62.0,100.0,86.0,82.0,96.0,90.0,92.0,103.0,107.0,0.376,0.134,0.353,0.13699999999999998,-1.13,0.01,0.97,1.3,90.7,89.5,82.7,0.28,0.21,0.286,0.188,,,,,,,,,,,,,,,,,,
1,2023-05-19,718110,Grounded Into DP,grounded_into_double_play,True,664034,693821,Ty France,Bryce Elder,1,0,1,99863946-9e43-4464-a304-cb4ebcbdcfa8,693821.0,bryceelder,Elder,Right,Bryce Elder,3.81,4.61,174.2,99.0,80.0,95.0,0.785,6.6,3.25,8.24,0.98,1.68,0.218,0.462,0.113,0.35700000000000004,0.382,85.0,64.0,95.0,91.0,62.0,100.0,86.0,82.0,96.0,90.0,92.0,103.0,107.0,0.376,0.134,0.353,0.13699999999999998,-1.13,0.01,0.97,1.3,90.7,89.5,82.7,0.28,0.21,0.286,0.188,,,,,,,,,,,,,,,,,,
2,2023-05-19,718110,Strikeout,strikeout,True,677594,693821,Julio Rodríguez,Bryce Elder,0,0,0,aacd6f39-2745-4dcf-8765-036a0148dd71,693821.0,bryceelder,Elder,Right,Bryce Elder,3.81,4.61,174.2,99.0,80.0,95.0,0.785,6.6,3.25,8.24,0.98,1.68,0.218,0.462,0.113,0.35700000000000004,0.382,85.0,64.0,95.0,91.0,62.0,100.0,86.0,82.0,96.0,90.0,92.0,103.0,107.0,0.376,0.134,0.353,0.13699999999999998,-1.13,0.01,0.97,1.3,90.7,89.5,82.7,0.28,0.21,0.286,0.188,,,,,,,,,,,,,,,,,,
3,2023-05-19,718110,Double,double,False,660670,682243,Ronald Acuña Jr.,Bryce Miller,0,0,0,5ce88f74-ef8f-4424-8e50-f8831650fbdb,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,4.32,4.86,131.1,104.0,117.0,109.0,0.7829999999999999,8.15,1.78,8.5,1.23,0.76,0.242,0.379,0.13,0.35600000000000004,0.46399999999999997,85.0,90.0,101.0,107.0,121.0,105.0,110.0,104.0,101.0,99.0,112.0,100.0,107.0,0.076,0.585,0.27399999999999997,0.055999999999999994,0.3,1.22,0.14,0.66,95.1,95.1,85.0,0.26,0.202,0.256,0.167,113.0,102.0,102.0,0.009000000000000001,-8.41,78.2,0.3,0.667,,,,,,,,,,
4,2023-05-19,718110,Double,double,False,621566,682243,Matt Olson,Bryce Miller,0,0,1,7e119489-b2c2-4057-bc99-cc9f02ee06a5,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,4.32,4.86,131.1,104.0,117.0,109.0,0.7829999999999999,8.15,1.78,8.5,1.23,0.76,0.242,0.379,0.13,0.35600000000000004,0.46399999999999997,85.0,90.0,101.0,107.0,121.0,105.0,110.0,104.0,101.0,99.0,112.0,100.0,107.0,0.076,0.585,0.27399999999999997,0.055999999999999994,0.3,1.22,0.14,0.66,95.1,95.1,85.0,0.26,0.202,0.256,0.167,113.0,102.0,102.0,0.009000000000000001,-8.41,78.2,0.3,0.667,,,,,,,,,,
5,2023-05-19,718110,Groundout,field_out,True,669221,682243,Sean Murphy,Bryce Miller,0,0,1,6b6973a6-5f1a-4f13-9623-b25d919ff8e7,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,4.32,4.86,131.1,104.0,117.0,109.0,0.7829999999999999,8.15,1.78,8.5,1.23,0.76,0.242,0.379,0.13,0.35600000000000004,0.46399999999999997,85.0,90.0,101.0,107.0,121.0,105.0,110.0,104.0,101.0,99.0,112.0,100.0,107.0,0.076,0.585,0.27399999999999997,0.055999999999999994,0.3,1.22,0.14,0.66,95.1,95.1,85.0,0.26,0.202,0.256,0.167,113.0,102.0,102.0,0.009000000000000001,-8.41,78.2,0.3,0.667,,,,,,,,,,
6,2023-05-19,718110,Lineout,field_out,True,663586,682243,Austin Riley,Bryce Miller,1,0,0,9c49792b-1520-460d-9626-683ddc42782b,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,4.32,4.86,131.1,104.0,117.0,109.0,0.7829999999999999,8.15,1.78,8.5,1.23,0.76,0.242,0.379,0.13,0.35600000000000004,0.46399999999999997,85.0,90.0,101.0,107.0,121.0,105.0,110.0,104.0,101.0,99.0,112.0,100.0,107.0,0.076,0.585,0.27399999999999997,0.055999999999999994,0.3,1.22,0.14,0.66,95.1,95.1,85.0,0.26,0.202,0.256,0.167,113.0,102.0,102.0,0.009000000000000001,-8.41,78.2,0.3,0.667,,,,,,,,,,
7,2023-05-19,718110,Flyout,field_out,True,592696,682243,Eddie Rosario,Bryce Miller,1,0,0,e1469781-0a71-4adb-af6b-616b15b80498,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,4.32,4.86,131.1,104.0,117.0,109.0,0.7829999999999999,8.15,1.78,8.5,1.23,0.76,0.242,0.379,0.13,0.35600000000000004,0.46399999999999997,85.0,90.0,101.0,107.0,121.0,105.0,110.0,104.0,101.0,99.0,112.0,100.0,107.0,0.076,0.585,0.27399999999999997,0.055999999999999994,0.3,1.22,0.14,0.66,95.1,95.1,85.0,0.26,0.202,0.256,0.167,113.0,102.0,102.0,0.009000000000000001,-8.41,78.2,0.3,0.667,,,,,,,,,,
8,2023-05-19,718110,Groundout,field_out,True,672284,693821,Jarred Kelenic,Bryce Elder,1,0,0,c291de70-6675-482d-81d5-a9411363989a,693821.0,bryceelder,Elder,Right,Bryce Elder,3.81,4.61,174.2,99.0,80.0,95.0,0.785,6.6,3.25,8.24,0.98,1.68,0.218,0.462,0.113,0.35700000000000004,0.382,85.0,64.0,95.0,91.0,62.0,100.0,86.0,82.0,96.0,90.0,92.0,103.0,107.0,0.376,0.134,0.353,0.13699999999999998,-1.13,0.01,0.97,1.3,90.7,89.5,82.7,0.28,0.21,0.286,0.188,,,,,,,,,,,,,,,,,,
9,2023-05-19,718110,Strikeout,strikeout,True,553993,693821,Eugenio Suárez,Bryce Elder,0,0,0,cbf8f3b8-d9da-4386-ac57-046124eb3960,693821.0,bryceelder,Elder,Right,Bryce Elder,3.81,4.61,174.2,99.0,80.0,95.0,0.785,6.6,3.25,8.24,0.98,1.68,0.218,0.462,0.113,0.35700000000000004,0.382,85.0,64.0,95.0,91.0,62.0,100.0,86.0,82.0,96.0,90.0,92.0,103.0,107.0,0.376,0.134,0.353,0.13699999999999998,-1.13,0.01,0.97,1.3,90.7,89.5,82.7,0.28,0.21,0.286,0.188,,,,,,,,,,,,,,,,,,
