,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,FA%,SL%,KC%,CH%,wFA/C,wSL/C,wKC/C,wCH/C,vFA,vSL,vKC,SL_ba,FF_ba,CU_ba,CH_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,vSC (sc),Stf+ SI,Loc+ SI,Pit+ SI,SI%,SC%,wSI/C,wSC/C,vSI,ST_ba,SC_ba,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,SI_ba
0,2023-08-07,717088,Strikeout,strikeout,True,641343,656302,Jake Bauers,Dylan Cease,0,0,0,bf3b8409-364c-4f7a-b71c-45f19716fe96,656302.0,dylancease,Cease,Right,Dylan Cease,4.58,4.13,177.0,97.0,115.0,104.0,0.705,10.88,4.02,8.75,0.97,0.92,0.243,0.43200000000000005,0.17300000000000001,0.341,0.376,74.6,60.0,90.0,78.0,125.0,95.0,103.0,120.0,101.0,108.0,83.0,94.0,99.0,0.43200000000000005,0.386,0.152,0.03,-0.15,0.4,-1.83,1.0,95.6,86.3,80.2,0.216,0.273,0.298,0.111,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-08-07,717088,Pop Out,field_out,True,592450,656302,Aaron Judge,Dylan Cease,0,0,0,1ba40893-f8d1-4ba7-a316-74d6b7d98e09,656302.0,dylancease,Cease,Right,Dylan Cease,4.58,4.13,177.0,97.0,115.0,104.0,0.705,10.88,4.02,8.75,0.97,0.92,0.243,0.43200000000000005,0.17300000000000001,0.341,0.376,74.6,60.0,90.0,78.0,125.0,95.0,103.0,120.0,101.0,108.0,83.0,94.0,99.0,0.43200000000000005,0.386,0.152,0.03,-0.15,0.4,-1.83,1.0,95.6,86.3,80.2,0.216,0.273,0.298,0.111,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-08-07,717088,Walk,walk,False,650402,656302,Gleyber Torres,Dylan Cease,1,0,0,2b92b832-b39c-43aa-8699-66a912bb2815,656302.0,dylancease,Cease,Right,Dylan Cease,4.58,4.13,177.0,97.0,115.0,104.0,0.705,10.88,4.02,8.75,0.97,0.92,0.243,0.43200000000000005,0.17300000000000001,0.341,0.376,74.6,60.0,90.0,78.0,125.0,95.0,103.0,120.0,101.0,108.0,83.0,94.0,99.0,0.43200000000000005,0.386,0.152,0.03,-0.15,0.4,-1.83,1.0,95.6,86.3,80.2,0.216,0.273,0.298,0.111,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-08-07,717088,Strikeout,strikeout,True,519317,656302,Giancarlo Stanton,Dylan Cease,0,0,0,1f18b569-e8de-4aa0-82dd-9b3290627bb4,656302.0,dylancease,Cease,Right,Dylan Cease,4.58,4.13,177.0,97.0,115.0,104.0,0.705,10.88,4.02,8.75,0.97,0.92,0.243,0.43200000000000005,0.17300000000000001,0.341,0.376,74.6,60.0,90.0,78.0,125.0,95.0,103.0,120.0,101.0,108.0,83.0,94.0,99.0,0.43200000000000005,0.386,0.152,0.03,-0.15,0.4,-1.83,1.0,95.6,86.3,80.2,0.216,0.273,0.298,0.111,,,,,,,,,,,,,,,,,,,,,,,,,
4,2023-08-07,717088,Strikeout,strikeout,True,641313,543037,Tim Anderson,Gerrit Cole,0,0,0,64f44fda-a45c-483c-80de-7e8c235e8209,543037.0,gerritcole,Cole,Right,Gerrit Cole,2.63,3.48,209.0,104.0,121.0,109.0,0.765,9.56,2.07,6.76,0.86,1.01,0.243,0.366,0.151,0.311,0.425,89.1,72.0,100.0,96.0,125.0,104.0,108.0,136.0,105.0,114.0,114.0,103.0,113.0,0.53,0.20800000000000002,0.121,0.071,1.66,1.69,0.94,-0.54,96.7,89.1,82.9,0.185,0.201,0.215,0.235,107.0,103.0,102.0,0.07,0.61,92.7,0.271,,,,,,,,,,,,,,,,,,
5,2023-08-07,717088,Strikeout,strikeout,True,643217,543037,Andrew Benintendi,Gerrit Cole,0,0,0,11acb453-97ea-4cb3-a86f-cc60603ca0b0,543037.0,gerritcole,Cole,Right,Gerrit Cole,2.63,3.48,209.0,104.0,121.0,109.0,0.765,9.56,2.07,6.76,0.86,1.01,0.243,0.366,0.151,0.311,0.425,89.1,72.0,100.0,96.0,125.0,104.0,108.0,136.0,105.0,114.0,114.0,103.0,113.0,0.53,0.20800000000000002,0.121,0.071,1.66,1.69,0.94,-0.54,96.7,89.1,82.9,0.185,0.201,0.215,0.235,107.0,103.0,102.0,0.07,0.61,92.7,0.271,,,,,,,,,,,,,,,,,,
6,2023-08-07,717088,Groundout,field_out,True,673357,543037,Luis Robert Jr.,Gerrit Cole,0,0,0,705bd858-ae80-42ff-8d16-54c82d5a524b,543037.0,gerritcole,Cole,Right,Gerrit Cole,2.63,3.48,209.0,104.0,121.0,109.0,0.765,9.56,2.07,6.76,0.86,1.01,0.243,0.366,0.151,0.311,0.425,89.1,72.0,100.0,96.0,125.0,104.0,108.0,136.0,105.0,114.0,114.0,103.0,113.0,0.53,0.20800000000000002,0.121,0.071,1.66,1.69,0.94,-0.54,96.7,89.1,82.9,0.185,0.201,0.215,0.235,107.0,103.0,102.0,0.07,0.61,92.7,0.271,,,,,,,,,,,,,,,,,,
7,2023-08-07,717088,Walk,walk,False,641856,656302,Billy McKinney,Dylan Cease,0,0,0,a6b8f23a-be7e-48e2-8344-8bea3c87c52a,656302.0,dylancease,Cease,Right,Dylan Cease,4.58,4.13,177.0,97.0,115.0,104.0,0.705,10.88,4.02,8.75,0.97,0.92,0.243,0.43200000000000005,0.17300000000000001,0.341,0.376,74.6,60.0,90.0,78.0,125.0,95.0,103.0,120.0,101.0,108.0,83.0,94.0,99.0,0.43200000000000005,0.386,0.152,0.03,-0.15,0.4,-1.83,1.0,95.6,86.3,80.2,0.216,0.273,0.298,0.111,,,,,,,,,,,,,,,,,,,,,,,,,
8,2023-08-07,717088,Walk,walk,False,518934,656302,DJ LeMahieu,Dylan Cease,1,0,1,d803e492-e0d4-4f2a-ae35-6d894c27660e,656302.0,dylancease,Cease,Right,Dylan Cease,4.58,4.13,177.0,97.0,115.0,104.0,0.705,10.88,4.02,8.75,0.97,0.92,0.243,0.43200000000000005,0.17300000000000001,0.341,0.376,74.6,60.0,90.0,78.0,125.0,95.0,103.0,120.0,101.0,108.0,83.0,94.0,99.0,0.43200000000000005,0.386,0.152,0.03,-0.15,0.4,-1.83,1.0,95.6,86.3,80.2,0.216,0.273,0.298,0.111,,,,,,,,,,,,,,,,,,,,,,,,,
9,2023-08-07,717088,Walk,walk,False,664056,656302,Harrison Bader,Dylan Cease,0,0,1,0d2d8f9e-9729-411c-9b2c-f24fc140dac4,656302.0,dylancease,Cease,Right,Dylan Cease,4.58,4.13,177.0,97.0,115.0,104.0,0.705,10.88,4.02,8.75,0.97,0.92,0.243,0.43200000000000005,0.17300000000000001,0.341,0.376,74.6,60.0,90.0,78.0,125.0,95.0,103.0,120.0,101.0,108.0,83.0,94.0,99.0,0.43200000000000005,0.386,0.152,0.03,-0.15,0.4,-1.83,1.0,95.6,86.3,80.2,0.216,0.273,0.298,0.111,,,,,,,,,,,,,,,,,,,,,,,,,
10,2023-08-07,717088,Flyout,field_out,True,683011,656302,Anthony Volpe,Dylan Cease,1,0,0,356f254d-6508-4470-a792-e5466d35b7f0,656302.0,dylancease,Cease,Right,Dylan Cease,4.58,4.13,177.0,97.0,115.0,104.0,0.705,10.88,4.02,8.75,0.97,0.92,0.243,0.43200000000000005,0.17300000000000001,0.341,0.376,74.6,60.0,90.0,78.0,125.0,95.0,103.0,120.0,101.0,108.0,83.0,94.0,99.0,0.43200000000000005,0.386,0.152,0.03,-0.15,0.4,-1.83,1.0,95.6,86.3,80.2,0.216,0.273,0.298,0.111,,,,,,,,,,,,,,,,,,,,,,,,,
11,2023-08-07,717088,Flyout,field_out,True,666163,656302,Ben Rortvedt,Dylan Cease,1,0,0,39cc7ef0-7185-49d2-a242-1405a4d8061c,656302.0,dylancease,Cease,Right,Dylan Cease,4.58,4.13,177.0,97.0,115.0,104.0,0.705,10.88,4.02,8.75,0.97,0.92,0.243,0.43200000000000005,0.17300000000000001,0.341,0.376,74.6,60.0,90.0,78.0,125.0,95.0,103.0,120.0,101.0,108.0,83.0,94.0,99.0,0.43200000000000005,0.386,0.152,0.03,-0.15,0.4,-1.83,1.0,95.6,86.3,80.2,0.216,0.273,0.298,0.111,,,,,,,,,,,,,,,,,,,,,,,,,
12,2023-08-07,717088,Groundout,field_out,True,641343,656302,Jake Bauers,Dylan Cease,0,0,0,cdfc1dad-deae-47bd-b7b0-1f5079ae05b8,656302.0,dylancease,Cease,Right,Dylan Cease,4.58,4.13,177.0,97.0,115.0,104.0,0.705,10.88,4.02,8.75,0.97,0.92,0.243,0.43200000000000005,0.17300000000000001,0.341,0.376,74.6,60.0,90.0,78.0,125.0,95.0,103.0,120.0,101.0,108.0,83.0,94.0,99.0,0.43200000000000005,0.386,0.152,0.03,-0.15,0.4,-1.83,1.0,95.6,86.3,80.2,0.216,0.273,0.298,0.111,,,,,,,,,,,,,,,,,,,,,,,,,
13,2023-08-07,717088,Lineout,field_out,True,650391,543037,Eloy Jiménez,Gerrit Cole,0,0,0,81137eef-5adc-415c-b3fc-1e5e1421a1b4,543037.0,gerritcole,Cole,Right,Gerrit Cole,2.63,3.48,209.0,104.0,121.0,109.0,0.765,9.56,2.07,6.76,0.86,1.01,0.243,0.366,0.151,0.311,0.425,89.1,72.0,100.0,96.0,125.0,104.0,108.0,136.0,105.0,114.0,114.0,103.0,113.0,0.53,0.20800000000000002,0.121,0.071,1.66,1.69,0.94,-0.54,96.7,89.1,82.9,0.185,0.201,0.215,0.235,107.0,103.0,102.0,0.07,0.61,92.7,0.271,,,,,,,,,,,,,,,,,,
14,2023-08-07,717088,Walk,walk,False,660162,543037,Yoán Moncada,Gerrit Cole,1,0,0,4cae41ea-6f71-41a8-9310-a23529dbaf81,543037.0,gerritcole,Cole,Right,Gerrit Cole,2.63,3.48,209.0,104.0,121.0,109.0,0.765,9.56,2.07,6.76,0.86,1.01,0.243,0.366,0.151,0.311,0.425,89.1,72.0,100.0,96.0,125.0,104.0,108.0,136.0,105.0,114.0,114.0,103.0,113.0,0.53,0.20800000000000002,0.121,0.071,1.66,1.69,0.94,-0.54,96.7,89.1,82.9,0.185,0.201,0.215,0.235,107.0,103.0,102.0,0.07,0.61,92.7,0.271,,,,,,,,,,,,,,,,,,
