,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vSI,vSL,vCU,FF_ba,SL_ba,CH_ba,SI_ba,ST_ba,FC_ba,CU_ba,KC%,wKC/C,vKC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba
0,2023-06-14,717784,Walk,walk,False,660670,547179,Ronald Acuña Jr.,Michael Lorenzen,1,0,0,ae050d05-92ca-483d-883a-620d901a03d6,547179.0,michaellorenzen,Lorenzen,Right,Michael Lorenzen,4.18,4.51,153.0,101.0,101.0,101.0,0.809,6.53,2.76,8.12,1.18,1.06,0.24600000000000002,0.41700000000000004,0.09699999999999999,0.35200000000000004,0.447,84.5,95.0,101.0,102.0,103.0,112.0,110.0,98.0,100.0,97.0,82.0,108.0,100.0,116.0,102.0,106.0,89.0,75.0,71.0,0.12,0.34700000000000003,0.009000000000000001,0.297,0.011000000000000001,0.21600000000000003,1.17,-7.35,0.73,0.34,-4.26,0.26,94.3,90.8,93.7,84.7,82.3,0.211,0.242,0.186,0.333,0.293,0.6,0.667,,,,,,,,,,
1,2023-06-14,717784,Single,single,False,621566,547179,Matt Olson,Michael Lorenzen,1,0,1,7c0762df-e0ca-439e-90ff-d3070b0dcb8d,547179.0,michaellorenzen,Lorenzen,Right,Michael Lorenzen,4.18,4.51,153.0,101.0,101.0,101.0,0.809,6.53,2.76,8.12,1.18,1.06,0.24600000000000002,0.41700000000000004,0.09699999999999999,0.35200000000000004,0.447,84.5,95.0,101.0,102.0,103.0,112.0,110.0,98.0,100.0,97.0,82.0,108.0,100.0,116.0,102.0,106.0,89.0,75.0,71.0,0.12,0.34700000000000003,0.009000000000000001,0.297,0.011000000000000001,0.21600000000000003,1.17,-7.35,0.73,0.34,-4.26,0.26,94.3,90.8,93.7,84.7,82.3,0.211,0.242,0.186,0.333,0.293,0.6,0.667,,,,,,,,,,
2,2023-06-14,717784,Sac Fly,sac_fly,True,663586,547179,Austin Riley,Michael Lorenzen,0,0,1,2b9ce87f-d59b-4064-9e9a-fa1e48fa8072,547179.0,michaellorenzen,Lorenzen,Right,Michael Lorenzen,4.18,4.51,153.0,101.0,101.0,101.0,0.809,6.53,2.76,8.12,1.18,1.06,0.24600000000000002,0.41700000000000004,0.09699999999999999,0.35200000000000004,0.447,84.5,95.0,101.0,102.0,103.0,112.0,110.0,98.0,100.0,97.0,82.0,108.0,100.0,116.0,102.0,106.0,89.0,75.0,71.0,0.12,0.34700000000000003,0.009000000000000001,0.297,0.011000000000000001,0.21600000000000003,1.17,-7.35,0.73,0.34,-4.26,0.26,94.3,90.8,93.7,84.7,82.3,0.211,0.242,0.186,0.333,0.293,0.6,0.667,,,,,,,,,,
3,2023-06-14,717784,Grounded Into DP,grounded_into_double_play,True,669221,547179,Sean Murphy,Michael Lorenzen,0,0,1,466e5cc0-c0e3-4a37-b965-ec863dbeca24,547179.0,michaellorenzen,Lorenzen,Right,Michael Lorenzen,4.18,4.51,153.0,101.0,101.0,101.0,0.809,6.53,2.76,8.12,1.18,1.06,0.24600000000000002,0.41700000000000004,0.09699999999999999,0.35200000000000004,0.447,84.5,95.0,101.0,102.0,103.0,112.0,110.0,98.0,100.0,97.0,82.0,108.0,100.0,116.0,102.0,106.0,89.0,75.0,71.0,0.12,0.34700000000000003,0.009000000000000001,0.297,0.011000000000000001,0.21600000000000003,1.17,-7.35,0.73,0.34,-4.26,0.26,94.3,90.8,93.7,84.7,82.3,0.211,0.242,0.186,0.333,0.293,0.6,0.667,,,,,,,,,,
4,2023-06-14,717784,Strikeout,strikeout,True,670097,689266,Zack Short,Dylan Dodd,0,0,0,d856119f-c9f5-48c4-9494-b3d1571640bc,689266.0,dylandodd,Dodd,Left,Dylan Dodd,7.6,8.37,34.1,106.0,82.0,98.0,0.8420000000000001,3.93,3.15,13.89,2.36,0.77,0.235,0.419,0.081,0.419,0.518,82.9,74.0,96.0,93.0,,,,80.0,111.0,99.0,,,,87.0,101.0,98.0,92.0,112.0,94.0,,0.489,0.048,0.285,,0.17800000000000002,-1.53,-3.19,,-4.07,,-3.11,92.1,85.3,,81.8,,0.342,0.375,0.355,,,0.333,,,,,,,,,,,
5,2023-06-14,717784,Walk,walk,False,679529,689266,Spencer Torkelson,Dylan Dodd,0,0,0,ede74c37-f8e6-4802-92c7-c399d66d3992,689266.0,dylandodd,Dodd,Left,Dylan Dodd,7.6,8.37,34.1,106.0,82.0,98.0,0.8420000000000001,3.93,3.15,13.89,2.36,0.77,0.235,0.419,0.081,0.419,0.518,82.9,74.0,96.0,93.0,,,,80.0,111.0,99.0,,,,87.0,101.0,98.0,92.0,112.0,94.0,,0.489,0.048,0.285,,0.17800000000000002,-1.53,-3.19,,-4.07,,-3.11,92.1,85.3,,81.8,,0.342,0.375,0.355,,,0.333,,,,,,,,,,,
6,2023-06-14,717784,Flyout,field_out,True,628451,689266,Andy Ibáñez,Dylan Dodd,1,0,0,2d1ac9bc-f57a-4e59-97ac-a2cb028616d3,689266.0,dylandodd,Dodd,Left,Dylan Dodd,7.6,8.37,34.1,106.0,82.0,98.0,0.8420000000000001,3.93,3.15,13.89,2.36,0.77,0.235,0.419,0.081,0.419,0.518,82.9,74.0,96.0,93.0,,,,80.0,111.0,99.0,,,,87.0,101.0,98.0,92.0,112.0,94.0,,0.489,0.048,0.285,,0.17800000000000002,-1.53,-3.19,,-4.07,,-3.11,92.1,85.3,,81.8,,0.342,0.375,0.355,,,0.333,,,,,,,,,,,
7,2023-06-14,717784,Single,single,False,595879,689266,Javier Báez,Dylan Dodd,0,0,1,21d877d3-66a7-4ba4-b311-4ab131e43415,689266.0,dylandodd,Dodd,Left,Dylan Dodd,7.6,8.37,34.1,106.0,82.0,98.0,0.8420000000000001,3.93,3.15,13.89,2.36,0.77,0.235,0.419,0.081,0.419,0.518,82.9,74.0,96.0,93.0,,,,80.0,111.0,99.0,,,,87.0,101.0,98.0,92.0,112.0,94.0,,0.489,0.048,0.285,,0.17800000000000002,-1.53,-3.19,,-4.07,,-3.11,92.1,85.3,,81.8,,0.342,0.375,0.355,,,0.333,,,,,,,,,,,
8,2023-06-14,717784,Groundout,field_out,True,663837,689266,Matt Vierling,Dylan Dodd,0,0,0,e96b1218-988e-40e2-8598-aa018fbeaf73,689266.0,dylandodd,Dodd,Left,Dylan Dodd,7.6,8.37,34.1,106.0,82.0,98.0,0.8420000000000001,3.93,3.15,13.89,2.36,0.77,0.235,0.419,0.081,0.419,0.518,82.9,74.0,96.0,93.0,,,,80.0,111.0,99.0,,,,87.0,101.0,98.0,92.0,112.0,94.0,,0.489,0.048,0.285,,0.17800000000000002,-1.53,-3.19,,-4.07,,-3.11,92.1,85.3,,81.8,,0.342,0.375,0.355,,,0.333,,,,,,,,,,,
9,2023-06-14,717784,Strikeout,strikeout,True,542303,547179,Marcell Ozuna,Michael Lorenzen,0,0,0,d78639b5-5a4e-45c3-9816-494cf9ce253c,547179.0,michaellorenzen,Lorenzen,Right,Michael Lorenzen,4.18,4.51,153.0,101.0,101.0,101.0,0.809,6.53,2.76,8.12,1.18,1.06,0.24600000000000002,0.41700000000000004,0.09699999999999999,0.35200000000000004,0.447,84.5,95.0,101.0,102.0,103.0,112.0,110.0,98.0,100.0,97.0,82.0,108.0,100.0,116.0,102.0,106.0,89.0,75.0,71.0,0.12,0.34700000000000003,0.009000000000000001,0.297,0.011000000000000001,0.21600000000000003,1.17,-7.35,0.73,0.34,-4.26,0.26,94.3,90.8,93.7,84.7,82.3,0.211,0.242,0.186,0.333,0.293,0.6,0.667,,,,,,,,,,
10,2023-06-14,717784,Lineout,field_out,True,592696,547179,Eddie Rosario,Michael Lorenzen,1,0,0,a6252756-21fd-49bf-8248-606dbac07dd5,547179.0,michaellorenzen,Lorenzen,Right,Michael Lorenzen,4.18,4.51,153.0,101.0,101.0,101.0,0.809,6.53,2.76,8.12,1.18,1.06,0.24600000000000002,0.41700000000000004,0.09699999999999999,0.35200000000000004,0.447,84.5,95.0,101.0,102.0,103.0,112.0,110.0,98.0,100.0,97.0,82.0,108.0,100.0,116.0,102.0,106.0,89.0,75.0,71.0,0.12,0.34700000000000003,0.009000000000000001,0.297,0.011000000000000001,0.21600000000000003,1.17,-7.35,0.73,0.34,-4.26,0.26,94.3,90.8,93.7,84.7,82.3,0.211,0.242,0.186,0.333,0.293,0.6,0.667,,,,,,,,,,
