,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vSI,vSL,vCU,FF_ba,SL_ba,CH_ba,FC_ba,SI_ba,CU_ba,ST_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba
0,2023-09-13,716598,Groundout,field_out,True,672580,605182,Maikel Garcia,Mike Clevinger,1,0,0,c6796da3-9137-4d68-bdb5-91616b7f4653,605182.0,mikeclevinger,Clevinger,Right,Mike Clevinger,3.77,4.1,131.1,100.0,100.0,100.0,0.8,7.54,2.74,8.29,1.1,0.62,0.259,0.433,0.179,0.26899999999999996,0.43700000000000006,86.1,80.0,96.0,95.0,80.0,96.0,97.0,101.0,103.0,100.0,91.0,100.0,90.0,113.0,97.0,104.0,90.0,100.0,100.0,0.024,0.479,0.08199999999999999,0.271,0.016,0.128,-0.21,-0.07,1.47,0.5,0.55,1.69,94.3,84.9,93.1,79.4,76.0,0.283,0.203,0.175,0.256,0.2,0.167,,,,,,,,
1,2023-09-13,716598,Single,single,False,677951,605182,Bobby Witt Jr.,Mike Clevinger,0,0,0,228bb1c4-a18f-4e36-866f-a10768c8db55,605182.0,mikeclevinger,Clevinger,Right,Mike Clevinger,3.77,4.1,131.1,100.0,100.0,100.0,0.8,7.54,2.74,8.29,1.1,0.62,0.259,0.433,0.179,0.26899999999999996,0.43700000000000006,86.1,80.0,96.0,95.0,80.0,96.0,97.0,101.0,103.0,100.0,91.0,100.0,90.0,113.0,97.0,104.0,90.0,100.0,100.0,0.024,0.479,0.08199999999999999,0.271,0.016,0.128,-0.21,-0.07,1.47,0.5,0.55,1.69,94.3,84.9,93.1,79.4,76.0,0.283,0.203,0.175,0.256,0.2,0.167,,,,,,,,
2,2023-09-13,716598,Strikeout,strikeout,True,521692,605182,Salvador Perez,Mike Clevinger,0,0,1,3beef0d7-1d96-4b99-8fb5-8524e43dfdf3,605182.0,mikeclevinger,Clevinger,Right,Mike Clevinger,3.77,4.1,131.1,100.0,100.0,100.0,0.8,7.54,2.74,8.29,1.1,0.62,0.259,0.433,0.179,0.26899999999999996,0.43700000000000006,86.1,80.0,96.0,95.0,80.0,96.0,97.0,101.0,103.0,100.0,91.0,100.0,90.0,113.0,97.0,104.0,90.0,100.0,100.0,0.024,0.479,0.08199999999999999,0.271,0.016,0.128,-0.21,-0.07,1.47,0.5,0.55,1.69,94.3,84.9,93.1,79.4,76.0,0.283,0.203,0.175,0.256,0.2,0.167,,,,,,,,
3,2023-09-13,716598,Strikeout,strikeout,True,669004,605182,MJ Melendez,Mike Clevinger,0,0,1,40f3c066-3d93-4888-ad1e-a1379c7ede69,605182.0,mikeclevinger,Clevinger,Right,Mike Clevinger,3.77,4.1,131.1,100.0,100.0,100.0,0.8,7.54,2.74,8.29,1.1,0.62,0.259,0.433,0.179,0.26899999999999996,0.43700000000000006,86.1,80.0,96.0,95.0,80.0,96.0,97.0,101.0,103.0,100.0,91.0,100.0,90.0,113.0,97.0,104.0,90.0,100.0,100.0,0.024,0.479,0.08199999999999999,0.271,0.016,0.128,-0.21,-0.07,1.47,0.5,0.55,1.69,94.3,84.9,93.1,79.4,76.0,0.283,0.203,0.175,0.256,0.2,0.167,,,,,,,,
4,2023-09-13,716598,Groundout,field_out,True,641313,674444,Tim Anderson,Steven Cruz,1,1,0,52d57d1d-b24e-4089-9075-bc05679e907b,674444.0,stevencruz,Cruz,Right,Steven Cruz,4.97,4.73,12.2,90.0,119.0,93.0,0.778,10.66,7.82,7.82,0.71,0.67,0.34299999999999997,0.34299999999999997,0.14300000000000002,0.257,0.418,,,,,,,,109.0,82.0,82.0,128.0,92.0,96.0,129.0,99.0,106.0,119.0,100.0,98.0,0.217,0.439,0.07400000000000001,0.27,,,-1.04,-7.69,-0.41,1.99,,,97.7,93.5,97.3,89.4,,0.263,0.111,,0.429,0.167,,,,,,,,,
5,2023-09-13,716598,Double,double,False,643217,674444,Andrew Benintendi,Steven Cruz,0,0,0,384e6422-2494-4b60-af21-b29c2fb3914a,674444.0,stevencruz,Cruz,Right,Steven Cruz,4.97,4.73,12.2,90.0,119.0,93.0,0.778,10.66,7.82,7.82,0.71,0.67,0.34299999999999997,0.34299999999999997,0.14300000000000002,0.257,0.418,,,,,,,,109.0,82.0,82.0,128.0,92.0,96.0,129.0,99.0,106.0,119.0,100.0,98.0,0.217,0.439,0.07400000000000001,0.27,,,-1.04,-7.69,-0.41,1.99,,,97.7,93.5,97.3,89.4,,0.263,0.111,,0.429,0.167,,,,,,,,,
6,2023-09-13,716598,Strikeout,strikeout,True,673357,674444,Luis Robert Jr.,Steven Cruz,0,0,0,096ab2a2-1263-4f32-8db5-485f8a877448,674444.0,stevencruz,Cruz,Right,Steven Cruz,4.97,4.73,12.2,90.0,119.0,93.0,0.778,10.66,7.82,7.82,0.71,0.67,0.34299999999999997,0.34299999999999997,0.14300000000000002,0.257,0.418,,,,,,,,109.0,82.0,82.0,128.0,92.0,96.0,129.0,99.0,106.0,119.0,100.0,98.0,0.217,0.439,0.07400000000000001,0.27,,,-1.04,-7.69,-0.41,1.99,,,97.7,93.5,97.3,89.4,,0.263,0.111,,0.429,0.167,,,,,,,,,
7,2023-09-13,716598,Groundout,field_out,True,650391,674444,Eloy Jiménez,Steven Cruz,0,0,0,7fe49f7f-673c-4afe-b901-87500ca4e115,674444.0,stevencruz,Cruz,Right,Steven Cruz,4.97,4.73,12.2,90.0,119.0,93.0,0.778,10.66,7.82,7.82,0.71,0.67,0.34299999999999997,0.34299999999999997,0.14300000000000002,0.257,0.418,,,,,,,,109.0,82.0,82.0,128.0,92.0,96.0,129.0,99.0,106.0,119.0,100.0,98.0,0.217,0.439,0.07400000000000001,0.27,,,-1.04,-7.69,-0.41,1.99,,,97.7,93.5,97.3,89.4,,0.263,0.111,,0.429,0.167,,,,,,,,,
8,2023-09-13,716598,Single,single,False,658668,605182,Edward Olivares,Mike Clevinger,0,0,0,5c4e87ed-a2fb-4d7f-a79b-18aa837e4d79,605182.0,mikeclevinger,Clevinger,Right,Mike Clevinger,3.77,4.1,131.1,100.0,100.0,100.0,0.8,7.54,2.74,8.29,1.1,0.62,0.259,0.433,0.179,0.26899999999999996,0.43700000000000006,86.1,80.0,96.0,95.0,80.0,96.0,97.0,101.0,103.0,100.0,91.0,100.0,90.0,113.0,97.0,104.0,90.0,100.0,100.0,0.024,0.479,0.08199999999999999,0.271,0.016,0.128,-0.21,-0.07,1.47,0.5,0.55,1.69,94.3,84.9,93.1,79.4,76.0,0.283,0.203,0.175,0.256,0.2,0.167,,,,,,,,
9,2023-09-13,716598,Home Run,home_run,False,686681,605182,Michael Massey,Mike Clevinger,0,0,1,21214567-2491-4020-874c-7641d1d5611d,605182.0,mikeclevinger,Clevinger,Right,Mike Clevinger,3.77,4.1,131.1,100.0,100.0,100.0,0.8,7.54,2.74,8.29,1.1,0.62,0.259,0.433,0.179,0.26899999999999996,0.43700000000000006,86.1,80.0,96.0,95.0,80.0,96.0,97.0,101.0,103.0,100.0,91.0,100.0,90.0,113.0,97.0,104.0,90.0,100.0,100.0,0.024,0.479,0.08199999999999999,0.271,0.016,0.128,-0.21,-0.07,1.47,0.5,0.55,1.69,94.3,84.9,93.1,79.4,76.0,0.283,0.203,0.175,0.256,0.2,0.167,,,,,,,,
