,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CH%,wFA/C,wSL/C,wCH/C,vFA,vSL,FF_ba,SL_ba,CH_ba,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,wFC/C,wCU/C,vFC,vCU,FC_ba,ST_ba,CU_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba
0,2023-04-12,718601,Single,single,False,663697,675911,Jonathan India,Spencer Strider,0,0,0,602cfcf3-dc98-4f48-80f0-de6e531e9323,675911.0,spencerstrider,Strider,Right,Spencer Strider,3.86,3.09,186.2,104.0,125.0,112.0,0.643,13.55,2.8,7.04,1.06,0.78,0.32799999999999996,0.32299999999999995,0.142,0.354,0.43799999999999994,87.0,85.0,98.0,101.0,141.0,106.0,116.0,104.0,103.0,107.0,0.589,0.33799999999999997,0.073,0.4,1.67,0.97,97.2,85.6,0.256,0.154,0.122,,,,,,,,,,,,,,,,,,,,,,
1,2023-04-12,718601,Single,single,False,670770,675911,TJ Friedl,Spencer Strider,1,0,1,38865984-2057-4910-a334-61e84ac7f38b,675911.0,spencerstrider,Strider,Right,Spencer Strider,3.86,3.09,186.2,104.0,125.0,112.0,0.643,13.55,2.8,7.04,1.06,0.78,0.32799999999999996,0.32299999999999995,0.142,0.354,0.43799999999999994,87.0,85.0,98.0,101.0,141.0,106.0,116.0,104.0,103.0,107.0,0.589,0.33799999999999997,0.073,0.4,1.67,0.97,97.2,85.6,0.256,0.154,0.122,,,,,,,,,,,,,,,,,,,,,,
2,2023-04-12,718601,Flyout,field_out,True,641584,675911,Jake Fraley,Spencer Strider,0,0,1,9281fc8c-ca61-4528-bc85-aece6dc16675,675911.0,spencerstrider,Strider,Right,Spencer Strider,3.86,3.09,186.2,104.0,125.0,112.0,0.643,13.55,2.8,7.04,1.06,0.78,0.32799999999999996,0.32299999999999995,0.142,0.354,0.43799999999999994,87.0,85.0,98.0,101.0,141.0,106.0,116.0,104.0,103.0,107.0,0.589,0.33799999999999997,0.073,0.4,1.67,0.97,97.2,85.6,0.256,0.154,0.122,,,,,,,,,,,,,,,,,,,,,,
3,2023-04-12,718601,Single,single,False,663886,675911,Tyler Stephenson,Spencer Strider,1,0,1,35d193aa-3b93-48f5-98a6-79809f809a69,675911.0,spencerstrider,Strider,Right,Spencer Strider,3.86,3.09,186.2,104.0,125.0,112.0,0.643,13.55,2.8,7.04,1.06,0.78,0.32799999999999996,0.32299999999999995,0.142,0.354,0.43799999999999994,87.0,85.0,98.0,101.0,141.0,106.0,116.0,104.0,103.0,107.0,0.589,0.33799999999999997,0.073,0.4,1.67,0.97,97.2,85.6,0.256,0.154,0.122,,,,,,,,,,,,,,,,,,,,,,
4,2023-04-12,718601,Flyout,field_out,True,571976,675911,Wil Myers,Spencer Strider,0,0,0,495bef53-40e1-4c0b-a567-ebd7f915400b,675911.0,spencerstrider,Strider,Right,Spencer Strider,3.86,3.09,186.2,104.0,125.0,112.0,0.643,13.55,2.8,7.04,1.06,0.78,0.32799999999999996,0.32299999999999995,0.142,0.354,0.43799999999999994,87.0,85.0,98.0,101.0,141.0,106.0,116.0,104.0,103.0,107.0,0.589,0.33799999999999997,0.073,0.4,1.67,0.97,97.2,85.6,0.256,0.154,0.122,,,,,,,,,,,,,,,,,,,,,,
5,2023-04-12,718601,Strikeout,strikeout,True,613564,675911,Jason Vosler,Spencer Strider,0,0,0,0147ffd3-ef6f-4a42-91f0-32d2e246385c,675911.0,spencerstrider,Strider,Right,Spencer Strider,3.86,3.09,186.2,104.0,125.0,112.0,0.643,13.55,2.8,7.04,1.06,0.78,0.32799999999999996,0.32299999999999995,0.142,0.354,0.43799999999999994,87.0,85.0,98.0,101.0,141.0,106.0,116.0,104.0,103.0,107.0,0.589,0.33799999999999997,0.073,0.4,1.67,0.97,97.2,85.6,0.256,0.154,0.122,,,,,,,,,,,,,,,,,,,,,,
6,2023-04-12,718601,Double,double,False,660670,668881,Ronald Acuña Jr.,Hunter Greene,0,0,0,bd162074-c460-4603-8e64-8640df84199e,668881.0,huntergreene,"Greene, H",Right,Hunter Greene,4.82,3.82,112.0,103.0,124.0,107.0,0.725,12.21,3.86,8.92,1.53,0.74,0.24100000000000002,0.40700000000000003,0.128,0.345,0.42,91.1,69.0,88.0,90.0,127.0,103.0,105.0,126.0,104.0,112.0,0.544,0.40399999999999997,0.053,-0.95,0.16,-2.39,98.3,87.3,0.265,0.229,0.304,,,,,,,,,,,,,,,,,,,,,,
7,2023-04-12,718601,Strikeout,strikeout,True,621566,668881,Matt Olson,Hunter Greene,0,0,0,7ed5e68f-f144-4cc3-8664-c9127e240b39,668881.0,huntergreene,"Greene, H",Right,Hunter Greene,4.82,3.82,112.0,103.0,124.0,107.0,0.725,12.21,3.86,8.92,1.53,0.74,0.24100000000000002,0.40700000000000003,0.128,0.345,0.42,91.1,69.0,88.0,90.0,127.0,103.0,105.0,126.0,104.0,112.0,0.544,0.40399999999999997,0.053,-0.95,0.16,-2.39,98.3,87.3,0.265,0.229,0.304,,,,,,,,,,,,,,,,,,,,,,
8,2023-04-12,718601,Flyout,field_out,True,663586,668881,Austin Riley,Hunter Greene,1,0,1,69fe56fd-5c21-41e4-9546-1dbfc9eda3a8,668881.0,huntergreene,"Greene, H",Right,Hunter Greene,4.82,3.82,112.0,103.0,124.0,107.0,0.725,12.21,3.86,8.92,1.53,0.74,0.24100000000000002,0.40700000000000003,0.128,0.345,0.42,91.1,69.0,88.0,90.0,127.0,103.0,105.0,126.0,104.0,112.0,0.544,0.40399999999999997,0.053,-0.95,0.16,-2.39,98.3,87.3,0.265,0.229,0.304,,,,,,,,,,,,,,,,,,,,,,
9,2023-04-12,718601,Groundout,field_out,True,669221,668881,Sean Murphy,Hunter Greene,0,0,0,a9fb39b6-8b81-4d20-b4a6-05092d83e22c,668881.0,huntergreene,"Greene, H",Right,Hunter Greene,4.82,3.82,112.0,103.0,124.0,107.0,0.725,12.21,3.86,8.92,1.53,0.74,0.24100000000000002,0.40700000000000003,0.128,0.345,0.42,91.1,69.0,88.0,90.0,127.0,103.0,105.0,126.0,104.0,112.0,0.544,0.40399999999999997,0.053,-0.95,0.16,-2.39,98.3,87.3,0.265,0.229,0.304,,,,,,,,,,,,,,,,,,,,,,
