,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,KC%,CH%,wFA/C,wFC/C,wSI/C,wKC/C,wCH/C,vFA,vFC,vSI,vKC,FF_ba,FC_ba,CU_ba,CH_ba,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SL,Loc+ SL,Pit+ SL,SL%,CU%,wSL/C,wCU/C,vSL,vCU,SL_ba,SI_ba,ST_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba
0,2023-08-10,717051,Single,single,False,672580,572020,Maikel Garcia,James Paxton,0,0,0,ba623454-446f-452e-b29f-18eed66d123e,572020.0,jamespaxton,Paxton,Left,James Paxton,4.5,3.77,96.0,100.0,89.0,96.0,0.7440000000000001,9.47,3.09,8.72,1.69,1.15,0.311,0.392,0.136,0.337,0.43700000000000006,84.4,112.0,88.0,93.0,95.0,103.0,98.0,98.0,92.0,90.0,87.0,93.0,94.0,63.0,101.0,91.0,0.006999999999999999,0.5660000000000001,0.165,0.195,0.067,0.04,-0.15,-0.01,-0.31,-0.96,95.2,85.8,94.9,81.3,0.269,0.191,0.231,0.316,,,,,,,,,,,,,,,,,,,,,,
1,2023-08-10,717051,Strikeout,strikeout,True,677951,572020,Bobby Witt Jr.,James Paxton,0,0,0,378d0ecf-44ab-4013-9bd2-2e522363f7d0,572020.0,jamespaxton,Paxton,Left,James Paxton,4.5,3.77,96.0,100.0,89.0,96.0,0.7440000000000001,9.47,3.09,8.72,1.69,1.15,0.311,0.392,0.136,0.337,0.43700000000000006,84.4,112.0,88.0,93.0,95.0,103.0,98.0,98.0,92.0,90.0,87.0,93.0,94.0,63.0,101.0,91.0,0.006999999999999999,0.5660000000000001,0.165,0.195,0.067,0.04,-0.15,-0.01,-0.31,-0.96,95.2,85.8,94.9,81.3,0.269,0.191,0.231,0.316,,,,,,,,,,,,,,,,,,,,,,
2,2023-08-10,717051,Forceout,force_out,True,686681,572020,Michael Massey,James Paxton,1,0,1,4994a552-39cf-489d-a1c3-e54d7b53fceb,572020.0,jamespaxton,Paxton,Left,James Paxton,4.5,3.77,96.0,100.0,89.0,96.0,0.7440000000000001,9.47,3.09,8.72,1.69,1.15,0.311,0.392,0.136,0.337,0.43700000000000006,84.4,112.0,88.0,93.0,95.0,103.0,98.0,98.0,92.0,90.0,87.0,93.0,94.0,63.0,101.0,91.0,0.006999999999999999,0.5660000000000001,0.165,0.195,0.067,0.04,-0.15,-0.01,-0.31,-0.96,95.2,85.8,94.9,81.3,0.269,0.191,0.231,0.316,,,,,,,,,,,,,,,,,,,,,,
3,2023-08-10,717051,Groundout,field_out,True,521692,572020,Salvador Perez,James Paxton,1,0,0,e0bd7f7e-0be2-44c8-a4f3-893014bf9dd6,572020.0,jamespaxton,Paxton,Left,James Paxton,4.5,3.77,96.0,100.0,89.0,96.0,0.7440000000000001,9.47,3.09,8.72,1.69,1.15,0.311,0.392,0.136,0.337,0.43700000000000006,84.4,112.0,88.0,93.0,95.0,103.0,98.0,98.0,92.0,90.0,87.0,93.0,94.0,63.0,101.0,91.0,0.006999999999999999,0.5660000000000001,0.165,0.195,0.067,0.04,-0.15,-0.01,-0.31,-0.96,95.2,85.8,94.9,81.3,0.269,0.191,0.231,0.316,,,,,,,,,,,,,,,,,,,,,,
4,2023-08-10,717051,Groundout,field_out,True,622569,680735,Pablo Reyes,Austin Cox,0,0,0,2a01f1ea-b781-4bf2-a3fa-7ddec35cf533,680735.0,austincox,Cox,Left,Austin Cox,4.54,4.93,35.2,101.0,86.0,98.0,0.759,8.33,4.29,7.07,0.5,0.92,0.268,0.35100000000000003,0.10300000000000001,0.371,0.42,82.9,80.0,99.0,95.0,75.0,98.0,93.0,,,,,,,118.0,105.0,104.0,,0.486,0.192,,0.152,0.04,1.14,,,-0.04,91.5,86.7,,,0.246,0.185,0.211,0.176,87.0,104.0,109.0,101.0,113.0,111.0,0.017,0.152,0.86,1.57,83.4,77.8,0.333,,,,,,,,,
5,2023-08-10,717051,Strikeout,strikeout,True,646240,680735,Rafael Devers,Austin Cox,0,0,0,4483b2ca-0286-4324-a3a3-b71261cbde96,680735.0,austincox,Cox,Left,Austin Cox,4.54,4.93,35.2,101.0,86.0,98.0,0.759,8.33,4.29,7.07,0.5,0.92,0.268,0.35100000000000003,0.10300000000000001,0.371,0.42,82.9,80.0,99.0,95.0,75.0,98.0,93.0,,,,,,,118.0,105.0,104.0,,0.486,0.192,,0.152,0.04,1.14,,,-0.04,91.5,86.7,,,0.246,0.185,0.211,0.176,87.0,104.0,109.0,101.0,113.0,111.0,0.017,0.152,0.86,1.57,83.4,77.8,0.333,,,,,,,,,
6,2023-08-10,717051,Single,single,False,594807,680735,Adam Duvall,Austin Cox,0,0,0,eafb69ef-27c6-487d-94b1-a82bd3558928,680735.0,austincox,Cox,Left,Austin Cox,4.54,4.93,35.2,101.0,86.0,98.0,0.759,8.33,4.29,7.07,0.5,0.92,0.268,0.35100000000000003,0.10300000000000001,0.371,0.42,82.9,80.0,99.0,95.0,75.0,98.0,93.0,,,,,,,118.0,105.0,104.0,,0.486,0.192,,0.152,0.04,1.14,,,-0.04,91.5,86.7,,,0.246,0.185,0.211,0.176,87.0,104.0,109.0,101.0,113.0,111.0,0.017,0.152,0.86,1.57,83.4,77.8,0.333,,,,,,,,,
7,2023-08-10,717051,Strikeout,strikeout,True,671213,680735,Triston Casas,Austin Cox,0,0,0,568bfb4f-7908-45da-bac7-9423f26a4802,680735.0,austincox,Cox,Left,Austin Cox,4.54,4.93,35.2,101.0,86.0,98.0,0.759,8.33,4.29,7.07,0.5,0.92,0.268,0.35100000000000003,0.10300000000000001,0.371,0.42,82.9,80.0,99.0,95.0,75.0,98.0,93.0,,,,,,,118.0,105.0,104.0,,0.486,0.192,,0.152,0.04,1.14,,,-0.04,91.5,86.7,,,0.246,0.185,0.211,0.176,87.0,104.0,109.0,101.0,113.0,111.0,0.017,0.152,0.86,1.57,83.4,77.8,0.333,,,,,,,,,
8,2023-08-10,717051,Single,single,False,669004,572020,MJ Melendez,James Paxton,1,0,0,07362acb-5c01-4243-bbc1-1355f7c3b2c8,572020.0,jamespaxton,Paxton,Left,James Paxton,4.5,3.77,96.0,100.0,89.0,96.0,0.7440000000000001,9.47,3.09,8.72,1.69,1.15,0.311,0.392,0.136,0.337,0.43700000000000006,84.4,112.0,88.0,93.0,95.0,103.0,98.0,98.0,92.0,90.0,87.0,93.0,94.0,63.0,101.0,91.0,0.006999999999999999,0.5660000000000001,0.165,0.195,0.067,0.04,-0.15,-0.01,-0.31,-0.96,95.2,85.8,94.9,81.3,0.269,0.191,0.231,0.316,,,,,,,,,,,,,,,,,,,,,,
9,2023-08-10,717051,Lineout,field_out,True,666023,572020,Freddy Fermin,James Paxton,1,0,0,4ad4c8bf-a054-4c1b-8c42-10364ebedf0e,572020.0,jamespaxton,Paxton,Left,James Paxton,4.5,3.77,96.0,100.0,89.0,96.0,0.7440000000000001,9.47,3.09,8.72,1.69,1.15,0.311,0.392,0.136,0.337,0.43700000000000006,84.4,112.0,88.0,93.0,95.0,103.0,98.0,98.0,92.0,90.0,87.0,93.0,94.0,63.0,101.0,91.0,0.006999999999999999,0.5660000000000001,0.165,0.195,0.067,0.04,-0.15,-0.01,-0.31,-0.96,95.2,85.8,94.9,81.3,0.269,0.191,0.231,0.316,,,,,,,,,,,,,,,,,,,,,,
10,2023-08-10,717051,Double Play,double_play,True,658668,572020,Edward Olivares,James Paxton,1,1,1,225b459a-de10-4e46-a40f-69d9f9fc63c8,572020.0,jamespaxton,Paxton,Left,James Paxton,4.5,3.77,96.0,100.0,89.0,96.0,0.7440000000000001,9.47,3.09,8.72,1.69,1.15,0.311,0.392,0.136,0.337,0.43700000000000006,84.4,112.0,88.0,93.0,95.0,103.0,98.0,98.0,92.0,90.0,87.0,93.0,94.0,63.0,101.0,91.0,0.006999999999999999,0.5660000000000001,0.165,0.195,0.067,0.04,-0.15,-0.01,-0.31,-0.96,95.2,85.8,94.9,81.3,0.269,0.191,0.231,0.316,,,,,,,,,,,,,,,,,,,,,,
11,2023-08-10,717051,Pop Out,field_out,True,596115,680735,Trevor Story,Austin Cox,0,0,0,1a78a218-85a0-46b4-989b-305906b22998,680735.0,austincox,Cox,Left,Austin Cox,4.54,4.93,35.2,101.0,86.0,98.0,0.759,8.33,4.29,7.07,0.5,0.92,0.268,0.35100000000000003,0.10300000000000001,0.371,0.42,82.9,80.0,99.0,95.0,75.0,98.0,93.0,,,,,,,118.0,105.0,104.0,,0.486,0.192,,0.152,0.04,1.14,,,-0.04,91.5,86.7,,,0.246,0.185,0.211,0.176,87.0,104.0,109.0,101.0,113.0,111.0,0.017,0.152,0.86,1.57,83.4,77.8,0.333,,,,,,,,,
12,2023-08-10,717051,Pop Out,field_out,True,657077,680735,Alex Verdugo,Austin Cox,0,0,0,532f32f1-7750-4dc2-8470-7bb787e8c969,680735.0,austincox,Cox,Left,Austin Cox,4.54,4.93,35.2,101.0,86.0,98.0,0.759,8.33,4.29,7.07,0.5,0.92,0.268,0.35100000000000003,0.10300000000000001,0.371,0.42,82.9,80.0,99.0,95.0,75.0,98.0,93.0,,,,,,,118.0,105.0,104.0,,0.486,0.192,,0.152,0.04,1.14,,,-0.04,91.5,86.7,,,0.246,0.185,0.211,0.176,87.0,104.0,109.0,101.0,113.0,111.0,0.017,0.152,0.86,1.57,83.4,77.8,0.333,,,,,,,,,
13,2023-08-10,717051,Flyout,field_out,True,680776,680735,Jarren Duran,Austin Cox,0,0,0,f7c19f94-08ae-4151-a08b-48a4e29adb76,680735.0,austincox,Cox,Left,Austin Cox,4.54,4.93,35.2,101.0,86.0,98.0,0.759,8.33,4.29,7.07,0.5,0.92,0.268,0.35100000000000003,0.10300000000000001,0.371,0.42,82.9,80.0,99.0,95.0,75.0,98.0,93.0,,,,,,,118.0,105.0,104.0,,0.486,0.192,,0.152,0.04,1.14,,,-0.04,91.5,86.7,,,0.246,0.185,0.211,0.176,87.0,104.0,109.0,101.0,113.0,111.0,0.017,0.152,0.86,1.57,83.4,77.8,0.333,,,,,,,,,
14,2023-08-10,717051,Strikeout,strikeout,True,669392,572020,Samad Taylor,James Paxton,0,0,0,44eab4b4-7702-46fc-a694-85a6cdc22f0d,572020.0,jamespaxton,Paxton,Left,James Paxton,4.5,3.77,96.0,100.0,89.0,96.0,0.7440000000000001,9.47,3.09,8.72,1.69,1.15,0.311,0.392,0.136,0.337,0.43700000000000006,84.4,112.0,88.0,93.0,95.0,103.0,98.0,98.0,92.0,90.0,87.0,93.0,94.0,63.0,101.0,91.0,0.006999999999999999,0.5660000000000001,0.165,0.195,0.067,0.04,-0.15,-0.01,-0.31,-0.96,95.2,85.8,94.9,81.3,0.269,0.191,0.231,0.316,,,,,,,,,,,,,,,,,,,,,,
15,2023-08-10,717051,Strikeout,strikeout,True,680118,572020,Dairon Blanco,James Paxton,0,0,0,31e7731b-4463-48a3-aa94-7c91848f5b56,572020.0,jamespaxton,Paxton,Left,James Paxton,4.5,3.77,96.0,100.0,89.0,96.0,0.7440000000000001,9.47,3.09,8.72,1.69,1.15,0.311,0.392,0.136,0.337,0.43700000000000006,84.4,112.0,88.0,93.0,95.0,103.0,98.0,98.0,92.0,90.0,87.0,93.0,94.0,63.0,101.0,91.0,0.006999999999999999,0.5660000000000001,0.165,0.195,0.067,0.04,-0.15,-0.01,-0.31,-0.96,95.2,85.8,94.9,81.3,0.269,0.191,0.231,0.316,,,,,,,,,,,,,,,,,,,,,,
