,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,SI%,FA%,CU%,CH%,wFA/C,wSI/C,wCU/C,wCH/C,vFA,vSI,vCU,SI_ba,SV_ba,CH_ba,FF_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,SL%,wFC/C,wSL/C,vFC,vSL,CU_ba,SL_ba,FC_ba,Stf+ SL,Loc+ SL,Pit+ SL,ST_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba
0,2023-06-08,717843,Groundout,field_out,True,665161,621244,Jeremy Peña,José Berríos,0,0,0,ba3cb256-710b-4997-93e9-f8f250f9434a,621244.0,joseberrios,Berríos,Right,José Berríos,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,84.1,90.0,104.0,101.0,116.0,104.0,110.0,96.0,103.0,99.0,92.0,104.0,99.0,0.315,0.204,0.29600000000000004,0.185,0.72,0.61,0.31,-0.38,94.3,93.8,82.6,0.255,0.216,0.245,0.254,,,,,,,,,,,,,,,,,,,,,,,
1,2023-06-08,717843,Flyout,field_out,True,514888,621244,Jose Altuve,José Berríos,0,0,0,9d35feb7-5e9a-4d09-902f-a87aa41db740,621244.0,joseberrios,Berríos,Right,José Berríos,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,84.1,90.0,104.0,101.0,116.0,104.0,110.0,96.0,103.0,99.0,92.0,104.0,99.0,0.315,0.204,0.29600000000000004,0.185,0.72,0.61,0.31,-0.38,94.3,93.8,82.6,0.255,0.216,0.245,0.254,,,,,,,,,,,,,,,,,,,,,,,
2,2023-06-08,717843,Groundout,field_out,True,670541,621244,Yordan Alvarez,José Berríos,1,0,0,ed0aef66-4d29-4bb0-82b7-46b19a7a80f6,621244.0,joseberrios,Berríos,Right,José Berríos,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,84.1,90.0,104.0,101.0,116.0,104.0,110.0,96.0,103.0,99.0,92.0,104.0,99.0,0.315,0.204,0.29600000000000004,0.185,0.72,0.61,0.31,-0.38,94.3,93.8,82.6,0.255,0.216,0.245,0.254,,,,,,,,,,,,,,,,,,,,,,,
3,2023-06-08,717843,Strikeout,strikeout,True,543807,664285,George Springer,Framber Valdez,0,0,0,e285ef9f-b155-49fe-b88c-2adf9e04ff45,664285.0,frambervaldez,"Valdez, F",Left,Framber Valdez,3.45,4.33,198.0,98.0,106.0,100.0,0.752,9.09,2.59,7.55,0.86,2.13,0.24600000000000002,0.44299999999999995,0.109,0.374,0.445,90.1,96.0,98.0,94.0,118.0,98.0,106.0,98.0,-63.0,-49.0,97.0,98.0,96.0,0.46799999999999997,0.001,0.253,0.157,-16.35,0.93,1.07,0.73,95.7,95.3,80.2,0.274,,0.231,,99.0,99.0,95.0,0.034,0.087,0.45,-0.32,89.1,84.7,0.158,0.189,0.182,,,,,,,,,,,
4,2023-06-08,717843,Strikeout,strikeout,True,666182,664285,Bo Bichette,Framber Valdez,0,0,0,5d6eaba9-a27d-47d0-a40c-79f93296688d,664285.0,frambervaldez,"Valdez, F",Left,Framber Valdez,3.45,4.33,198.0,98.0,106.0,100.0,0.752,9.09,2.59,7.55,0.86,2.13,0.24600000000000002,0.44299999999999995,0.109,0.374,0.445,90.1,96.0,98.0,94.0,118.0,98.0,106.0,98.0,-63.0,-49.0,97.0,98.0,96.0,0.46799999999999997,0.001,0.253,0.157,-16.35,0.93,1.07,0.73,95.7,95.3,80.2,0.274,,0.231,,99.0,99.0,95.0,0.034,0.087,0.45,-0.32,89.1,84.7,0.158,0.189,0.182,,,,,,,,,,,
5,2023-06-08,717843,Single,single,False,665489,664285,Vladimir Guerrero Jr.,Framber Valdez,0,0,0,3a93a586-b65b-4c82-a5f5-105f42667834,664285.0,frambervaldez,"Valdez, F",Left,Framber Valdez,3.45,4.33,198.0,98.0,106.0,100.0,0.752,9.09,2.59,7.55,0.86,2.13,0.24600000000000002,0.44299999999999995,0.109,0.374,0.445,90.1,96.0,98.0,94.0,118.0,98.0,106.0,98.0,-63.0,-49.0,97.0,98.0,96.0,0.46799999999999997,0.001,0.253,0.157,-16.35,0.93,1.07,0.73,95.7,95.3,80.2,0.274,,0.231,,99.0,99.0,95.0,0.034,0.087,0.45,-0.32,89.1,84.7,0.158,0.189,0.182,,,,,,,,,,,
6,2023-06-08,717843,Strikeout,strikeout,True,656305,664285,Matt Chapman,Framber Valdez,0,0,0,f5634cae-43f0-4128-bc3d-e70f667a4ec3,664285.0,frambervaldez,"Valdez, F",Left,Framber Valdez,3.45,4.33,198.0,98.0,106.0,100.0,0.752,9.09,2.59,7.55,0.86,2.13,0.24600000000000002,0.44299999999999995,0.109,0.374,0.445,90.1,96.0,98.0,94.0,118.0,98.0,106.0,98.0,-63.0,-49.0,97.0,98.0,96.0,0.46799999999999997,0.001,0.253,0.157,-16.35,0.93,1.07,0.73,95.7,95.3,80.2,0.274,,0.231,,99.0,99.0,95.0,0.034,0.087,0.45,-0.32,89.1,84.7,0.158,0.189,0.182,,,,,,,,,,,
7,2023-06-08,717843,Home Run,home_run,False,608324,621244,Alex Bregman,José Berríos,0,0,0,dda0538e-526b-4e77-a09c-aaf159ef3a8c,621244.0,joseberrios,Berríos,Right,José Berríos,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,84.1,90.0,104.0,101.0,116.0,104.0,110.0,96.0,103.0,99.0,92.0,104.0,99.0,0.315,0.204,0.29600000000000004,0.185,0.72,0.61,0.31,-0.38,94.3,93.8,82.6,0.255,0.216,0.245,0.254,,,,,,,,,,,,,,,,,,,,,,,
8,2023-06-08,717843,Walk,walk,False,663656,621244,Kyle Tucker,José Berríos,1,0,0,022ffba5-a80a-4721-82b0-ca3b912ed7ee,621244.0,joseberrios,Berríos,Right,José Berríos,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,84.1,90.0,104.0,101.0,116.0,104.0,110.0,96.0,103.0,99.0,92.0,104.0,99.0,0.315,0.204,0.29600000000000004,0.185,0.72,0.61,0.31,-0.38,94.3,93.8,82.6,0.255,0.216,0.245,0.254,,,,,,,,,,,,,,,,,,,,,,,
9,2023-06-08,717843,Single,single,False,547989,621244,José Abreu,José Berríos,0,0,1,ba926fbf-68f4-4a31-8d28-8b7da0f7ba4a,621244.0,joseberrios,Berríos,Right,José Berríos,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,84.1,90.0,104.0,101.0,116.0,104.0,110.0,96.0,103.0,99.0,92.0,104.0,99.0,0.315,0.204,0.29600000000000004,0.185,0.72,0.61,0.31,-0.38,94.3,93.8,82.6,0.255,0.216,0.245,0.254,,,,,,,,,,,,,,,,,,,,,,,
