,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,SL%,CH%,wSI/C,wSL/C,wCH/C,vSI,vSL,SI_ba,CH_ba,SL_ba,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FC%,FS%,CU%,wFA/C,wFC/C,wFS/C,wCU/C,vFA,vFC,vFS,vCU,FC_ba,FF_ba,ST_ba,CU_ba,FS_ba
0,2023-07-19,717347,Strikeout,strikeout,True,592885,650911,Christian Yelich,Cristopher Sánchez,0,0,0,5d2b9608-b1f0-4878-ac59-1381afe04ebd,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,3.44,3.74,99.1,101.0,83.0,100.0,0.759,8.7,1.45,7.97,1.45,2.19,0.21,0.445,0.157,0.342,0.429,81.8,75.0,98.0,104.0,71.0,104.0,97.0,123.0,100.0,100.0,0.462,0.21100000000000002,0.327,0.65,0.2,1.1,92.1,82.7,0.297,0.148,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-07-19,717347,Single,single,False,661388,650911,William Contreras,Cristopher Sánchez,0,0,0,9c173ebd-6a40-4d60-b446-720a84cbd4e7,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,3.44,3.74,99.1,101.0,83.0,100.0,0.759,8.7,1.45,7.97,1.45,2.19,0.21,0.445,0.157,0.342,0.429,81.8,75.0,98.0,104.0,71.0,104.0,97.0,123.0,100.0,100.0,0.462,0.21100000000000002,0.327,0.65,0.2,1.1,92.1,82.7,0.297,0.148,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-07-19,717347,Strikeout,strikeout,True,642715,650911,Willy Adames,Cristopher Sánchez,0,0,0,b8cf0c69-78aa-4e6f-b13c-911d0f8b2f52,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,3.44,3.74,99.1,101.0,83.0,100.0,0.759,8.7,1.45,7.97,1.45,2.19,0.21,0.445,0.157,0.342,0.429,81.8,75.0,98.0,104.0,71.0,104.0,97.0,123.0,100.0,100.0,0.462,0.21100000000000002,0.327,0.65,0.2,1.1,92.1,82.7,0.297,0.148,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-07-19,717347,Forceout,force_out,True,680911,650911,Owen Miller,Cristopher Sánchez,0,0,1,3d44c15f-232e-45e6-ac64-b0a9f8abc82c,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,3.44,3.74,99.1,101.0,83.0,100.0,0.759,8.7,1.45,7.97,1.45,2.19,0.21,0.445,0.157,0.342,0.429,81.8,75.0,98.0,104.0,71.0,104.0,97.0,123.0,100.0,100.0,0.462,0.21100000000000002,0.327,0.65,0.2,1.1,92.1,82.7,0.297,0.148,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2023-07-19,717347,Flyout,field_out,True,656941,607067,Kyle Schwarber,Colin Rea,1,1,0,9dfcac4b-a0a7-4169-82c7-432718526aaa,607067.0,colinrea,Rea,Right,Colin Rea,4.55,4.42,124.2,104.0,89.0,99.0,0.7859999999999999,7.94,2.74,7.94,1.66,1.16,0.21600000000000003,0.436,0.12300000000000001,0.359,0.419,,,,,96.0,105.0,99.0,97.0,109.0,109.0,0.299,0.109,,0.31,-0.31,,92.6,83.1,0.253,,,101.0,105.0,105.0,82.0,111.0,99.0,87.0,99.0,95.0,62.0,96.0,91.0,0.193,0.265,0.055999999999999994,0.079,2.43,-0.01,-5.76,-0.94,93.2,86.7,86.0,78.8,0.245,0.135,0.226,0.242,0.44
5,2023-07-19,717347,Groundout,field_out,True,607208,607067,Trea Turner,Colin Rea,1,1,0,f6e7d71c-e03f-4d43-a067-b1b9a4e324ed,607067.0,colinrea,Rea,Right,Colin Rea,4.55,4.42,124.2,104.0,89.0,99.0,0.7859999999999999,7.94,2.74,7.94,1.66,1.16,0.21600000000000003,0.436,0.12300000000000001,0.359,0.419,,,,,96.0,105.0,99.0,97.0,109.0,109.0,0.299,0.109,,0.31,-0.31,,92.6,83.1,0.253,,,101.0,105.0,105.0,82.0,111.0,99.0,87.0,99.0,95.0,62.0,96.0,91.0,0.193,0.265,0.055999999999999994,0.079,2.43,-0.01,-5.76,-0.94,93.2,86.7,86.0,78.8,0.245,0.135,0.226,0.242,0.44
6,2023-07-19,717347,Flyout,field_out,True,592206,607067,Nick Castellanos,Colin Rea,0,0,0,b182188a-3eec-4a8f-b470-1d741a7277b7,607067.0,colinrea,Rea,Right,Colin Rea,4.55,4.42,124.2,104.0,89.0,99.0,0.7859999999999999,7.94,2.74,7.94,1.66,1.16,0.21600000000000003,0.436,0.12300000000000001,0.359,0.419,,,,,96.0,105.0,99.0,97.0,109.0,109.0,0.299,0.109,,0.31,-0.31,,92.6,83.1,0.253,,,101.0,105.0,105.0,82.0,111.0,99.0,87.0,99.0,95.0,62.0,96.0,91.0,0.193,0.265,0.055999999999999994,0.079,2.43,-0.01,-5.76,-0.94,93.2,86.7,86.0,78.8,0.245,0.135,0.226,0.242,0.44
7,2023-07-19,717347,Groundout,field_out,True,621438,650911,Tyrone Taylor,Cristopher Sánchez,1,1,0,54be80cd-9604-440c-a302-277ac8ab106d,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,3.44,3.74,99.1,101.0,83.0,100.0,0.759,8.7,1.45,7.97,1.45,2.19,0.21,0.445,0.157,0.342,0.429,81.8,75.0,98.0,104.0,71.0,104.0,97.0,123.0,100.0,100.0,0.462,0.21100000000000002,0.327,0.65,0.2,1.1,92.1,82.7,0.297,0.148,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2023-07-19,717347,Field Error,field_error,False,663330,650911,Jahmai Jones,Cristopher Sánchez,1,1,0,f15150e8-6f86-4402-9b1f-c4b66b20e8d2,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,3.44,3.74,99.1,101.0,83.0,100.0,0.759,8.7,1.45,7.97,1.45,2.19,0.21,0.445,0.157,0.342,0.429,81.8,75.0,98.0,104.0,71.0,104.0,97.0,123.0,100.0,100.0,0.462,0.21100000000000002,0.327,0.65,0.2,1.1,92.1,82.7,0.297,0.148,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2023-07-19,717347,Single,single,False,655316,650911,Andruw Monasterio,Cristopher Sánchez,0,0,1,9153905c-d30b-4579-8955-af79656d7498,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,3.44,3.74,99.1,101.0,83.0,100.0,0.759,8.7,1.45,7.97,1.45,2.19,0.21,0.445,0.157,0.342,0.429,81.8,75.0,98.0,104.0,71.0,104.0,97.0,123.0,100.0,100.0,0.462,0.21100000000000002,0.327,0.65,0.2,1.1,92.1,82.7,0.297,0.148,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2023-07-19,717347,Double,double,False,663368,650911,Blake Perkins,Cristopher Sánchez,0,0,1,1094b270-3be9-40c6-81b5-93f130aacff9,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,3.44,3.74,99.1,101.0,83.0,100.0,0.759,8.7,1.45,7.97,1.45,2.19,0.21,0.445,0.157,0.342,0.429,81.8,75.0,98.0,104.0,71.0,104.0,97.0,123.0,100.0,100.0,0.462,0.21100000000000002,0.327,0.65,0.2,1.1,92.1,82.7,0.297,0.148,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2023-07-19,717347,Groundout,field_out,True,686894,650911,Joey Wiemer,Cristopher Sánchez,1,0,0,cc05cf95-f7a6-4b6d-89a6-6f58108201ac,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,3.44,3.74,99.1,101.0,83.0,100.0,0.759,8.7,1.45,7.97,1.45,2.19,0.21,0.445,0.157,0.342,0.429,81.8,75.0,98.0,104.0,71.0,104.0,97.0,123.0,100.0,100.0,0.462,0.21100000000000002,0.327,0.65,0.2,1.1,92.1,82.7,0.297,0.148,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2023-07-19,717347,Double,double,False,592885,650911,Christian Yelich,Cristopher Sánchez,0,0,1,83cf41da-a041-4661-83ca-822797f69aac,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,3.44,3.74,99.1,101.0,83.0,100.0,0.759,8.7,1.45,7.97,1.45,2.19,0.21,0.445,0.157,0.342,0.429,81.8,75.0,98.0,104.0,71.0,104.0,97.0,123.0,100.0,100.0,0.462,0.21100000000000002,0.327,0.65,0.2,1.1,92.1,82.7,0.297,0.148,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2023-07-19,717347,Flyout,field_out,True,661388,650911,William Contreras,Cristopher Sánchez,1,1,0,b240e8ce-a61c-4208-b05e-90dffc29bf1d,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,3.44,3.74,99.1,101.0,83.0,100.0,0.759,8.7,1.45,7.97,1.45,2.19,0.21,0.445,0.157,0.342,0.429,81.8,75.0,98.0,104.0,71.0,104.0,97.0,123.0,100.0,100.0,0.462,0.21100000000000002,0.327,0.65,0.2,1.1,92.1,82.7,0.297,0.148,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,2023-07-19,717347,Groundout,field_out,True,547180,607067,Bryce Harper,Colin Rea,1,0,0,1d1ac5cd-52dc-42e0-b25f-59b7114cb1ee,607067.0,colinrea,Rea,Right,Colin Rea,4.55,4.42,124.2,104.0,89.0,99.0,0.7859999999999999,7.94,2.74,7.94,1.66,1.16,0.21600000000000003,0.436,0.12300000000000001,0.359,0.419,,,,,96.0,105.0,99.0,97.0,109.0,109.0,0.299,0.109,,0.31,-0.31,,92.6,83.1,0.253,,,101.0,105.0,105.0,82.0,111.0,99.0,87.0,99.0,95.0,62.0,96.0,91.0,0.193,0.265,0.055999999999999994,0.079,2.43,-0.01,-5.76,-0.94,93.2,86.7,86.0,78.8,0.245,0.135,0.226,0.242,0.44
