,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,CU%,CH%,wFA/C,wFC/C,wSI/C,wCU/C,wCH/C,vFA,vFC,vSI,vCU,CH_ba,FF_ba,CU_ba,FC_ba,SI_ba,Stf+ SL,Loc+ SL,Pit+ SL,SL%,wSL/C,vSL,SL_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba
0,2023-09-12,716616,Pop Out,field_out,True,543760,547943,Marcus Semien,Hyun Jin Ryu,0,0,0,01112066-0133-421f-ab86-f49f9be1ae08,547943.0,hyunjinryu,Ryu,Left,Hyun Jin Ryu,3.46,3.85,52.0,105.0,80.0,95.0,0.802,6.58,2.42,9.17,1.56,1.4,0.23399999999999999,0.46799999999999997,0.152,0.327,0.41200000000000003,78.1,74.0,104.0,95.0,88.0,111.0,105.0,75.0,105.0,91.0,73.0,100.0,94.0,92.0,107.0,97.0,0.095,0.317,0.18899999999999997,0.171,0.228,-0.51,1.27,3.34,-1.45,-2.1,88.6,85.1,87.7,68.9,0.276,0.265,0.286,0.238,0.133,,,,,,,,,,,,,,
1,2023-09-12,716616,Groundout,field_out,True,608369,547943,Corey Seager,Hyun Jin Ryu,1,1,0,89c03b43-1f87-48ec-844c-6d51ccb1ba38,547943.0,hyunjinryu,Ryu,Left,Hyun Jin Ryu,3.46,3.85,52.0,105.0,80.0,95.0,0.802,6.58,2.42,9.17,1.56,1.4,0.23399999999999999,0.46799999999999997,0.152,0.327,0.41200000000000003,78.1,74.0,104.0,95.0,88.0,111.0,105.0,75.0,105.0,91.0,73.0,100.0,94.0,92.0,107.0,97.0,0.095,0.317,0.18899999999999997,0.171,0.228,-0.51,1.27,3.34,-1.45,-2.1,88.6,85.1,87.7,68.9,0.276,0.265,0.286,0.238,0.133,,,,,,,,,,,,,,
2,2023-09-12,716616,Walk,walk,False,543257,547943,Robbie Grossman,Hyun Jin Ryu,1,0,0,f2bdd1fc-49ef-4ef4-9ee0-2e006ffe6621,547943.0,hyunjinryu,Ryu,Left,Hyun Jin Ryu,3.46,3.85,52.0,105.0,80.0,95.0,0.802,6.58,2.42,9.17,1.56,1.4,0.23399999999999999,0.46799999999999997,0.152,0.327,0.41200000000000003,78.1,74.0,104.0,95.0,88.0,111.0,105.0,75.0,105.0,91.0,73.0,100.0,94.0,92.0,107.0,97.0,0.095,0.317,0.18899999999999997,0.171,0.228,-0.51,1.27,3.34,-1.45,-2.1,88.6,85.1,87.7,68.9,0.276,0.265,0.286,0.238,0.133,,,,,,,,,,,,,,
3,2023-09-12,716616,Pop Out,field_out,True,641598,547943,Mitch Garver,Hyun Jin Ryu,0,0,0,393321cd-7653-45ea-8a25-2ece1b9c00ad,547943.0,hyunjinryu,Ryu,Left,Hyun Jin Ryu,3.46,3.85,52.0,105.0,80.0,95.0,0.802,6.58,2.42,9.17,1.56,1.4,0.23399999999999999,0.46799999999999997,0.152,0.327,0.41200000000000003,78.1,74.0,104.0,95.0,88.0,111.0,105.0,75.0,105.0,91.0,73.0,100.0,94.0,92.0,107.0,97.0,0.095,0.317,0.18899999999999997,0.171,0.228,-0.51,1.27,3.34,-1.45,-2.1,88.6,85.1,87.7,68.9,0.276,0.265,0.286,0.238,0.133,,,,,,,,,,,,,,
4,2023-09-12,716616,Pop Out,field_out,True,543807,453286,George Springer,Max Scherzer,0,0,0,de7ab028-38e8-4f89-9024-e7b959d34be9,453286.0,maxscherzer,Scherzer,Right,Max Scherzer,3.77,3.28,152.2,103.0,101.0,103.0,0.737,10.26,2.65,7.43,1.65,0.68,0.239,0.41200000000000003,0.183,0.319,0.434,83.8,94.0,106.0,106.0,96.0,101.0,104.0,104.0,101.0,101.0,,,,98.0,108.0,99.0,,0.46299999999999997,0.10400000000000001,0.124,0.141,0.72,2.12,,0.51,0.03,93.7,88.4,,75.4,0.207,0.255,0.187,0.135,,106.0,108.0,108.0,0.168,-0.21,84.0,0.25,,,,,,,
5,2023-09-12,716616,Lineout,field_out,True,666182,453286,Bo Bichette,Max Scherzer,0,0,0,2e14a8d9-95f4-4cbe-966e-a649a3292f86,453286.0,maxscherzer,Scherzer,Right,Max Scherzer,3.77,3.28,152.2,103.0,101.0,103.0,0.737,10.26,2.65,7.43,1.65,0.68,0.239,0.41200000000000003,0.183,0.319,0.434,83.8,94.0,106.0,106.0,96.0,101.0,104.0,104.0,101.0,101.0,,,,98.0,108.0,99.0,,0.46299999999999997,0.10400000000000001,0.124,0.141,0.72,2.12,,0.51,0.03,93.7,88.4,,75.4,0.207,0.255,0.187,0.135,,106.0,108.0,108.0,0.168,-0.21,84.0,0.25,,,,,,,
6,2023-09-12,716616,Flyout,field_out,True,665489,453286,Vladimir Guerrero Jr.,Max Scherzer,0,0,0,8f832c52-29be-4be1-85b9-91ac3c25a5bf,453286.0,maxscherzer,Scherzer,Right,Max Scherzer,3.77,3.28,152.2,103.0,101.0,103.0,0.737,10.26,2.65,7.43,1.65,0.68,0.239,0.41200000000000003,0.183,0.319,0.434,83.8,94.0,106.0,106.0,96.0,101.0,104.0,104.0,101.0,101.0,,,,98.0,108.0,99.0,,0.46299999999999997,0.10400000000000001,0.124,0.141,0.72,2.12,,0.51,0.03,93.7,88.4,,75.4,0.207,0.255,0.187,0.135,,106.0,108.0,108.0,0.168,-0.21,84.0,0.25,,,,,,,
7,2023-09-12,716616,Groundout,field_out,True,641680,547943,Jonah Heim,Hyun Jin Ryu,0,0,0,8d3990e5-c144-469b-8f57-399651fb9933,547943.0,hyunjinryu,Ryu,Left,Hyun Jin Ryu,3.46,3.85,52.0,105.0,80.0,95.0,0.802,6.58,2.42,9.17,1.56,1.4,0.23399999999999999,0.46799999999999997,0.152,0.327,0.41200000000000003,78.1,74.0,104.0,95.0,88.0,111.0,105.0,75.0,105.0,91.0,73.0,100.0,94.0,92.0,107.0,97.0,0.095,0.317,0.18899999999999997,0.171,0.228,-0.51,1.27,3.34,-1.45,-2.1,88.6,85.1,87.7,68.9,0.276,0.265,0.286,0.238,0.133,,,,,,,,,,,,,,
8,2023-09-12,716616,Flyout,field_out,True,663993,547943,Nathaniel Lowe,Hyun Jin Ryu,1,0,0,dbe3d29b-aef0-4e19-99ee-23385a86e6c6,547943.0,hyunjinryu,Ryu,Left,Hyun Jin Ryu,3.46,3.85,52.0,105.0,80.0,95.0,0.802,6.58,2.42,9.17,1.56,1.4,0.23399999999999999,0.46799999999999997,0.152,0.327,0.41200000000000003,78.1,74.0,104.0,95.0,88.0,111.0,105.0,75.0,105.0,91.0,73.0,100.0,94.0,92.0,107.0,97.0,0.095,0.317,0.18899999999999997,0.171,0.228,-0.51,1.27,3.34,-1.45,-2.1,88.6,85.1,87.7,68.9,0.276,0.265,0.286,0.238,0.133,,,,,,,,,,,,,,
9,2023-09-12,716616,Flyout,field_out,True,677649,547943,Ezequiel Duran,Hyun Jin Ryu,1,0,0,9a79b0de-1fb2-4be2-8664-6580fe984f23,547943.0,hyunjinryu,Ryu,Left,Hyun Jin Ryu,3.46,3.85,52.0,105.0,80.0,95.0,0.802,6.58,2.42,9.17,1.56,1.4,0.23399999999999999,0.46799999999999997,0.152,0.327,0.41200000000000003,78.1,74.0,104.0,95.0,88.0,111.0,105.0,75.0,105.0,91.0,73.0,100.0,94.0,92.0,107.0,97.0,0.095,0.317,0.18899999999999997,0.171,0.228,-0.51,1.27,3.34,-1.45,-2.1,88.6,85.1,87.7,68.9,0.276,0.265,0.286,0.238,0.133,,,,,,,,,,,,,,
