,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vSI,vSL,vCU,SI_ba,FF_ba,SL_ba,CH_ba,CU_ba,FS%,wFS/C,vFS,ST_ba,FS_ba,FC%,wFC/C,vFC,Stf+ FC,Loc+ FC,Pit+ FC,FC_ba,Stf+ FS,Loc+ FS,Pit+ FS
0,2023-04-12,718598,Single,single,False,592885,686753,Christian Yelich,Drey Jameson,0,0,0,3b371fdf-fb92-4dcd-9d2f-660b0a40ab20,686753.0,dreyjameson,Jameson,Right,Drey Jameson,3.32,5.55,40.2,98.0,102.0,97.0,0.723,8.19,3.98,8.85,1.33,1.17,0.271,0.322,0.102,0.39,0.435,89.1,95.0,94.0,93.0,119.0,89.0,96.0,102.0,105.0,99.0,92.0,94.0,89.0,115.0,99.0,106.0,0.298,0.272,0.261,0.037000000000000005,0.132,-0.7,-0.74,0.4,1.43,2.95,97.0,95.0,85.4,80.8,0.362,0.279,0.158,0.19,0.2,,,,,,,,,,,,,,,
1,2023-04-12,718598,Pop Out,field_out,True,642715,686753,Willy Adames,Drey Jameson,0,0,0,b23cf77e-54cb-420b-a46c-e9c029391d17,686753.0,dreyjameson,Jameson,Right,Drey Jameson,3.32,5.55,40.2,98.0,102.0,97.0,0.723,8.19,3.98,8.85,1.33,1.17,0.271,0.322,0.102,0.39,0.435,89.1,95.0,94.0,93.0,119.0,89.0,96.0,102.0,105.0,99.0,92.0,94.0,89.0,115.0,99.0,106.0,0.298,0.272,0.261,0.037000000000000005,0.132,-0.7,-0.74,0.4,1.43,2.95,97.0,95.0,85.4,80.8,0.362,0.279,0.158,0.19,0.2,,,,,,,,,,,,,,,
2,2023-04-12,718598,Grounded Into DP,grounded_into_double_play,True,642133,686753,Rowdy Tellez,Drey Jameson,0,0,1,384d8b5e-d4d0-45aa-8277-5b49b0b93e37,686753.0,dreyjameson,Jameson,Right,Drey Jameson,3.32,5.55,40.2,98.0,102.0,97.0,0.723,8.19,3.98,8.85,1.33,1.17,0.271,0.322,0.102,0.39,0.435,89.1,95.0,94.0,93.0,119.0,89.0,96.0,102.0,105.0,99.0,92.0,94.0,89.0,115.0,99.0,106.0,0.298,0.272,0.261,0.037000000000000005,0.132,-0.7,-0.74,0.4,1.43,2.95,97.0,95.0,85.4,80.8,0.362,0.279,0.158,0.19,0.2,,,,,,,,,,,,,,,
3,2023-04-12,718598,Catcher Interference,catcher_interf,False,668942,676083,Josh Rojas,Janson Junk,1,0,0,7b75a649-4dba-43aa-bafc-ce15a24c0f4e,676083.0,jansonjunk,Junk,Right,Janson Junk,4.91,3.85,7.1,106.0,103.0,103.0,0.9309999999999999,6.14,2.45,9.82,1.23,2.33,0.2,0.6,0.08,0.36,0.418,,,,,131.0,104.0,100.0,98.0,106.0,105.0,89.0,110.0,108.0,102.0,104.0,100.0,0.055,0.5,0.2,0.127,,-0.68,1.88,-3.77,-1.25,,92.6,92.1,79.9,82.2,0.333,0.231,,,0.333,0.11800000000000001,-3.66,84.6,0.2,0.333,,,,,,,,,,
4,2023-04-12,718598,Strikeout,strikeout,True,606466,676083,Ketel Marte,Janson Junk,0,0,0,a51b56b8-03c9-4f58-af9b-1e5e3b9558b1,676083.0,jansonjunk,Junk,Right,Janson Junk,4.91,3.85,7.1,106.0,103.0,103.0,0.9309999999999999,6.14,2.45,9.82,1.23,2.33,0.2,0.6,0.08,0.36,0.418,,,,,131.0,104.0,100.0,98.0,106.0,105.0,89.0,110.0,108.0,102.0,104.0,100.0,0.055,0.5,0.2,0.127,,-0.68,1.88,-3.77,-1.25,,92.6,92.1,79.9,82.2,0.333,0.231,,,0.333,0.11800000000000001,-3.66,84.6,0.2,0.333,,,,,,,,,,
5,2023-04-12,718598,Double,double,False,666971,676083,Lourdes Gurriel Jr.,Janson Junk,0,0,1,104a852e-16a8-4af2-83d5-5748cdf10bce,676083.0,jansonjunk,Junk,Right,Janson Junk,4.91,3.85,7.1,106.0,103.0,103.0,0.9309999999999999,6.14,2.45,9.82,1.23,2.33,0.2,0.6,0.08,0.36,0.418,,,,,131.0,104.0,100.0,98.0,106.0,105.0,89.0,110.0,108.0,102.0,104.0,100.0,0.055,0.5,0.2,0.127,,-0.68,1.88,-3.77,-1.25,,92.6,92.1,79.9,82.2,0.333,0.231,,,0.333,0.11800000000000001,-3.66,84.6,0.2,0.333,,,,,,,,,,
6,2023-04-12,718598,Groundout,field_out,True,572233,676083,Christian Walker,Janson Junk,0,0,1,64eee6d1-275e-4f47-87e7-b829dc180f49,676083.0,jansonjunk,Junk,Right,Janson Junk,4.91,3.85,7.1,106.0,103.0,103.0,0.9309999999999999,6.14,2.45,9.82,1.23,2.33,0.2,0.6,0.08,0.36,0.418,,,,,131.0,104.0,100.0,98.0,106.0,105.0,89.0,110.0,108.0,102.0,104.0,100.0,0.055,0.5,0.2,0.127,,-0.68,1.88,-3.77,-1.25,,92.6,92.1,79.9,82.2,0.333,0.231,,,0.333,0.11800000000000001,-3.66,84.6,0.2,0.333,,,,,,,,,,
7,2023-04-12,718598,Strikeout,strikeout,True,682998,676083,Corbin Carroll,Janson Junk,0,0,0,614a3242-590f-47f9-82cd-a32172a0e4aa,676083.0,jansonjunk,Junk,Right,Janson Junk,4.91,3.85,7.1,106.0,103.0,103.0,0.9309999999999999,6.14,2.45,9.82,1.23,2.33,0.2,0.6,0.08,0.36,0.418,,,,,131.0,104.0,100.0,98.0,106.0,105.0,89.0,110.0,108.0,102.0,104.0,100.0,0.055,0.5,0.2,0.127,,-0.68,1.88,-3.77,-1.25,,92.6,92.1,79.9,82.2,0.333,0.231,,,0.333,0.11800000000000001,-3.66,84.6,0.2,0.333,,,,,,,,,,
8,2023-04-12,718598,Groundout,field_out,True,661388,686753,William Contreras,Drey Jameson,1,0,0,f645c4d6-d19f-4ba9-978a-d2ad822cc3b0,686753.0,dreyjameson,Jameson,Right,Drey Jameson,3.32,5.55,40.2,98.0,102.0,97.0,0.723,8.19,3.98,8.85,1.33,1.17,0.271,0.322,0.102,0.39,0.435,89.1,95.0,94.0,93.0,119.0,89.0,96.0,102.0,105.0,99.0,92.0,94.0,89.0,115.0,99.0,106.0,0.298,0.272,0.261,0.037000000000000005,0.132,-0.7,-0.74,0.4,1.43,2.95,97.0,95.0,85.4,80.8,0.362,0.279,0.158,0.19,0.2,,,,,,,,,,,,,,,
9,2023-04-12,718598,Strikeout,strikeout,True,669003,686753,Garrett Mitchell,Drey Jameson,0,0,0,04409d75-32fb-43ca-998b-96d77de1f63f,686753.0,dreyjameson,Jameson,Right,Drey Jameson,3.32,5.55,40.2,98.0,102.0,97.0,0.723,8.19,3.98,8.85,1.33,1.17,0.271,0.322,0.102,0.39,0.435,89.1,95.0,94.0,93.0,119.0,89.0,96.0,102.0,105.0,99.0,92.0,94.0,89.0,115.0,99.0,106.0,0.298,0.272,0.261,0.037000000000000005,0.132,-0.7,-0.74,0.4,1.43,2.95,97.0,95.0,85.4,80.8,0.362,0.279,0.158,0.19,0.2,,,,,,,,,,,,,,,
10,2023-04-12,718598,Single,single,False,572228,686753,Luke Voit,Drey Jameson,1,1,0,ef436fad-8cf2-4f40-ad4f-849103aa020f,686753.0,dreyjameson,Jameson,Right,Drey Jameson,3.32,5.55,40.2,98.0,102.0,97.0,0.723,8.19,3.98,8.85,1.33,1.17,0.271,0.322,0.102,0.39,0.435,89.1,95.0,94.0,93.0,119.0,89.0,96.0,102.0,105.0,99.0,92.0,94.0,89.0,115.0,99.0,106.0,0.298,0.272,0.261,0.037000000000000005,0.132,-0.7,-0.74,0.4,1.43,2.95,97.0,95.0,85.4,80.8,0.362,0.279,0.158,0.19,0.2,,,,,,,,,,,,,,,
11,2023-04-12,718598,Forceout,force_out,True,668930,686753,Brice Turang,Drey Jameson,0,0,1,c46b17e8-cf52-4fea-9551-75ba016beb37,686753.0,dreyjameson,Jameson,Right,Drey Jameson,3.32,5.55,40.2,98.0,102.0,97.0,0.723,8.19,3.98,8.85,1.33,1.17,0.271,0.322,0.102,0.39,0.435,89.1,95.0,94.0,93.0,119.0,89.0,96.0,102.0,105.0,99.0,92.0,94.0,89.0,115.0,99.0,106.0,0.298,0.272,0.261,0.037000000000000005,0.132,-0.7,-0.74,0.4,1.43,2.95,97.0,95.0,85.4,80.8,0.362,0.279,0.158,0.19,0.2,,,,,,,,,,,,,,,
12,2023-04-12,718598,Groundout,field_out,True,664983,676083,Jake McCarthy,Janson Junk,1,0,0,9b943c75-e9d3-4da9-a1b6-c8debc5f4028,676083.0,jansonjunk,Junk,Right,Janson Junk,4.91,3.85,7.1,106.0,103.0,103.0,0.9309999999999999,6.14,2.45,9.82,1.23,2.33,0.2,0.6,0.08,0.36,0.418,,,,,131.0,104.0,100.0,98.0,106.0,105.0,89.0,110.0,108.0,102.0,104.0,100.0,0.055,0.5,0.2,0.127,,-0.68,1.88,-3.77,-1.25,,92.6,92.1,79.9,82.2,0.333,0.231,,,0.333,0.11800000000000001,-3.66,84.6,0.2,0.333,,,,,,,,,,
