,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,vFA,vFC,vFS,vSI,vSL,SL_ba,SI_ba,FC_ba,FF_ba,FS_ba,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,CU%,CH%,wCU/C,wCH/C,vCU,CH_ba,CU_ba,ST_ba
0,2023-04-14,718580,Groundout,field_out,True,621493,656557,Taylor Ward,Tanner Houck,1,0,0,69602450-cb0b-4b6b-80f3-c1c03d30b81e,656557.0,tannerhouck,Houck,Right,Tanner Houck,5.01,4.21,106.0,100.0,101.0,100.0,0.727,8.41,3.48,8.83,1.19,1.92,0.151,0.489,0.12300000000000001,0.353,0.418,95.0,96.0,88.0,111.0,102.0,101.0,113.0,99.0,107.0,80.0,100.0,92.0,67.0,105.0,92.0,0.295,0.099,0.10800000000000001,0.114,0.38299999999999995,-2.8,0.73,-1.52,-0.38,0.98,93.9,91.3,87.6,93.4,83.9,0.178,0.306,0.229,0.325,0.31,,,,,,,,,,,,,,,
1,2023-04-14,718580,Pop Out,field_out,True,545361,656557,Mike Trout,Tanner Houck,1,0,0,c1117850-8686-4980-b5cd-927a652890f9,656557.0,tannerhouck,Houck,Right,Tanner Houck,5.01,4.21,106.0,100.0,101.0,100.0,0.727,8.41,3.48,8.83,1.19,1.92,0.151,0.489,0.12300000000000001,0.353,0.418,95.0,96.0,88.0,111.0,102.0,101.0,113.0,99.0,107.0,80.0,100.0,92.0,67.0,105.0,92.0,0.295,0.099,0.10800000000000001,0.114,0.38299999999999995,-2.8,0.73,-1.52,-0.38,0.98,93.9,91.3,87.6,93.4,83.9,0.178,0.306,0.229,0.325,0.31,,,,,,,,,,,,,,,
2,2023-04-14,718580,Walk,walk,False,660271,656557,Shohei Ohtani,Tanner Houck,1,0,0,efae2e4a-e779-41d8-89fd-4759474e1b2f,656557.0,tannerhouck,Houck,Right,Tanner Houck,5.01,4.21,106.0,100.0,101.0,100.0,0.727,8.41,3.48,8.83,1.19,1.92,0.151,0.489,0.12300000000000001,0.353,0.418,95.0,96.0,88.0,111.0,102.0,101.0,113.0,99.0,107.0,80.0,100.0,92.0,67.0,105.0,92.0,0.295,0.099,0.10800000000000001,0.114,0.38299999999999995,-2.8,0.73,-1.52,-0.38,0.98,93.9,91.3,87.6,93.4,83.9,0.178,0.306,0.229,0.325,0.31,,,,,,,,,,,,,,,
3,2023-04-14,718580,Single,single,False,543685,656557,Anthony Rendon,Tanner Houck,0,0,1,c9cde729-c916-46b7-bef2-c62f6bd2f45e,656557.0,tannerhouck,Houck,Right,Tanner Houck,5.01,4.21,106.0,100.0,101.0,100.0,0.727,8.41,3.48,8.83,1.19,1.92,0.151,0.489,0.12300000000000001,0.353,0.418,95.0,96.0,88.0,111.0,102.0,101.0,113.0,99.0,107.0,80.0,100.0,92.0,67.0,105.0,92.0,0.295,0.099,0.10800000000000001,0.114,0.38299999999999995,-2.8,0.73,-1.52,-0.38,0.98,93.9,91.3,87.6,93.4,83.9,0.178,0.306,0.229,0.325,0.31,,,,,,,,,,,,,,,
4,2023-04-14,718580,Double,double,False,592669,656557,Hunter Renfroe,Tanner Houck,0,0,1,bac372ea-352a-4e29-bc26-f58d8966cb0c,656557.0,tannerhouck,Houck,Right,Tanner Houck,5.01,4.21,106.0,100.0,101.0,100.0,0.727,8.41,3.48,8.83,1.19,1.92,0.151,0.489,0.12300000000000001,0.353,0.418,95.0,96.0,88.0,111.0,102.0,101.0,113.0,99.0,107.0,80.0,100.0,92.0,67.0,105.0,92.0,0.295,0.099,0.10800000000000001,0.114,0.38299999999999995,-2.8,0.73,-1.52,-0.38,0.98,93.9,91.3,87.6,93.4,83.9,0.178,0.306,0.229,0.325,0.31,,,,,,,,,,,,,,,
5,2023-04-14,718580,Strikeout,strikeout,True,571875,656557,Jake Lamb,Tanner Houck,0,0,0,e2c5065e-5c5c-4c9d-81f5-6fdf0264eef8,656557.0,tannerhouck,Houck,Right,Tanner Houck,5.01,4.21,106.0,100.0,101.0,100.0,0.727,8.41,3.48,8.83,1.19,1.92,0.151,0.489,0.12300000000000001,0.353,0.418,95.0,96.0,88.0,111.0,102.0,101.0,113.0,99.0,107.0,80.0,100.0,92.0,67.0,105.0,92.0,0.295,0.099,0.10800000000000001,0.114,0.38299999999999995,-2.8,0.73,-1.52,-0.38,0.98,93.9,91.3,87.6,93.4,83.9,0.178,0.306,0.229,0.325,0.31,,,,,,,,,,,,,,,
6,2023-04-14,718580,Walk,walk,False,657077,663776,Alex Verdugo,Patrick Sandoval,0,0,0,aa363b03-038b-47a8-8b61-ffca068bd0ba,663776.0,patricksandoval,Sandoval,Left,Patrick Sandoval,4.11,4.7,144.2,97.0,92.0,97.0,0.741,7.96,4.6,9.02,0.75,1.55,0.196,0.42700000000000005,0.166,0.297,0.414,63.0,94.0,89.0,69.0,97.0,86.0,123.0,100.0,107.0,,,,,,,0.111,0.256,,,0.285,-1.22,,,0.36,0.02,93.0,,,93.2,86.5,0.267,0.269,,0.336,,83.0,99.0,98.0,100.0,99.0,96.0,101.0,0.09,0.258,0.27,0.3,76.5,0.184,0.286,0.2
7,2023-04-14,718580,Pop Out,field_out,True,457759,663776,Justin Turner,Patrick Sandoval,1,0,0,02ed6b5a-d32e-4296-ae08-d39ee0be1372,663776.0,patricksandoval,Sandoval,Left,Patrick Sandoval,4.11,4.7,144.2,97.0,92.0,97.0,0.741,7.96,4.6,9.02,0.75,1.55,0.196,0.42700000000000005,0.166,0.297,0.414,63.0,94.0,89.0,69.0,97.0,86.0,123.0,100.0,107.0,,,,,,,0.111,0.256,,,0.285,-1.22,,,0.36,0.02,93.0,,,93.2,86.5,0.267,0.269,,0.336,,83.0,99.0,98.0,100.0,99.0,96.0,101.0,0.09,0.258,0.27,0.3,76.5,0.184,0.286,0.2
8,2023-04-14,718580,Groundout,field_out,True,608701,663776,Rob Refsnyder,Patrick Sandoval,1,0,1,49dd6984-0c0f-4b5c-87fa-955d62480e7f,663776.0,patricksandoval,Sandoval,Left,Patrick Sandoval,4.11,4.7,144.2,97.0,92.0,97.0,0.741,7.96,4.6,9.02,0.75,1.55,0.196,0.42700000000000005,0.166,0.297,0.414,63.0,94.0,89.0,69.0,97.0,86.0,123.0,100.0,107.0,,,,,,,0.111,0.256,,,0.285,-1.22,,,0.36,0.02,93.0,,,93.2,86.5,0.267,0.269,,0.336,,83.0,99.0,98.0,100.0,99.0,96.0,101.0,0.09,0.258,0.27,0.3,76.5,0.184,0.286,0.2
9,2023-04-14,718580,Lineout,field_out,True,646240,663776,Rafael Devers,Patrick Sandoval,0,0,0,83b58f63-4120-47f0-ad74-e9e267f729b5,663776.0,patricksandoval,Sandoval,Left,Patrick Sandoval,4.11,4.7,144.2,97.0,92.0,97.0,0.741,7.96,4.6,9.02,0.75,1.55,0.196,0.42700000000000005,0.166,0.297,0.414,63.0,94.0,89.0,69.0,97.0,86.0,123.0,100.0,107.0,,,,,,,0.111,0.256,,,0.285,-1.22,,,0.36,0.02,93.0,,,93.2,86.5,0.267,0.269,,0.336,,83.0,99.0,98.0,100.0,99.0,96.0,101.0,0.09,0.258,0.27,0.3,76.5,0.184,0.286,0.2
