,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vSI,vSL,FF_ba,FC_ba,ST_ba,CH_ba,SL_ba,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FS,Loc+ FS,Pit+ FS,FS%,CU%,wFS/C,wCU/C,vFS,vCU,FS_ba,SI_ba,CU_ba
0,2023-04-03,718725,Pop Out,field_out,True,607208,641482,Trea Turner,Nestor Cortes,1,0,0,60cb1a4d-a49d-485c-b907-649941fefbfd,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,4.97,3.66,63.1,103.0,104.0,104.0,0.79,9.52,2.84,8.38,1.56,0.46,0.233,0.43200000000000005,0.17600000000000002,0.29,0.441,83.4,92.0,111.0,110.0,102.0,106.0,106.0,138.0,99.0,111.0,92.0,103.0,103.0,110.0,102.0,102.0,0.005,0.521,0.28800000000000003,0.158,0.027999999999999997,0.68,0.39,4.05,-1.47,-6.99,91.6,86.6,89.3,76.9,0.213,0.26,0.259,0.5,0.2,,,,,,,,,,,,,,,
1,2023-04-03,718725,Strikeout,strikeout,True,656941,641482,Kyle Schwarber,Nestor Cortes,0,0,0,9994c5b6-dc71-4fe2-853d-f01cb3f95888,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,4.97,3.66,63.1,103.0,104.0,104.0,0.79,9.52,2.84,8.38,1.56,0.46,0.233,0.43200000000000005,0.17600000000000002,0.29,0.441,83.4,92.0,111.0,110.0,102.0,106.0,106.0,138.0,99.0,111.0,92.0,103.0,103.0,110.0,102.0,102.0,0.005,0.521,0.28800000000000003,0.158,0.027999999999999997,0.68,0.39,4.05,-1.47,-6.99,91.6,86.6,89.3,76.9,0.213,0.26,0.259,0.5,0.2,,,,,,,,,,,,,,,
2,2023-04-03,718725,Pop Out,field_out,True,592663,641482,J.T. Realmuto,Nestor Cortes,1,0,0,7c096937-4586-4417-bd0c-ee4b4e79f8cf,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,4.97,3.66,63.1,103.0,104.0,104.0,0.79,9.52,2.84,8.38,1.56,0.46,0.233,0.43200000000000005,0.17600000000000002,0.29,0.441,83.4,92.0,111.0,110.0,102.0,106.0,106.0,138.0,99.0,111.0,92.0,103.0,103.0,110.0,102.0,102.0,0.005,0.521,0.28800000000000003,0.158,0.027999999999999997,0.68,0.39,4.05,-1.47,-6.99,91.6,86.6,89.3,76.9,0.213,0.26,0.259,0.5,0.2,,,,,,,,,,,,,,,
3,2023-04-03,718725,Triple,triple,False,518934,592836,DJ LeMahieu,Taijuan Walker,1,1,0,73c65b77-4e0b-4214-acda-5681fb3e1183,592836.0,taijuanwalker,"Walker, T",Right,Taijuan Walker,4.38,4.36,172.2,99.0,94.0,97.0,0.8079999999999999,7.19,3.7,8.08,1.04,1.21,0.217,0.43,0.16699999999999998,0.326,0.382,,,,,79.0,98.0,90.0,81.0,100.0,93.0,124.0,109.0,114.0,99.0,103.0,100.0,0.233,0.17600000000000002,0.17600000000000002,0.026000000000000002,,-0.82,-0.44,0.53,-1.43,,92.8,87.1,92.4,82.5,0.257,0.284,0.158,,,92.0,91.0,94.0,104.0,97.0,100.0,0.332,0.057,0.48,-1.07,87.9,74.8,0.205,0.273,0.212
4,2023-04-03,718725,Walk,walk,False,592450,592836,Aaron Judge,Taijuan Walker,1,0,0,c00d19ba-99fb-44e3-80ac-d9726e3db145,592836.0,taijuanwalker,"Walker, T",Right,Taijuan Walker,4.38,4.36,172.2,99.0,94.0,97.0,0.8079999999999999,7.19,3.7,8.08,1.04,1.21,0.217,0.43,0.16699999999999998,0.326,0.382,,,,,79.0,98.0,90.0,81.0,100.0,93.0,124.0,109.0,114.0,99.0,103.0,100.0,0.233,0.17600000000000002,0.17600000000000002,0.026000000000000002,,-0.82,-0.44,0.53,-1.43,,92.8,87.1,92.4,82.5,0.257,0.284,0.158,,,92.0,91.0,94.0,104.0,97.0,100.0,0.332,0.057,0.48,-1.07,87.9,74.8,0.205,0.273,0.212
5,2023-04-03,718725,Walk,walk,False,519203,592836,Anthony Rizzo,Taijuan Walker,1,0,1,5f0e7aad-ca46-4bc7-9dd3-2171113f708f,592836.0,taijuanwalker,"Walker, T",Right,Taijuan Walker,4.38,4.36,172.2,99.0,94.0,97.0,0.8079999999999999,7.19,3.7,8.08,1.04,1.21,0.217,0.43,0.16699999999999998,0.326,0.382,,,,,79.0,98.0,90.0,81.0,100.0,93.0,124.0,109.0,114.0,99.0,103.0,100.0,0.233,0.17600000000000002,0.17600000000000002,0.026000000000000002,,-0.82,-0.44,0.53,-1.43,,92.8,87.1,92.4,82.5,0.257,0.284,0.158,,,92.0,91.0,94.0,104.0,97.0,100.0,0.332,0.057,0.48,-1.07,87.9,74.8,0.205,0.273,0.212
6,2023-04-03,718725,Groundout,field_out,True,519317,592836,Giancarlo Stanton,Taijuan Walker,0,0,1,0184f7a2-df54-4a6e-93ba-cdae24d9057b,592836.0,taijuanwalker,"Walker, T",Right,Taijuan Walker,4.38,4.36,172.2,99.0,94.0,97.0,0.8079999999999999,7.19,3.7,8.08,1.04,1.21,0.217,0.43,0.16699999999999998,0.326,0.382,,,,,79.0,98.0,90.0,81.0,100.0,93.0,124.0,109.0,114.0,99.0,103.0,100.0,0.233,0.17600000000000002,0.17600000000000002,0.026000000000000002,,-0.82,-0.44,0.53,-1.43,,92.8,87.1,92.4,82.5,0.257,0.284,0.158,,,92.0,91.0,94.0,104.0,97.0,100.0,0.332,0.057,0.48,-1.07,87.9,74.8,0.205,0.273,0.212
7,2023-04-03,718725,Single,single,False,650402,592836,Gleyber Torres,Taijuan Walker,0,0,1,4560a018-db63-4268-947b-66247f8c1662,592836.0,taijuanwalker,"Walker, T",Right,Taijuan Walker,4.38,4.36,172.2,99.0,94.0,97.0,0.8079999999999999,7.19,3.7,8.08,1.04,1.21,0.217,0.43,0.16699999999999998,0.326,0.382,,,,,79.0,98.0,90.0,81.0,100.0,93.0,124.0,109.0,114.0,99.0,103.0,100.0,0.233,0.17600000000000002,0.17600000000000002,0.026000000000000002,,-0.82,-0.44,0.53,-1.43,,92.8,87.1,92.4,82.5,0.257,0.284,0.158,,,92.0,91.0,94.0,104.0,97.0,100.0,0.332,0.057,0.48,-1.07,87.9,74.8,0.205,0.273,0.212
8,2023-04-03,718725,Flyout,field_out,True,614173,592836,Franchy Cordero,Taijuan Walker,0,0,0,9cd2b091-db04-477a-8623-2e6cd91906fb,592836.0,taijuanwalker,"Walker, T",Right,Taijuan Walker,4.38,4.36,172.2,99.0,94.0,97.0,0.8079999999999999,7.19,3.7,8.08,1.04,1.21,0.217,0.43,0.16699999999999998,0.326,0.382,,,,,79.0,98.0,90.0,81.0,100.0,93.0,124.0,109.0,114.0,99.0,103.0,100.0,0.233,0.17600000000000002,0.17600000000000002,0.026000000000000002,,-0.82,-0.44,0.53,-1.43,,92.8,87.1,92.4,82.5,0.257,0.284,0.158,,,92.0,91.0,94.0,104.0,97.0,100.0,0.332,0.057,0.48,-1.07,87.9,74.8,0.205,0.273,0.212
9,2023-04-03,718725,Walk,walk,False,543305,592836,Aaron Hicks,Taijuan Walker,1,0,1,8a84f405-d5db-4022-989a-0f2d01d0ce42,592836.0,taijuanwalker,"Walker, T",Right,Taijuan Walker,4.38,4.36,172.2,99.0,94.0,97.0,0.8079999999999999,7.19,3.7,8.08,1.04,1.21,0.217,0.43,0.16699999999999998,0.326,0.382,,,,,79.0,98.0,90.0,81.0,100.0,93.0,124.0,109.0,114.0,99.0,103.0,100.0,0.233,0.17600000000000002,0.17600000000000002,0.026000000000000002,,-0.82,-0.44,0.53,-1.43,,92.8,87.1,92.4,82.5,0.257,0.284,0.158,,,92.0,91.0,94.0,104.0,97.0,100.0,0.332,0.057,0.48,-1.07,87.9,74.8,0.205,0.273,0.212
