,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vSI,vSL,vCU,FF_ba,SI_ba,CH_ba,SL_ba,CU_ba,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FC%,KC%,wFC/C,wKC/C,vFC,vKC,FC_ba,ST_ba,FS%,wFS/C,vFS,FS_ba,Stf+ FS,Loc+ FS,Pit+ FS
10,2023-04-07,718674,Walk,walk,False,661388,656427,William Contreras,Jack Flaherty,0,0,0,f38f1fa8-6342-4a4f-a26e-85c79f1ae494,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,4.99,5.06,144.1,99.0,95.0,100.0,0.755,9.23,4.12,10.1,1.06,1.34,0.24600000000000002,0.45899999999999996,0.132,0.307,0.39799999999999996,85.3,68.0,89.0,84.0,,,,98.0,99.0,98.0,75.0,82.0,71.0,98.0,101.0,102.0,0.02,0.41700000000000004,0.24600000000000002,,0.033,-0.44,-2.28,-1.15,,0.86,93.1,90.1,84.2,,0.29,0.333,0.154,0.339,0.204,93.0,102.0,108.0,92.0,98.0,101.0,0.091,0.19399999999999998,-1.05,0.23,88.7,76.2,0.318,,,,,,,,
11,2023-04-07,718674,Strikeout,strikeout,True,669003,656427,Garrett Mitchell,Jack Flaherty,0,0,0,0fcdf58f-a1cf-41a2-850f-697f6bd914a2,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,4.99,5.06,144.1,99.0,95.0,100.0,0.755,9.23,4.12,10.1,1.06,1.34,0.24600000000000002,0.45899999999999996,0.132,0.307,0.39799999999999996,85.3,68.0,89.0,84.0,,,,98.0,99.0,98.0,75.0,82.0,71.0,98.0,101.0,102.0,0.02,0.41700000000000004,0.24600000000000002,,0.033,-0.44,-2.28,-1.15,,0.86,93.1,90.1,84.2,,0.29,0.333,0.154,0.339,0.204,93.0,102.0,108.0,92.0,98.0,101.0,0.091,0.19399999999999998,-1.05,0.23,88.7,76.2,0.318,,,,,,,,
12,2023-04-07,718674,Strikeout,strikeout,True,605119,656427,Brian Anderson,Jack Flaherty,0,0,0,90b5e3ba-1454-4bd0-925c-aba511956976,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,4.99,5.06,144.1,99.0,95.0,100.0,0.755,9.23,4.12,10.1,1.06,1.34,0.24600000000000002,0.45899999999999996,0.132,0.307,0.39799999999999996,85.3,68.0,89.0,84.0,,,,98.0,99.0,98.0,75.0,82.0,71.0,98.0,101.0,102.0,0.02,0.41700000000000004,0.24600000000000002,,0.033,-0.44,-2.28,-1.15,,0.86,93.1,90.1,84.2,,0.29,0.333,0.154,0.339,0.204,93.0,102.0,108.0,92.0,98.0,101.0,0.091,0.19399999999999998,-1.05,0.23,88.7,76.2,0.318,,,,,,,,
13,2023-04-07,718674,Walk,walk,False,668930,656427,Brice Turang,Jack Flaherty,0,0,1,6fce7a86-5f8d-4be3-8d58-05ffe0d5f609,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,4.99,5.06,144.1,99.0,95.0,100.0,0.755,9.23,4.12,10.1,1.06,1.34,0.24600000000000002,0.45899999999999996,0.132,0.307,0.39799999999999996,85.3,68.0,89.0,84.0,,,,98.0,99.0,98.0,75.0,82.0,71.0,98.0,101.0,102.0,0.02,0.41700000000000004,0.24600000000000002,,0.033,-0.44,-2.28,-1.15,,0.86,93.1,90.1,84.2,,0.29,0.333,0.154,0.339,0.204,93.0,102.0,108.0,92.0,98.0,101.0,0.091,0.19399999999999998,-1.05,0.23,88.7,76.2,0.318,,,,,,,,
14,2023-04-07,718674,Groundout,field_out,True,686894,656427,Joey Wiemer,Jack Flaherty,0,0,0,c772d2dd-655b-4dd5-b3d8-7f19dc70b6fd,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,4.99,5.06,144.1,99.0,95.0,100.0,0.755,9.23,4.12,10.1,1.06,1.34,0.24600000000000002,0.45899999999999996,0.132,0.307,0.39799999999999996,85.3,68.0,89.0,84.0,,,,98.0,99.0,98.0,75.0,82.0,71.0,98.0,101.0,102.0,0.02,0.41700000000000004,0.24600000000000002,,0.033,-0.44,-2.28,-1.15,,0.86,93.1,90.1,84.2,,0.29,0.333,0.154,0.339,0.204,93.0,102.0,108.0,92.0,98.0,101.0,0.091,0.19399999999999998,-1.05,0.23,88.7,76.2,0.318,,,,,,,,
15,2023-04-07,718674,Flyout,field_out,True,669357,605540,Nolan Gorman,Brandon Woodruff,1,0,0,78345ec8-23a6-40ae-b567-46c5057e0ed7,605540.0,brandonwoodruff,Woodruff,Right,Brandon Woodruff,2.28,2.82,67.0,107.0,114.0,110.0,0.7490000000000001,9.94,2.01,5.37,1.21,0.81,0.23600000000000002,0.41600000000000004,0.168,0.298,0.474,85.8,111.0,104.0,118.0,89.0,103.0,105.0,125.0,112.0,115.0,108.0,100.0,96.0,108.0,107.0,108.0,0.22,0.41,0.095,0.079,0.19699999999999998,0.95,2.76,-0.33,-0.01,3.2,95.8,95.0,86.9,82.9,0.177,0.193,0.098,0.278,0.182,,,,,,,,,,,,,,,,,,,,,
16,2023-04-07,718674,Strikeout,strikeout,True,691023,605540,Jordan Walker,Brandon Woodruff,0,0,0,cc19710c-543e-4ac3-9620-3325e15b8a07,605540.0,brandonwoodruff,Woodruff,Right,Brandon Woodruff,2.28,2.82,67.0,107.0,114.0,110.0,0.7490000000000001,9.94,2.01,5.37,1.21,0.81,0.23600000000000002,0.41600000000000004,0.168,0.298,0.474,85.8,111.0,104.0,118.0,89.0,103.0,105.0,125.0,112.0,115.0,108.0,100.0,96.0,108.0,107.0,108.0,0.22,0.41,0.095,0.079,0.19699999999999998,0.95,2.76,-0.33,-0.01,3.2,95.8,95.0,86.9,82.9,0.177,0.193,0.098,0.278,0.182,,,,,,,,,,,,,,,,,,,,,
17,2023-04-07,718674,Walk,walk,False,669242,605540,Tommy Edman,Brandon Woodruff,0,0,0,f11c09ff-148a-4261-a0db-f05bd3c0b707,605540.0,brandonwoodruff,Woodruff,Right,Brandon Woodruff,2.28,2.82,67.0,107.0,114.0,110.0,0.7490000000000001,9.94,2.01,5.37,1.21,0.81,0.23600000000000002,0.41600000000000004,0.168,0.298,0.474,85.8,111.0,104.0,118.0,89.0,103.0,105.0,125.0,112.0,115.0,108.0,100.0,96.0,108.0,107.0,108.0,0.22,0.41,0.095,0.079,0.19699999999999998,0.95,2.76,-0.33,-0.01,3.2,95.8,95.0,86.9,82.9,0.177,0.193,0.098,0.278,0.182,,,,,,,,,,,,,,,,,,,,,
18,2023-04-07,718674,Caught Stealing 2B,caught_stealing_2b,True,680977,605540,Brendan Donovan,Brandon Woodruff,1,0,0,7753551a-b735-4645-ac23-09ec6edd037f,605540.0,brandonwoodruff,Woodruff,Right,Brandon Woodruff,2.28,2.82,67.0,107.0,114.0,110.0,0.7490000000000001,9.94,2.01,5.37,1.21,0.81,0.23600000000000002,0.41600000000000004,0.168,0.298,0.474,85.8,111.0,104.0,118.0,89.0,103.0,105.0,125.0,112.0,115.0,108.0,100.0,96.0,108.0,107.0,108.0,0.22,0.41,0.095,0.079,0.19699999999999998,0.95,2.76,-0.33,-0.01,3.2,95.8,95.0,86.9,82.9,0.177,0.193,0.098,0.278,0.182,,,,,,,,,,,,,,,,,,,,,
19,2023-04-07,718674,Walk,walk,False,592885,656427,Christian Yelich,Jack Flaherty,1,0,0,577c7488-fc89-42f1-acf3-e6684015eddd,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,4.99,5.06,144.1,99.0,95.0,100.0,0.755,9.23,4.12,10.1,1.06,1.34,0.24600000000000002,0.45899999999999996,0.132,0.307,0.39799999999999996,85.3,68.0,89.0,84.0,,,,98.0,99.0,98.0,75.0,82.0,71.0,98.0,101.0,102.0,0.02,0.41700000000000004,0.24600000000000002,,0.033,-0.44,-2.28,-1.15,,0.86,93.1,90.1,84.2,,0.29,0.333,0.154,0.339,0.204,93.0,102.0,108.0,92.0,98.0,101.0,0.091,0.19399999999999998,-1.05,0.23,88.7,76.2,0.318,,,,,,,,
20,2023-04-07,718674,Single,single,False,608385,656427,Jesse Winker,Jack Flaherty,1,0,1,ee65b07f-93ce-44f9-a50e-f0ee0ccc96ad,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,4.99,5.06,144.1,99.0,95.0,100.0,0.755,9.23,4.12,10.1,1.06,1.34,0.24600000000000002,0.45899999999999996,0.132,0.307,0.39799999999999996,85.3,68.0,89.0,84.0,,,,98.0,99.0,98.0,75.0,82.0,71.0,98.0,101.0,102.0,0.02,0.41700000000000004,0.24600000000000002,,0.033,-0.44,-2.28,-1.15,,0.86,93.1,90.1,84.2,,0.29,0.333,0.154,0.339,0.204,93.0,102.0,108.0,92.0,98.0,101.0,0.091,0.19399999999999998,-1.05,0.23,88.7,76.2,0.318,,,,,,,,
21,2023-04-07,718674,Forceout,force_out,True,642715,656427,Willy Adames,Jack Flaherty,0,0,1,4fd1f89a-90c7-4859-83a1-963f41c75920,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,4.99,5.06,144.1,99.0,95.0,100.0,0.755,9.23,4.12,10.1,1.06,1.34,0.24600000000000002,0.45899999999999996,0.132,0.307,0.39799999999999996,85.3,68.0,89.0,84.0,,,,98.0,99.0,98.0,75.0,82.0,71.0,98.0,101.0,102.0,0.02,0.41700000000000004,0.24600000000000002,,0.033,-0.44,-2.28,-1.15,,0.86,93.1,90.1,84.2,,0.29,0.333,0.154,0.339,0.204,93.0,102.0,108.0,92.0,98.0,101.0,0.091,0.19399999999999998,-1.05,0.23,88.7,76.2,0.318,,,,,,,,
22,2023-04-07,718674,Sac Fly,sac_fly,True,642133,656427,Rowdy Tellez,Jack Flaherty,0,0,1,00bd8cb6-b21b-469e-82bd-efc20d57871f,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,4.99,5.06,144.1,99.0,95.0,100.0,0.755,9.23,4.12,10.1,1.06,1.34,0.24600000000000002,0.45899999999999996,0.132,0.307,0.39799999999999996,85.3,68.0,89.0,84.0,,,,98.0,99.0,98.0,75.0,82.0,71.0,98.0,101.0,102.0,0.02,0.41700000000000004,0.24600000000000002,,0.033,-0.44,-2.28,-1.15,,0.86,93.1,90.1,84.2,,0.29,0.333,0.154,0.339,0.204,93.0,102.0,108.0,92.0,98.0,101.0,0.091,0.19399999999999998,-1.05,0.23,88.7,76.2,0.318,,,,,,,,
23,2023-04-07,718674,Single,single,False,661388,656427,William Contreras,Jack Flaherty,1,0,1,45fffe03-3b97-433e-b68f-13dc28e57077,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,4.99,5.06,144.1,99.0,95.0,100.0,0.755,9.23,4.12,10.1,1.06,1.34,0.24600000000000002,0.45899999999999996,0.132,0.307,0.39799999999999996,85.3,68.0,89.0,84.0,,,,98.0,99.0,98.0,75.0,82.0,71.0,98.0,101.0,102.0,0.02,0.41700000000000004,0.24600000000000002,,0.033,-0.44,-2.28,-1.15,,0.86,93.1,90.1,84.2,,0.29,0.333,0.154,0.339,0.204,93.0,102.0,108.0,92.0,98.0,101.0,0.091,0.19399999999999998,-1.05,0.23,88.7,76.2,0.318,,,,,,,,
24,2023-04-07,718674,Single,single,False,669003,656427,Garrett Mitchell,Jack Flaherty,0,0,1,ed9de790-06ac-44f2-96cc-021aac210cf2,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,4.99,5.06,144.1,99.0,95.0,100.0,0.755,9.23,4.12,10.1,1.06,1.34,0.24600000000000002,0.45899999999999996,0.132,0.307,0.39799999999999996,85.3,68.0,89.0,84.0,,,,98.0,99.0,98.0,75.0,82.0,71.0,98.0,101.0,102.0,0.02,0.41700000000000004,0.24600000000000002,,0.033,-0.44,-2.28,-1.15,,0.86,93.1,90.1,84.2,,0.29,0.333,0.154,0.339,0.204,93.0,102.0,108.0,92.0,98.0,101.0,0.091,0.19399999999999998,-1.05,0.23,88.7,76.2,0.318,,,,,,,,
25,2023-04-07,718674,Walk,walk,False,605119,656427,Brian Anderson,Jack Flaherty,0,0,1,63e59d43-d675-437f-8a97-f10fcc35c4d2,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,4.99,5.06,144.1,99.0,95.0,100.0,0.755,9.23,4.12,10.1,1.06,1.34,0.24600000000000002,0.45899999999999996,0.132,0.307,0.39799999999999996,85.3,68.0,89.0,84.0,,,,98.0,99.0,98.0,75.0,82.0,71.0,98.0,101.0,102.0,0.02,0.41700000000000004,0.24600000000000002,,0.033,-0.44,-2.28,-1.15,,0.86,93.1,90.1,84.2,,0.29,0.333,0.154,0.339,0.204,93.0,102.0,108.0,92.0,98.0,101.0,0.091,0.19399999999999998,-1.05,0.23,88.7,76.2,0.318,,,,,,,,
26,2023-04-07,718674,Groundout,field_out,True,668930,656427,Brice Turang,Jack Flaherty,1,0,0,62eadbec-ecd7-4780-9731-854707c93c51,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,4.99,5.06,144.1,99.0,95.0,100.0,0.755,9.23,4.12,10.1,1.06,1.34,0.24600000000000002,0.45899999999999996,0.132,0.307,0.39799999999999996,85.3,68.0,89.0,84.0,,,,98.0,99.0,98.0,75.0,82.0,71.0,98.0,101.0,102.0,0.02,0.41700000000000004,0.24600000000000002,,0.033,-0.44,-2.28,-1.15,,0.86,93.1,90.1,84.2,,0.29,0.333,0.154,0.339,0.204,93.0,102.0,108.0,92.0,98.0,101.0,0.091,0.19399999999999998,-1.05,0.23,88.7,76.2,0.318,,,,,,,,
27,2023-04-07,718674,Single,single,False,680977,605540,Brendan Donovan,Brandon Woodruff,1,0,0,480eccde-4fe2-41b4-94b2-a27f5983d3ad,605540.0,brandonwoodruff,Woodruff,Right,Brandon Woodruff,2.28,2.82,67.0,107.0,114.0,110.0,0.7490000000000001,9.94,2.01,5.37,1.21,0.81,0.23600000000000002,0.41600000000000004,0.168,0.298,0.474,85.8,111.0,104.0,118.0,89.0,103.0,105.0,125.0,112.0,115.0,108.0,100.0,96.0,108.0,107.0,108.0,0.22,0.41,0.095,0.079,0.19699999999999998,0.95,2.76,-0.33,-0.01,3.2,95.8,95.0,86.9,82.9,0.177,0.193,0.098,0.278,0.182,,,,,,,,,,,,,,,,,,,,,
28,2023-04-07,718674,Single,single,False,676475,605540,Alec Burleson,Brandon Woodruff,0,0,1,2efbab0f-a56d-4e50-b00b-16625e50f0b9,605540.0,brandonwoodruff,Woodruff,Right,Brandon Woodruff,2.28,2.82,67.0,107.0,114.0,110.0,0.7490000000000001,9.94,2.01,5.37,1.21,0.81,0.23600000000000002,0.41600000000000004,0.168,0.298,0.474,85.8,111.0,104.0,118.0,89.0,103.0,105.0,125.0,112.0,115.0,108.0,100.0,96.0,108.0,107.0,108.0,0.22,0.41,0.095,0.079,0.19699999999999998,0.95,2.76,-0.33,-0.01,3.2,95.8,95.0,86.9,82.9,0.177,0.193,0.098,0.278,0.182,,,,,,,,,,,,,,,,,,,,,
29,2023-04-07,718674,Strikeout,strikeout,True,502671,605540,Paul Goldschmidt,Brandon Woodruff,0,0,0,9d43887b-26ec-47da-9b5f-2ac463de04f7,605540.0,brandonwoodruff,Woodruff,Right,Brandon Woodruff,2.28,2.82,67.0,107.0,114.0,110.0,0.7490000000000001,9.94,2.01,5.37,1.21,0.81,0.23600000000000002,0.41600000000000004,0.168,0.298,0.474,85.8,111.0,104.0,118.0,89.0,103.0,105.0,125.0,112.0,115.0,108.0,100.0,96.0,108.0,107.0,108.0,0.22,0.41,0.095,0.079,0.19699999999999998,0.95,2.76,-0.33,-0.01,3.2,95.8,95.0,86.9,82.9,0.177,0.193,0.098,0.278,0.182,,,,,,,,,,,,,,,,,,,,,
30,2023-04-07,718674,Single,single,False,571448,605540,Nolan Arenado,Brandon Woodruff,1,0,1,c80379c2-b73c-40b6-9cb0-088bc986317b,605540.0,brandonwoodruff,Woodruff,Right,Brandon Woodruff,2.28,2.82,67.0,107.0,114.0,110.0,0.7490000000000001,9.94,2.01,5.37,1.21,0.81,0.23600000000000002,0.41600000000000004,0.168,0.298,0.474,85.8,111.0,104.0,118.0,89.0,103.0,105.0,125.0,112.0,115.0,108.0,100.0,96.0,108.0,107.0,108.0,0.22,0.41,0.095,0.079,0.19699999999999998,0.95,2.76,-0.33,-0.01,3.2,95.8,95.0,86.9,82.9,0.177,0.193,0.098,0.278,0.182,,,,,,,,,,,,,,,,,,,,,
31,2023-04-07,718674,Grounded Into DP,grounded_into_double_play,True,575929,605540,Willson Contreras,Brandon Woodruff,0,0,1,729be60b-2261-4bd9-afff-87d8e55c80b1,605540.0,brandonwoodruff,Woodruff,Right,Brandon Woodruff,2.28,2.82,67.0,107.0,114.0,110.0,0.7490000000000001,9.94,2.01,5.37,1.21,0.81,0.23600000000000002,0.41600000000000004,0.168,0.298,0.474,85.8,111.0,104.0,118.0,89.0,103.0,105.0,125.0,112.0,115.0,108.0,100.0,96.0,108.0,107.0,108.0,0.22,0.41,0.095,0.079,0.19699999999999998,0.95,2.76,-0.33,-0.01,3.2,95.8,95.0,86.9,82.9,0.177,0.193,0.098,0.278,0.182,,,,,,,,,,,,,,,,,,,,,
32,2023-04-07,718674,Walk,walk,False,686894,656427,Joey Wiemer,Jack Flaherty,1,0,0,3cdf2dd8-d46b-472d-89cc-3eb61b1c5a28,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,4.99,5.06,144.1,99.0,95.0,100.0,0.755,9.23,4.12,10.1,1.06,1.34,0.24600000000000002,0.45899999999999996,0.132,0.307,0.39799999999999996,85.3,68.0,89.0,84.0,,,,98.0,99.0,98.0,75.0,82.0,71.0,98.0,101.0,102.0,0.02,0.41700000000000004,0.24600000000000002,,0.033,-0.44,-2.28,-1.15,,0.86,93.1,90.1,84.2,,0.29,0.333,0.154,0.339,0.204,93.0,102.0,108.0,92.0,98.0,101.0,0.091,0.19399999999999998,-1.05,0.23,88.7,76.2,0.318,,,,,,,,
33,2023-04-07,718674,Grounded Into DP,grounded_into_double_play,True,592885,656427,Christian Yelich,Jack Flaherty,1,0,1,ceade833-5085-450c-a117-44f977ac9f50,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,4.99,5.06,144.1,99.0,95.0,100.0,0.755,9.23,4.12,10.1,1.06,1.34,0.24600000000000002,0.45899999999999996,0.132,0.307,0.39799999999999996,85.3,68.0,89.0,84.0,,,,98.0,99.0,98.0,75.0,82.0,71.0,98.0,101.0,102.0,0.02,0.41700000000000004,0.24600000000000002,,0.033,-0.44,-2.28,-1.15,,0.86,93.1,90.1,84.2,,0.29,0.333,0.154,0.339,0.204,93.0,102.0,108.0,92.0,98.0,101.0,0.091,0.19399999999999998,-1.05,0.23,88.7,76.2,0.318,,,,,,,,
