,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vSL,vCU,FF_ba,SL_ba,CH_ba,CU_ba,vKN (sc),Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FS%,KC%,KN%,wFS/C,wSI/C,wKC/C,wKN/C,vFS,vSI,vKC,SI_ba,FS_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,ST_ba
0,2023-08-23,716881,Strikeout,strikeout,True,641487,656629,J.P. Crawford,Michael Kopech,0,0,0,44046a0d-f6b6-4662-bd81-31b90d74819e,656629.0,michaelkopech,Kopech,Right,Michael Kopech,5.43,5.77,129.1,91.0,108.0,94.0,0.755,9.32,6.33,8.0,2.02,0.75,0.243,0.41,0.155,0.34700000000000003,0.384,88.7,73.0,82.0,76.0,96.0,97.0,97.0,116.0,89.0,94.0,102.0,97.0,99.0,0.614,0.272,0.04,0.07400000000000001,-0.71,-1.5,-0.94,0.15,95.2,84.8,80.6,0.244,0.258,0.133,0.158,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-08-23,716881,Walk,walk,False,677594,656629,Julio Rodríguez,Michael Kopech,0,0,0,aabc3cfd-a126-4936-9c7c-08312e0ec09c,656629.0,michaelkopech,Kopech,Right,Michael Kopech,5.43,5.77,129.1,91.0,108.0,94.0,0.755,9.32,6.33,8.0,2.02,0.75,0.243,0.41,0.155,0.34700000000000003,0.384,88.7,73.0,82.0,76.0,96.0,97.0,97.0,116.0,89.0,94.0,102.0,97.0,99.0,0.614,0.272,0.04,0.07400000000000001,-0.71,-1.5,-0.94,0.15,95.2,84.8,80.6,0.244,0.258,0.133,0.158,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-08-23,716881,Strikeout,strikeout,True,553993,656629,Eugenio Suárez,Michael Kopech,0,0,1,f2a7853e-970e-4ae4-86bd-a8588b8c470d,656629.0,michaelkopech,Kopech,Right,Michael Kopech,5.43,5.77,129.1,91.0,108.0,94.0,0.755,9.32,6.33,8.0,2.02,0.75,0.243,0.41,0.155,0.34700000000000003,0.384,88.7,73.0,82.0,76.0,96.0,97.0,97.0,116.0,89.0,94.0,102.0,97.0,99.0,0.614,0.272,0.04,0.07400000000000001,-0.71,-1.5,-0.94,0.15,95.2,84.8,80.6,0.244,0.258,0.133,0.158,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-08-23,716881,Single,single,False,606192,656629,Teoscar Hernández,Michael Kopech,0,0,1,2a55920f-2a95-49f6-a65a-562c71e868e8,656629.0,michaelkopech,Kopech,Right,Michael Kopech,5.43,5.77,129.1,91.0,108.0,94.0,0.755,9.32,6.33,8.0,2.02,0.75,0.243,0.41,0.155,0.34700000000000003,0.384,88.7,73.0,82.0,76.0,96.0,97.0,97.0,116.0,89.0,94.0,102.0,97.0,99.0,0.614,0.272,0.04,0.07400000000000001,-0.71,-1.5,-0.94,0.15,95.2,84.8,80.6,0.244,0.258,0.133,0.158,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2023-08-23,716881,Flyout,field_out,True,664034,656629,Ty France,Michael Kopech,0,0,0,face236a-78d6-49d9-aa4c-40a5b4936bbe,656629.0,michaelkopech,Kopech,Right,Michael Kopech,5.43,5.77,129.1,91.0,108.0,94.0,0.755,9.32,6.33,8.0,2.02,0.75,0.243,0.41,0.155,0.34700000000000003,0.384,88.7,73.0,82.0,76.0,96.0,97.0,97.0,116.0,89.0,94.0,102.0,97.0,99.0,0.614,0.272,0.04,0.07400000000000001,-0.71,-1.5,-0.94,0.15,95.2,84.8,80.6,0.244,0.258,0.133,0.158,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2023-08-23,716881,Strikeout,strikeout,True,641313,669923,Tim Anderson,George Kirby,0,0,0,010dbeb2-a9bd-44d6-bbe6-f7d8e44db487,669923.0,georgekirby,Kirby,Right,George Kirby,3.35,3.9,190.2,110.0,106.0,109.0,0.799,8.12,0.9,8.45,1.04,1.19,0.298,0.40700000000000003,0.177,0.327,0.48200000000000004,86.6,94.0,107.0,111.0,,,,97.0,111.0,105.0,126.0,106.0,112.0,0.39399999999999996,0.19699999999999998,,0.018000000000000002,1.34,1.03,,-5.31,96.1,86.3,,0.234,0.264,0.5,0.265,75.1,106.0,110.0,109.0,95.0,103.0,110.0,0.21600000000000003,0.061,0.115,0.001,1.07,0.43,0.35,0.26,84.9,95.8,81.8,0.261,0.143,,,,,,,,
6,2023-08-23,716881,Groundout,field_out,True,462101,669923,Elvis Andrus,George Kirby,0,0,0,70be832b-a406-4b07-9203-0124c41b9812,669923.0,georgekirby,Kirby,Right,George Kirby,3.35,3.9,190.2,110.0,106.0,109.0,0.799,8.12,0.9,8.45,1.04,1.19,0.298,0.40700000000000003,0.177,0.327,0.48200000000000004,86.6,94.0,107.0,111.0,,,,97.0,111.0,105.0,126.0,106.0,112.0,0.39399999999999996,0.19699999999999998,,0.018000000000000002,1.34,1.03,,-5.31,96.1,86.3,,0.234,0.264,0.5,0.265,75.1,106.0,110.0,109.0,95.0,103.0,110.0,0.21600000000000003,0.061,0.115,0.001,1.07,0.43,0.35,0.26,84.9,95.8,81.8,0.261,0.143,,,,,,,,
7,2023-08-23,716881,Strikeout,strikeout,True,673357,669923,Luis Robert Jr.,George Kirby,0,0,0,d0a57afc-f71d-48ab-a8e0-46e82eec606e,669923.0,georgekirby,Kirby,Right,George Kirby,3.35,3.9,190.2,110.0,106.0,109.0,0.799,8.12,0.9,8.45,1.04,1.19,0.298,0.40700000000000003,0.177,0.327,0.48200000000000004,86.6,94.0,107.0,111.0,,,,97.0,111.0,105.0,126.0,106.0,112.0,0.39399999999999996,0.19699999999999998,,0.018000000000000002,1.34,1.03,,-5.31,96.1,86.3,,0.234,0.264,0.5,0.265,75.1,106.0,110.0,109.0,95.0,103.0,110.0,0.21600000000000003,0.061,0.115,0.001,1.07,0.43,0.35,0.26,84.9,95.8,81.8,0.261,0.143,,,,,,,,
8,2023-08-23,716881,Strikeout,strikeout,True,686527,656629,Dominic Canzone,Michael Kopech,0,0,0,a8a8c674-e942-4db3-b442-68d3cae7ad26,656629.0,michaelkopech,Kopech,Right,Michael Kopech,5.43,5.77,129.1,91.0,108.0,94.0,0.755,9.32,6.33,8.0,2.02,0.75,0.243,0.41,0.155,0.34700000000000003,0.384,88.7,73.0,82.0,76.0,96.0,97.0,97.0,116.0,89.0,94.0,102.0,97.0,99.0,0.614,0.272,0.04,0.07400000000000001,-0.71,-1.5,-0.94,0.15,95.2,84.8,80.6,0.244,0.258,0.133,0.158,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2023-08-23,716881,Lineout,field_out,True,664238,656629,Dylan Moore,Michael Kopech,0,0,0,9e6d1690-1b1b-4c72-8ec4-92a31b03b724,656629.0,michaelkopech,Kopech,Right,Michael Kopech,5.43,5.77,129.1,91.0,108.0,94.0,0.755,9.32,6.33,8.0,2.02,0.75,0.243,0.41,0.155,0.34700000000000003,0.384,88.7,73.0,82.0,76.0,96.0,97.0,97.0,116.0,89.0,94.0,102.0,97.0,99.0,0.614,0.272,0.04,0.07400000000000001,-0.71,-1.5,-0.94,0.15,95.2,84.8,80.6,0.244,0.258,0.133,0.158,,,,,,,,,,,,,,,,,,,,,,,,,,,,
