,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vSL,vCU,FF_ba,FC_ba,CH_ba,ST_ba,CU_ba,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SL_ba,SI_ba,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
10,2023-06-04,717899,Lineout,field_out,True,663656,656288,Kyle Tucker,Griffin Canning,0,0,0,f266294b-8abe-4595-9005-967948b69d52,656288.0,griffincanning,Canning,Right,Griffin Canning,4.32,4.01,127.0,102.0,96.0,101.0,0.7340000000000001,9.85,2.55,8.57,1.56,1.1,0.239,0.41,0.129,0.382,0.442,90.2,89.0,101.0,101.0,91.0,98.0,103.0,78.0,101.0,93.0,124.0,105.0,110.0,,,,0.348,,0.299,0.134,0.213,-0.21,,0.1,-0.53,1.6,94.7,,88.4,81.8,0.235,,0.213,,0.271,81.0,95.0,86.0,0.006,-8.61,95.0,0.261,0.333,,,,,,
11,2023-06-04,717899,Hit By Pitch,hit_by_pitch,False,676801,656288,Chas McCormick,Griffin Canning,0,0,1,a013437f-fcdf-4bfb-9bf7-5c9560398e2e,656288.0,griffincanning,Canning,Right,Griffin Canning,4.32,4.01,127.0,102.0,96.0,101.0,0.7340000000000001,9.85,2.55,8.57,1.56,1.1,0.239,0.41,0.129,0.382,0.442,90.2,89.0,101.0,101.0,91.0,98.0,103.0,78.0,101.0,93.0,124.0,105.0,110.0,,,,0.348,,0.299,0.134,0.213,-0.21,,0.1,-0.53,1.6,94.7,,88.4,81.8,0.235,,0.213,,0.271,81.0,95.0,86.0,0.006,-8.61,95.0,0.261,0.333,,,,,,
12,2023-06-04,717899,Pop Out,field_out,True,673237,656288,Yainer Diaz,Griffin Canning,0,0,0,47565faa-2cdf-43a3-99bd-edd341d2af9b,656288.0,griffincanning,Canning,Right,Griffin Canning,4.32,4.01,127.0,102.0,96.0,101.0,0.7340000000000001,9.85,2.55,8.57,1.56,1.1,0.239,0.41,0.129,0.382,0.442,90.2,89.0,101.0,101.0,91.0,98.0,103.0,78.0,101.0,93.0,124.0,105.0,110.0,,,,0.348,,0.299,0.134,0.213,-0.21,,0.1,-0.53,1.6,94.7,,88.4,81.8,0.235,,0.213,,0.271,81.0,95.0,86.0,0.006,-8.61,95.0,0.261,0.333,,,,,,
13,2023-06-04,717899,Pop Out,field_out,True,676694,656288,Jake Meyers,Griffin Canning,1,1,0,25798983-9cd4-439c-b4d4-2024b7ced2cb,656288.0,griffincanning,Canning,Right,Griffin Canning,4.32,4.01,127.0,102.0,96.0,101.0,0.7340000000000001,9.85,2.55,8.57,1.56,1.1,0.239,0.41,0.129,0.382,0.442,90.2,89.0,101.0,101.0,91.0,98.0,103.0,78.0,101.0,93.0,124.0,105.0,110.0,,,,0.348,,0.299,0.134,0.213,-0.21,,0.1,-0.53,1.6,94.7,,88.4,81.8,0.235,,0.213,,0.271,81.0,95.0,86.0,0.006,-8.61,95.0,0.261,0.333,,,,,,
14,2023-06-04,717899,Flyout,field_out,True,570482,641585,Gio Urshela,J.P. France,0,0,0,ad64d819-4418-42cf-9aa6-ed6ae54750ef,641585.0,jpfrance,"France, J",Right,J.P. France,3.83,4.86,136.1,100.0,103.0,102.0,0.797,6.67,3.1,9.11,1.25,1.14,0.244,0.392,0.135,0.309,0.45399999999999996,81.8,75.0,102.0,112.0,116.0,98.0,100.0,101.0,97.0,98.0,109.0,99.0,105.0,116.0,108.0,103.0,0.431,0.18899999999999997,0.091,0.13699999999999998,0.152,-0.26,0.33,-2.09,0.16,2.51,93.0,86.8,80.1,76.0,0.308,0.317,0.183,0.25,0.145,,,,,,,,,,,,,,
15,2023-06-04,717899,Strikeout,strikeout,True,650859,641585,Luis Rengifo,J.P. France,0,0,0,468ced9b-60b0-4625-b9e2-ccf32432d608,641585.0,jpfrance,"France, J",Right,J.P. France,3.83,4.86,136.1,100.0,103.0,102.0,0.797,6.67,3.1,9.11,1.25,1.14,0.244,0.392,0.135,0.309,0.45399999999999996,81.8,75.0,102.0,112.0,116.0,98.0,100.0,101.0,97.0,98.0,109.0,99.0,105.0,116.0,108.0,103.0,0.431,0.18899999999999997,0.091,0.13699999999999998,0.152,-0.26,0.33,-2.09,0.16,2.51,93.0,86.8,80.1,76.0,0.308,0.317,0.183,0.25,0.145,,,,,,,,,,,,,,
16,2023-06-04,717899,Flyout,field_out,True,687263,641585,Zach Neto,J.P. France,0,0,0,c78358a5-4e70-46a2-92ae-9838963aa172,641585.0,jpfrance,"France, J",Right,J.P. France,3.83,4.86,136.1,100.0,103.0,102.0,0.797,6.67,3.1,9.11,1.25,1.14,0.244,0.392,0.135,0.309,0.45399999999999996,81.8,75.0,102.0,112.0,116.0,98.0,100.0,101.0,97.0,98.0,109.0,99.0,105.0,116.0,108.0,103.0,0.431,0.18899999999999997,0.091,0.13699999999999998,0.152,-0.26,0.33,-2.09,0.16,2.51,93.0,86.8,80.1,76.0,0.308,0.317,0.183,0.25,0.145,,,,,,,,,,,,,,
17,2023-06-04,717899,Strikeout,strikeout,True,455117,656288,Martín Maldonado,Griffin Canning,0,0,0,35e17243-4bcc-4ae9-b652-05ce54e65435,656288.0,griffincanning,Canning,Right,Griffin Canning,4.32,4.01,127.0,102.0,96.0,101.0,0.7340000000000001,9.85,2.55,8.57,1.56,1.1,0.239,0.41,0.129,0.382,0.442,90.2,89.0,101.0,101.0,91.0,98.0,103.0,78.0,101.0,93.0,124.0,105.0,110.0,,,,0.348,,0.299,0.134,0.213,-0.21,,0.1,-0.53,1.6,94.7,,88.4,81.8,0.235,,0.213,,0.271,81.0,95.0,86.0,0.006,-8.61,95.0,0.261,0.333,,,,,,
18,2023-06-04,717899,Groundout,field_out,True,643289,656288,Mauricio Dubón,Griffin Canning,0,0,0,5e32fe33-1194-4b70-9699-8c73853b7728,656288.0,griffincanning,Canning,Right,Griffin Canning,4.32,4.01,127.0,102.0,96.0,101.0,0.7340000000000001,9.85,2.55,8.57,1.56,1.1,0.239,0.41,0.129,0.382,0.442,90.2,89.0,101.0,101.0,91.0,98.0,103.0,78.0,101.0,93.0,124.0,105.0,110.0,,,,0.348,,0.299,0.134,0.213,-0.21,,0.1,-0.53,1.6,94.7,,88.4,81.8,0.235,,0.213,,0.271,81.0,95.0,86.0,0.006,-8.61,95.0,0.261,0.333,,,,,,
19,2023-06-04,717899,Groundout,field_out,True,665161,656288,Jeremy Peña,Griffin Canning,1,0,0,eb2df020-5abf-4728-a96d-5dbdbf0e04bd,656288.0,griffincanning,Canning,Right,Griffin Canning,4.32,4.01,127.0,102.0,96.0,101.0,0.7340000000000001,9.85,2.55,8.57,1.56,1.1,0.239,0.41,0.129,0.382,0.442,90.2,89.0,101.0,101.0,91.0,98.0,103.0,78.0,101.0,93.0,124.0,105.0,110.0,,,,0.348,,0.299,0.134,0.213,-0.21,,0.1,-0.53,1.6,94.7,,88.4,81.8,0.235,,0.213,,0.271,81.0,95.0,86.0,0.006,-8.61,95.0,0.261,0.333,,,,,,
20,2023-06-04,717899,Groundout,field_out,True,660271,641585,Shohei Ohtani,J.P. France,0,0,0,6ae3de82-e308-4ac2-860f-8d658fa43c8a,641585.0,jpfrance,"France, J",Right,J.P. France,3.83,4.86,136.1,100.0,103.0,102.0,0.797,6.67,3.1,9.11,1.25,1.14,0.244,0.392,0.135,0.309,0.45399999999999996,81.8,75.0,102.0,112.0,116.0,98.0,100.0,101.0,97.0,98.0,109.0,99.0,105.0,116.0,108.0,103.0,0.431,0.18899999999999997,0.091,0.13699999999999998,0.152,-0.26,0.33,-2.09,0.16,2.51,93.0,86.8,80.1,76.0,0.308,0.317,0.183,0.25,0.145,,,,,,,,,,,,,,
21,2023-06-04,717899,Walk,walk,False,545361,641585,Mike Trout,J.P. France,1,0,0,4b141c13-9cb5-44fc-baa9-bc0aa83a30b7,641585.0,jpfrance,"France, J",Right,J.P. France,3.83,4.86,136.1,100.0,103.0,102.0,0.797,6.67,3.1,9.11,1.25,1.14,0.244,0.392,0.135,0.309,0.45399999999999996,81.8,75.0,102.0,112.0,116.0,98.0,100.0,101.0,97.0,98.0,109.0,99.0,105.0,116.0,108.0,103.0,0.431,0.18899999999999997,0.091,0.13699999999999998,0.152,-0.26,0.33,-2.09,0.16,2.51,93.0,86.8,80.1,76.0,0.308,0.317,0.183,0.25,0.145,,,,,,,,,,,,,,
22,2023-06-04,717899,Grounded Into DP,grounded_into_double_play,True,592273,641585,Brandon Drury,J.P. France,1,0,1,55de155a-6169-4737-a32e-18a072810423,641585.0,jpfrance,"France, J",Right,J.P. France,3.83,4.86,136.1,100.0,103.0,102.0,0.797,6.67,3.1,9.11,1.25,1.14,0.244,0.392,0.135,0.309,0.45399999999999996,81.8,75.0,102.0,112.0,116.0,98.0,100.0,101.0,97.0,98.0,109.0,99.0,105.0,116.0,108.0,103.0,0.431,0.18899999999999997,0.091,0.13699999999999998,0.152,-0.26,0.33,-2.09,0.16,2.51,93.0,86.8,80.1,76.0,0.308,0.317,0.183,0.25,0.145,,,,,,,,,,,,,,
23,2023-06-04,717899,Flyout,field_out,True,670541,656288,Yordan Alvarez,Griffin Canning,0,0,0,c567c842-eb3d-4e0f-b8f3-4978bf88ec3b,656288.0,griffincanning,Canning,Right,Griffin Canning,4.32,4.01,127.0,102.0,96.0,101.0,0.7340000000000001,9.85,2.55,8.57,1.56,1.1,0.239,0.41,0.129,0.382,0.442,90.2,89.0,101.0,101.0,91.0,98.0,103.0,78.0,101.0,93.0,124.0,105.0,110.0,,,,0.348,,0.299,0.134,0.213,-0.21,,0.1,-0.53,1.6,94.7,,88.4,81.8,0.235,,0.213,,0.271,81.0,95.0,86.0,0.006,-8.61,95.0,0.261,0.333,,,,,,
24,2023-06-04,717899,Single,single,False,608324,656288,Alex Bregman,Griffin Canning,1,1,0,1ff009e2-84f9-4024-af80-e458f1649908,656288.0,griffincanning,Canning,Right,Griffin Canning,4.32,4.01,127.0,102.0,96.0,101.0,0.7340000000000001,9.85,2.55,8.57,1.56,1.1,0.239,0.41,0.129,0.382,0.442,90.2,89.0,101.0,101.0,91.0,98.0,103.0,78.0,101.0,93.0,124.0,105.0,110.0,,,,0.348,,0.299,0.134,0.213,-0.21,,0.1,-0.53,1.6,94.7,,88.4,81.8,0.235,,0.213,,0.271,81.0,95.0,86.0,0.006,-8.61,95.0,0.261,0.333,,,,,,
25,2023-06-04,717899,Flyout,field_out,True,663656,656288,Kyle Tucker,Griffin Canning,0,0,0,f6254d2e-0528-4f54-8cfb-b8faa2084995,656288.0,griffincanning,Canning,Right,Griffin Canning,4.32,4.01,127.0,102.0,96.0,101.0,0.7340000000000001,9.85,2.55,8.57,1.56,1.1,0.239,0.41,0.129,0.382,0.442,90.2,89.0,101.0,101.0,91.0,98.0,103.0,78.0,101.0,93.0,124.0,105.0,110.0,,,,0.348,,0.299,0.134,0.213,-0.21,,0.1,-0.53,1.6,94.7,,88.4,81.8,0.235,,0.213,,0.271,81.0,95.0,86.0,0.006,-8.61,95.0,0.261,0.333,,,,,,
26,2023-06-04,717899,Forceout,force_out,True,676801,656288,Chas McCormick,Griffin Canning,0,0,1,02f19b62-9b4e-41b9-9d94-ccd7eba79094,656288.0,griffincanning,Canning,Right,Griffin Canning,4.32,4.01,127.0,102.0,96.0,101.0,0.7340000000000001,9.85,2.55,8.57,1.56,1.1,0.239,0.41,0.129,0.382,0.442,90.2,89.0,101.0,101.0,91.0,98.0,103.0,78.0,101.0,93.0,124.0,105.0,110.0,,,,0.348,,0.299,0.134,0.213,-0.21,,0.1,-0.53,1.6,94.7,,88.4,81.8,0.235,,0.213,,0.271,81.0,95.0,86.0,0.006,-8.61,95.0,0.261,0.333,,,,,,
27,2023-06-04,717899,Groundout,field_out,True,621493,641585,Taylor Ward,J.P. France,1,0,0,facffff0-61a4-4e5c-a075-e582f1523516,641585.0,jpfrance,"France, J",Right,J.P. France,3.83,4.86,136.1,100.0,103.0,102.0,0.797,6.67,3.1,9.11,1.25,1.14,0.244,0.392,0.135,0.309,0.45399999999999996,81.8,75.0,102.0,112.0,116.0,98.0,100.0,101.0,97.0,98.0,109.0,99.0,105.0,116.0,108.0,103.0,0.431,0.18899999999999997,0.091,0.13699999999999998,0.152,-0.26,0.33,-2.09,0.16,2.51,93.0,86.8,80.1,76.0,0.308,0.317,0.183,0.25,0.145,,,,,,,,,,,,,,
28,2023-06-04,717899,Groundout,field_out,True,642136,641585,Matt Thaiss,J.P. France,0,0,0,cd08dd5e-1b4e-4d98-9d99-7692a2b794b8,641585.0,jpfrance,"France, J",Right,J.P. France,3.83,4.86,136.1,100.0,103.0,102.0,0.797,6.67,3.1,9.11,1.25,1.14,0.244,0.392,0.135,0.309,0.45399999999999996,81.8,75.0,102.0,112.0,116.0,98.0,100.0,101.0,97.0,98.0,109.0,99.0,105.0,116.0,108.0,103.0,0.431,0.18899999999999997,0.091,0.13699999999999998,0.152,-0.26,0.33,-2.09,0.16,2.51,93.0,86.8,80.1,76.0,0.308,0.317,0.183,0.25,0.145,,,,,,,,,,,,,,
29,2023-06-04,717899,Pop Out,field_out,True,592669,641585,Hunter Renfroe,J.P. France,1,0,0,ab9a09ce-3815-4178-89aa-e01c978e240a,641585.0,jpfrance,"France, J",Right,J.P. France,3.83,4.86,136.1,100.0,103.0,102.0,0.797,6.67,3.1,9.11,1.25,1.14,0.244,0.392,0.135,0.309,0.45399999999999996,81.8,75.0,102.0,112.0,116.0,98.0,100.0,101.0,97.0,98.0,109.0,99.0,105.0,116.0,108.0,103.0,0.431,0.18899999999999997,0.091,0.13699999999999998,0.152,-0.26,0.33,-2.09,0.16,2.51,93.0,86.8,80.1,76.0,0.308,0.317,0.183,0.25,0.145,,,,,,,,,,,,,,
30,2023-06-04,717899,Home Run,home_run,False,673237,656288,Yainer Diaz,Griffin Canning,0,0,0,e05d886f-fa91-4e20-b4be-fe643dbe7f2a,656288.0,griffincanning,Canning,Right,Griffin Canning,4.32,4.01,127.0,102.0,96.0,101.0,0.7340000000000001,9.85,2.55,8.57,1.56,1.1,0.239,0.41,0.129,0.382,0.442,90.2,89.0,101.0,101.0,91.0,98.0,103.0,78.0,101.0,93.0,124.0,105.0,110.0,,,,0.348,,0.299,0.134,0.213,-0.21,,0.1,-0.53,1.6,94.7,,88.4,81.8,0.235,,0.213,,0.271,81.0,95.0,86.0,0.006,-8.61,95.0,0.261,0.333,,,,,,
31,2023-06-04,717899,Groundout,field_out,True,676694,656288,Jake Meyers,Griffin Canning,0,0,0,7060a931-b428-4ea3-b748-9164030a949d,656288.0,griffincanning,Canning,Right,Griffin Canning,4.32,4.01,127.0,102.0,96.0,101.0,0.7340000000000001,9.85,2.55,8.57,1.56,1.1,0.239,0.41,0.129,0.382,0.442,90.2,89.0,101.0,101.0,91.0,98.0,103.0,78.0,101.0,93.0,124.0,105.0,110.0,,,,0.348,,0.299,0.134,0.213,-0.21,,0.1,-0.53,1.6,94.7,,88.4,81.8,0.235,,0.213,,0.271,81.0,95.0,86.0,0.006,-8.61,95.0,0.261,0.333,,,,,,
32,2023-06-04,717899,Strikeout,strikeout,True,455117,656288,Martín Maldonado,Griffin Canning,0,0,0,8ad5f747-e913-448f-818a-0709a308a226,656288.0,griffincanning,Canning,Right,Griffin Canning,4.32,4.01,127.0,102.0,96.0,101.0,0.7340000000000001,9.85,2.55,8.57,1.56,1.1,0.239,0.41,0.129,0.382,0.442,90.2,89.0,101.0,101.0,91.0,98.0,103.0,78.0,101.0,93.0,124.0,105.0,110.0,,,,0.348,,0.299,0.134,0.213,-0.21,,0.1,-0.53,1.6,94.7,,88.4,81.8,0.235,,0.213,,0.271,81.0,95.0,86.0,0.006,-8.61,95.0,0.261,0.333,,,,,,
33,2023-06-04,717899,Single,single,False,643289,656288,Mauricio Dubón,Griffin Canning,0,0,0,433747e4-9017-4876-8b91-dce0fb8ad166,656288.0,griffincanning,Canning,Right,Griffin Canning,4.32,4.01,127.0,102.0,96.0,101.0,0.7340000000000001,9.85,2.55,8.57,1.56,1.1,0.239,0.41,0.129,0.382,0.442,90.2,89.0,101.0,101.0,91.0,98.0,103.0,78.0,101.0,93.0,124.0,105.0,110.0,,,,0.348,,0.299,0.134,0.213,-0.21,,0.1,-0.53,1.6,94.7,,88.4,81.8,0.235,,0.213,,0.271,81.0,95.0,86.0,0.006,-8.61,95.0,0.261,0.333,,,,,,
34,2023-06-04,717899,Groundout,field_out,True,665161,656288,Jeremy Peña,Griffin Canning,0,0,0,c48bb146-1b8d-4e15-95d1-57234b1011fb,656288.0,griffincanning,Canning,Right,Griffin Canning,4.32,4.01,127.0,102.0,96.0,101.0,0.7340000000000001,9.85,2.55,8.57,1.56,1.1,0.239,0.41,0.129,0.382,0.442,90.2,89.0,101.0,101.0,91.0,98.0,103.0,78.0,101.0,93.0,124.0,105.0,110.0,,,,0.348,,0.299,0.134,0.213,-0.21,,0.1,-0.53,1.6,94.7,,88.4,81.8,0.235,,0.213,,0.271,81.0,95.0,86.0,0.006,-8.61,95.0,0.261,0.333,,,,,,
35,2023-06-04,717899,Lineout,field_out,True,570482,641585,Gio Urshela,J.P. France,0,0,0,0f25ef1d-8195-4589-a9f8-61ba70b99971,641585.0,jpfrance,"France, J",Right,J.P. France,3.83,4.86,136.1,100.0,103.0,102.0,0.797,6.67,3.1,9.11,1.25,1.14,0.244,0.392,0.135,0.309,0.45399999999999996,81.8,75.0,102.0,112.0,116.0,98.0,100.0,101.0,97.0,98.0,109.0,99.0,105.0,116.0,108.0,103.0,0.431,0.18899999999999997,0.091,0.13699999999999998,0.152,-0.26,0.33,-2.09,0.16,2.51,93.0,86.8,80.1,76.0,0.308,0.317,0.183,0.25,0.145,,,,,,,,,,,,,,
36,2023-06-04,717899,Home Run,home_run,False,650859,641585,Luis Rengifo,J.P. France,0,0,0,a10fd655-7150-45c5-b7c4-23993f380297,641585.0,jpfrance,"France, J",Right,J.P. France,3.83,4.86,136.1,100.0,103.0,102.0,0.797,6.67,3.1,9.11,1.25,1.14,0.244,0.392,0.135,0.309,0.45399999999999996,81.8,75.0,102.0,112.0,116.0,98.0,100.0,101.0,97.0,98.0,109.0,99.0,105.0,116.0,108.0,103.0,0.431,0.18899999999999997,0.091,0.13699999999999998,0.152,-0.26,0.33,-2.09,0.16,2.51,93.0,86.8,80.1,76.0,0.308,0.317,0.183,0.25,0.145,,,,,,,,,,,,,,
37,2023-06-04,717899,Flyout,field_out,True,687263,641585,Zach Neto,J.P. France,0,0,0,57c23a65-b3fd-4bbd-a9ca-6676c9cc537c,641585.0,jpfrance,"France, J",Right,J.P. France,3.83,4.86,136.1,100.0,103.0,102.0,0.797,6.67,3.1,9.11,1.25,1.14,0.244,0.392,0.135,0.309,0.45399999999999996,81.8,75.0,102.0,112.0,116.0,98.0,100.0,101.0,97.0,98.0,109.0,99.0,105.0,116.0,108.0,103.0,0.431,0.18899999999999997,0.091,0.13699999999999998,0.152,-0.26,0.33,-2.09,0.16,2.51,93.0,86.8,80.1,76.0,0.308,0.317,0.183,0.25,0.145,,,,,,,,,,,,,,
