,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,FO%,SL%,CU%,wFA/C,wFC/C,wFO/C,wSL/C,wCU/C,vFA,vFC,vFO,vSL,vCU,FF_ba,FC_ba,FS_ba,SL_ba,ST_ba,CU_ba,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,SI%,KC%,CH%,wSI/C,wKC/C,wCH/C,vSI,vKC,SI_ba,CH_ba,FS%,wFS/C,vFS
0,2023-06-17,717718,Pop Out,field_out,True,680977,673540,Brendan Donovan,Kodai Senga,0,0,0,1582db26-ffc7-4a8f-9efc-f1eae5690960,673540.0,kodaisenga,Senga,Right,Kodai Senga,2.98,3.87,166.1,95.0,97.0,97.0,0.721,10.93,4.17,6.82,0.92,1.23,0.252,0.41600000000000004,0.161,0.33299999999999996,0.382,91.0,90.0,87.0,109.0,97.0,97.0,100.0,93.0,102.0,93.0,95.0,93.0,0.37,0.25,0.237,0.11599999999999999,0.027000000000000003,0.17,2.52,0.95,-0.96,-0.23,95.7,90.8,83.2,82.7,72.8,0.244,0.244,0.11,0.219,0.333,0.125,,,,,,,,,,,,,,,,,,,,
1,2023-06-17,717718,Single,single,False,502671,673540,Paul Goldschmidt,Kodai Senga,0,0,0,8fcfea39-9239-482c-930d-b38caf3ab708,673540.0,kodaisenga,Senga,Right,Kodai Senga,2.98,3.87,166.1,95.0,97.0,97.0,0.721,10.93,4.17,6.82,0.92,1.23,0.252,0.41600000000000004,0.161,0.33299999999999996,0.382,91.0,90.0,87.0,109.0,97.0,97.0,100.0,93.0,102.0,93.0,95.0,93.0,0.37,0.25,0.237,0.11599999999999999,0.027000000000000003,0.17,2.52,0.95,-0.96,-0.23,95.7,90.8,83.2,82.7,72.8,0.244,0.244,0.11,0.219,0.333,0.125,,,,,,,,,,,,,,,,,,,,
2,2023-06-17,717718,Flyout,field_out,True,571448,673540,Nolan Arenado,Kodai Senga,0,0,0,364d1848-f6b2-4bae-9875-faa636492152,673540.0,kodaisenga,Senga,Right,Kodai Senga,2.98,3.87,166.1,95.0,97.0,97.0,0.721,10.93,4.17,6.82,0.92,1.23,0.252,0.41600000000000004,0.161,0.33299999999999996,0.382,91.0,90.0,87.0,109.0,97.0,97.0,100.0,93.0,102.0,93.0,95.0,93.0,0.37,0.25,0.237,0.11599999999999999,0.027000000000000003,0.17,2.52,0.95,-0.96,-0.23,95.7,90.8,83.2,82.7,72.8,0.244,0.244,0.11,0.219,0.333,0.125,,,,,,,,,,,,,,,,,,,,
3,2023-06-17,717718,Hit By Pitch,hit_by_pitch,False,575929,673540,Willson Contreras,Kodai Senga,0,0,1,0f7bd4a6-a720-477e-a8c1-f5e582ab9f63,673540.0,kodaisenga,Senga,Right,Kodai Senga,2.98,3.87,166.1,95.0,97.0,97.0,0.721,10.93,4.17,6.82,0.92,1.23,0.252,0.41600000000000004,0.161,0.33299999999999996,0.382,91.0,90.0,87.0,109.0,97.0,97.0,100.0,93.0,102.0,93.0,95.0,93.0,0.37,0.25,0.237,0.11599999999999999,0.027000000000000003,0.17,2.52,0.95,-0.96,-0.23,95.7,90.8,83.2,82.7,72.8,0.244,0.244,0.11,0.219,0.333,0.125,,,,,,,,,,,,,,,,,,,,
4,2023-06-17,717718,Walk,walk,False,691023,673540,Jordan Walker,Kodai Senga,1,0,1,148af72d-e3a3-4afe-af93-3c5620829f79,673540.0,kodaisenga,Senga,Right,Kodai Senga,2.98,3.87,166.1,95.0,97.0,97.0,0.721,10.93,4.17,6.82,0.92,1.23,0.252,0.41600000000000004,0.161,0.33299999999999996,0.382,91.0,90.0,87.0,109.0,97.0,97.0,100.0,93.0,102.0,93.0,95.0,93.0,0.37,0.25,0.237,0.11599999999999999,0.027000000000000003,0.17,2.52,0.95,-0.96,-0.23,95.7,90.8,83.2,82.7,72.8,0.244,0.244,0.11,0.219,0.333,0.125,,,,,,,,,,,,,,,,,,,,
5,2023-06-17,717718,Strikeout,strikeout,True,669357,673540,Nolan Gorman,Kodai Senga,0,0,0,8a7d5744-7c08-4107-9593-b380c334565a,673540.0,kodaisenga,Senga,Right,Kodai Senga,2.98,3.87,166.1,95.0,97.0,97.0,0.721,10.93,4.17,6.82,0.92,1.23,0.252,0.41600000000000004,0.161,0.33299999999999996,0.382,91.0,90.0,87.0,109.0,97.0,97.0,100.0,93.0,102.0,93.0,95.0,93.0,0.37,0.25,0.237,0.11599999999999999,0.027000000000000003,0.17,2.52,0.95,-0.96,-0.23,95.7,90.8,83.2,82.7,72.8,0.244,0.244,0.11,0.219,0.333,0.125,,,,,,,,,,,,,,,,,,,,
6,2023-06-17,717718,Home Run,home_run,False,607043,425794,Brandon Nimmo,Adam Wainwright,0,0,0,48ea807a-5a5b-4e31-9f89-ab9038481946,425794.0,adamwainwright,Wainwright,Right,Adam Wainwright,7.4,7.35,101.0,99.0,103.0,97.0,0.88,4.9,3.65,13.46,1.78,1.07,0.18600000000000003,0.439,0.129,0.33899999999999997,0.425,129.0,102.0,110.0,80.0,94.0,84.0,83.0,78.0,71.0,107.0,99.0,95.0,0.099,0.226,,0.003,0.306,-1.48,-0.27,,-13.9,-1.5,85.7,82.9,,75.6,71.5,0.326,0.344,,,,0.291,81.4,66.0,84.0,80.0,87.0,99.0,89.0,0.314,0.002,0.05,-3.36,6.39,-3.6,86.9,65.7,0.394,0.389,,,
7,2023-06-17,717718,Flyout,field_out,True,516782,425794,Starling Marte,Adam Wainwright,0,0,0,1c07e216-b76c-4418-bfbf-ffe5571bb0e8,425794.0,adamwainwright,Wainwright,Right,Adam Wainwright,7.4,7.35,101.0,99.0,103.0,97.0,0.88,4.9,3.65,13.46,1.78,1.07,0.18600000000000003,0.439,0.129,0.33899999999999997,0.425,129.0,102.0,110.0,80.0,94.0,84.0,83.0,78.0,71.0,107.0,99.0,95.0,0.099,0.226,,0.003,0.306,-1.48,-0.27,,-13.9,-1.5,85.7,82.9,,75.6,71.5,0.326,0.344,,,,0.291,81.4,66.0,84.0,80.0,87.0,99.0,89.0,0.314,0.002,0.05,-3.36,6.39,-3.6,86.9,65.7,0.394,0.389,,,
8,2023-06-17,717718,Groundout,field_out,True,643446,425794,Jeff McNeil,Adam Wainwright,1,0,0,c98711c0-ae0d-49f2-ac74-5d51014d87b3,425794.0,adamwainwright,Wainwright,Right,Adam Wainwright,7.4,7.35,101.0,99.0,103.0,97.0,0.88,4.9,3.65,13.46,1.78,1.07,0.18600000000000003,0.439,0.129,0.33899999999999997,0.425,129.0,102.0,110.0,80.0,94.0,84.0,83.0,78.0,71.0,107.0,99.0,95.0,0.099,0.226,,0.003,0.306,-1.48,-0.27,,-13.9,-1.5,85.7,82.9,,75.6,71.5,0.326,0.344,,,,0.291,81.4,66.0,84.0,80.0,87.0,99.0,89.0,0.314,0.002,0.05,-3.36,6.39,-3.6,86.9,65.7,0.394,0.389,,,
9,2023-06-17,717718,Flyout,field_out,True,502054,425794,Tommy Pham,Adam Wainwright,0,0,0,88325c7c-c0fc-4d14-9a61-2a1af0f5a1e9,425794.0,adamwainwright,Wainwright,Right,Adam Wainwright,7.4,7.35,101.0,99.0,103.0,97.0,0.88,4.9,3.65,13.46,1.78,1.07,0.18600000000000003,0.439,0.129,0.33899999999999997,0.425,129.0,102.0,110.0,80.0,94.0,84.0,83.0,78.0,71.0,107.0,99.0,95.0,0.099,0.226,,0.003,0.306,-1.48,-0.27,,-13.9,-1.5,85.7,82.9,,75.6,71.5,0.326,0.344,,,,0.291,81.4,66.0,84.0,80.0,87.0,99.0,89.0,0.314,0.002,0.05,-3.36,6.39,-3.6,86.9,65.7,0.394,0.389,,,
