,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,SI%,CU%,CH%,wSI/C,wCU/C,wCH/C,vSI,vCU,SI_ba,CU_ba,CH_ba,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,wFA/C,wFC/C,wSL/C,vFA,vFC,vSL,FF_ba,SL_ba,ST_ba,FC_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba
0,2023-07-23,717298,Groundout,field_out,True,607043,657514,Brandon Nimmo,Brennan Bernardino,0,0,0,ea30dc36-2bbd-463c-a75f-279b6f1dae77,657514.0,brennanbernardino,Bernardino,Left,Brennan Bernardino,3.2,4.07,50.2,96.0,88.0,90.0,0.773,10.3,3.2,8.53,0.71,1.86,0.254,0.34299999999999997,0.149,0.321,0.457,82.4,34.0,68.0,70.0,101.0,93.0,93.0,79.0,100.0,88.0,0.5589999999999999,0.42700000000000005,0.013999999999999999,1.73,-0.78,-13.88,90.8,77.6,0.252,0.238,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-07-23,717298,Strikeout,strikeout,True,596019,657514,Francisco Lindor,Brennan Bernardino,0,0,0,940f1c26-9a8f-41b7-81c1-cfebb842b128,657514.0,brennanbernardino,Bernardino,Left,Brennan Bernardino,3.2,4.07,50.2,96.0,88.0,90.0,0.773,10.3,3.2,8.53,0.71,1.86,0.254,0.34299999999999997,0.149,0.321,0.457,82.4,34.0,68.0,70.0,101.0,93.0,93.0,79.0,100.0,88.0,0.5589999999999999,0.42700000000000005,0.013999999999999999,1.73,-0.78,-13.88,90.8,77.6,0.252,0.238,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-07-23,717298,Strikeout,strikeout,True,643446,657514,Jeff McNeil,Brennan Bernardino,0,0,0,37092141-7fd2-4e72-83e7-5d4de80d5d25,657514.0,brennanbernardino,Bernardino,Left,Brennan Bernardino,3.2,4.07,50.2,96.0,88.0,90.0,0.773,10.3,3.2,8.53,0.71,1.86,0.254,0.34299999999999997,0.149,0.321,0.457,82.4,34.0,68.0,70.0,101.0,93.0,93.0,79.0,100.0,88.0,0.5589999999999999,0.42700000000000005,0.013999999999999999,1.73,-0.78,-13.88,90.8,77.6,0.252,0.238,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-07-23,717298,Single,single,False,680776,471911,Jarren Duran,Carlos Carrasco,0,0,0,fc4b8d2e-c80a-4389-8b5a-cc2eb3bfee7e,471911.0,carloscarrasco,Carrasco,Right,Carlos Carrasco,6.8,6.77,90.0,98.0,93.0,96.0,0.765,6.6,3.8,11.5,1.8,1.52,0.195,0.45899999999999996,0.13,0.35200000000000004,0.382,87.2,108.0,103.0,104.0,88.0,103.0,104.0,91.0,90.0,87.0,0.1,0.091,0.299,-3.88,-1.25,0.12,91.5,80.1,0.45,0.25,0.22,75.0,95.0,85.0,104.0,98.0,108.0,86.0,88.0,95.0,0.32299999999999995,0.004,0.184,-2.35,-9.5,-1.99,92.7,89.5,84.1,0.358,0.329,,,,,,,,,
4,2023-07-23,717298,Groundout,field_out,True,807799,471911,Masataka Yoshida,Carlos Carrasco,0,0,1,cccfda4e-ac01-4c93-8518-e2e80d3d8083,471911.0,carloscarrasco,Carrasco,Right,Carlos Carrasco,6.8,6.77,90.0,98.0,93.0,96.0,0.765,6.6,3.8,11.5,1.8,1.52,0.195,0.45899999999999996,0.13,0.35200000000000004,0.382,87.2,108.0,103.0,104.0,88.0,103.0,104.0,91.0,90.0,87.0,0.1,0.091,0.299,-3.88,-1.25,0.12,91.5,80.1,0.45,0.25,0.22,75.0,95.0,85.0,104.0,98.0,108.0,86.0,88.0,95.0,0.32299999999999995,0.004,0.184,-2.35,-9.5,-1.99,92.7,89.5,84.1,0.358,0.329,,,,,,,,,
5,2023-07-23,717298,Walk,walk,False,457759,471911,Justin Turner,Carlos Carrasco,1,0,0,0d22744d-2540-4bd9-bfbd-b62a1bfc361c,471911.0,carloscarrasco,Carrasco,Right,Carlos Carrasco,6.8,6.77,90.0,98.0,93.0,96.0,0.765,6.6,3.8,11.5,1.8,1.52,0.195,0.45899999999999996,0.13,0.35200000000000004,0.382,87.2,108.0,103.0,104.0,88.0,103.0,104.0,91.0,90.0,87.0,0.1,0.091,0.299,-3.88,-1.25,0.12,91.5,80.1,0.45,0.25,0.22,75.0,95.0,85.0,104.0,98.0,108.0,86.0,88.0,95.0,0.32299999999999995,0.004,0.184,-2.35,-9.5,-1.99,92.7,89.5,84.1,0.358,0.329,,,,,,,,,
6,2023-07-23,717298,Walk,walk,False,646240,471911,Rafael Devers,Carlos Carrasco,0,0,1,18f918d0-4fb9-48a9-a060-ae5af977c512,471911.0,carloscarrasco,Carrasco,Right,Carlos Carrasco,6.8,6.77,90.0,98.0,93.0,96.0,0.765,6.6,3.8,11.5,1.8,1.52,0.195,0.45899999999999996,0.13,0.35200000000000004,0.382,87.2,108.0,103.0,104.0,88.0,103.0,104.0,91.0,90.0,87.0,0.1,0.091,0.299,-3.88,-1.25,0.12,91.5,80.1,0.45,0.25,0.22,75.0,95.0,85.0,104.0,98.0,108.0,86.0,88.0,95.0,0.32299999999999995,0.004,0.184,-2.35,-9.5,-1.99,92.7,89.5,84.1,0.358,0.329,,,,,,,,,
7,2023-07-23,717298,Single,single,False,594807,471911,Adam Duvall,Carlos Carrasco,0,0,1,fd616a92-2e0c-4d2e-b564-5056da713f9e,471911.0,carloscarrasco,Carrasco,Right,Carlos Carrasco,6.8,6.77,90.0,98.0,93.0,96.0,0.765,6.6,3.8,11.5,1.8,1.52,0.195,0.45899999999999996,0.13,0.35200000000000004,0.382,87.2,108.0,103.0,104.0,88.0,103.0,104.0,91.0,90.0,87.0,0.1,0.091,0.299,-3.88,-1.25,0.12,91.5,80.1,0.45,0.25,0.22,75.0,95.0,85.0,104.0,98.0,108.0,86.0,88.0,95.0,0.32299999999999995,0.004,0.184,-2.35,-9.5,-1.99,92.7,89.5,84.1,0.358,0.329,,,,,,,,,
8,2023-07-23,717298,Strikeout,strikeout,True,671213,471911,Triston Casas,Carlos Carrasco,0,0,1,6fe2d8df-7d4f-4557-aa46-89de94507e83,471911.0,carloscarrasco,Carrasco,Right,Carlos Carrasco,6.8,6.77,90.0,98.0,93.0,96.0,0.765,6.6,3.8,11.5,1.8,1.52,0.195,0.45899999999999996,0.13,0.35200000000000004,0.382,87.2,108.0,103.0,104.0,88.0,103.0,104.0,91.0,90.0,87.0,0.1,0.091,0.299,-3.88,-1.25,0.12,91.5,80.1,0.45,0.25,0.22,75.0,95.0,85.0,104.0,98.0,108.0,86.0,88.0,95.0,0.32299999999999995,0.004,0.184,-2.35,-9.5,-1.99,92.7,89.5,84.1,0.358,0.329,,,,,,,,,
9,2023-07-23,717298,Single,single,False,624413,657514,Pete Alonso,Brennan Bernardino,1,0,0,57eb4dcb-b129-417e-b745-acb52cc9b646,657514.0,brennanbernardino,Bernardino,Left,Brennan Bernardino,3.2,4.07,50.2,96.0,88.0,90.0,0.773,10.3,3.2,8.53,0.71,1.86,0.254,0.34299999999999997,0.149,0.321,0.457,82.4,34.0,68.0,70.0,101.0,93.0,93.0,79.0,100.0,88.0,0.5589999999999999,0.42700000000000005,0.013999999999999999,1.73,-0.78,-13.88,90.8,77.6,0.252,0.238,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
