,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vSL,vCU,FF_ba,SL_ba,CU_ba,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,wFC/C,wSI/C,vFC,vSI,CH_ba,SI_ba,FC_ba,ST_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba
0,2023-06-25,717618,Groundout,field_out,True,660670,686651,Ronald Acuña Jr.,Levi Stoudt,1,0,0,e57787dc-2383-4baa-8e2b-d0db7e0dc32e,686651.0,levistoudt,Stoudt,Right,Levi Stoudt,9.58,5.27,10.1,93.0,95.0,96.0,0.8059999999999999,7.84,6.97,13.94,0.87,1.55,0.184,0.5529999999999999,0.132,0.342,0.375,82.4,21.0,59.0,64.0,104.0,85.0,94.0,87.0,97.0,95.0,120.0,97.0,104.0,0.478,0.353,0.094,0.076,-1.29,-2.88,-5.17,-1.97,94.4,84.0,78.0,0.345,0.333,0.5,,,,,,,,,,,,,,,,,,,,,,,
1,2023-06-25,717618,Strikeout,strikeout,True,645277,686651,Ozzie Albies,Levi Stoudt,0,0,0,a4672667-4c40-46a4-8b11-62dd0bd3bc5e,686651.0,levistoudt,Stoudt,Right,Levi Stoudt,9.58,5.27,10.1,93.0,95.0,96.0,0.8059999999999999,7.84,6.97,13.94,0.87,1.55,0.184,0.5529999999999999,0.132,0.342,0.375,82.4,21.0,59.0,64.0,104.0,85.0,94.0,87.0,97.0,95.0,120.0,97.0,104.0,0.478,0.353,0.094,0.076,-1.29,-2.88,-5.17,-1.97,94.4,84.0,78.0,0.345,0.333,0.5,,,,,,,,,,,,,,,,,,,,,,,
2,2023-06-25,717618,Field Error,field_error,False,663586,686651,Austin Riley,Levi Stoudt,1,1,1,54e0cf72-74c4-4e65-bc09-5ac4354f5880,686651.0,levistoudt,Stoudt,Right,Levi Stoudt,9.58,5.27,10.1,93.0,95.0,96.0,0.8059999999999999,7.84,6.97,13.94,0.87,1.55,0.184,0.5529999999999999,0.132,0.342,0.375,82.4,21.0,59.0,64.0,104.0,85.0,94.0,87.0,97.0,95.0,120.0,97.0,104.0,0.478,0.353,0.094,0.076,-1.29,-2.88,-5.17,-1.97,94.4,84.0,78.0,0.345,0.333,0.5,,,,,,,,,,,,,,,,,,,,,,,
3,2023-06-25,717618,Pop Out,field_out,True,621566,686651,Matt Olson,Levi Stoudt,0,0,0,ed4a2fe0-91d1-4236-b79d-1bf3e25713c4,686651.0,levistoudt,Stoudt,Right,Levi Stoudt,9.58,5.27,10.1,93.0,95.0,96.0,0.8059999999999999,7.84,6.97,13.94,0.87,1.55,0.184,0.5529999999999999,0.132,0.342,0.375,82.4,21.0,59.0,64.0,104.0,85.0,94.0,87.0,97.0,95.0,120.0,97.0,104.0,0.478,0.353,0.094,0.076,-1.29,-2.88,-5.17,-1.97,94.4,84.0,78.0,0.345,0.333,0.5,,,,,,,,,,,,,,,,,,,,,,,
4,2023-06-25,717618,Walk,walk,False,670770,450203,TJ Friedl,Charlie Morton,1,0,0,4ae07317-dd83-42c9-b12c-85eb879301df,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,3.64,4.64,163.1,96.0,106.0,98.0,0.7040000000000001,10.08,4.57,8.27,0.77,1.26,0.222,0.389,0.13699999999999998,0.34299999999999997,0.379,86.0,100.0,91.0,88.0,139.0,100.0,111.0,74.0,95.0,89.0,,,,0.317,,0.43200000000000005,0.10300000000000001,-1.26,,1.79,0.86,94.9,,82.3,0.292,,0.177,81.0,89.0,83.0,89.0,92.0,87.0,0.068,0.08,0.25,-4.03,89.1,94.2,0.25,0.474,0.296,,,,,,,,
5,2023-06-25,717618,Strikeout,strikeout,True,680574,450203,Matt McLain,Charlie Morton,0,0,1,e1029028-7b80-4de6-b7ae-272d809c07dc,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,3.64,4.64,163.1,96.0,106.0,98.0,0.7040000000000001,10.08,4.57,8.27,0.77,1.26,0.222,0.389,0.13699999999999998,0.34299999999999997,0.379,86.0,100.0,91.0,88.0,139.0,100.0,111.0,74.0,95.0,89.0,,,,0.317,,0.43200000000000005,0.10300000000000001,-1.26,,1.79,0.86,94.9,,82.3,0.292,,0.177,81.0,89.0,83.0,89.0,92.0,87.0,0.068,0.08,0.25,-4.03,89.1,94.2,0.25,0.474,0.296,,,,,,,,
6,2023-06-25,717618,Single,single,False,668715,450203,Spencer Steer,Charlie Morton,1,1,1,4839a408-4877-47d2-b3ca-ef2462c47801,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,3.64,4.64,163.1,96.0,106.0,98.0,0.7040000000000001,10.08,4.57,8.27,0.77,1.26,0.222,0.389,0.13699999999999998,0.34299999999999997,0.379,86.0,100.0,91.0,88.0,139.0,100.0,111.0,74.0,95.0,89.0,,,,0.317,,0.43200000000000005,0.10300000000000001,-1.26,,1.79,0.86,94.9,,82.3,0.292,,0.177,81.0,89.0,83.0,89.0,92.0,87.0,0.068,0.08,0.25,-4.03,89.1,94.2,0.25,0.474,0.296,,,,,,,,
7,2023-06-25,717618,Fielders Choice Out,fielders_choice_out,True,682829,450203,Elly De La Cruz,Charlie Morton,0,0,1,33998c02-2e0f-4aef-9556-8e509037d1a7,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,3.64,4.64,163.1,96.0,106.0,98.0,0.7040000000000001,10.08,4.57,8.27,0.77,1.26,0.222,0.389,0.13699999999999998,0.34299999999999997,0.379,86.0,100.0,91.0,88.0,139.0,100.0,111.0,74.0,95.0,89.0,,,,0.317,,0.43200000000000005,0.10300000000000001,-1.26,,1.79,0.86,94.9,,82.3,0.292,,0.177,81.0,89.0,83.0,89.0,92.0,87.0,0.068,0.08,0.25,-4.03,89.1,94.2,0.25,0.474,0.296,,,,,,,,
8,2023-06-25,717618,Pop Out,field_out,True,641584,450203,Jake Fraley,Charlie Morton,1,0,0,36969fd8-f355-48b0-a64e-e506309e993b,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,3.64,4.64,163.1,96.0,106.0,98.0,0.7040000000000001,10.08,4.57,8.27,0.77,1.26,0.222,0.389,0.13699999999999998,0.34299999999999997,0.379,86.0,100.0,91.0,88.0,139.0,100.0,111.0,74.0,95.0,89.0,,,,0.317,,0.43200000000000005,0.10300000000000001,-1.26,,1.79,0.86,94.9,,82.3,0.292,,0.177,81.0,89.0,83.0,89.0,92.0,87.0,0.068,0.08,0.25,-4.03,89.1,94.2,0.25,0.474,0.296,,,,,,,,
9,2023-06-25,717618,Strikeout,strikeout,True,669221,686651,Sean Murphy,Levi Stoudt,0,0,0,f6893a68-0913-4504-a804-8c300faa9b14,686651.0,levistoudt,Stoudt,Right,Levi Stoudt,9.58,5.27,10.1,93.0,95.0,96.0,0.8059999999999999,7.84,6.97,13.94,0.87,1.55,0.184,0.5529999999999999,0.132,0.342,0.375,82.4,21.0,59.0,64.0,104.0,85.0,94.0,87.0,97.0,95.0,120.0,97.0,104.0,0.478,0.353,0.094,0.076,-1.29,-2.88,-5.17,-1.97,94.4,84.0,78.0,0.345,0.333,0.5,,,,,,,,,,,,,,,,,,,,,,,
