,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vSI,vSL,FF_ba,SI_ba,SL_ba,CH_ba,FS%,wFS/C,vFS,FS_ba,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,CU_ba,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,wFC/C,wCU/C,vFC,vCU,ST_ba,FC_ba
0,2023-06-30,717558,Strikeout,strikeout,True,650333,647336,Luis Arraez,Michael Soroka,0,0,0,aa914b51-4414-4f87-92ff-1d688df8ac60,647336.0,michaelsoroka,Soroka,Right,Michael Soroka,6.4,5.7,32.1,98.0,91.0,95.0,0.794,8.07,3.34,10.02,2.51,1.29,0.22,0.42,0.15,0.29,0.408,82.0,79.0,88.0,87.0,85.0,104.0,96.0,83.0,100.0,90.0,115.0,96.0,102.0,0.22699999999999998,0.324,0.266,0.182,-1.72,1.07,-2.58,-2.1,93.2,92.5,83.1,0.271,0.286,0.36,0.2,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-06-30,717558,Flyout,field_out,True,624585,647336,Jorge Soler,Michael Soroka,1,1,0,3f536d81-f38d-40fd-9ae3-f2f2aea0152f,647336.0,michaelsoroka,Soroka,Right,Michael Soroka,6.4,5.7,32.1,98.0,91.0,95.0,0.794,8.07,3.34,10.02,2.51,1.29,0.22,0.42,0.15,0.29,0.408,82.0,79.0,88.0,87.0,85.0,104.0,96.0,83.0,100.0,90.0,115.0,96.0,102.0,0.22699999999999998,0.324,0.266,0.182,-1.72,1.07,-2.58,-2.1,93.2,92.5,83.1,0.271,0.286,0.36,0.2,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-06-30,717558,Strikeout,strikeout,True,650559,647336,Bryan De La Cruz,Michael Soroka,0,0,0,b9a06b50-ed0c-4b3d-91fe-1c9ce573ec2f,647336.0,michaelsoroka,Soroka,Right,Michael Soroka,6.4,5.7,32.1,98.0,91.0,95.0,0.794,8.07,3.34,10.02,2.51,1.29,0.22,0.42,0.15,0.29,0.408,82.0,79.0,88.0,87.0,85.0,104.0,96.0,83.0,100.0,90.0,115.0,96.0,102.0,0.22699999999999998,0.324,0.266,0.182,-1.72,1.07,-2.58,-2.1,93.2,92.5,83.1,0.271,0.286,0.36,0.2,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-06-30,717558,Single,single,False,660670,663773,Ronald Acuña Jr.,Bryan Hoeing,0,0,0,e86c202e-f4ab-4ab0-8845-cdff9365f629,663773.0,bryanhoeing,Hoeing,Right,Bryan Hoeing,5.48,5.3,70.2,101.0,97.0,100.0,0.805,6.75,3.18,9.04,1.66,1.17,0.268,0.35700000000000004,0.121,0.335,0.395,87.2,41.0,99.0,76.0,80.0,97.0,87.0,106.0,100.0,99.0,97.0,104.0,108.0,0.526,0.08900000000000001,0.318,0.026000000000000002,-2.17,-0.76,0.98,-5.28,93.9,94.1,83.2,0.333,0.275,0.179,0.6,0.042,-5.4,84.9,0.333,,,,,,,,,,,,,,,,,,,,,
4,2023-06-30,717558,Flyout,field_out,True,645277,663773,Ozzie Albies,Bryan Hoeing,0,0,0,89f6dd1d-9cdb-4984-9ae5-c89c5d4906f2,663773.0,bryanhoeing,Hoeing,Right,Bryan Hoeing,5.48,5.3,70.2,101.0,97.0,100.0,0.805,6.75,3.18,9.04,1.66,1.17,0.268,0.35700000000000004,0.121,0.335,0.395,87.2,41.0,99.0,76.0,80.0,97.0,87.0,106.0,100.0,99.0,97.0,104.0,108.0,0.526,0.08900000000000001,0.318,0.026000000000000002,-2.17,-0.76,0.98,-5.28,93.9,94.1,83.2,0.333,0.275,0.179,0.6,0.042,-5.4,84.9,0.333,,,,,,,,,,,,,,,,,,,,,
5,2023-06-30,717558,Double,double,False,663586,663773,Austin Riley,Bryan Hoeing,0,0,1,c01a6b26-7ba4-4100-bf19-0adde5592450,663773.0,bryanhoeing,Hoeing,Right,Bryan Hoeing,5.48,5.3,70.2,101.0,97.0,100.0,0.805,6.75,3.18,9.04,1.66,1.17,0.268,0.35700000000000004,0.121,0.335,0.395,87.2,41.0,99.0,76.0,80.0,97.0,87.0,106.0,100.0,99.0,97.0,104.0,108.0,0.526,0.08900000000000001,0.318,0.026000000000000002,-2.17,-0.76,0.98,-5.28,93.9,94.1,83.2,0.333,0.275,0.179,0.6,0.042,-5.4,84.9,0.333,,,,,,,,,,,,,,,,,,,,,
6,2023-06-30,717558,Home Run,home_run,False,621566,663773,Matt Olson,Bryan Hoeing,0,0,1,7eb74dc5-4a70-45da-9106-97db00421fc1,663773.0,bryanhoeing,Hoeing,Right,Bryan Hoeing,5.48,5.3,70.2,101.0,97.0,100.0,0.805,6.75,3.18,9.04,1.66,1.17,0.268,0.35700000000000004,0.121,0.335,0.395,87.2,41.0,99.0,76.0,80.0,97.0,87.0,106.0,100.0,99.0,97.0,104.0,108.0,0.526,0.08900000000000001,0.318,0.026000000000000002,-2.17,-0.76,0.98,-5.28,93.9,94.1,83.2,0.333,0.275,0.179,0.6,0.042,-5.4,84.9,0.333,,,,,,,,,,,,,,,,,,,,,
7,2023-06-30,717558,Strikeout,strikeout,True,669221,663773,Sean Murphy,Bryan Hoeing,0,0,0,fb13c177-0a11-4fd5-a816-ee3c698aebe9,663773.0,bryanhoeing,Hoeing,Right,Bryan Hoeing,5.48,5.3,70.2,101.0,97.0,100.0,0.805,6.75,3.18,9.04,1.66,1.17,0.268,0.35700000000000004,0.121,0.335,0.395,87.2,41.0,99.0,76.0,80.0,97.0,87.0,106.0,100.0,99.0,97.0,104.0,108.0,0.526,0.08900000000000001,0.318,0.026000000000000002,-2.17,-0.76,0.98,-5.28,93.9,94.1,83.2,0.333,0.275,0.179,0.6,0.042,-5.4,84.9,0.333,,,,,,,,,,,,,,,,,,,,,
8,2023-06-30,717558,Walk,walk,False,542303,663773,Marcell Ozuna,Bryan Hoeing,0,0,0,5d7436f3-dbc4-4d20-bf3b-ec9c90d2cc37,663773.0,bryanhoeing,Hoeing,Right,Bryan Hoeing,5.48,5.3,70.2,101.0,97.0,100.0,0.805,6.75,3.18,9.04,1.66,1.17,0.268,0.35700000000000004,0.121,0.335,0.395,87.2,41.0,99.0,76.0,80.0,97.0,87.0,106.0,100.0,99.0,97.0,104.0,108.0,0.526,0.08900000000000001,0.318,0.026000000000000002,-2.17,-0.76,0.98,-5.28,93.9,94.1,83.2,0.333,0.275,0.179,0.6,0.042,-5.4,84.9,0.333,,,,,,,,,,,,,,,,,,,,,
9,2023-06-30,717558,Home Run,home_run,False,592696,663773,Eddie Rosario,Bryan Hoeing,0,0,1,73b90615-c619-4a89-8f1a-caed2343f814,663773.0,bryanhoeing,Hoeing,Right,Bryan Hoeing,5.48,5.3,70.2,101.0,97.0,100.0,0.805,6.75,3.18,9.04,1.66,1.17,0.268,0.35700000000000004,0.121,0.335,0.395,87.2,41.0,99.0,76.0,80.0,97.0,87.0,106.0,100.0,99.0,97.0,104.0,108.0,0.526,0.08900000000000001,0.318,0.026000000000000002,-2.17,-0.76,0.98,-5.28,93.9,94.1,83.2,0.333,0.275,0.179,0.6,0.042,-5.4,84.9,0.333,,,,,,,,,,,,,,,,,,,,,
