,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,SI%,FA%,CU%,CH%,wFA/C,wSI/C,wCU/C,wCH/C,vFA,vSI,vCU,SI_ba,CH_ba,CU_ba,FF_ba,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FC%,SL%,wFC/C,wSL/C,vFC,vSL,FC_ba,SL_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,ST_ba
0,2023-05-28,717994,Strikeout,strikeout,True,605141,676596,Mookie Betts,Josh Fleming,0,0,0,1edb798b-6506-4ab4-86e7-70acef21549f,676596.0,joshfleming,Fleming,Left,Josh Fleming,4.7,5.37,51.2,101.0,86.0,97.0,0.8370000000000001,4.35,3.31,9.75,1.57,3.0,0.175,0.441,0.124,0.305,0.36,82.9,73.0,104.0,94.0,97.0,99.0,102.0,42.0,104.0,88.0,93.0,99.0,98.0,0.44,0.049,0.221,0.29,2.77,0.64,-0.59,-1.13,91.5,90.3,76.5,0.244,0.352,0.278,0.0,,,,,,,,,,,,,,,,,,,,,,
1,2023-05-28,717994,Lineout,field_out,True,518692,676596,Freddie Freeman,Josh Fleming,0,0,0,302252ff-b854-4f5e-afdc-e10a045be6bb,676596.0,joshfleming,Fleming,Left,Josh Fleming,4.7,5.37,51.2,101.0,86.0,97.0,0.8370000000000001,4.35,3.31,9.75,1.57,3.0,0.175,0.441,0.124,0.305,0.36,82.9,73.0,104.0,94.0,97.0,99.0,102.0,42.0,104.0,88.0,93.0,99.0,98.0,0.44,0.049,0.221,0.29,2.77,0.64,-0.59,-1.13,91.5,90.3,76.5,0.244,0.352,0.278,0.0,,,,,,,,,,,,,,,,,,,,,,
2,2023-05-28,717994,Groundout,field_out,True,502110,676596,J.D. Martinez,Josh Fleming,0,0,0,2d45b624-dc26-46bb-b3f8-e48b93c9aa5d,676596.0,joshfleming,Fleming,Left,Josh Fleming,4.7,5.37,51.2,101.0,86.0,97.0,0.8370000000000001,4.35,3.31,9.75,1.57,3.0,0.175,0.441,0.124,0.305,0.36,82.9,73.0,104.0,94.0,97.0,99.0,102.0,42.0,104.0,88.0,93.0,99.0,98.0,0.44,0.049,0.221,0.29,2.77,0.64,-0.59,-1.13,91.5,90.3,76.5,0.244,0.352,0.278,0.0,,,,,,,,,,,,,,,,,,,,,,
3,2023-05-28,717994,Groundout,field_out,True,650490,694813,Yandy Díaz,Gavin Stone,1,0,0,f4c7b217-83e5-4ea1-857e-ce982439010a,694813.0,gavinstone,Stone,Right,Gavin Stone,9.0,6.4,31.0,98.0,88.0,95.0,0.716,6.39,3.77,13.35,2.32,1.46,0.252,0.48700000000000004,0.139,0.365,0.375,85.8,73.0,98.0,94.0,88.0,110.0,115.0,93.0,94.0,89.0,90.0,97.0,90.0,0.14300000000000002,0.28,0.004,0.342,-5.4,1.55,0.26,-0.55,94.0,94.6,79.5,0.182,0.24,,0.552,105.0,106.0,98.0,99.0,100.0,102.0,0.168,0.064,-4.42,-2.44,90.5,85.8,0.409,0.385,,,,,,,,
4,2023-05-28,717994,Single,single,False,677551,694813,Wander Franco,Gavin Stone,0,0,0,3b051d15-16b4-4cd4-956c-9f27e80ed29a,694813.0,gavinstone,Stone,Right,Gavin Stone,9.0,6.4,31.0,98.0,88.0,95.0,0.716,6.39,3.77,13.35,2.32,1.46,0.252,0.48700000000000004,0.139,0.365,0.375,85.8,73.0,98.0,94.0,88.0,110.0,115.0,93.0,94.0,89.0,90.0,97.0,90.0,0.14300000000000002,0.28,0.004,0.342,-5.4,1.55,0.26,-0.55,94.0,94.6,79.5,0.182,0.24,,0.552,105.0,106.0,98.0,99.0,100.0,102.0,0.168,0.064,-4.42,-2.44,90.5,85.8,0.409,0.385,,,,,,,,
5,2023-05-28,717994,Strikeout,strikeout,True,664040,694813,Brandon Lowe,Gavin Stone,0,0,0,b10569d7-8818-47a1-8778-86de8576d078,694813.0,gavinstone,Stone,Right,Gavin Stone,9.0,6.4,31.0,98.0,88.0,95.0,0.716,6.39,3.77,13.35,2.32,1.46,0.252,0.48700000000000004,0.139,0.365,0.375,85.8,73.0,98.0,94.0,88.0,110.0,115.0,93.0,94.0,89.0,90.0,97.0,90.0,0.14300000000000002,0.28,0.004,0.342,-5.4,1.55,0.26,-0.55,94.0,94.6,79.5,0.182,0.24,,0.552,105.0,106.0,98.0,99.0,100.0,102.0,0.168,0.064,-4.42,-2.44,90.5,85.8,0.409,0.385,,,,,,,,
6,2023-05-28,717994,Single,single,False,623912,694813,Harold Ramírez,Gavin Stone,1,0,1,52a80060-c473-4b5c-86f9-02c6898b342e,694813.0,gavinstone,Stone,Right,Gavin Stone,9.0,6.4,31.0,98.0,88.0,95.0,0.716,6.39,3.77,13.35,2.32,1.46,0.252,0.48700000000000004,0.139,0.365,0.375,85.8,73.0,98.0,94.0,88.0,110.0,115.0,93.0,94.0,89.0,90.0,97.0,90.0,0.14300000000000002,0.28,0.004,0.342,-5.4,1.55,0.26,-0.55,94.0,94.6,79.5,0.182,0.24,,0.552,105.0,106.0,98.0,99.0,100.0,102.0,0.168,0.064,-4.42,-2.44,90.5,85.8,0.409,0.385,,,,,,,,
7,2023-05-28,717994,Single,single,False,670623,694813,Isaac Paredes,Gavin Stone,0,0,1,f35805b7-1de0-4494-917d-133c38529bf1,694813.0,gavinstone,Stone,Right,Gavin Stone,9.0,6.4,31.0,98.0,88.0,95.0,0.716,6.39,3.77,13.35,2.32,1.46,0.252,0.48700000000000004,0.139,0.365,0.375,85.8,73.0,98.0,94.0,88.0,110.0,115.0,93.0,94.0,89.0,90.0,97.0,90.0,0.14300000000000002,0.28,0.004,0.342,-5.4,1.55,0.26,-0.55,94.0,94.6,79.5,0.182,0.24,,0.552,105.0,106.0,98.0,99.0,100.0,102.0,0.168,0.064,-4.42,-2.44,90.5,85.8,0.409,0.385,,,,,,,,
8,2023-05-28,717994,Pop Out,field_out,True,666139,694813,Josh Lowe,Gavin Stone,1,0,0,bb7ee01a-595c-42a2-8797-2604b4425be1,694813.0,gavinstone,Stone,Right,Gavin Stone,9.0,6.4,31.0,98.0,88.0,95.0,0.716,6.39,3.77,13.35,2.32,1.46,0.252,0.48700000000000004,0.139,0.365,0.375,85.8,73.0,98.0,94.0,88.0,110.0,115.0,93.0,94.0,89.0,90.0,97.0,90.0,0.14300000000000002,0.28,0.004,0.342,-5.4,1.55,0.26,-0.55,94.0,94.6,79.5,0.182,0.24,,0.552,105.0,106.0,98.0,99.0,100.0,102.0,0.168,0.064,-4.42,-2.44,90.5,85.8,0.409,0.385,,,,,,,,
9,2023-05-28,717994,Home Run,home_run,False,621035,676596,Chris Taylor,Josh Fleming,0,0,0,67f6a3b2-7646-4a54-b17d-d0033d3c290c,676596.0,joshfleming,Fleming,Left,Josh Fleming,4.7,5.37,51.2,101.0,86.0,97.0,0.8370000000000001,4.35,3.31,9.75,1.57,3.0,0.175,0.441,0.124,0.305,0.36,82.9,73.0,104.0,94.0,97.0,99.0,102.0,42.0,104.0,88.0,93.0,99.0,98.0,0.44,0.049,0.221,0.29,2.77,0.64,-0.59,-1.13,91.5,90.3,76.5,0.244,0.352,0.278,0.0,,,,,,,,,,,,,,,,,,,,,,
