,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vSL,vCU,FF_ba,CH_ba,ST_ba,CU_ba,FC_ba,SL_ba,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba
0,2023-08-28,716815,Groundout,field_out,True,641313,680570,Tim Anderson,Grayson Rodriguez,1,1,0,f6417b26-4e41-4473-8fcd-e08581b4cb1b,680570.0,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,4.35,4.21,122.0,102.0,117.0,108.0,0.759,9.52,3.1,8.93,1.18,1.4,0.226,0.408,0.12,0.37200000000000005,0.44,83.9,110.0,102.0,115.0,146.0,97.0,101.0,116.0,104.0,106.0,126.0,103.0,114.0,76.0,90.0,86.0,0.496,0.052000000000000005,0.14800000000000002,0.081,0.22399999999999998,-0.83,-1.59,1.92,-0.49,1.7,97.4,90.0,82.4,79.9,0.342,0.201,0.153,0.176,0.333,,,,,,,,,,,,,,,
1,2023-08-28,716815,Strikeout,strikeout,True,643217,680570,Andrew Benintendi,Grayson Rodriguez,0,0,0,bdee7128-2b93-4917-be20-53d6406c3d51,680570.0,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,4.35,4.21,122.0,102.0,117.0,108.0,0.759,9.52,3.1,8.93,1.18,1.4,0.226,0.408,0.12,0.37200000000000005,0.44,83.9,110.0,102.0,115.0,146.0,97.0,101.0,116.0,104.0,106.0,126.0,103.0,114.0,76.0,90.0,86.0,0.496,0.052000000000000005,0.14800000000000002,0.081,0.22399999999999998,-0.83,-1.59,1.92,-0.49,1.7,97.4,90.0,82.4,79.9,0.342,0.201,0.153,0.176,0.333,,,,,,,,,,,,,,,
2,2023-08-28,716815,Strikeout,strikeout,True,673357,680570,Luis Robert Jr.,Grayson Rodriguez,0,0,0,0de00ec6-059b-492b-b045-e10613a95581,680570.0,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,4.35,4.21,122.0,102.0,117.0,108.0,0.759,9.52,3.1,8.93,1.18,1.4,0.226,0.408,0.12,0.37200000000000005,0.44,83.9,110.0,102.0,115.0,146.0,97.0,101.0,116.0,104.0,106.0,126.0,103.0,114.0,76.0,90.0,86.0,0.496,0.052000000000000005,0.14800000000000002,0.081,0.22399999999999998,-0.83,-1.59,1.92,-0.49,1.7,97.4,90.0,82.4,79.9,0.342,0.201,0.153,0.176,0.333,,,,,,,,,,,,,,,
3,2023-08-28,716815,Strikeout,strikeout,True,668939,656629,Adley Rutschman,Michael Kopech,0,0,0,191a7db5-7706-4165-9a48-239408eaade6,656629.0,michaelkopech,Kopech,Right,Michael Kopech,5.43,5.77,129.1,91.0,108.0,94.0,0.755,9.32,6.33,8.0,2.02,0.75,0.243,0.41,0.155,0.34700000000000003,0.384,88.7,73.0,82.0,76.0,96.0,97.0,97.0,116.0,89.0,94.0,102.0,97.0,99.0,,,,0.614,,0.272,0.04,0.07400000000000001,-0.71,,-1.5,-0.94,0.15,95.2,,84.8,80.6,0.244,0.133,,0.158,,0.258,,,,,,,,,,,,,,
4,2023-08-28,716815,Walk,walk,False,683002,656629,Gunnar Henderson,Michael Kopech,1,0,0,54340421-9e73-491f-aa0d-33cd7c26d939,656629.0,michaelkopech,Kopech,Right,Michael Kopech,5.43,5.77,129.1,91.0,108.0,94.0,0.755,9.32,6.33,8.0,2.02,0.75,0.243,0.41,0.155,0.34700000000000003,0.384,88.7,73.0,82.0,76.0,96.0,97.0,97.0,116.0,89.0,94.0,102.0,97.0,99.0,,,,0.614,,0.272,0.04,0.07400000000000001,-0.71,,-1.5,-0.94,0.15,95.2,,84.8,80.6,0.244,0.133,,0.158,,0.258,,,,,,,,,,,,,,
5,2023-08-28,716815,Strikeout,strikeout,True,623993,656629,Anthony Santander,Michael Kopech,0,0,0,bc8e4e90-3f49-42c0-b42c-186903b4db93,656629.0,michaelkopech,Kopech,Right,Michael Kopech,5.43,5.77,129.1,91.0,108.0,94.0,0.755,9.32,6.33,8.0,2.02,0.75,0.243,0.41,0.155,0.34700000000000003,0.384,88.7,73.0,82.0,76.0,96.0,97.0,97.0,116.0,89.0,94.0,102.0,97.0,99.0,,,,0.614,,0.272,0.04,0.07400000000000001,-0.71,,-1.5,-0.94,0.15,95.2,,84.8,80.6,0.244,0.133,,0.158,,0.258,,,,,,,,,,,,,,
6,2023-08-28,716815,Flyout,field_out,True,663624,656629,Ryan Mountcastle,Michael Kopech,0,0,1,e9ec2a13-4701-4c5b-b1fd-cfc77f379d11,656629.0,michaelkopech,Kopech,Right,Michael Kopech,5.43,5.77,129.1,91.0,108.0,94.0,0.755,9.32,6.33,8.0,2.02,0.75,0.243,0.41,0.155,0.34700000000000003,0.384,88.7,73.0,82.0,76.0,96.0,97.0,97.0,116.0,89.0,94.0,102.0,97.0,99.0,,,,0.614,,0.272,0.04,0.07400000000000001,-0.71,,-1.5,-0.94,0.15,95.2,,84.8,80.6,0.244,0.133,,0.158,,0.258,,,,,,,,,,,,,,
7,2023-08-28,716815,Groundout,field_out,True,650391,680570,Eloy Jiménez,Grayson Rodriguez,1,0,0,5593bb06-46a1-4f29-8a3b-3d63f2ca5a1b,680570.0,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,4.35,4.21,122.0,102.0,117.0,108.0,0.759,9.52,3.1,8.93,1.18,1.4,0.226,0.408,0.12,0.37200000000000005,0.44,83.9,110.0,102.0,115.0,146.0,97.0,101.0,116.0,104.0,106.0,126.0,103.0,114.0,76.0,90.0,86.0,0.496,0.052000000000000005,0.14800000000000002,0.081,0.22399999999999998,-0.83,-1.59,1.92,-0.49,1.7,97.4,90.0,82.4,79.9,0.342,0.201,0.153,0.176,0.333,,,,,,,,,,,,,,,
8,2023-08-28,716815,Lineout,field_out,True,660162,680570,Yoán Moncada,Grayson Rodriguez,1,0,0,3747034e-7330-4b06-b655-7540cac12778,680570.0,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,4.35,4.21,122.0,102.0,117.0,108.0,0.759,9.52,3.1,8.93,1.18,1.4,0.226,0.408,0.12,0.37200000000000005,0.44,83.9,110.0,102.0,115.0,146.0,97.0,101.0,116.0,104.0,106.0,126.0,103.0,114.0,76.0,90.0,86.0,0.496,0.052000000000000005,0.14800000000000002,0.081,0.22399999999999998,-0.83,-1.59,1.92,-0.49,1.7,97.4,90.0,82.4,79.9,0.342,0.201,0.153,0.176,0.333,,,,,,,,,,,,,,,
9,2023-08-28,716815,Flyout,field_out,True,657757,680570,Gavin Sheets,Grayson Rodriguez,1,0,0,1a2dc301-2b01-432d-ac10-1390cdf4e616,680570.0,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,4.35,4.21,122.0,102.0,117.0,108.0,0.759,9.52,3.1,8.93,1.18,1.4,0.226,0.408,0.12,0.37200000000000005,0.44,83.9,110.0,102.0,115.0,146.0,97.0,101.0,116.0,104.0,106.0,126.0,103.0,114.0,76.0,90.0,86.0,0.496,0.052000000000000005,0.14800000000000002,0.081,0.22399999999999998,-0.83,-1.59,1.92,-0.49,1.7,97.4,90.0,82.4,79.9,0.342,0.201,0.153,0.176,0.333,,,,,,,,,,,,,,,
10,2023-08-28,716815,Single,single,False,656811,656629,Ryan O'Hearn,Michael Kopech,1,0,0,bca8f896-d12a-4bcc-80dd-fe9210269f49,656629.0,michaelkopech,Kopech,Right,Michael Kopech,5.43,5.77,129.1,91.0,108.0,94.0,0.755,9.32,6.33,8.0,2.02,0.75,0.243,0.41,0.155,0.34700000000000003,0.384,88.7,73.0,82.0,76.0,96.0,97.0,97.0,116.0,89.0,94.0,102.0,97.0,99.0,,,,0.614,,0.272,0.04,0.07400000000000001,-0.71,,-1.5,-0.94,0.15,95.2,,84.8,80.6,0.244,0.133,,0.158,,0.258,,,,,,,,,,,,,,
11,2023-08-28,716815,Double,double,False,656775,656629,Cedric Mullins,Michael Kopech,1,0,1,7e0dfaff-d8f4-4f00-b6fd-bfdb686d7aed,656629.0,michaelkopech,Kopech,Right,Michael Kopech,5.43,5.77,129.1,91.0,108.0,94.0,0.755,9.32,6.33,8.0,2.02,0.75,0.243,0.41,0.155,0.34700000000000003,0.384,88.7,73.0,82.0,76.0,96.0,97.0,97.0,116.0,89.0,94.0,102.0,97.0,99.0,,,,0.614,,0.272,0.04,0.07400000000000001,-0.71,,-1.5,-0.94,0.15,95.2,,84.8,80.6,0.244,0.133,,0.158,,0.258,,,,,,,,,,,,,,
