,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vSI,vSL,vCU,CH_ba,FF_ba,SL_ba,SI_ba,CU_ba,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,KC%,wFS/C,wKC/C,vFS,vKC,FS_ba,ST_ba,FC_ba,FO%,wFO/C,vFO
0,2023-06-30,717556,Walk,walk,False,664774,471911,LaMonte Wade Jr.,Carlos Carrasco,0,0,0,486606ad-eeaf-422c-a428-44bd3358f283,471911.0,carloscarrasco,Carrasco,Right,Carlos Carrasco,6.8,6.77,90.0,98.0,93.0,96.0,0.765,6.6,3.8,11.5,1.8,1.52,0.195,0.45899999999999996,0.13,0.35200000000000004,0.382,87.2,108.0,103.0,104.0,88.0,103.0,104.0,75.0,95.0,85.0,91.0,90.0,87.0,104.0,98.0,108.0,86.0,88.0,95.0,0.1,0.32299999999999995,0.004,0.184,0.091,0.299,-2.35,-9.5,-3.88,-1.99,-1.25,0.12,92.7,89.5,91.5,84.1,80.1,0.22,0.358,0.329,0.45,0.25,,,,,,,,,,,,,,,,,,
1,2023-06-30,717556,Pop Out,field_out,True,527038,471911,Wilmer Flores,Carlos Carrasco,0,0,0,930e72a8-54f5-4f45-9d7e-7b4c05b1b644,471911.0,carloscarrasco,Carrasco,Right,Carlos Carrasco,6.8,6.77,90.0,98.0,93.0,96.0,0.765,6.6,3.8,11.5,1.8,1.52,0.195,0.45899999999999996,0.13,0.35200000000000004,0.382,87.2,108.0,103.0,104.0,88.0,103.0,104.0,75.0,95.0,85.0,91.0,90.0,87.0,104.0,98.0,108.0,86.0,88.0,95.0,0.1,0.32299999999999995,0.004,0.184,0.091,0.299,-2.35,-9.5,-3.88,-1.99,-1.25,0.12,92.7,89.5,91.5,84.1,80.1,0.22,0.358,0.329,0.45,0.25,,,,,,,,,,,,,,,,,,
2,2023-06-30,717556,Strikeout,strikeout,True,592626,471911,Joc Pederson,Carlos Carrasco,0,0,0,16f42fed-a70e-4b06-a0da-feb29d9ba540,471911.0,carloscarrasco,Carrasco,Right,Carlos Carrasco,6.8,6.77,90.0,98.0,93.0,96.0,0.765,6.6,3.8,11.5,1.8,1.52,0.195,0.45899999999999996,0.13,0.35200000000000004,0.382,87.2,108.0,103.0,104.0,88.0,103.0,104.0,75.0,95.0,85.0,91.0,90.0,87.0,104.0,98.0,108.0,86.0,88.0,95.0,0.1,0.32299999999999995,0.004,0.184,0.091,0.299,-2.35,-9.5,-3.88,-1.99,-1.25,0.12,92.7,89.5,91.5,84.1,80.1,0.22,0.358,0.329,0.45,0.25,,,,,,,,,,,,,,,,,,
3,2023-06-30,717556,Strikeout,strikeout,True,605204,471911,J.D. Davis,Carlos Carrasco,0,0,0,e6bc2097-286d-4a7e-be53-ca10e8863886,471911.0,carloscarrasco,Carrasco,Right,Carlos Carrasco,6.8,6.77,90.0,98.0,93.0,96.0,0.765,6.6,3.8,11.5,1.8,1.52,0.195,0.45899999999999996,0.13,0.35200000000000004,0.382,87.2,108.0,103.0,104.0,88.0,103.0,104.0,75.0,95.0,85.0,91.0,90.0,87.0,104.0,98.0,108.0,86.0,88.0,95.0,0.1,0.32299999999999995,0.004,0.184,0.091,0.299,-2.35,-9.5,-3.88,-1.99,-1.25,0.12,92.7,89.5,91.5,84.1,80.1,0.22,0.358,0.329,0.45,0.25,,,,,,,,,,,,,,,,,,
4,2023-06-30,717556,Strikeout,strikeout,True,607043,502171,Brandon Nimmo,Alex Cobb,0,0,0,bf882be0-55e9-46c9-8c15-7e5c0e67c2aa,502171.0,alexcobb,Cobb,Right,Alex Cobb,3.87,4.73,151.1,102.0,91.0,100.0,0.8079999999999999,7.79,2.2,9.69,1.13,2.6,0.21600000000000003,0.43,0.142,0.35600000000000004,0.39899999999999997,,,,,,,,61.0,79.0,76.0,92.0,103.0,96.0,113.0,111.0,115.0,,,,0.397,0.003,,0.051,,,-3.47,,0.33,-1.31,,,95.8,,94.5,86.2,,,,0.333,0.28,0.379,115.0,95.0,103.0,78.0,103.0,103.0,0.38799999999999996,0.162,0.2,-1.38,89.5,83.6,0.239,,,,,
5,2023-06-30,717556,Single,single,False,596019,502171,Francisco Lindor,Alex Cobb,1,0,0,e560fe8d-3f17-4cf4-988c-644914e8fdc5,502171.0,alexcobb,Cobb,Right,Alex Cobb,3.87,4.73,151.1,102.0,91.0,100.0,0.8079999999999999,7.79,2.2,9.69,1.13,2.6,0.21600000000000003,0.43,0.142,0.35600000000000004,0.39899999999999997,,,,,,,,61.0,79.0,76.0,92.0,103.0,96.0,113.0,111.0,115.0,,,,0.397,0.003,,0.051,,,-3.47,,0.33,-1.31,,,95.8,,94.5,86.2,,,,0.333,0.28,0.379,115.0,95.0,103.0,78.0,103.0,103.0,0.38799999999999996,0.162,0.2,-1.38,89.5,83.6,0.239,,,,,
6,2023-06-30,717556,Double,double,False,643446,502171,Jeff McNeil,Alex Cobb,0,0,1,73026a47-5307-4d31-a4ff-b6517fa9aae8,502171.0,alexcobb,Cobb,Right,Alex Cobb,3.87,4.73,151.1,102.0,91.0,100.0,0.8079999999999999,7.79,2.2,9.69,1.13,2.6,0.21600000000000003,0.43,0.142,0.35600000000000004,0.39899999999999997,,,,,,,,61.0,79.0,76.0,92.0,103.0,96.0,113.0,111.0,115.0,,,,0.397,0.003,,0.051,,,-3.47,,0.33,-1.31,,,95.8,,94.5,86.2,,,,0.333,0.28,0.379,115.0,95.0,103.0,78.0,103.0,103.0,0.38799999999999996,0.162,0.2,-1.38,89.5,83.6,0.239,,,,,
7,2023-06-30,717556,Strikeout,strikeout,True,624413,502171,Pete Alonso,Alex Cobb,0,0,0,00dc6128-5962-4fa7-8b34-b428db527970,502171.0,alexcobb,Cobb,Right,Alex Cobb,3.87,4.73,151.1,102.0,91.0,100.0,0.8079999999999999,7.79,2.2,9.69,1.13,2.6,0.21600000000000003,0.43,0.142,0.35600000000000004,0.39899999999999997,,,,,,,,61.0,79.0,76.0,92.0,103.0,96.0,113.0,111.0,115.0,,,,0.397,0.003,,0.051,,,-3.47,,0.33,-1.31,,,95.8,,94.5,86.2,,,,0.333,0.28,0.379,115.0,95.0,103.0,78.0,103.0,103.0,0.38799999999999996,0.162,0.2,-1.38,89.5,83.6,0.239,,,,,
8,2023-06-30,717556,Flyout,field_out,True,596129,502171,Daniel Vogelbach,Alex Cobb,0,0,0,98e3d34f-dd00-4b80-935a-6e89be764e40,502171.0,alexcobb,Cobb,Right,Alex Cobb,3.87,4.73,151.1,102.0,91.0,100.0,0.8079999999999999,7.79,2.2,9.69,1.13,2.6,0.21600000000000003,0.43,0.142,0.35600000000000004,0.39899999999999997,,,,,,,,61.0,79.0,76.0,92.0,103.0,96.0,113.0,111.0,115.0,,,,0.397,0.003,,0.051,,,-3.47,,0.33,-1.31,,,95.8,,94.5,86.2,,,,0.333,0.28,0.379,115.0,95.0,103.0,78.0,103.0,103.0,0.38799999999999996,0.162,0.2,-1.38,89.5,83.6,0.239,,,,,
9,2023-06-30,717556,Strikeout,strikeout,True,672275,471911,Patrick Bailey,Carlos Carrasco,0,0,0,6b1efc7f-ffea-4d65-9797-a3a95e1aba38,471911.0,carloscarrasco,Carrasco,Right,Carlos Carrasco,6.8,6.77,90.0,98.0,93.0,96.0,0.765,6.6,3.8,11.5,1.8,1.52,0.195,0.45899999999999996,0.13,0.35200000000000004,0.382,87.2,108.0,103.0,104.0,88.0,103.0,104.0,75.0,95.0,85.0,91.0,90.0,87.0,104.0,98.0,108.0,86.0,88.0,95.0,0.1,0.32299999999999995,0.004,0.184,0.091,0.299,-2.35,-9.5,-3.88,-1.99,-1.25,0.12,92.7,89.5,91.5,84.1,80.1,0.22,0.358,0.329,0.45,0.25,,,,,,,,,,,,,,,,,,
