,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vSI,vSL,vCU,FF_ba,CH_ba,SI_ba,FC_ba,CU_ba,SL_ba,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,KC%,wFS/C,wKC/C,vFS,vKC,FS_ba,ST_ba
0,2023-07-30,717193,Walk,walk,False,641487,518876,J.P. Crawford,Merrill Kelly,1,0,0,32ae89d5-2a51-40d9-bdb9-b3a1b2f6d8c6,518876.0,merrillkelly,"Kelly, M",Right,Merrill Kelly,3.29,4.13,177.2,105.0,92.0,103.0,0.753,9.47,3.5,7.24,1.01,1.33,0.195,0.47,0.136,0.359,0.386,88.7,99.0,108.0,114.0,121.0,105.0,111.0,78.0,104.0,97.0,85.0,105.0,95.0,104.0,112.0,110.0,87.0,101.0,99.0,0.122,0.301,0.18100000000000002,0.055,0.11,0.231,0.04,0.88,0.83,-0.64,-0.45,2.43,92.2,90.8,92.4,85.5,82.1,0.224,0.18,0.261,0.22,0.268,0.217,,,,,,,,,,,,,,
1,2023-07-30,717193,Single,single,False,677594,518876,Julio Rodríguez,Merrill Kelly,0,0,1,08f22c8d-7c26-4dfa-89e1-e5699d819344,518876.0,merrillkelly,"Kelly, M",Right,Merrill Kelly,3.29,4.13,177.2,105.0,92.0,103.0,0.753,9.47,3.5,7.24,1.01,1.33,0.195,0.47,0.136,0.359,0.386,88.7,99.0,108.0,114.0,121.0,105.0,111.0,78.0,104.0,97.0,85.0,105.0,95.0,104.0,112.0,110.0,87.0,101.0,99.0,0.122,0.301,0.18100000000000002,0.055,0.11,0.231,0.04,0.88,0.83,-0.64,-0.45,2.43,92.2,90.8,92.4,85.5,82.1,0.224,0.18,0.261,0.22,0.268,0.217,,,,,,,,,,,,,,
2,2023-07-30,717193,Strikeout,strikeout,True,553993,518876,Eugenio Suárez,Merrill Kelly,0,0,0,a73ac454-cff3-413c-9ecb-9e0176a08703,518876.0,merrillkelly,"Kelly, M",Right,Merrill Kelly,3.29,4.13,177.2,105.0,92.0,103.0,0.753,9.47,3.5,7.24,1.01,1.33,0.195,0.47,0.136,0.359,0.386,88.7,99.0,108.0,114.0,121.0,105.0,111.0,78.0,104.0,97.0,85.0,105.0,95.0,104.0,112.0,110.0,87.0,101.0,99.0,0.122,0.301,0.18100000000000002,0.055,0.11,0.231,0.04,0.88,0.83,-0.64,-0.45,2.43,92.2,90.8,92.4,85.5,82.1,0.224,0.18,0.261,0.22,0.268,0.217,,,,,,,,,,,,,,
3,2023-07-30,717193,Flyout,field_out,True,663728,518876,Cal Raleigh,Merrill Kelly,1,0,0,bbf9b0b5-4ee1-49ee-80f4-c32ecf037941,518876.0,merrillkelly,"Kelly, M",Right,Merrill Kelly,3.29,4.13,177.2,105.0,92.0,103.0,0.753,9.47,3.5,7.24,1.01,1.33,0.195,0.47,0.136,0.359,0.386,88.7,99.0,108.0,114.0,121.0,105.0,111.0,78.0,104.0,97.0,85.0,105.0,95.0,104.0,112.0,110.0,87.0,101.0,99.0,0.122,0.301,0.18100000000000002,0.055,0.11,0.231,0.04,0.88,0.83,-0.64,-0.45,2.43,92.2,90.8,92.4,85.5,82.1,0.224,0.18,0.261,0.22,0.268,0.217,,,,,,,,,,,,,,
4,2023-07-30,717193,Single,single,False,606192,518876,Teoscar Hernández,Merrill Kelly,1,0,1,88fcdf14-7c8f-4da5-bd33-dc68e8a3558a,518876.0,merrillkelly,"Kelly, M",Right,Merrill Kelly,3.29,4.13,177.2,105.0,92.0,103.0,0.753,9.47,3.5,7.24,1.01,1.33,0.195,0.47,0.136,0.359,0.386,88.7,99.0,108.0,114.0,121.0,105.0,111.0,78.0,104.0,97.0,85.0,105.0,95.0,104.0,112.0,110.0,87.0,101.0,99.0,0.122,0.301,0.18100000000000002,0.055,0.11,0.231,0.04,0.88,0.83,-0.64,-0.45,2.43,92.2,90.8,92.4,85.5,82.1,0.224,0.18,0.261,0.22,0.268,0.217,,,,,,,,,,,,,,
5,2023-07-30,717193,Walk,walk,False,645801,518876,Mike Ford,Merrill Kelly,0,0,1,dcbde884-190c-4129-8773-03aaf0223409,518876.0,merrillkelly,"Kelly, M",Right,Merrill Kelly,3.29,4.13,177.2,105.0,92.0,103.0,0.753,9.47,3.5,7.24,1.01,1.33,0.195,0.47,0.136,0.359,0.386,88.7,99.0,108.0,114.0,121.0,105.0,111.0,78.0,104.0,97.0,85.0,105.0,95.0,104.0,112.0,110.0,87.0,101.0,99.0,0.122,0.301,0.18100000000000002,0.055,0.11,0.231,0.04,0.88,0.83,-0.64,-0.45,2.43,92.2,90.8,92.4,85.5,82.1,0.224,0.18,0.261,0.22,0.268,0.217,,,,,,,,,,,,,,
6,2023-07-30,717193,Single,single,False,664034,518876,Ty France,Merrill Kelly,0,0,1,6e889538-3287-404d-85ca-00330012d108,518876.0,merrillkelly,"Kelly, M",Right,Merrill Kelly,3.29,4.13,177.2,105.0,92.0,103.0,0.753,9.47,3.5,7.24,1.01,1.33,0.195,0.47,0.136,0.359,0.386,88.7,99.0,108.0,114.0,121.0,105.0,111.0,78.0,104.0,97.0,85.0,105.0,95.0,104.0,112.0,110.0,87.0,101.0,99.0,0.122,0.301,0.18100000000000002,0.055,0.11,0.231,0.04,0.88,0.83,-0.64,-0.45,2.43,92.2,90.8,92.4,85.5,82.1,0.224,0.18,0.261,0.22,0.268,0.217,,,,,,,,,,,,,,
7,2023-07-30,717193,Groundout,field_out,True,687799,518876,Cade Marlowe,Merrill Kelly,1,1,0,04fffefa-5717-429a-8852-6400cd65e954,518876.0,merrillkelly,"Kelly, M",Right,Merrill Kelly,3.29,4.13,177.2,105.0,92.0,103.0,0.753,9.47,3.5,7.24,1.01,1.33,0.195,0.47,0.136,0.359,0.386,88.7,99.0,108.0,114.0,121.0,105.0,111.0,78.0,104.0,97.0,85.0,105.0,95.0,104.0,112.0,110.0,87.0,101.0,99.0,0.122,0.301,0.18100000000000002,0.055,0.11,0.231,0.04,0.88,0.83,-0.64,-0.45,2.43,92.2,90.8,92.4,85.5,82.1,0.224,0.18,0.261,0.22,0.268,0.217,,,,,,,,,,,,,,
8,2023-07-30,717193,Flyout,field_out,True,672695,622491,Geraldo Perdomo,Luis Castillo,1,0,0,7aaeb1da-63a2-482b-8d30-41b6cc01151e,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,3.34,3.82,197.0,103.0,96.0,102.0,0.7170000000000001,10.01,2.56,7.31,1.28,0.92,0.268,0.375,0.182,0.33299999999999996,0.42200000000000004,88.3,83.0,108.0,105.0,,,,95.0,104.0,100.0,82.0,103.0,95.0,117.0,100.0,108.0,,,,0.179,0.444,,0.221,,0.156,1.31,,0.6,-0.12,,-1.6,96.3,,95.9,85.7,,0.165,0.28,0.239,,,0.234,,,,,,,,,,,,,,
9,2023-07-30,717193,Flyout,field_out,True,606466,622491,Ketel Marte,Luis Castillo,1,1,0,64d3138a-ae23-42a8-bc19-a6b47f30ac18,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,3.34,3.82,197.0,103.0,96.0,102.0,0.7170000000000001,10.01,2.56,7.31,1.28,0.92,0.268,0.375,0.182,0.33299999999999996,0.42200000000000004,88.3,83.0,108.0,105.0,,,,95.0,104.0,100.0,82.0,103.0,95.0,117.0,100.0,108.0,,,,0.179,0.444,,0.221,,0.156,1.31,,0.6,-0.12,,-1.6,96.3,,95.9,85.7,,0.165,0.28,0.239,,,0.234,,,,,,,,,,,,,,
