,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,KC%,wFA/C,wFS/C,wSI/C,wSL/C,wKC/C,vFA,vFS,vSI,vSL,vKC,FF_ba,SL_ba,FS_ba,CU_ba,SI_ba,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,CH%,wFC/C,wCU/C,wCH/C,vFC,vCU,CH_ba,FC_ba
0,2023-08-08,717072,Strikeout,strikeout,True,673490,669302,Ha-Seong Kim,Logan Gilbert,0,0,0,9c009dc0-28d1-4b08-a9d5-e497ae4210c5,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,3.73,3.69,190.2,102.0,106.0,102.0,0.767,8.92,1.7,7.98,1.37,1.02,0.23800000000000002,0.42700000000000005,0.125,0.33299999999999996,0.47,88.0,103.0,99.0,55.0,90.0,81.0,133.0,101.0,99.0,110.0,95.0,103.0,98.0,103.0,117.0,0.003,0.419,0.14800000000000002,0.297,0.134,0.01,0.25,-11.33,1.84,0.39,95.7,85.6,93.7,88.7,80.3,0.28,0.211,0.174,0.214,0.667,,,,,,,,,,,,,,,,,,,,
1,2023-08-08,717072,Pop Out,field_out,True,665487,669302,Fernando Tatis Jr.,Logan Gilbert,1,0,0,98172f30-3789-475f-b3b5-4b8436efc567,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,3.73,3.69,190.2,102.0,106.0,102.0,0.767,8.92,1.7,7.98,1.37,1.02,0.23800000000000002,0.42700000000000005,0.125,0.33299999999999996,0.47,88.0,103.0,99.0,55.0,90.0,81.0,133.0,101.0,99.0,110.0,95.0,103.0,98.0,103.0,117.0,0.003,0.419,0.14800000000000002,0.297,0.134,0.01,0.25,-11.33,1.84,0.39,95.7,85.6,93.7,88.7,80.3,0.28,0.211,0.174,0.214,0.667,,,,,,,,,,,,,,,,,,,,
2,2023-08-08,717072,Strikeout,strikeout,True,665742,669302,Juan Soto,Logan Gilbert,0,0,0,7a3b99ec-d09c-4aa4-8656-ba92f993fbc6,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,3.73,3.69,190.2,102.0,106.0,102.0,0.767,8.92,1.7,7.98,1.37,1.02,0.23800000000000002,0.42700000000000005,0.125,0.33299999999999996,0.47,88.0,103.0,99.0,55.0,90.0,81.0,133.0,101.0,99.0,110.0,95.0,103.0,98.0,103.0,117.0,0.003,0.419,0.14800000000000002,0.297,0.134,0.01,0.25,-11.33,1.84,0.39,95.7,85.6,93.7,88.7,80.3,0.28,0.211,0.174,0.214,0.667,,,,,,,,,,,,,,,,,,,,
3,2023-08-08,717072,Double,double,False,641487,607259,J.P. Crawford,Nick Martinez,0,0,0,30193680-6b98-437e-8d2f-4e68e4a16e66,607259.0,nickmartinez,"Martinez, N",Right,Nick Martinez,3.43,3.98,110.1,102.0,92.0,101.0,0.728,8.65,3.26,8.08,0.98,1.91,0.20600000000000002,0.431,0.235,0.251,0.397,92.0,100.0,98.0,87.0,108.0,101.0,,,,,,,,,,0.22399999999999998,0.13,,0.002,,-0.91,,1.23,-4.18,,93.3,,92.9,84.5,,0.25,,,0.164,0.293,80.7,97.0,102.0,106.0,88.0,97.0,100.0,96.0,102.0,96.0,0.16399999999999998,0.191,0.28800000000000003,-1.99,0.59,2.41,89.5,81.8,0.158,0.382
4,2023-08-08,717072,Single,single,False,677594,607259,Julio Rodríguez,Nick Martinez,0,0,1,65da11c7-a71e-48d8-ad37-b897b794906c,607259.0,nickmartinez,"Martinez, N",Right,Nick Martinez,3.43,3.98,110.1,102.0,92.0,101.0,0.728,8.65,3.26,8.08,0.98,1.91,0.20600000000000002,0.431,0.235,0.251,0.397,92.0,100.0,98.0,87.0,108.0,101.0,,,,,,,,,,0.22399999999999998,0.13,,0.002,,-0.91,,1.23,-4.18,,93.3,,92.9,84.5,,0.25,,,0.164,0.293,80.7,97.0,102.0,106.0,88.0,97.0,100.0,96.0,102.0,96.0,0.16399999999999998,0.191,0.28800000000000003,-1.99,0.59,2.41,89.5,81.8,0.158,0.382
5,2023-08-08,717072,Strikeout,strikeout,True,553993,607259,Eugenio Suárez,Nick Martinez,0,0,1,efc2c65e-1aa9-4064-82a2-13367c16c314,607259.0,nickmartinez,"Martinez, N",Right,Nick Martinez,3.43,3.98,110.1,102.0,92.0,101.0,0.728,8.65,3.26,8.08,0.98,1.91,0.20600000000000002,0.431,0.235,0.251,0.397,92.0,100.0,98.0,87.0,108.0,101.0,,,,,,,,,,0.22399999999999998,0.13,,0.002,,-0.91,,1.23,-4.18,,93.3,,92.9,84.5,,0.25,,,0.164,0.293,80.7,97.0,102.0,106.0,88.0,97.0,100.0,96.0,102.0,96.0,0.16399999999999998,0.191,0.28800000000000003,-1.99,0.59,2.41,89.5,81.8,0.158,0.382
6,2023-08-08,717072,Walk,walk,False,663728,607259,Cal Raleigh,Nick Martinez,1,0,0,97fa9336-99af-48f9-a6f2-c4707848a89e,607259.0,nickmartinez,"Martinez, N",Right,Nick Martinez,3.43,3.98,110.1,102.0,92.0,101.0,0.728,8.65,3.26,8.08,0.98,1.91,0.20600000000000002,0.431,0.235,0.251,0.397,92.0,100.0,98.0,87.0,108.0,101.0,,,,,,,,,,0.22399999999999998,0.13,,0.002,,-0.91,,1.23,-4.18,,93.3,,92.9,84.5,,0.25,,,0.164,0.293,80.7,97.0,102.0,106.0,88.0,97.0,100.0,96.0,102.0,96.0,0.16399999999999998,0.191,0.28800000000000003,-1.99,0.59,2.41,89.5,81.8,0.158,0.382
7,2023-08-08,717072,Groundout,field_out,True,606192,607259,Teoscar Hernández,Nick Martinez,0,0,0,459f60ec-a6a6-4607-a0b7-d61dd2ac6f35,607259.0,nickmartinez,"Martinez, N",Right,Nick Martinez,3.43,3.98,110.1,102.0,92.0,101.0,0.728,8.65,3.26,8.08,0.98,1.91,0.20600000000000002,0.431,0.235,0.251,0.397,92.0,100.0,98.0,87.0,108.0,101.0,,,,,,,,,,0.22399999999999998,0.13,,0.002,,-0.91,,1.23,-4.18,,93.3,,92.9,84.5,,0.25,,,0.164,0.293,80.7,97.0,102.0,106.0,88.0,97.0,100.0,96.0,102.0,96.0,0.16399999999999998,0.191,0.28800000000000003,-1.99,0.59,2.41,89.5,81.8,0.158,0.382
8,2023-08-08,717072,Flyout,field_out,True,592518,669302,Manny Machado,Logan Gilbert,0,0,0,070bf99f-6aba-4ef4-bc87-d8fd130bdd90,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,3.73,3.69,190.2,102.0,106.0,102.0,0.767,8.92,1.7,7.98,1.37,1.02,0.23800000000000002,0.42700000000000005,0.125,0.33299999999999996,0.47,88.0,103.0,99.0,55.0,90.0,81.0,133.0,101.0,99.0,110.0,95.0,103.0,98.0,103.0,117.0,0.003,0.419,0.14800000000000002,0.297,0.134,0.01,0.25,-11.33,1.84,0.39,95.7,85.6,93.7,88.7,80.3,0.28,0.211,0.174,0.214,0.667,,,,,,,,,,,,,,,,,,,,
9,2023-08-08,717072,Single,single,False,593428,669302,Xander Bogaerts,Logan Gilbert,0,0,0,a645f1a1-c33c-4362-a201-7a46387bbe3c,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,3.73,3.69,190.2,102.0,106.0,102.0,0.767,8.92,1.7,7.98,1.37,1.02,0.23800000000000002,0.42700000000000005,0.125,0.33299999999999996,0.47,88.0,103.0,99.0,55.0,90.0,81.0,133.0,101.0,99.0,110.0,95.0,103.0,98.0,103.0,117.0,0.003,0.419,0.14800000000000002,0.297,0.134,0.01,0.25,-11.33,1.84,0.39,95.7,85.6,93.7,88.7,80.3,0.28,0.211,0.174,0.214,0.667,,,,,,,,,,,,,,,,,,,,
